date,DAL_Open,DAL_High,DAL_Low,DAL_Close,DAL_Volume,DAL_Dividends,DAL_Stock Splits
2007-05-03 00:00:00+00:00,21.75,21.950000762939453,20.549999237060547,18.23642349243164,8052800,0.0,
2007-05-04 00:00:00+00:00,21.25,21.350000381469727,20.700000762939453,18.465251922607425,5437300,0.0,
2007-05-07 00:00:00+00:00,21.200000762939453,21.290000915527344,20.200000762939453,17.919572830200195,2646300,0.0,
2007-05-08 00:00:00+00:00,20.0,20.0,19.299999237060547,17.27707862854004,4166100,0.0,
2007-05-09 00:00:00+00:00,19.75,20.200000762939453,19.6299991607666,17.417898178100586,7541100,0.0,
2007-05-10 00:00:00+00:00,19.790000915527344,19.989999771118164,19.549999237060547,17.338685989379883,3170600,0.0,
2007-05-11 00:00:00+00:00,19.709999084472656,19.799999237060547,19.11000061035156,16.98662567138672,3539400,0.0,
2007-05-14 00:00:00+00:00,19.149999618530277,19.38999938964844,18.75,16.625768661499023,1924800,0.0,
2007-05-15 00:00:00+00:00,18.649999618530277,18.850000381469727,18.149999618530277,16.018470764160156,3438700,0.0,
2007-05-16 00:00:00+00:00,18.059999465942383,18.479999542236328,18.020000457763672,16.141687393188477,2607600,0.0,
2007-05-17 00:00:00+00:00,18.799999237060547,19.75,18.670000076293945,16.740192413330078,8979000,0.0,
2007-05-18 00:00:00+00:00,19.46999931335449,19.489999771118164,18.540000915527344,16.99542999267578,6562200,0.0,
2007-05-21 00:00:00+00:00,19.200000762939453,19.34000015258789,19.0,16.72258758544922,2077700,0.0,
2007-05-22 00:00:00+00:00,19.100000381469727,19.530000686645508,19.0,17.145051956176758,4014700,0.0,
2007-05-23 00:00:00+00:00,19.5,19.700000762939453,19.100000381469727,16.90741729736328,2387100,0.0,
2007-05-24 00:00:00+00:00,19.209999084472656,19.32999992370605,18.850000381469727,16.740192413330078,2362000,0.0,
2007-05-25 00:00:00+00:00,19.020000457763672,19.049999237060547,18.690000534057617,16.51136016845703,895000,0.0,
2007-05-29 00:00:00+00:00,18.90999984741211,19.200000762939453,18.850000381469727,16.801799774169922,2918800,0.0,
2007-05-30 00:00:00+00:00,19.049999237060547,19.149999618530277,18.809999465942383,16.704984664916992,2829300,0.0,
2007-05-31 00:00:00+00:00,19.149999618530277,19.280000686645508,19.030000686645508,16.76659393310547,3435200,0.0,
2007-06-01 00:00:00+00:00,19.100000381469727,19.799999237060547,19.049999237060547,17.206661224365234,2299400,0.0,
2007-06-04 00:00:00+00:00,18.700000762939453,19.049999237060547,18.690000534057617,16.581768035888672,5692700,0.0,
2007-06-05 00:00:00+00:00,18.850000381469727,19.040000915527344,18.729999542236328,16.6785831451416,4510000,0.0,
2007-06-06 00:00:00+00:00,18.700000762939453,18.93000030517578,18.649999618530277,16.66097640991211,2595300,0.0,
2007-06-07 00:00:00+00:00,18.770000457763672,18.850000381469727,18.149999618530277,16.264921188354492,3062100,0.0,
2007-06-08 00:00:00+00:00,18.200000762939453,18.82999992370605,18.200000762939453,16.572961807250977,2124100,0.0,
2007-06-11 00:00:00+00:00,18.549999237060547,18.81999969482422,18.21999931335449,16.176897048950195,1870000,0.0,
2007-06-12 00:00:00+00:00,18.149999618530277,18.709999084472656,18.020000457763672,16.194509506225586,8636200,0.0,
2007-06-13 00:00:00+00:00,18.479999542236328,18.700000762939453,18.36000061035156,16.405742645263672,3110200,0.0,
2007-06-14 00:00:00+00:00,18.5,19.01000022888184,18.43000030517578,16.63457489013672,8069700,0.0,
2007-06-15 00:00:00+00:00,18.88999938964844,19.13999938964844,18.450000762939453,16.61697006225586,3418900,0.0,
2007-06-18 00:00:00+00:00,18.649999618530277,18.899999618530277,18.5,16.31772804260254,1339900,0.0,
2007-06-19 00:00:00+00:00,18.59000015258789,19.07999992370605,18.549999237060547,16.608171463012695,3113000,0.0,
