date,SMP_Open,SMP_High,SMP_Low,SMP_Close,SMP_Volume,SMP_Dividends,SMP_Stock Splits
1980-03-17 00:00:00+00:00,0.0,2.3666670322418213,2.3333330154418945,0.9781678318977356,18750,0.0,
1980-03-18 00:00:00+00:00,0.0,2.3333330154418945,2.299999952316284,0.9641938209533693,4125,0.0,
1980-03-19 00:00:00+00:00,0.0,2.3333330154418945,2.3333330154418945,0.9781678318977356,4125,0.0,
1980-03-20 00:00:00+00:00,0.0,2.3333330154418945,2.299999952316284,0.9641938209533693,2625,0.0,
1980-03-21 00:00:00+00:00,0.0,2.266666889190674,2.166666984558105,0.9222724437713624,27750,0.0,
1980-03-24 00:00:00+00:00,0.0,2.166666984558105,2.0333330631256104,0.8524028062820435,28875,0.0,
1980-03-25 00:00:00+00:00,0.0,2.0333330631256104,1.9666670560836792,0.8384295105934143,14625,0.0,
1980-03-26 00:00:00+00:00,0.0,2.0,1.9333330392837524,0.8104817867279053,10125,0.0,
1980-03-27 00:00:00+00:00,0.0,1.9666670560836792,1.8333330154418943,0.7685602307319641,12375,0.0,
1980-03-28 00:00:00+00:00,0.0,2.0,1.9333330392837524,0.8384295105934143,68250,0.0,
1980-03-31 00:00:00+00:00,0.0,2.0,1.8666670322418213,0.8384295105934143,51375,0.0,
1980-04-01 00:00:00+00:00,0.0,2.0,1.9666670560836792,0.8384295105934143,28125,0.0,
1980-04-02 00:00:00+00:00,0.0,2.0,1.9666670560836792,0.8384295105934143,11250,0.0,
1980-04-03 00:00:00+00:00,0.0,2.066667079925537,2.0,0.8384295105934143,21750,0.0,
1980-04-07 00:00:00+00:00,0.0,2.066667079925537,1.9666670560836792,0.8524028062820435,9750,0.0,
1980-04-08 00:00:00+00:00,0.0,2.066667079925537,2.0,0.8524028062820435,12750,0.0,
1980-04-09 00:00:00+00:00,0.0,2.066667079925537,2.0333330631256104,0.8524028062820435,15750,0.0,
1980-04-10 00:00:00+00:00,0.0,2.066667079925537,1.9666670560836792,0.8384295105934143,22125,0.0,
1980-04-11 00:00:00+00:00,0.0,2.066667079925537,1.9666670560836792,0.8524028062820435,5250,0.0,
1980-04-14 00:00:00+00:00,0.0,2.066667079925537,2.0,0.8524028062820435,8625,0.0,
1980-04-15 00:00:00+00:00,0.0,2.0999999046325684,1.8666670322418213,0.8803507089614868,6750,0.0,
