date,NYT_Open,NYT_High,NYT_Low,NYT_Close,NYT_Volume,NYT_Dividends,NYT_Stock Splits
1973-05-03 00:00:00+00:00,1.1041669845581057,1.1354169845581057,1.0833330154418943,0.6631988883018494,30000,0.0,
1973-05-04 00:00:00+00:00,1.125,1.125,1.1041669845581057,0.6449459791183472,2400,0.0,
1973-05-07 00:00:00+00:00,1.1041669845581057,1.1041669845581057,1.1041669845581057,0.6449459791183472,1200,0.0,
1973-05-08 00:00:00+00:00,1.1041669845581057,1.1041669845581057,1.0729169845581057,0.6266930103302002,32400,0.0,
1973-05-09 00:00:00+00:00,1.0833330154418943,1.1041669845581057,1.0833330154418943,0.6449459791183472,2400,0.0,
1973-05-10 00:00:00+00:00,1.0833330154418943,1.0833330154418943,1.0833330154418943,0.6327765583992004,1200,0.0,
1973-05-11 00:00:00+00:00,1.0833330154418943,1.1041669845581057,1.0729169845581057,0.6449459791183472,4800,0.0,
1973-05-14 00:00:00+00:00,1.1041669845581057,1.1354169845581057,1.0833330154418943,0.6327765583992004,58800,0.0,
1973-05-15 00:00:00+00:00,1.0729169845581057,1.0729169845581057,1.0520830154418943,0.6145232915878296,21600,0.0,
1973-05-16 00:00:00+00:00,1.0520830154418943,1.0729169845581057,1.0520830154418943,0.6145232915878296,4800,0.0,
1973-05-17 00:00:00+00:00,1.0520830154418943,1.0520830154418943,1.0520830154418943,0.6145232915878296,6000,0.0,
1973-05-18 00:00:00+00:00,1.0520830154418943,1.0520830154418943,1.0416669845581057,0.6145232915878296,20400,0.0,
1973-05-21 00:00:00+00:00,1.0520830154418943,1.0729169845581057,1.0104169845581057,0.5962703824043274,20400,0.0,
1973-05-22 00:00:00+00:00,1.0208330154418943,1.0416669845581057,1.0,0.5841020941734314,13200,0.0,
1973-05-23 00:00:00+00:00,1.0,1.0104169845581057,0.9895830154418944,0.5780173540115356,31200,0.0,
1973-05-24 00:00:00+00:00,0.9895830154418944,1.0104169845581057,0.9895830154418944,0.5841020941734314,20400,0.0,
1973-05-25 00:00:00+00:00,1.0,1.0104169845581057,1.0,0.5901864767074585,16800,0.0,
1973-05-29 00:00:00+00:00,1.0104169845581057,1.0208330154418943,1.0104169845581057,0.5901864767074585,25200,0.0,
1973-05-30 00:00:00+00:00,1.0104169845581057,1.0416669845581057,1.0104169845581057,0.6084395051002502,24000,0.0,
1973-05-31 00:00:00+00:00,1.0520830154418943,1.0520830154418943,1.0520830154418943,0.6145232915878296,1200,0.0,
1973-06-01 00:00:00+00:00,1.0416669845581057,1.0416669845581057,1.0104169845581057,0.5901864767074585,13200,0.0,
1973-06-04 00:00:00+00:00,1.0104169845581057,1.0104169845581057,1.0,0.5841020941734314,9600,0.0,
1973-06-05 00:00:00+00:00,1.0,1.0416669845581057,0.96875,0.6084395051002502,16800,0.0,
1973-06-06 00:00:00+00:00,1.0729169845581057,1.0729169845581057,1.0729169845581057,0.6266930103302002,12000,0.0,
1973-06-07 00:00:00+00:00,1.0416669845581057,1.0416669845581057,1.0416669845581057,0.6084395051002502,7200,0.0,
1973-06-08 00:00:00+00:00,1.0520830154418943,1.0520830154418943,1.0520830154418943,0.6145232915878296,1200,0.0,
1973-06-11 00:00:00+00:00,1.0729169845581057,1.1041669845581057,1.0729169845581057,0.6449459791183472,28800,0.0,
1973-06-12 00:00:00+00:00,1.0833330154418943,1.0833330154418943,1.0729169845581057,0.6327765583992004,24000,0.0,
1973-06-13 00:00:00+00:00,1.0729169845581057,1.0729169845581057,1.0729169845581057,0.6266930103302002,12000,0.0,
1973-06-14 00:00:00+00:00,1.0520830154418943,1.0520830154418943,1.0416669845581057,0.6084395051002502,3600,0.0,
1973-06-15 00:00:00+00:00,1.0416669845581057,1.0416669845581057,1.0416669845581057,0.6084395051002502,3600,0.0,
1973-06-18 00:00:00+00:00,1.0208330154418943,1.0208330154418943,0.9895830154418944,0.5780173540115356,31200,0.0,
1973-06-19 00:00:00+00:00,0.9895830154418944,0.9895830154418944,0.9166669845581056,0.535426914691925,126000,0.0,
1973-06-20 00:00:00+00:00,0.9375,0.96875,0.9375,0.5658485293388367,6000,0.0,
1973-06-21 00:00:00+00:00,0.96875,0.9895830154418944,0.9479169845581056,0.5536800026893616,9600,0.0,
1973-06-22 00:00:00+00:00,0.9479169845581056,0.9895830154418944,0.9479169845581056,0.5658485293388367,15600,0.0,
