date,IPAR_Open,IPAR_High,IPAR_Low,IPAR_Close,IPAR_Volume,IPAR_Dividends,IPAR_Stock Splits
1988-02-04 00:00:00+00:00,0.0,0.6172839999198914,0.5555559992790222,0.395847886800766,39083,0.0,
1988-02-05 00:00:00+00:00,0.0,0.6172839999198914,0.5555559992790222,0.395847886800766,606488,0.0,
1988-02-08 00:00:00+00:00,0.0,0.6172839999198914,0.5555559992790222,0.395847886800766,19440,0.0,
1988-02-09 00:00:00+00:00,0.0,0.6172839999198914,0.5555559992790222,0.395847886800766,23288,0.0,
1988-02-10 00:00:00+00:00,0.0,0.6172839999198914,0.5555559992790222,0.395847886800766,10530,0.0,
1988-02-11 00:00:00+00:00,0.0,0.6172839999198914,0.5555559992790222,0.395847886800766,11138,0.0,
1988-02-12 00:00:00+00:00,0.0,0.6172839999198914,0.5555559992790222,0.395847886800766,405,0.0,
1988-02-16 00:00:00+00:00,0.0,0.6172839999198914,0.5246909856796265,0.3738555610179901,67028,0.0,
1988-02-17 00:00:00+00:00,0.5246909856796265,0.5246909856796265,0.5246909856796265,0.3738555610179901,0,0.0,
1988-02-18 00:00:00+00:00,0.0,0.6172839999198914,0.4938269853591919,0.351864218711853,21263,0.0,
1988-02-19 00:00:00+00:00,0.0,0.6172839999198914,0.4938269853591919,0.351864218711853,66825,0.0,
1988-02-22 00:00:00+00:00,0.0,0.5864199995994568,0.4938269853591919,0.351864218711853,13568,0.0,
1988-02-23 00:00:00+00:00,0.0,0.5864199995994568,0.4938269853591919,0.351864218711853,60548,0.0,
1988-02-24 00:00:00+00:00,0.0,0.5246909856796265,0.4938269853591919,0.351864218711853,35843,0.0,
1988-02-25 00:00:00+00:00,0.4938269853591919,0.4938269853591919,0.4938269853591919,0.351864218711853,0,0.0,
1988-02-26 00:00:00+00:00,0.0,0.4938269853591919,0.4320990145206451,0.3078813850879669,39488,0.0,
1988-02-29 00:00:00+00:00,0.0,0.4938269853591919,0.4320990145206451,0.3078813850879669,1418,0.0,
1988-03-01 00:00:00+00:00,0.0,0.4938269853591919,0.4320990145206451,0.3078813850879669,3645,0.0,
