date,GLP_Open,GLP_High,GLP_Low,GLP_Close,GLP_Volume,GLP_Dividends,GLP_Stock Splits
2005-09-29 00:00:00+00:00,25.0,25.46999931335449,23.51000022888184,4.35092830657959,3239400,0.0,
2005-09-30 00:00:00+00:00,23.75,23.950000762939453,23.350000381469727,4.3325700759887695,327000,0.0,
2005-10-03 00:00:00+00:00,23.700000762939453,24.299999237060547,23.350000381469727,4.442720413208008,164600,0.0,
2005-10-04 00:00:00+00:00,24.399999618530277,24.68000030517578,23.899999618530277,4.389482498168945,120400,0.0,
2005-10-05 00:00:00+00:00,24.0,24.0,23.209999084472656,4.290346145629883,142900,0.0,
2005-10-06 00:00:00+00:00,23.350000381469727,23.350000381469727,22.190000534057617,4.077389717102051,196100,0.0,
2005-10-07 00:00:00+00:00,22.399999618530277,22.93000030517578,22.299999237060547,4.191211223602295,100900,0.0,
2005-10-10 00:00:00+00:00,22.950000762939453,22.950000762939453,22.399999618530277,4.13062858581543,34800,0.0,
2005-10-11 00:00:00+00:00,22.450000762939453,22.850000381469727,22.450000762939453,4.1453142166137695,34200,0.0,
2005-10-12 00:00:00+00:00,22.729999542236328,22.799999237060547,22.399999618530277,4.1581645011901855,53600,0.0,
2005-10-13 00:00:00+00:00,22.670000076293945,22.670000076293945,21.5,4.048016548156738,53700,0.0,
2005-10-14 00:00:00+00:00,21.950000762939453,21.950000762939453,21.5,3.9837613105773926,80400,0.0,
2005-10-17 00:00:00+00:00,21.700000762939453,22.190000534057617,21.700000762939453,4.048016548156738,55100,0.0,
2005-10-18 00:00:00+00:00,22.0,22.25,22.0,4.068209648132324,33700,0.0,
2005-10-19 00:00:00+00:00,22.149999618530277,22.149999618530277,21.26000022888184,4.048016548156738,56200,0.0,
2005-10-20 00:00:00+00:00,21.950000762939453,22.1299991607666,21.790000915527344,4.000283241271973,20500,0.0,
2005-10-21 00:00:00+00:00,21.399999618530277,21.989999771118164,21.270000457763672,3.947046041488648,72200,0.0,
2005-10-24 00:00:00+00:00,21.5,21.979999542236328,21.5,4.020478248596191,28100,0.0,
