date,IVE_Open,IVE_High,IVE_Low,IVE_Close,IVE_Volume,IVE_Dividends,IVE_Stock Splits
2000-05-26 00:00:00+00:00,59.609375,59.609375,59.3125,34.71285629272461,2900,0.0,
2000-05-30 00:00:00+00:00,59.90625,60.21875,59.90625,35.243247985839844,1800,0.0,
2000-05-31 00:00:00+00:00,60.1875,60.796875,60.1875,35.50843811035156,12200,0.0,
2000-06-01 00:00:00+00:00,60.78125,61.421875,60.6875,35.947357177734375,25400,0.0,
2000-06-02 00:00:00+00:00,62.46875,62.59375,62.28125,36.450313568115234,10000,0.0,
2000-06-05 00:00:00+00:00,62.34375,62.34375,61.921875,36.28571701049805,15500,0.0,
2000-06-06 00:00:00+00:00,61.859375,61.921875,61.859375,36.239990234375,4100,0.0,
2000-06-07 00:00:00+00:00,61.703125,62.078125,61.703125,36.28571701049805,4800,0.0,
2000-06-08 00:00:00+00:00,61.875,61.875,61.3125,35.956504821777344,16000,0.0,
2000-06-09 00:00:00+00:00,61.796875,61.796875,61.15625,35.79192352294922,7100,0.0,
2000-06-12 00:00:00+00:00,61.5625,61.5625,61.484375,35.99309539794922,1800,0.0,
2000-06-13 00:00:00+00:00,61.21875,61.21875,61.046875,35.7278938293457,4300,0.0,
2000-06-14 00:00:00+00:00,61.6875,61.984375,61.6875,36.16683197021485,4500,0.0,
2000-06-15 00:00:00+00:00,61.59375,61.59375,60.890625,35.746185302734375,5000,0.0,
2000-06-16 00:00:00+00:00,61.578125,61.625,59.953125,35.14265060424805,25400,0.0,
2000-06-19 00:00:00+00:00,60.25,60.59375,60.125,35.40782928466797,12300,0.0,
2000-06-20 00:00:00+00:00,60.375,60.375,59.875,35.20664978027344,40900,0.0,
2000-06-21 00:00:00+00:00,59.90625,59.953125,59.65625,35.02910614013672,5800,0.072,
2000-06-22 00:00:00+00:00,59.828125,59.828125,59.1875,34.772762298583984,4900,0.0,
2000-06-23 00:00:00+00:00,59.609375,59.609375,59.015625,34.58050537109375,20100,0.0,
2000-06-26 00:00:00+00:00,59.53125,59.53125,59.15625,34.80937194824219,11900,0.0,
2000-06-27 00:00:00+00:00,59.65625,59.65625,59.3125,34.75444030761719,13800,0.0,
2000-06-28 00:00:00+00:00,59.53125,59.859375,59.171875,34.74528503417969,12200,0.0,
2000-06-29 00:00:00+00:00,59.0,59.15625,58.734375,34.41568756103516,11000,0.0,
2000-06-30 00:00:00+00:00,59.0,59.0625,58.5,34.28750991821289,27000,0.0,
2000-07-03 00:00:00+00:00,58.375,59.140625,58.375,34.65373611450195,2500,0.0,
2000-07-05 00:00:00+00:00,59.375,59.625,59.046875,34.59881591796875,6100,0.0,
2000-07-06 00:00:00+00:00,59.328125,59.421875,58.984375,34.66290664672852,5300,0.0,
2000-07-07 00:00:00+00:00,59.46875,60.140625,59.46875,35.17558288574219,28100,0.0,
2000-07-10 00:00:00+00:00,60.296875,60.328125,60.078125,35.203067779541016,22900,0.0,
2000-07-11 00:00:00+00:00,60.15625,60.765625,60.15625,35.48688888549805,8400,0.0,
2000-07-12 00:00:00+00:00,61.0625,61.09375,60.6875,35.56013107299805,29600,0.0,
2000-07-13 00:00:00+00:00,60.921875,61.109375,60.890625,35.715782165527344,3800,0.0,
2000-07-14 00:00:00+00:00,61.21875,61.21875,61.125,35.834808349609375,3000,0.0,
