date,BR_Open,BR_High,BR_Low,BR_Close,BR_Volume,BR_Dividends,BR_Stock Splits
2007-03-22 00:00:00+00:00,18.0,20.25,18.0,14.168164253234863,2908400,0.0,
2007-03-23 00:00:00+00:00,20.100000381469727,22.899999618530277,20.049999237060547,14.33028793334961,3550900,0.0,
2007-03-26 00:00:00+00:00,20.32999992370605,20.75,20.149999618530277,14.569941520690918,859900,0.0,
2007-03-27 00:00:00+00:00,20.75,20.82999992370605,20.299999237060547,14.344388961791992,470400,0.0,
2007-03-28 00:00:00+00:00,20.299999237060547,20.299999237060547,19.700000762939453,14.027182579040527,324100,0.0,
2007-03-29 00:00:00+00:00,19.899999618530277,20.1299991607666,19.5,13.886212348937988,1799300,0.0,
2007-03-30 00:00:00+00:00,19.799999237060547,19.950000762939453,19.63999938964844,13.886212348937988,12230800,0.0,
2007-04-02 00:00:00+00:00,19.700000762939453,19.700000762939453,18.81999969482422,13.752280235290527,9470300,0.0,
2007-04-03 00:00:00+00:00,19.479999542236328,19.5,18.489999771118164,13.442130088806152,7892900,0.0,
2007-04-04 00:00:00+00:00,19.020000457763672,19.15999984741211,18.799999237060547,13.329349517822266,4738000,0.0,
2007-04-05 00:00:00+00:00,18.75,19.809999465942383,18.700000762939453,13.660645484924316,4602900,0.0,
2007-04-09 00:00:00+00:00,19.56999969482422,19.56999969482422,18.899999618530277,13.43508529663086,3600900,0.0,
2007-04-10 00:00:00+00:00,18.68000030517578,19.440000534057617,18.600000381469727,13.547853469848633,3130800,0.0,
2007-04-11 00:00:00+00:00,19.25,20.059999465942383,18.950000762939453,13.470330238342283,3356100,0.0,
2007-04-12 00:00:00+00:00,19.059999465942383,19.270000457763672,18.88999938964844,13.533769607543944,2666300,0.0,
2007-04-13 00:00:00+00:00,20.049999237060547,20.049999237060547,19.100000381469727,13.801621437072754,2980900,0.0,
2007-04-16 00:00:00+00:00,19.6200008392334,19.899999618530277,19.6200008392334,13.998984336853027,1455800,0.0,
2007-04-17 00:00:00+00:00,19.450000762939453,20.57999992370605,19.299999237060547,14.39372730255127,1567200,0.0,
2007-04-18 00:00:00+00:00,20.229999542236328,20.71999931335449,19.959999084472656,14.576996803283691,1958200,0.0,
2007-04-19 00:00:00+00:00,20.200000762939453,21.459999084472656,20.18000030517578,14.901238441467283,1890100,0.0,
2007-04-20 00:00:00+00:00,21.3700008392334,21.770000457763672,21.0,14.858945846557615,2671300,0.0,
2007-04-23 00:00:00+00:00,20.8799991607666,21.100000381469727,20.530000686645508,14.591094017028809,1531800,0.0,
2007-04-24 00:00:00+00:00,20.700000762939453,20.700000762939453,20.5,14.5276460647583,1752700,0.0,
2007-04-25 00:00:00+00:00,20.61000061035156,20.670000076293945,20.21999931335449,14.280943870544434,1029600,0.0,
