date,MMM_Open,MMM_High,MMM_Low,MMM_Close,MMM_Volume,MMM_Dividends,MMM_Stock Splits
1962-01-02 00:00:00+00:00,0.0,3.5535120964050293,3.4489970207214355,0.5740549564361572,254509,0.0,
1962-01-03 00:00:00+00:00,0.0,3.501254081726074,3.4163360595703125,0.5783707499504089,505190,0.0,
1962-01-04 00:00:00+00:00,0.0,3.560044050216675,3.501254081726074,0.5783707499504089,254509,0.0,
1962-01-05 00:00:00+00:00,0.0,3.488189935684204,3.3967390060424805,0.5632642507553101,376979,0.0,
1962-01-08 00:00:00+00:00,0.0,3.4163360595703125,3.370609998703003,0.5600274205207825,399942,0.0,
1962-01-09 00:00:00+00:00,0.0,3.4163360595703125,3.377142906188965,0.5600274205207825,376979,0.0,
1962-01-10 00:00:00+00:00,0.0,3.383675098419189,3.344481945037842,0.5535528063774109,304262,0.0,
1962-01-11 00:00:00+00:00,0.0,3.370609998703003,3.259562969207764,0.5513952374458313,269818,0.0,
1962-01-12 00:00:00+00:00,0.0,3.383675098419189,3.27262806892395,0.5406041741371155,692723,0.0,
1962-01-15 00:00:00+00:00,0.0,3.3118209838867188,3.27262806892395,0.5459993481636047,252595,0.0,
1962-01-16 00:00:00+00:00,0.0,3.3640780448913574,3.2922239303588867,0.5557107925415039,239200,0.0,
1962-01-17 00:00:00+00:00,0.0,3.370609998703003,3.3183529376983643,0.5513952374458313,135866,0.0,
1962-01-18 00:00:00+00:00,0.0,3.370609998703003,3.3248848915100098,0.5557107925415039,306176,0.0,
1962-01-19 00:00:00+00:00,0.0,3.357546091079712,3.298755884170532,0.549236536026001,170310,0.0,
1962-01-22 00:00:00+00:00,0.0,3.357546091079712,3.305288076400757,0.5524741411209106,246854,0.0,
1962-01-23 00:00:00+00:00,0.0,3.377142906188965,3.3314170837402344,0.5503157377243042,164570,0.0,
1962-01-24 00:00:00+00:00,0.0,3.357546091079712,3.3183529376983643,0.5546320080757141,139693,0.0,
1962-01-25 00:00:00+00:00,0.0,3.370609998703003,3.3248848915100098,0.5513952374458313,415251,0.0,
1962-01-26 00:00:00+00:00,0.0,3.357546091079712,3.3248848915100098,0.5535528063774109,118643,0.0,
1962-01-29 00:00:00+00:00,0.0,3.3640780448913574,3.298755884170532,0.5449204444885254,216237,0.0,
1962-01-30 00:00:00+00:00,0.0,3.344481945037842,3.298755884170532,0.549236536026001,170310,0.0,
1962-01-31 00:00:00+00:00,0.0,3.501254081726074,3.344481945037842,0.5697386860847473,327226,0.0,
1962-02-01 00:00:00+00:00,0.0,3.573107957839966,3.435931921005249,0.5870036482810974,319571,0.0,
1962-02-02 00:00:00+00:00,0.0,3.605768918991089,3.5665760040283203,0.5934781432151794,239200,0.0,
1962-02-05 00:00:00+00:00,0.0,3.6514949798583984,3.5796399116516118,0.6031894087791443,233459,0.0,
1962-02-06 00:00:00+00:00,0.0,3.658026933670044,3.6188340187072754,0.6042687296867371,210496,0.0,
1962-02-07 00:00:00+00:00,0.0,3.671091079711914,3.6318979263305664,0.6031894087791443,221978,0.0,
1962-02-08 00:00:00+00:00,0.0,3.658026933670044,3.638430118560791,0.6021100878715515,116730,0.0,
1962-02-09 00:00:00+00:00,0.0,3.671091079711914,3.5796399116516118,0.6010307669639587,153088,0.0,
1962-02-12 00:00:00+00:00,0.0,3.6318979263305664,3.592705011367798,0.5956360697746277,110989,0.0,
1962-02-13 00:00:00+00:00,0.0,3.6318979263305664,3.5535120964050293,0.5870036482810974,183706,0.0,
1962-02-14 00:00:00+00:00,0.0,3.5535120964050293,3.4293999671936035,0.5697386860847473,179878,0.0,
1962-02-15 00:00:00+00:00,0.0,3.5143189430236816,3.4424641132354736,0.571897029876709,187533,0.0,
1962-02-16 00:00:00+00:00,0.0,3.5143189430236816,3.4489970207214355,0.571897029876709,218150,0.0,
1962-02-19 00:00:00+00:00,0.0,3.435931921005249,3.403270959854126,0.5638880133628845,197101,0.010452,
1962-02-20 00:00:00+00:00,0.0,3.5404469966888428,3.4163360595703125,0.5866166949272156,174138,0.0,
