date,CSGS_Open,CSGS_High,CSGS_Low,CSGS_Close,CSGS_Volume,CSGS_Dividends,CSGS_Stock Splits
1996-02-28 00:00:00+00:00,10.5,11.875,10.25,9.083369255065918,6837600,0.0,
1996-02-29 00:00:00+00:00,11.875,11.875,10.875,8.68844223022461,1587200,0.0,
1996-03-01 00:00:00+00:00,11.0,11.25,10.75,8.540342330932617,452600,0.0,
1996-03-04 00:00:00+00:00,10.75,11.0,10.375,8.194778442382812,546800,0.0,
1996-03-05 00:00:00+00:00,10.375,11.0,10.375,8.639076232910156,520400,0.0,
1996-03-06 00:00:00+00:00,10.9375,11.25,10.75,8.737805366516113,265200,0.0,
1996-03-07 00:00:00+00:00,11.25,11.375,11.0,8.885908126831055,388400,0.0,
1996-03-08 00:00:00+00:00,11.0,11.125,10.625,8.392244338989258,184000,0.0,
1996-03-11 00:00:00+00:00,10.5,10.75,10.5,8.49097728729248,493400,0.0,
1996-03-12 00:00:00+00:00,10.625,11.625,10.625,9.182100296020508,124000,0.0,
1996-03-13 00:00:00+00:00,11.625,12.0,11.625,9.182100296020508,176200,0.0,
1996-03-14 00:00:00+00:00,11.75,11.875,11.625,9.182100296020508,44000,0.0,
1996-03-15 00:00:00+00:00,11.75,12.375,11.75,9.774494171142578,72600,0.0,
1996-03-18 00:00:00+00:00,12.375,12.75,12.125,9.97196102142334,426600,0.0,
1996-03-19 00:00:00+00:00,12.625,12.75,12.125,9.626398086547852,199000,0.0,
1996-03-20 00:00:00+00:00,12.125,12.375,12.125,9.774494171142578,115600,0.0,
1996-03-21 00:00:00+00:00,12.125,12.5,12.125,9.675766944885254,64600,0.0,
1996-03-22 00:00:00+00:00,12.25,12.375,12.125,9.577031135559082,25600,0.0,
1996-03-25 00:00:00+00:00,12.125,12.375,12.125,9.601713180541992,28400,0.0,
1996-03-26 00:00:00+00:00,12.0,12.0,11.375,8.984639167785645,75000,0.0,
1996-03-27 00:00:00+00:00,11.375,11.4375,11.25,8.885908126831055,178600,0.0,
1996-03-28 00:00:00+00:00,11.5,11.625,11.25,9.132736206054688,44200,0.0,
1996-03-29 00:00:00+00:00,11.5,11.75,11.5,9.083369255065918,253000,0.0,
1996-04-01 00:00:00+00:00,11.625,11.75,11.625,9.182100296020508,99000,0.0,
1996-04-02 00:00:00+00:00,11.75,11.875,11.75,9.280834197998049,49200,0.0,
1996-04-03 00:00:00+00:00,11.875,12.0,11.75,9.280834197998049,9000,0.0,
1996-04-04 00:00:00+00:00,12.0,12.0,11.75,9.280834197998049,3400,0.0,
1996-04-08 00:00:00+00:00,11.75,11.75,11.5,9.182100296020508,56000,0.0,
1996-04-09 00:00:00+00:00,12.0,12.125,11.875,9.379568099975586,17200,0.0,
1996-04-10 00:00:00+00:00,12.0,12.75,12.0,9.922590255737305,137200,0.0,
1996-04-11 00:00:00+00:00,12.75,13.0,12.375,9.97196102142334,135200,0.0,
1996-04-12 00:00:00+00:00,13.0,13.0,12.625,9.97196102142334,22400,0.0,
1996-04-15 00:00:00+00:00,13.125,13.125,12.875,10.268155097961426,33400,0.0,
1996-04-16 00:00:00+00:00,13.125,13.75,13.0,10.56435203552246,30800,0.0,
1996-04-17 00:00:00+00:00,13.75,13.875,13.625,10.9592866897583,30800,0.0,
1996-04-18 00:00:00+00:00,14.125,14.125,13.75,11.156750679016112,7800,0.0,
1996-04-19 00:00:00+00:00,14.0,14.25,14.0,11.255480766296388,24800,0.0,
1996-04-22 00:00:00+00:00,14.0,14.25,14.0,11.058013916015623,16200,0.0,
1996-04-23 00:00:00+00:00,14.125,14.5,14.125,11.354215621948242,71600,0.0,
1996-04-24 00:00:00+00:00,14.5,14.5,14.25,11.452945709228516,10600,0.0,
1996-04-25 00:00:00+00:00,14.4375,14.75,14.375,11.65040683746338,73800,0.0,
1996-04-26 00:00:00+00:00,14.375,14.75,14.375,11.452945709228516,8000,0.0,
1996-04-29 00:00:00+00:00,14.75,15.125,14.5,11.798510551452637,71200,0.0,
1996-04-30 00:00:00+00:00,14.75,16.0,14.625,12.637734413146973,108400,0.0,
1996-05-01 00:00:00+00:00,16.25,16.625,15.875,12.736464500427246,105200,0.0,
1996-05-02 00:00:00+00:00,16.5,16.625,16.125,12.933930397033691,122600,0.0,
1996-05-03 00:00:00+00:00,16.125,16.5,16.125,13.032660484313965,176400,0.0,
1996-05-06 00:00:00+00:00,16.5,16.5,16.25,12.83519458770752,229200,0.0,
1996-05-07 00:00:00+00:00,15.875,16.125,15.75,12.440267562866213,47800,0.0,
1996-05-08 00:00:00+00:00,15.625,16.25,15.5,12.83519458770752,21000,0.0,
1996-05-09 00:00:00+00:00,16.5,16.5,16.0,12.83519458770752,43200,0.0,
