date,CIVB_Open,CIVB_High,CIVB_Low,CIVB_Close,CIVB_Volume,CIVB_Dividends,CIVB_Stock Splits
1994-04-06 00:00:00+00:00,15.25,15.5,15.25,7.327034473419189,1600,0.0,
1994-04-07 00:00:00+00:00,15.5,15.5,15.5,7.327034473419189,0,0.0,
1994-04-08 00:00:00+00:00,15.5,15.5,15.5,7.327034473419189,0,0.0,
1994-04-11 00:00:00+00:00,15.5,15.5,15.5,7.327034473419189,0,0.0,
1994-04-12 00:00:00+00:00,15.5,15.5,15.5,7.327034473419189,0,0.0,
1994-04-13 00:00:00+00:00,15.5,15.5,15.5,7.327034473419189,0,0.0,
1994-04-14 00:00:00+00:00,15.5,15.5,15.5,7.327034473419189,0,0.0,
1994-04-15 00:00:00+00:00,15.5,15.5,15.5,7.327034473419189,0,0.0,
1994-04-18 00:00:00+00:00,15.5,15.5,15.5,7.327034473419189,0,0.0,
1994-04-19 00:00:00+00:00,15.5,15.5,15.5,7.327034473419189,0,0.0,
1994-04-20 00:00:00+00:00,15.5,15.5,15.5,7.327034473419189,0,0.0,
1994-04-21 00:00:00+00:00,15.5,15.5,15.5,7.327034473419189,0,0.0,
1994-04-22 00:00:00+00:00,15.5,15.5,15.5,7.327034473419189,0,0.0,
1994-04-25 00:00:00+00:00,15.5,15.5,15.5,7.327034473419189,0,0.0,
1994-04-26 00:00:00+00:00,15.5,15.5,15.5,7.327034473419189,0,0.0,
1994-04-28 00:00:00+00:00,15.5,15.5,15.5,7.327034473419189,0,0.0,
1994-04-29 00:00:00+00:00,15.5,15.5,15.5,7.327034473419189,0,0.0,
1994-05-02 00:00:00+00:00,15.75,15.75,15.75,7.445213317871094,1600,0.0,
1994-05-03 00:00:00+00:00,15.75,15.75,15.75,7.445213317871094,0,0.0,
1994-05-04 00:00:00+00:00,15.75,15.75,15.75,7.445213317871094,0,0.0,
1994-05-05 00:00:00+00:00,15.75,15.75,15.75,7.445213317871094,0,0.0,
1994-05-06 00:00:00+00:00,15.75,15.75,15.75,7.445213317871094,0,0.0,
1994-05-09 00:00:00+00:00,15.75,15.75,15.75,7.445213317871094,0,0.0,
1994-05-10 00:00:00+00:00,15.75,15.75,15.75,7.445213317871094,0,0.0,
1994-05-11 00:00:00+00:00,15.75,15.75,15.75,7.445213317871094,0,0.0,
