date,TLF_Open,TLF_High,TLF_Low,TLF_Close,TLF_Volume,TLF_Dividends,TLF_Stock Splits
1993-09-27 00:00:00+00:00,7.0,7.375,7.0,5.873415470123291,6600,0.0,
1993-09-28 00:00:00+00:00,7.75,7.875,7.625,6.072514057159424,7300,0.0,
1993-09-29 00:00:00+00:00,7.625,7.875,7.625,6.072514057159424,13700,0.0,
1993-09-30 00:00:00+00:00,7.625,7.625,7.375,5.873415470123291,2400,0.0,
1993-10-01 00:00:00+00:00,7.25,7.375,7.125,5.773865699768066,3200,0.0,
1993-10-04 00:00:00+00:00,7.25,7.25,7.0,5.574767112731934,3300,0.0,
1993-10-05 00:00:00+00:00,7.125,7.125,7.0,5.67431640625,1800,0.0,
1993-10-06 00:00:00+00:00,7.125,7.125,7.125,5.67431640625,900,0.0,
1993-10-07 00:00:00+00:00,7.125,7.25,7.125,5.773865699768066,1800,0.0,
1993-10-08 00:00:00+00:00,7.25,7.25,7.25,5.773865699768066,1400,0.0,
1993-10-11 00:00:00+00:00,7.25,7.25,7.25,5.773865699768066,0,0.0,
1993-10-12 00:00:00+00:00,7.25,7.375,7.25,5.873415470123291,1600,0.0,
1993-10-13 00:00:00+00:00,7.375,7.375,7.125,5.67431640625,1900,0.0,
1993-10-14 00:00:00+00:00,7.25,7.25,7.125,5.67431640625,1100,0.0,
1993-10-15 00:00:00+00:00,7.25,7.375,7.125,5.873415470123291,3300,0.0,
1993-10-18 00:00:00+00:00,7.375,7.5,7.375,5.972964286804199,2900,0.0,
1993-10-19 00:00:00+00:00,7.25,7.375,7.25,5.873415470123291,2700,0.0,
1993-10-20 00:00:00+00:00,7.5,7.5,7.25,5.972964286804199,1400,0.0,
1993-10-21 00:00:00+00:00,7.5,7.5,7.0,5.574767112731934,2500,0.0,
1993-10-22 00:00:00+00:00,7.125,7.125,6.5,5.17656946182251,11500,0.0,
1993-10-25 00:00:00+00:00,6.625,7.0,6.625,5.574767112731934,5200,0.0,
1993-10-26 00:00:00+00:00,6.875,6.875,6.875,5.475217819213867,700,0.0,
1993-10-27 00:00:00+00:00,7.0,7.0,6.75,5.375668048858643,4200,0.0,
1993-10-28 00:00:00+00:00,6.625,6.75,6.625,5.375668048858643,1200,0.0,
1993-10-29 00:00:00+00:00,6.75,6.75,6.75,5.375668048858643,2900,0.0,
1993-11-01 00:00:00+00:00,6.75,6.75,6.75,5.375668048858643,0,0.0,
1993-11-02 00:00:00+00:00,6.75,6.75,6.625,5.276118278503418,700,0.0,
1993-11-03 00:00:00+00:00,6.5,6.5,6.5,5.17656946182251,100,0.0,
1993-11-04 00:00:00+00:00,6.5,6.5,6.5,5.17656946182251,6300,0.0,
1993-11-05 00:00:00+00:00,6.375,6.375,6.375,5.077020168304443,400,0.0,
1993-11-08 00:00:00+00:00,6.375,6.375,6.25,4.977470397949219,1000,0.0,
1993-11-09 00:00:00+00:00,6.25,6.25,6.25,4.977470397949219,0,0.0,
1993-11-10 00:00:00+00:00,6.375,6.5,6.375,5.17656946182251,2600,0.0,
1993-11-11 00:00:00+00:00,6.375,6.5,6.375,5.17656946182251,500,0.0,
1993-11-12 00:00:00+00:00,6.5,6.5,6.25,4.977470397949219,1300,0.0,
1993-11-15 00:00:00+00:00,6.375,6.375,6.375,5.077020168304443,1500,0.0,
1993-11-16 00:00:00+00:00,6.375,6.375,6.375,5.077020168304443,100,0.0,
1993-11-17 00:00:00+00:00,6.375,6.375,6.375,5.077020168304443,0,0.0,
1993-11-18 00:00:00+00:00,6.25,6.375,6.125,5.077020168304443,1400,0.0,
1993-11-19 00:00:00+00:00,6.375,6.375,6.375,5.077020168304443,0,0.0,
1993-11-22 00:00:00+00:00,6.375,6.375,6.375,5.077020168304443,200,0.0,
1993-11-23 00:00:00+00:00,6.375,6.375,6.375,5.077020168304443,0,0.0,
1993-11-24 00:00:00+00:00,6.375,6.375,6.375,5.077020168304443,0,0.0,
1993-11-26 00:00:00+00:00,6.375,6.375,6.375,5.077020168304443,0,0.0,
1993-11-29 00:00:00+00:00,6.25,6.25,6.25,4.977470397949219,500,0.0,
1993-11-30 00:00:00+00:00,6.125,6.25,6.125,4.977470397949219,2000,0.0,
1993-12-01 00:00:00+00:00,6.25,6.25,6.25,4.977470397949219,700,0.0,
1993-12-02 00:00:00+00:00,6.25,6.25,6.0,4.778372287750244,3900,0.0,
1993-12-03 00:00:00+00:00,6.0,6.0,6.0,4.778372287750244,0,0.0,
1993-12-06 00:00:00+00:00,5.875,5.875,5.75,4.579272747039795,2100,0.0,
1993-12-07 00:00:00+00:00,5.75,5.75,5.75,4.579272747039795,0,0.0,
1993-12-08 00:00:00+00:00,5.625,5.625,5.625,4.4797234535217285,100,0.0,
1993-12-09 00:00:00+00:00,5.5,5.5,5.5,4.380174160003662,500,0.0,
1993-12-10 00:00:00+00:00,5.5,5.5,5.5,4.380174160003662,1300,0.0,
1993-12-13 00:00:00+00:00,5.375,5.5,5.375,4.380174160003662,400,0.0,
1993-12-14 00:00:00+00:00,5.5,5.5,5.375,4.280624866485596,500,0.0,
1993-12-15 00:00:00+00:00,5.375,5.375,5.25,4.280624866485596,1900,0.0,
1993-12-16 00:00:00+00:00,5.25,5.25,5.25,4.181075096130371,800,0.0,
1993-12-17 00:00:00+00:00,5.375,5.5,5.25,4.380174160003662,8700,0.0,
1993-12-20 00:00:00+00:00,5.5,5.5,5.5,4.380174160003662,1800,0.0,
1993-12-21 00:00:00+00:00,5.5,5.625,5.5,4.4797234535217285,2400,0.0,
1993-12-22 00:00:00+00:00,5.625,5.625,5.625,4.4797234535217285,1900,0.0,
1993-12-23 00:00:00+00:00,5.625,5.625,5.5,4.380174160003662,2300,0.0,
1993-12-27 00:00:00+00:00,5.5,5.625,5.5,4.4797234535217285,6100,0.0,
1993-12-28 00:00:00+00:00,5.625,5.75,5.625,4.579272747039795,4600,0.0,
1993-12-29 00:00:00+00:00,5.75,5.75,5.625,4.579272747039795,2100,0.0,
1993-12-30 00:00:00+00:00,5.875,5.875,5.75,4.678822040557861,2000,0.0,
1993-12-31 00:00:00+00:00,6.125,6.125,6.125,4.877921104431152,11000,0.0,
1994-01-03 00:00:00+00:00,6.125,6.375,6.125,5.077020168304443,2000,0.0,
1994-01-04 00:00:00+00:00,6.375,6.5,6.375,5.17656946182251,3400,0.0,
1994-01-05 00:00:00+00:00,6.5,6.625,6.375,5.077020168304443,7700,0.0,
1994-01-06 00:00:00+00:00,6.625,6.75,6.5,5.375668048858643,12600,0.0,
1994-01-07 00:00:00+00:00,6.75,6.875,6.5,5.17656946182251,8300,0.0,
1994-01-10 00:00:00+00:00,6.375,6.625,6.375,5.077020168304443,1500,0.0,
1994-01-11 00:00:00+00:00,6.5,6.75,6.5,5.17656946182251,53000,0.0,
1994-01-12 00:00:00+00:00,6.625,6.75,6.5,5.375668048858643,6300,0.0,
1994-01-13 00:00:00+00:00,6.875,7.0,6.875,5.574767112731934,1200,0.0,
1994-01-14 00:00:00+00:00,7.0,7.125,7.0,5.67431640625,3300,0.0,
1994-01-17 00:00:00+00:00,7.125,7.25,7.0,5.773865699768066,2000,0.0,
1994-01-18 00:00:00+00:00,7.25,7.25,7.125,5.67431640625,3000,0.0,
1994-01-19 00:00:00+00:00,7.0,7.125,6.875,5.67431640625,3500,0.0,
1994-01-20 00:00:00+00:00,7.0,7.0,6.625,5.375668048858643,9100,0.0,
1994-01-21 00:00:00+00:00,6.875,6.875,6.75,5.375668048858643,1800,0.0,
1994-01-24 00:00:00+00:00,6.875,7.0,6.5,5.375668048858643,5800,0.0,
1994-01-25 00:00:00+00:00,7.0,7.0,7.0,5.574767112731934,300,0.0,
1994-01-26 00:00:00+00:00,7.0,7.0,7.0,5.574767112731934,7200,0.0,
1994-01-27 00:00:00+00:00,7.0,7.0,7.0,5.574767112731934,0,0.0,
1994-01-28 00:00:00+00:00,7.0,7.0,7.0,5.574767112731934,0,0.0,
1994-01-31 00:00:00+00:00,6.75,7.0,6.75,5.574767112731934,2900,0.0,
1994-02-01 00:00:00+00:00,6.875,7.0,6.875,5.574767112731934,600,0.0,
1994-02-02 00:00:00+00:00,6.875,6.875,6.875,5.475217819213867,200,0.0,
1994-02-03 00:00:00+00:00,6.75,6.75,6.75,5.375668048858643,100,0.0,
1994-02-04 00:00:00+00:00,6.625,6.625,6.5,5.17656946182251,800,0.0,
1994-02-07 00:00:00+00:00,6.5,6.5,6.5,5.17656946182251,600,0.0,
1994-02-08 00:00:00+00:00,6.5,6.5,6.5,5.17656946182251,800,0.0,
1994-02-09 00:00:00+00:00,6.625,6.625,6.625,5.276118278503418,900,0.0,
1994-02-10 00:00:00+00:00,6.625,6.625,6.625,5.276118278503418,10100,0.0,
1994-02-11 00:00:00+00:00,6.625,6.625,6.625,5.276118278503418,0,0.0,
1994-02-14 00:00:00+00:00,6.5,6.625,6.5,5.276118278503418,4200,0.0,
1994-02-15 00:00:00+00:00,6.625,6.75,6.5,5.276118278503418,2700,0.0,
