date,CRD-A_Open,CRD-A_High,CRD-A_Low,CRD-A_Close,CRD-A_Volume,CRD-A_Dividends,CRD-A_Stock Splits
1990-07-31 00:00:00+00:00,0.0,10.5,10.5,3.7003941535949703,300,0.0,
1990-08-01 00:00:00+00:00,10.5,10.5,10.5,3.7003941535949703,0,0.0,
1990-08-02 00:00:00+00:00,0.0,10.5,10.333333015441896,3.7003941535949703,300,0.0,
1990-08-03 00:00:00+00:00,0.0,10.583333015441896,10.25,3.693302154541016,1650,0.063333,
1990-08-06 00:00:00+00:00,0.0,10.25,10.0,3.5455713272094727,2850,0.0,
1990-08-07 00:00:00+00:00,0.0,10.0,9.833333015441896,3.4864790439605717,900,0.0,
1990-08-08 00:00:00+00:00,0.0,9.833333015441896,9.333333015441896,3.3091983795166016,40350,0.0,
1990-08-09 00:00:00+00:00,0.0,9.333333015441896,9.333333015441896,3.3091983795166016,450,0.0,
1990-08-10 00:00:00+00:00,0.0,9.333333015441896,9.333333015441896,3.3091983795166016,450,0.0,
1990-08-13 00:00:00+00:00,0.0,9.833333015441896,9.25,3.4864790439605717,13800,0.0,
1990-08-14 00:00:00+00:00,0.0,9.833333015441896,9.666666984558104,3.427385091781616,2250,0.0,
1990-08-15 00:00:00+00:00,0.0,10.833333015441896,9.833333015441896,3.84103274345398,16500,0.0,
1990-08-16 00:00:00+00:00,0.0,10.75,10.666666984558104,3.811487436294556,7650,0.0,
1990-08-17 00:00:00+00:00,0.0,10.5,10.333333015441896,3.6637566089630127,1500,0.0,
1990-08-20 00:00:00+00:00,10.333333015441896,10.333333015441896,10.333333015441896,3.6637566089630127,0,0.0,
1990-08-21 00:00:00+00:00,0.0,10.166666984558104,9.666666984558104,3.427385091781616,6000,0.0,
1990-08-22 00:00:00+00:00,0.0,9.5,9.5,3.368292570114136,4500,0.0,
1990-08-23 00:00:00+00:00,0.0,9.166666984558104,9.0,3.250105857849121,2250,0.0,
1990-08-24 00:00:00+00:00,0.0,9.333333015441896,9.0,3.1910128593444824,35400,0.0,
1990-08-27 00:00:00+00:00,0.0,9.666666984558104,9.5,3.368292570114136,750,0.0,
1990-08-28 00:00:00+00:00,0.0,9.5,9.333333015441896,3.368292570114136,3300,0.0,
1990-08-29 00:00:00+00:00,0.0,9.333333015441896,9.0,3.1910128593444824,1800,0.0,
1990-08-30 00:00:00+00:00,0.0,9.0,8.833333015441895,3.1910128593444824,1950,0.0,
1990-08-31 00:00:00+00:00,0.0,8.833333015441895,8.583333015441895,3.043281316757202,2250,0.0,
1990-09-04 00:00:00+00:00,0.0,8.666666984558105,8.416666984558105,2.9841883182525635,3450,0.0,
1990-09-05 00:00:00+00:00,0.0,8.583333015441895,8.166666984558105,3.043281316757202,30000,0.0,
1990-09-06 00:00:00+00:00,0.0,8.5,8.5,3.0137343406677246,450,0.0,
1990-09-07 00:00:00+00:00,0.0,8.416666984558105,8.25,2.925096273422241,2850,0.0,
1990-09-10 00:00:00+00:00,0.0,8.083333015441895,7.6666669845581055,2.8069093227386475,8250,0.0,
