date,CAR_Open,CAR_High,CAR_Low,CAR_Close,CAR_Volume,CAR_Dividends,CAR_Stock Splits
1983-09-14 00:00:00+00:00,0.0,2.036762952804565,2.0133519172668457,1.3077762126922607,2979360,0.0,
1983-09-15 00:00:00+00:00,0.0,1.9899410009384155,1.94311797618866,1.262155532836914,1775870,0.0,
1983-09-16 00:00:00+00:00,0.0,1.9665290117263796,1.94311797618866,1.262155532836914,776342,0.0,
1983-09-19 00:00:00+00:00,0.0,1.9899410009384155,1.94311797618866,1.262155532836914,463456,0.0,
1983-09-20 00:00:00+00:00,0.0,2.083585023880005,2.036762952804565,1.322982907295227,811582,0.0,
1983-09-21 00:00:00+00:00,0.0,2.060173988342285,2.036762952804565,1.322982907295227,667419,0.0,
1983-09-22 00:00:00+00:00,0.0,2.1069960594177246,2.060173988342285,1.3381896018981934,211438,0.0,
1983-09-23 00:00:00+00:00,0.0,2.1069960594177246,2.060173988342285,1.3381896018981934,148434,0.0,
1983-09-26 00:00:00+00:00,0.0,2.1069960594177246,2.060173988342285,1.3381896018981934,145230,0.0,
1983-09-27 00:00:00+00:00,0.0,2.1304070949554443,2.060173988342285,1.3381896018981934,145230,0.0,
1983-09-28 00:00:00+00:00,0.0,2.1304070949554443,2.060173988342285,1.3381896018981934,39511,0.0,
1983-09-29 00:00:00+00:00,0.0,2.083585023880005,2.0133519172668457,1.3077762126922607,121737,0.0,
1983-09-30 00:00:00+00:00,0.0,2.036762952804565,1.9899410009384155,1.2925695180892944,67276,0.0,
1983-10-03 00:00:00+00:00,0.0,2.036762952804565,1.9665290117263796,1.27736234664917,81158,0.0,
1983-10-04 00:00:00+00:00,0.0,2.0133519172668457,1.9665290117263796,1.27736234664917,17086,0.0,
1983-10-05 00:00:00+00:00,0.0,2.0133519172668457,1.9665290117263796,1.27736234664917,270171,0.0,
1983-10-06 00:00:00+00:00,0.0,2.0133519172668457,1.9665290117263796,1.27736234664917,873519,0.0,
1983-10-07 00:00:00+00:00,0.0,2.0133519172668457,1.9665290117263796,1.27736234664917,34172,0.0,
1983-10-10 00:00:00+00:00,0.0,1.9899410009384155,1.94311797618866,1.262155532836914,25629,0.0,
1983-10-11 00:00:00+00:00,0.0,1.94311797618866,1.8494739532470703,1.2013288736343384,460252,0.0,
1983-10-12 00:00:00+00:00,0.0,1.8962960243225095,1.82606303691864,1.186122179031372,180470,0.0,
1983-10-13 00:00:00+00:00,0.0,1.87288498878479,1.8026520013809204,1.170915603637695,135620,0.0,
1983-10-14 00:00:00+00:00,0.0,1.87288498878479,1.8026520013809204,1.170915603637695,69412,0.0,
1983-10-17 00:00:00+00:00,0.0,1.87288498878479,1.8026520013809204,1.170915603637695,19222,0.0,
