date,ADI_Open,ADI_High,ADI_Low,ADI_Close,ADI_Volume,ADI_Dividends,ADI_Stock Splits
1980-03-17 00:00:00+00:00,0.0,0.7639999985694885,0.7279999852180481,0.4572928845882416,378125,0.0,
1980-03-18 00:00:00+00:00,0.0,0.7279999852180481,0.7080000042915344,0.4522676765918731,215625,0.0,
1980-03-19 00:00:00+00:00,0.0,0.7360000014305115,0.7200000286102295,0.4522676765918731,153125,0.0,
1980-03-20 00:00:00+00:00,0.0,0.7279999852180481,0.7200000286102295,0.4522676765918731,43750,0.0,
1980-03-21 00:00:00+00:00,0.0,0.7200000286102295,0.6880000233650208,0.43216672539711,556250,0.0,
1980-03-24 00:00:00+00:00,0.0,0.6919999718666077,0.6320000290870667,0.4020158052444458,384375,0.0,
1980-03-25 00:00:00+00:00,0.0,0.6240000128746033,0.5920000076293945,0.3869402110576629,325000,0.0,
1980-03-26 00:00:00+00:00,0.0,0.6399999856948853,0.6200000047683716,0.4020158052444458,100000,0.0,
1980-03-27 00:00:00+00:00,0.0,0.6240000128746033,0.5960000157356262,0.3794022500514984,512500,0.0,
1980-03-28 00:00:00+00:00,0.0,0.6399999856948853,0.6159999966621399,0.4020158052444458,246875,0.0,
1980-03-31 00:00:00+00:00,0.0,0.6399999856948853,0.628000020980835,0.4020158052444458,62500,0.0,
1980-04-01 00:00:00+00:00,0.0,0.6480000019073486,0.6399999856948853,0.4020158052444458,50000,0.0,
1980-04-02 00:00:00+00:00,0.0,0.6639999747276306,0.6399999856948853,0.4120662212371826,128125,0.0,
1980-04-03 00:00:00+00:00,0.0,0.6639999747276306,0.6480000019073486,0.4070408642292022,128125,0.0,
1980-04-07 00:00:00+00:00,0.0,0.6439999938011169,0.6200000047683716,0.3894525468349457,265625,0.0,
1980-04-08 00:00:00+00:00,0.0,0.6320000290870667,0.6159999966621399,0.3969905078411102,96875,0.0,
1980-04-09 00:00:00+00:00,0.0,0.6439999938011169,0.6359999775886536,0.4020158052444458,50000,0.0,
1980-04-10 00:00:00+00:00,0.0,0.656000018119812,0.6399999856948853,0.4120662212371826,53125,0.0,
1980-04-11 00:00:00+00:00,0.0,0.656000018119812,0.6439999938011169,0.4095536172389984,243750,0.0,
1980-04-14 00:00:00+00:00,0.0,0.6439999938011169,0.6320000290870667,0.3969905078411102,162500,0.0,
1980-04-15 00:00:00+00:00,0.0,0.6399999856948853,0.6240000128746033,0.3919652998447418,37500,0.0,
1980-04-16 00:00:00+00:00,0.0,0.6449999809265137,0.625,0.3957343697547912,142500,0.0,
1980-04-17 00:00:00+00:00,0.0,0.625,0.6100000143051147,0.3894525468349457,182500,0.0,
1980-04-18 00:00:00+00:00,0.0,0.6299999952316284,0.6050000190734863,0.3800306618213653,397500,0.0,
1980-04-21 00:00:00+00:00,0.0,0.6150000095367432,0.6050000190734863,0.3800306618213653,25000,0.0,
1980-04-22 00:00:00+00:00,0.0,0.6449999809265137,0.6100000143051147,0.4051564931869507,390000,0.0,
1980-04-23 00:00:00+00:00,0.0,0.6549999713897705,0.6399999856948853,0.4114378690719604,505000,0.0,
1980-04-24 00:00:00+00:00,0.0,0.6549999713897705,0.6399999856948853,0.4051564931869507,232500,0.0,
1980-04-25 00:00:00+00:00,0.0,0.6499999761581421,0.6399999856948853,0.4082972407341003,147500,0.0,
1980-04-28 00:00:00+00:00,0.0,0.6650000214576721,0.6499999761581421,0.4145786166191101,167500,0.0,
1980-04-29 00:00:00+00:00,0.0,0.6650000214576721,0.6549999713897705,0.4114378690719604,35000,0.0,
1980-04-30 00:00:00+00:00,0.0,0.6650000214576721,0.6499999761581421,0.4145786166191101,102500,0.0,
1980-05-01 00:00:00+00:00,0.0,0.6600000262260437,0.6499999761581421,0.4082972407341003,217500,0.0,
1980-05-02 00:00:00+00:00,0.0,0.6549999713897705,0.6399999856948853,0.4051564931869507,222500,0.0,
1980-05-05 00:00:00+00:00,0.0,0.6499999761581421,0.6349999904632568,0.4082972407341003,267500,0.0,
1980-05-06 00:00:00+00:00,0.0,0.6449999809265137,0.6399999856948853,0.4020158052444458,87500,0.0,
1980-05-07 00:00:00+00:00,0.0,0.6399999856948853,0.625,0.4020158052444458,137500,0.0,
1980-05-08 00:00:00+00:00,0.0,0.6399999856948853,0.6299999952316284,0.3988749384880066,110000,0.0,
1980-05-09 00:00:00+00:00,0.0,0.6449999809265137,0.625,0.392593502998352,65000,0.0,
1980-05-12 00:00:00+00:00,0.0,0.6600000262260437,0.6349999904632568,0.4082972407341003,180000,0.0,
1980-05-13 00:00:00+00:00,0.0,0.6600000262260437,0.6449999809265137,0.4145786166191101,75000,0.0,
1980-05-14 00:00:00+00:00,0.0,0.6800000071525574,0.6499999761581421,0.4271416366100311,407500,0.0,
1980-05-15 00:00:00+00:00,0.0,0.6850000023841858,0.675000011920929,0.4271416366100311,145000,0.0,
1980-05-16 00:00:00+00:00,0.0,0.6899999976158142,0.675000011920929,0.4334231913089752,147500,0.0,
1980-05-19 00:00:00+00:00,0.0,0.7200000286102295,0.6949999928474426,0.4491267800331116,320000,0.0,
1980-05-20 00:00:00+00:00,0.0,0.7799999713897705,0.7099999785423279,0.4899564683437347,400000,0.0,
1980-05-21 00:00:00+00:00,0.0,0.7799999713897705,0.7549999952316284,0.4805344641208648,295000,0.0,
1980-05-22 00:00:00+00:00,0.0,0.7649999856948853,0.75,0.4711120426654815,155000,0.0,
1980-05-23 00:00:00+00:00,0.0,0.7850000262260437,0.7549999952316284,0.47739377617836,142500,0.0,
1980-05-27 00:00:00+00:00,0.0,0.7900000214576721,0.7699999809265137,0.4836752116680145,195000,0.0,
