date,LZB_Open,LZB_High,LZB_Low,LZB_Close,LZB_Volume,LZB_Dividends,LZB_Stock Splits
1973-02-21 00:00:00+00:00,2.875,2.875,2.875,1.3764851093292236,14400,0.0,
1973-02-22 00:00:00+00:00,2.8125,2.8125,2.8125,1.3465607166290283,38400,0.0,
1973-02-23 00:00:00+00:00,2.729166984558105,2.729166984558105,2.729166984558105,1.3066627979278564,57600,0.0,
1973-02-26 00:00:00+00:00,2.541666984558105,2.541666984558105,2.541666984558105,1.216891884803772,80400,0.0,
1973-02-27 00:00:00+00:00,2.416666984558105,2.416666984558105,2.416666984558105,1.1570453643798828,32400,0.0,
1973-02-28 00:00:00+00:00,2.479166984558105,2.479166984558105,2.479166984558105,1.186968207359314,30000,0.0,
1973-03-01 00:00:00+00:00,2.479166984558105,2.479166984558105,2.479166984558105,1.186968207359314,15600,0.0,
1973-03-02 00:00:00+00:00,2.5,2.5,2.5,1.1969431638717651,45600,0.0,
1973-03-05 00:00:00+00:00,2.5,2.5,2.5,1.1969431638717651,14400,0.0,
1973-03-06 00:00:00+00:00,2.6875,2.6875,2.6875,1.286713480949402,34800,0.0,
1973-03-07 00:00:00+00:00,2.6458330154418945,2.6458330154418945,2.6458330154418945,1.2667651176452637,4800,0.0,
1973-03-08 00:00:00+00:00,2.6458330154418945,2.6458330154418945,2.6458330154418945,1.2667651176452637,9600,0.0,
1973-03-09 00:00:00+00:00,2.6875,2.6875,2.6875,1.286713480949402,18000,0.0,
1973-03-12 00:00:00+00:00,2.8125,2.8125,2.8125,1.3465607166290283,30000,0.0,
1973-03-13 00:00:00+00:00,2.8125,2.8125,2.8125,1.3465607166290283,8400,0.0,
1973-03-14 00:00:00+00:00,2.8333330154418945,2.8333330154418945,2.8333330154418945,1.356534719467163,2400,0.0,
1973-03-15 00:00:00+00:00,2.8333330154418945,2.8333330154418945,2.8333330154418945,1.356534719467163,26400,0.0,
1973-03-16 00:00:00+00:00,2.875,2.875,2.875,1.3764851093292236,9600,0.0,
1973-03-19 00:00:00+00:00,2.8333330154418945,2.8333330154418945,2.8333330154418945,1.356534719467163,22800,0.0,
1973-03-20 00:00:00+00:00,2.8333330154418945,2.8333330154418945,2.8333330154418945,1.356534719467163,14400,0.0,
1973-03-21 00:00:00+00:00,2.875,2.875,2.875,1.3764851093292236,15600,0.0,
1973-03-22 00:00:00+00:00,2.854166984558105,2.854166984558105,2.854166984558105,1.3665096759796145,7200,0.0,
1973-03-23 00:00:00+00:00,2.854166984558105,2.854166984558105,2.854166984558105,1.3665096759796145,15600,0.0,
1973-03-26 00:00:00+00:00,2.854166984558105,2.854166984558105,2.854166984558105,1.3665096759796145,2400,0.0,
1973-03-27 00:00:00+00:00,2.9375,2.9375,2.9375,1.4064074754714966,32400,0.0,
1973-03-28 00:00:00+00:00,3.0208330154418945,3.0208330154418945,3.0208330154418945,1.4463064670562744,21600,0.0,
1973-03-29 00:00:00+00:00,3.0208330154418945,3.0208330154418945,3.0208330154418945,1.4463064670562744,1200,0.0,
1973-03-30 00:00:00+00:00,2.979166984558105,2.979166984558105,2.979166984558105,1.4263575077056885,7200,0.0,
