date,TGS_Open,TGS_High,TGS_Low,TGS_Close,TGS_Volume,TGS_Dividends,TGS_Stock Splits
1994-11-17 00:00:00+00:00,10.875,11.0,10.875,2.515601396560669,14600,0.0,
1994-11-18 00:00:00+00:00,10.875,10.875,10.625,2.429842710494995,3500,0.0,
1994-11-21 00:00:00+00:00,10.75,10.75,10.125,2.3154962062835693,25500,0.0,
1994-11-22 00:00:00+00:00,10.125,10.25,10.125,2.344082832336426,8000,0.0,
1994-11-23 00:00:00+00:00,10.25,10.375,10.25,2.372668981552124,34000,0.0,
1994-11-25 00:00:00+00:00,10.5,10.5,10.5,2.4012560844421387,6000,0.0,
1994-11-28 00:00:00+00:00,10.5,10.5,10.5,2.4012560844421387,4000,0.0,
1994-11-29 00:00:00+00:00,10.5,10.75,10.5,2.4584286212921143,7900,0.0,
1994-11-30 00:00:00+00:00,10.875,11.25,10.875,2.5441880226135254,48700,0.0,
1994-12-01 00:00:00+00:00,11.0,11.0,10.875,2.4870152473449707,9000,0.0,
1994-12-02 00:00:00+00:00,10.75,11.125,10.75,2.515601396560669,139600,0.0,
1994-12-05 00:00:00+00:00,11.0,11.0,10.75,2.4584286212921143,14400,0.0,
1994-12-06 00:00:00+00:00,10.625,10.625,10.5,2.429842710494995,12500,0.0,
1994-12-07 00:00:00+00:00,10.25,10.5,10.25,2.372668981552124,109500,0.0,
1994-12-08 00:00:00+00:00,10.25,10.25,10.25,2.344082832336426,100,0.0,
1994-12-09 00:00:00+00:00,10.0,10.25,10.0,2.28691029548645,83200,0.0,
1994-12-12 00:00:00+00:00,10.125,10.125,10.0,2.3154962062835693,56300,0.0,
1994-12-13 00:00:00+00:00,10.125,10.25,10.0,2.344082832336426,115000,0.0,
1994-12-14 00:00:00+00:00,10.125,10.25,10.125,2.344082832336426,60800,0.0,
1994-12-15 00:00:00+00:00,10.25,10.5,10.25,2.4012560844421387,29000,0.0,
1994-12-16 00:00:00+00:00,10.375,10.875,10.375,2.429842710494995,52000,0.0,
1994-12-19 00:00:00+00:00,10.625,10.625,10.625,2.429842710494995,25500,0.0,
1994-12-20 00:00:00+00:00,10.375,10.375,10.25,2.344082832336426,8000,0.0,
1994-12-21 00:00:00+00:00,10.0,10.0,9.0,2.2297377586364746,107200,0.0,
1994-12-22 00:00:00+00:00,9.125,9.625,8.875,2.172564744949341,212700,0.0,
1994-12-23 00:00:00+00:00,9.625,10.0,9.625,2.258324384689331,20000,0.0,
1994-12-27 00:00:00+00:00,9.625,9.625,9.125,2.086805820465088,70500,0.0,
1994-12-28 00:00:00+00:00,9.125,9.125,8.875,2.0582191944122314,33200,0.0,
1994-12-29 00:00:00+00:00,9.25,9.375,8.75,2.115392208099365,91000,0.0,
1994-12-30 00:00:00+00:00,9.375,9.5,9.375,2.1439788341522217,3000,0.0,
1995-01-03 00:00:00+00:00,9.25,9.25,9.0,2.115392208099365,51400,0.0,
1995-01-04 00:00:00+00:00,9.25,9.375,8.75,2.0582191944122314,48900,0.0,
1995-01-05 00:00:00+00:00,8.875,9.0,8.75,2.0010464191436768,49200,0.0,
1995-01-06 00:00:00+00:00,8.875,8.875,8.75,2.0010464191436768,70300,0.0,
1995-01-09 00:00:00+00:00,8.75,8.75,8.5,1.9438741207122805,69200,0.0,
1995-01-10 00:00:00+00:00,8.25,8.25,7.5,1.7437689304351809,100600,0.0,
1995-01-11 00:00:00+00:00,7.75,8.0,7.25,1.8295279741287231,247900,0.0,
1995-01-12 00:00:00+00:00,8.25,9.125,8.25,2.0010464191436768,185100,0.0,
1995-01-13 00:00:00+00:00,8.875,9.0,8.625,2.029633045196533,49800,0.0,
1995-01-16 00:00:00+00:00,8.75,8.875,8.625,2.029633045196533,20100,0.0,
1995-01-17 00:00:00+00:00,8.875,9.0,8.75,2.0582191944122314,72600,0.0,
1995-01-18 00:00:00+00:00,9.0,9.0,8.75,2.029633045196533,31500,0.0,
1995-01-19 00:00:00+00:00,8.125,8.375,8.125,1.886700987815857,33000,0.0,
1995-01-20 00:00:00+00:00,8.25,8.375,8.25,1.9152873754501345,19700,0.0,
1995-01-23 00:00:00+00:00,8.375,8.375,8.25,1.886700987815857,20000,0.0,
1995-01-24 00:00:00+00:00,8.375,8.625,8.375,1.9438741207122805,39600,0.0,
1995-01-25 00:00:00+00:00,8.5,8.625,8.5,1.972460389137268,2500,0.0,
1995-01-26 00:00:00+00:00,8.75,8.75,8.75,2.0010464191436768,20300,0.0,
1995-01-27 00:00:00+00:00,8.75,8.75,8.375,1.9152873754501345,46500,0.0,
1995-01-30 00:00:00+00:00,8.25,8.25,8.0,1.8295279741287231,59300,0.0,
1995-01-31 00:00:00+00:00,8.25,8.375,8.0,1.886700987815857,54900,0.0,
1995-02-01 00:00:00+00:00,8.75,8.75,8.625,2.0010464191436768,16500,0.0,
1995-02-02 00:00:00+00:00,8.625,8.75,8.5,2.0010464191436768,40700,0.0,
1995-02-03 00:00:00+00:00,8.875,9.25,8.75,2.115392208099365,364600,0.0,
1995-02-06 00:00:00+00:00,9.0,9.0,8.875,2.029633045196533,49200,0.0,
1995-02-07 00:00:00+00:00,9.0,9.0,8.875,2.029633045196533,46500,0.0,
1995-02-08 00:00:00+00:00,8.75,8.75,8.375,1.9438741207122805,89700,0.0,
1995-02-09 00:00:00+00:00,8.5,8.5,8.0,1.8295279741287231,85100,0.0,
1995-02-10 00:00:00+00:00,8.375,8.375,7.75,1.8009419441223145,88400,0.0,
1995-02-13 00:00:00+00:00,7.875,8.0,7.625,1.8009419441223145,71600,0.0,
1995-02-14 00:00:00+00:00,8.0,8.0,7.5,1.7723557949066162,161500,0.0,
1995-02-15 00:00:00+00:00,7.625,7.75,7.5,1.7437689304351809,114200,0.0,
1995-02-16 00:00:00+00:00,7.625,7.625,7.375,1.7437689304351809,52800,0.0,
1995-02-17 00:00:00+00:00,8.0,8.75,8.0,2.0010464191436768,105700,0.0,
1995-02-21 00:00:00+00:00,8.75,8.75,8.25,1.9152873754501345,42700,0.0,
1995-02-22 00:00:00+00:00,8.25,8.25,8.0,1.886700987815857,116100,0.0,
1995-02-23 00:00:00+00:00,8.5,8.5,8.375,1.9152873754501345,54100,0.0,
1995-02-24 00:00:00+00:00,8.375,8.625,8.25,1.9438741207122805,126700,0.0,
1995-02-27 00:00:00+00:00,8.5,8.5,8.375,1.9152873754501345,43400,0.0,
1995-02-28 00:00:00+00:00,8.5,8.75,8.5,1.972460389137268,347200,0.0,
1995-03-01 00:00:00+00:00,8.75,8.75,8.0,1.8581147193908687,57900,0.0,
1995-03-02 00:00:00+00:00,8.25,8.25,7.125,1.6580100059509275,182100,0.0,
1995-03-03 00:00:00+00:00,7.375,7.75,6.5,1.600836992263794,291700,0.0,
1995-03-06 00:00:00+00:00,7.25,7.5,7.25,1.6580100059509275,98700,0.0,
1995-03-07 00:00:00+00:00,7.25,7.25,6.75,1.5722512006759644,289500,0.0,
1995-03-08 00:00:00+00:00,7.0,7.0,6.75,1.600836992263794,185300,0.0,
1995-03-09 00:00:00+00:00,7.5,7.5,6.875,1.6580100059509275,252200,0.0,
1995-03-10 00:00:00+00:00,7.625,7.75,7.5,1.7437689304351809,255700,0.0,
1995-03-13 00:00:00+00:00,7.75,8.375,7.75,1.9152873754501345,137300,0.0,
1995-03-14 00:00:00+00:00,8.5,9.125,8.5,2.029633045196533,169500,0.0,
1995-03-15 00:00:00+00:00,8.25,8.625,8.25,1.9152873754501345,68000,0.0,
1995-03-16 00:00:00+00:00,8.375,8.75,8.375,2.0010464191436768,50100,0.0,
1995-03-17 00:00:00+00:00,8.625,8.625,8.125,1.972460389137268,83500,0.0,
1995-03-20 00:00:00+00:00,8.5,8.625,8.125,1.972460389137268,70500,0.0,
1995-03-21 00:00:00+00:00,8.875,8.875,8.5,1.9438741207122805,176600,0.0,
1995-03-22 00:00:00+00:00,8.625,9.0,8.375,1.9152873754501345,199400,0.0,
1995-03-23 00:00:00+00:00,8.375,8.625,8.375,1.9438741207122805,109000,0.0,
1995-03-24 00:00:00+00:00,8.625,9.0,8.5,2.029633045196533,262100,0.0,
1995-03-27 00:00:00+00:00,9.0,9.25,9.0,2.086805820465088,130000,0.0,
1995-03-28 00:00:00+00:00,9.25,9.25,9.0,2.086805820465088,144400,0.0,
1995-03-29 00:00:00+00:00,9.25,9.25,9.0,2.086805820465088,83700,0.0,
1995-03-30 00:00:00+00:00,9.25,9.75,9.25,2.2011513710021973,254300,0.0,
1995-03-31 00:00:00+00:00,9.75,9.75,9.5,2.2011513710021973,136400,0.0,
1995-04-03 00:00:00+00:00,9.125,9.125,9.0,2.1709985733032227,53700,0.5,
1995-04-04 00:00:00+00:00,9.125,9.625,9.125,2.231304407119751,173700,0.0,
1995-04-05 00:00:00+00:00,9.25,9.875,9.25,2.291609525680542,170400,0.0,
1995-04-06 00:00:00+00:00,9.625,9.625,9.375,2.291609525680542,110400,0.0,
1995-04-07 00:00:00+00:00,9.5,9.625,9.375,2.291609525680542,68200,0.0,
1995-04-10 00:00:00+00:00,9.5,9.5,8.875,2.1709985733032227,135000,0.0,
1995-04-11 00:00:00+00:00,9.0,9.125,9.0,2.1709985733032227,171100,0.0,
1995-04-12 00:00:00+00:00,9.125,9.25,9.125,2.2011518478393555,86100,0.0,
1995-04-13 00:00:00+00:00,9.25,9.25,9.125,2.231304407119751,5400,0.0,
1995-04-17 00:00:00+00:00,9.25,9.25,9.0,2.231304407119751,23800,0.0,
1995-04-18 00:00:00+00:00,9.375,9.375,9.0,2.1709985733032227,62600,0.0,
1995-04-19 00:00:00+00:00,9.125,9.625,9.125,2.3217623233795166,67100,0.0,
1995-04-20 00:00:00+00:00,9.5,10.5,9.5,2.442373275756836,199300,0.0,
1995-04-21 00:00:00+00:00,10.125,10.25,10.0,2.4725260734558105,120100,0.0,
1995-04-24 00:00:00+00:00,10.375,11.0,10.375,2.593136787414551,250900,0.0,
1995-04-25 00:00:00+00:00,11.0,11.0,10.625,2.593136787414551,172900,0.0,
1995-04-26 00:00:00+00:00,10.625,10.75,10.25,2.532831907272339,167500,0.0,
1995-04-27 00:00:00+00:00,10.625,10.625,10.375,2.562984704971313,191800,0.0,
1995-04-28 00:00:00+00:00,10.375,10.375,9.625,2.382068395614624,344700,0.0,
1995-05-01 00:00:00+00:00,10.0,10.0,9.875,2.382068395614624,20900,0.0,
1995-05-02 00:00:00+00:00,9.875,10.125,9.5,2.4122202396392822,217600,0.0,
1995-05-03 00:00:00+00:00,10.0,10.5,10.0,2.4122202396392822,238400,0.0,
1995-05-04 00:00:00+00:00,9.875,10.125,9.625,2.4122202396392822,197800,0.0,
1995-05-05 00:00:00+00:00,10.0,10.125,10.0,2.4122202396392822,167800,0.0,
1995-05-08 00:00:00+00:00,10.125,10.125,9.75,2.351915121078491,73200,0.0,
1995-05-09 00:00:00+00:00,10.0,10.5,10.0,2.502678394317627,104400,0.0,
1995-05-10 00:00:00+00:00,10.375,10.625,10.25,2.502678394317627,205900,0.0,
1995-05-11 00:00:00+00:00,10.375,10.5,10.375,2.502678394317627,151700,0.0,
1995-05-12 00:00:00+00:00,10.5,10.75,10.5,2.562984704971313,122800,0.0,
1995-05-15 00:00:00+00:00,10.75,11.125,10.75,2.6534423828125,161100,0.0,
1995-05-16 00:00:00+00:00,11.0,11.125,10.75,2.683595895767212,155700,0.0,
1995-05-17 00:00:00+00:00,11.25,11.5,11.0,2.77405333518982,125300,0.0,
1995-05-18 00:00:00+00:00,11.375,11.875,11.25,2.7137482166290283,156900,0.0,
1995-05-19 00:00:00+00:00,11.375,11.375,10.875,2.6534423828125,110600,0.0,
1995-05-22 00:00:00+00:00,11.0,11.0,10.875,2.623290061950684,7600,0.0,
1995-05-23 00:00:00+00:00,11.0,11.125,10.75,2.623290061950684,39300,0.0,
1995-05-24 00:00:00+00:00,10.75,11.125,10.75,2.593136787414551,43700,0.0,
1995-05-25 00:00:00+00:00,10.875,11.0,10.875,2.6534423828125,39400,0.0,
1995-05-26 00:00:00+00:00,10.875,11.0,10.5,2.623290061950684,77000,0.0,
1995-05-30 00:00:00+00:00,10.75,10.75,10.375,2.562984704971313,89500,0.0,
1995-05-31 00:00:00+00:00,10.75,11.0,10.625,2.6534423828125,55200,0.0,
1995-06-01 00:00:00+00:00,10.875,10.875,10.5,2.562984704971313,31000,0.0,
1995-06-02 00:00:00+00:00,10.75,11.0,10.625,2.6534423828125,49600,0.0,
1995-06-05 00:00:00+00:00,11.0,11.0,11.0,2.6534423828125,36000,0.0,
1995-06-06 00:00:00+00:00,10.875,10.875,10.375,2.502678394317627,53100,0.0,
1995-06-07 00:00:00+00:00,10.25,10.75,10.0,2.442373275756836,175100,0.0,
1995-06-08 00:00:00+00:00,10.0,10.25,9.875,2.4122202396392822,90500,0.0,
1995-06-09 00:00:00+00:00,9.875,9.875,9.625,2.3217623233795166,87800,0.0,
