date,LECO_Open,LECO_High,LECO_Low,LECO_Close,LECO_Volume,LECO_Dividends,LECO_Stock Splits
1994-04-07 00:00:00+00:00,4.5625,4.5625,4.5625,2.641453981399536,9600,0.0,
1994-04-08 00:00:00+00:00,4.59375,4.59375,4.59375,2.6595451831817627,8400,0.0,
1994-04-11 00:00:00+00:00,4.5625,4.6875,4.5625,2.713821649551392,75600,0.0,
1994-04-12 00:00:00+00:00,4.5625,4.625,4.5625,2.677637815475464,16000,0.0,
1994-04-13 00:00:00+00:00,4.625,4.625,4.625,2.677637815475464,0,0.0,
1994-04-14 00:00:00+00:00,4.75,4.75,4.75,2.7500076293945312,1200,0.0,
1994-04-15 00:00:00+00:00,4.5625,4.625,4.53125,2.677637815475464,168400,0.0,
1994-04-18 00:00:00+00:00,4.5625,4.75,4.53125,2.641453981399536,120400,0.0,
1994-04-19 00:00:00+00:00,4.6875,4.6875,4.6875,2.713821649551392,400,0.0,
1994-04-20 00:00:00+00:00,4.75,4.75,4.75,2.7500076293945312,3200,0.0,
1994-04-21 00:00:00+00:00,4.625,4.75,4.625,2.7500076293945312,16800,0.0,
1994-04-22 00:00:00+00:00,4.625,4.75,4.625,2.7500076293945312,2000,0.0,
1994-04-25 00:00:00+00:00,4.75,4.75,4.75,2.7500076293945312,2000,0.0,
1994-04-26 00:00:00+00:00,4.75,4.875,4.75,2.822376251220703,2000,0.0,
1994-04-28 00:00:00+00:00,4.875,4.875,4.6875,2.713821649551392,2000,0.0,
1994-04-29 00:00:00+00:00,4.6875,5.0625,4.6875,2.7861926555633545,19600,0.0,
1994-05-02 00:00:00+00:00,5.0,5.0,5.0,2.894745349884033,2000,0.0,
1994-05-03 00:00:00+00:00,4.75,5.0625,4.75,2.9309282302856445,39600,0.0,
1994-05-04 00:00:00+00:00,5.0625,5.0625,4.8125,2.858558893203736,19600,0.0,
1994-05-05 00:00:00+00:00,5.0625,5.0625,5.0625,2.9309282302856445,2800,0.0,
1994-05-06 00:00:00+00:00,5.0625,5.0625,4.875,2.822376251220703,8400,0.0,
1994-05-09 00:00:00+00:00,5.0625,5.0625,4.875,2.9309282302856445,34000,0.0,
1994-05-10 00:00:00+00:00,5.0,5.5,5.0,3.1842188835144043,66800,0.0,
1994-05-11 00:00:00+00:00,5.25,5.5625,5.25,3.0394809246063232,14000,0.0,
1994-05-12 00:00:00+00:00,5.25,5.625,5.25,3.2565877437591557,40400,0.0,
1994-05-13 00:00:00+00:00,5.625,5.625,5.3125,3.0756664276123047,14800,0.0,
1994-05-16 00:00:00+00:00,5.4375,5.4375,5.3125,3.1480345726013184,17600,0.0,
1994-05-17 00:00:00+00:00,5.3125,5.5,5.3125,3.1842188835144043,37200,0.0,
1994-05-18 00:00:00+00:00,5.3125,5.5,5.3125,3.09375548362732,27200,0.0,
1994-05-19 00:00:00+00:00,5.5625,5.625,5.4375,3.2384958267211914,49600,0.0,
1994-05-20 00:00:00+00:00,5.75,6.25,5.5625,3.4736926555633545,103200,0.0,
1994-05-23 00:00:00+00:00,6.25,6.4375,6.0,3.546060800552368,30400,0.0,
1994-05-24 00:00:00+00:00,6.375,6.75,6.25,3.907905101776123,54800,0.0,
1994-05-25 00:00:00+00:00,6.625,7.0,6.625,3.907905101776123,82400,0.0,
1994-05-26 00:00:00+00:00,6.875,7.125,6.75,3.907905101776123,30800,0.0,
1994-05-27 00:00:00+00:00,6.9375,7.0,6.75,4.016459941864014,20800,0.0,
1994-05-31 00:00:00+00:00,7.0,7.0625,6.75,4.088827133178711,7600,0.0,
1994-06-01 00:00:00+00:00,7.0625,7.0625,6.875,3.980273962020874,30000,0.0,
1994-06-02 00:00:00+00:00,6.875,7.0,6.875,3.980273962020874,16000,0.0,
1994-06-03 00:00:00+00:00,6.875,7.0,6.875,4.052643299102783,24400,0.0,
1994-06-06 00:00:00+00:00,6.75,7.0,6.75,3.980273962020874,14000,0.0,
1994-06-07 00:00:00+00:00,7.0,7.0,6.75,4.052643299102783,7600,0.0,
1994-06-08 00:00:00+00:00,6.75,7.0,6.75,3.907905101776123,27600,0.0,
1994-06-09 00:00:00+00:00,6.6875,6.6875,6.625,3.835535764694214,3200,0.0,
1994-06-10 00:00:00+00:00,6.625,6.8125,6.625,3.907905101776123,44800,0.0,
1994-06-13 00:00:00+00:00,6.875,6.875,6.625,3.980273962020874,9200,0.0,
1994-06-14 00:00:00+00:00,6.875,6.875,6.625,3.980273962020874,21600,0.0,
1994-06-15 00:00:00+00:00,6.75,6.75,6.75,3.907905101776123,8000,0.0,
1994-06-16 00:00:00+00:00,6.625,6.9375,6.625,4.016459941864014,12000,0.0,
1994-06-17 00:00:00+00:00,6.625,6.75,6.625,3.907905101776123,23200,0.0,
1994-06-20 00:00:00+00:00,6.875,6.9375,6.875,4.016459941864014,3200,0.0,
1994-06-21 00:00:00+00:00,6.625,6.875,6.625,3.980273962020874,7600,0.0,
1994-06-22 00:00:00+00:00,6.875,6.875,6.5,3.871718883514404,17600,0.0,
1994-06-23 00:00:00+00:00,6.8125,6.8125,6.8125,3.9440882205963135,800,0.0,
1994-06-24 00:00:00+00:00,6.5,6.6875,6.5,3.7631683349609375,20400,0.0,
1994-06-27 00:00:00+00:00,6.6875,6.6875,6.5,3.7631683349609375,44000,0.0,
1994-06-28 00:00:00+00:00,6.5,6.6875,6.5,3.8174445629119873,10400,0.0,
1994-06-29 00:00:00+00:00,6.6875,6.6875,6.6875,3.871718883514404,4000,0.0,
1994-06-30 00:00:00+00:00,6.59375,6.59375,6.5,3.7631683349609375,1200,0.0,
1994-07-01 00:00:00+00:00,6.6875,6.6875,6.5,3.7631683349609375,16000,0.0,
1994-07-05 00:00:00+00:00,6.6875,6.6875,6.4375,3.835535764694214,38000,0.0,
1994-07-06 00:00:00+00:00,6.625,6.625,6.4375,3.835535764694214,8800,0.0,
1994-07-07 00:00:00+00:00,6.4375,6.625,6.4375,3.835535764694214,50400,0.0,
1994-07-08 00:00:00+00:00,6.625,6.625,6.625,3.835535764694214,2000,0.0,
1994-07-11 00:00:00+00:00,6.625,6.625,6.4375,3.799351692199707,19200,0.0,
1994-07-12 00:00:00+00:00,6.4375,6.5625,6.4375,3.799351692199707,22000,0.0,
1994-07-13 00:00:00+00:00,6.4375,6.5625,6.4375,3.799351692199707,8400,0.0,
1994-07-14 00:00:00+00:00,6.5625,6.5625,6.5625,3.799351692199707,8400,0.0,
1994-07-15 00:00:00+00:00,6.4375,6.5625,6.4375,3.726981639862061,20000,0.0,
1994-07-18 00:00:00+00:00,6.5625,6.5625,6.4375,3.799351692199707,34800,0.0,
1994-07-19 00:00:00+00:00,6.5625,6.5625,6.4375,3.799351692199707,7600,0.0,
1994-07-20 00:00:00+00:00,6.5625,6.625,6.4375,3.835535764694214,58400,0.0,
1994-07-21 00:00:00+00:00,6.5,7.0625,6.5,4.088827133178711,55200,0.0,
1994-07-22 00:00:00+00:00,7.3125,8.0,7.0,4.631589412689209,102000,0.0,
1994-07-25 00:00:00+00:00,8.125,8.25,7.875,4.5592217445373535,46000,0.0,
1994-07-26 00:00:00+00:00,8.125,8.125,7.75,4.631589412689209,94000,0.0,
1994-07-27 00:00:00+00:00,8.0,8.0,7.75,4.486852169036865,32800,0.0,
1994-07-28 00:00:00+00:00,7.9375,7.9375,7.75,4.486852169036865,14800,0.0,
1994-07-29 00:00:00+00:00,7.9375,7.9375,7.75,4.595407009124756,26800,0.0,
1994-08-01 00:00:00+00:00,7.9375,7.9375,7.9375,4.595407009124756,2000,0.0,
1994-08-02 00:00:00+00:00,7.9375,7.9375,7.75,4.5592217445373535,26400,0.0,
1994-08-03 00:00:00+00:00,7.875,8.0,7.75,4.5592217445373535,26000,0.0,
1994-08-04 00:00:00+00:00,8.0,8.125,8.0,4.703959941864014,1200,0.0,
1994-08-05 00:00:00+00:00,8.0,8.25,8.0,4.703959941864014,84800,0.0,
1994-08-08 00:00:00+00:00,7.875,8.375,7.875,4.848697185516357,86400,0.0,
1994-08-09 00:00:00+00:00,8.5,8.875,8.375,5.083892822265625,75200,0.0,
1994-08-10 00:00:00+00:00,8.875,8.9375,8.75,5.174354553222656,28800,0.0,
1994-08-11 00:00:00+00:00,9.125,9.125,8.78125,5.210538864135742,109200,0.0,
1994-08-12 00:00:00+00:00,9.125,9.125,8.9375,5.174354553222656,10000,0.0,
1994-08-15 00:00:00+00:00,8.9375,9.0625,8.5625,4.957248687744141,82000,0.0,
1994-08-16 00:00:00+00:00,8.5625,8.875,8.5,4.957248687744141,44400,0.0,
1994-08-17 00:00:00+00:00,8.5,8.875,8.5,5.101984977722168,15200,0.0,
1994-08-18 00:00:00+00:00,9.0,9.0,8.5625,4.99343204498291,5200,0.0,
1994-08-19 00:00:00+00:00,9.0,9.0,8.625,4.99343204498291,20800,0.0,
1994-08-22 00:00:00+00:00,8.75,8.875,8.75,5.101984977722168,32800,0.0,
1994-08-23 00:00:00+00:00,8.71875,9.125,8.71875,5.282907962799072,118800,0.0,
