date,PCG-PE_Open,PCG-PE_High,PCG-PE_Low,PCG-PE_Close,PCG-PE_Volume,PCG-PE_Dividends,PCG-PE_Stock Splits
2000-01-03 00:00:00+00:00,17.5,18.5,17.5,8.832494735717773,0.0,0.0,
2000-01-04 00:00:00+00:00,17.5,18.5,17.5,8.832494735717773,0.0,0.0,
2000-01-05 00:00:00+00:00,17.5,18.5,17.5,8.832494735717773,0.0,0.0,
2000-01-06 00:00:00+00:00,17.5,18.5,17.5,8.832494735717773,0.0,0.0,
2000-01-07 00:00:00+00:00,17.5,18.5,17.5,8.832494735717773,0.0,0.0,
2000-01-10 00:00:00+00:00,17.5,18.5,17.5,8.832494735717773,0.0,0.0,
2000-01-11 00:00:00+00:00,17.5,18.5,17.5,8.832494735717773,0.0,0.0,
2000-01-12 00:00:00+00:00,17.5,18.5,17.5,8.832494735717773,0.0,0.0,
2000-01-13 00:00:00+00:00,17.625,17.625,17.625,8.89557933807373,500.0,0.0,
2000-01-14 00:00:00+00:00,17.125,18.125,17.125,8.643228530883789,0.0,0.0,
2000-01-18 00:00:00+00:00,17.375,17.375,17.375,8.76940631866455,100.0,0.0,
2000-01-19 00:00:00+00:00,16.875,17.875,16.875,8.517050743103027,0.0,0.0,
2000-01-20 00:00:00+00:00,16.875,17.875,16.875,8.517050743103027,0.0,0.0,
2000-01-21 00:00:00+00:00,16.75,16.75,16.625,8.549192428588867,400.0,0.3125,
2000-01-24 00:00:00+00:00,16.25,17.125,16.25,8.356350898742676,0.0,0.0,
2000-01-25 00:00:00+00:00,16.25,17.125,16.25,8.356350898742676,0.0,0.0,
2000-01-26 00:00:00+00:00,16.25,17.125,16.25,8.356350898742676,0.0,0.0,
2000-01-27 00:00:00+00:00,16.875,17.0,16.875,8.74202823638916,2600.0,0.0,
2000-01-28 00:00:00+00:00,17.0,17.625,17.0,9.06342601776123,2200.0,0.0,
2000-01-31 00:00:00+00:00,17.125,18.125,17.125,8.80630874633789,0.0,0.0,
2000-02-01 00:00:00+00:00,17.839839935302734,17.839839935302734,17.625,9.06342601776123,4500.0,0.0,
2000-02-02 00:00:00+00:00,17.375,18.125,17.375,8.934865951538086,0.0,0.0,
2000-02-03 00:00:00+00:00,17.375,18.125,17.375,8.934865951538086,0.0,0.0,
2000-02-04 00:00:00+00:00,17.125,18.125,17.125,8.80630874633789,0.0,0.0,
2000-02-07 00:00:00+00:00,17.125,18.125,17.125,8.80630874633789,0.0,0.0,
2000-02-08 00:00:00+00:00,17.125,18.125,17.125,8.80630874633789,0.0,0.0,
2000-02-09 00:00:00+00:00,17.5,17.5,17.5,8.999147415161133,500.0,0.0,
2000-02-10 00:00:00+00:00,17.5,17.5,17.5,8.999147415161133,1000.0,0.0,
2000-02-11 00:00:00+00:00,17.5,17.5,17.5,8.999147415161133,600.0,0.0,
2000-02-14 00:00:00+00:00,17.25,18.0,17.25,8.870590209960938,0.0,0.0,
2000-02-15 00:00:00+00:00,17.375,18.0,17.375,8.934865951538086,0.0,0.0,
2000-02-16 00:00:00+00:00,17.5,17.5,17.5,8.999147415161133,1200.0,0.0,
2000-02-17 00:00:00+00:00,17.625,18.0,17.625,9.06342601776123,0.0,0.0,
2000-02-18 00:00:00+00:00,17.75,17.75,17.75,9.127705574035645,100.0,0.0,
2000-02-22 00:00:00+00:00,18.0,18.0,18.0,9.256263732910156,600.0,0.0,
2000-02-23 00:00:00+00:00,18.050779342651367,18.050779342651367,18.050779342651367,9.28238010406494,2900.0,0.0,
2000-02-24 00:00:00+00:00,17.625,18.5,17.625,9.06342601776123,0.0,0.0,
2000-02-25 00:00:00+00:00,17.625,18.375,17.625,9.06342601776123,0.0,0.0,
2000-02-28 00:00:00+00:00,17.625,18.375,17.625,9.06342601776123,0.0,0.0,
2000-02-29 00:00:00+00:00,17.875,17.875,17.75,9.127705574035645,400.0,0.0,
2000-03-01 00:00:00+00:00,17.875,17.875,17.875,9.191987991333008,300.0,0.0,
2000-03-02 00:00:00+00:00,17.875,17.875,17.875,9.191987991333008,200.0,0.0,
2000-03-03 00:00:00+00:00,17.625,18.375,17.625,9.06342601776123,0.0,0.0,
2000-03-06 00:00:00+00:00,17.625,18.375,17.625,9.06342601776123,0.0,0.0,
2000-03-07 00:00:00+00:00,17.75,17.75,17.75,9.127705574035645,200.0,0.0,
2000-03-08 00:00:00+00:00,17.75,17.75,17.75,9.127705574035645,200.0,0.0,
2000-03-09 00:00:00+00:00,17.75,18.0,17.75,9.256263732910156,300.0,0.0,
2000-03-10 00:00:00+00:00,17.875,17.875,17.875,9.191987991333008,100.0,0.0,
2000-03-13 00:00:00+00:00,17.75,17.75,17.75,9.127705574035645,700.0,0.0,
2000-03-14 00:00:00+00:00,17.625,18.25,17.625,9.06342601776123,0.0,0.0,
2000-03-15 00:00:00+00:00,18.125,18.25,18.125,9.3848237991333,1200.0,0.0,
2000-03-16 00:00:00+00:00,17.75,18.75,17.75,9.127705574035645,0.0,0.0,
2000-03-17 00:00:00+00:00,17.75,18.625,17.75,9.127705574035645,0.0,0.0,
2000-03-20 00:00:00+00:00,17.75,18.625,17.75,9.127705574035645,0.0,0.0,
2000-03-21 00:00:00+00:00,18.0,18.0,18.0,9.256263732910156,200.0,0.0,
2000-03-22 00:00:00+00:00,17.625,18.5,17.625,9.06342601776123,0.0,0.0,
2000-03-23 00:00:00+00:00,17.75,18.0,17.75,9.256263732910156,900.0,0.0,
2000-03-24 00:00:00+00:00,17.875,18.5,17.875,9.191987991333008,0.0,0.0,
2000-03-27 00:00:00+00:00,18.0,18.0,18.0,9.256263732910156,1400.0,0.0,
2000-03-28 00:00:00+00:00,17.875,18.5,17.875,9.191987991333008,0.0,0.0,
2000-03-29 00:00:00+00:00,18.050779342651367,18.050779342651367,18.050779342651367,9.28238010406494,42300.0,0.0,
2000-03-30 00:00:00+00:00,18.375,18.375,18.375,9.449100494384766,42300.0,0.0,
2000-03-31 00:00:00+00:00,17.875,18.5,17.875,9.191987991333008,0.0,0.0,
2000-04-03 00:00:00+00:00,18.0,18.5,18.0,9.256263732910156,0.0,0.0,
2000-04-04 00:00:00+00:00,18.0,18.5,18.0,9.256263732910156,0.0,0.0,
2000-04-05 00:00:00+00:00,18.0,18.5,18.0,9.256263732910156,0.0,0.0,
2000-04-06 00:00:00+00:00,18.125,18.125,18.125,9.32054328918457,300.0,0.0,
2000-04-07 00:00:00+00:00,18.0,18.625,18.0,9.256263732910156,0.0,0.0,
2000-04-10 00:00:00+00:00,18.0,18.625,18.0,9.256263732910156,0.0,0.0,
2000-04-11 00:00:00+00:00,18.125,18.125,18.125,9.32054328918457,200.0,0.0,
2000-04-12 00:00:00+00:00,17.6875,17.6875,17.6875,9.255135536193848,200.0,0.3125,
