date,SAFT_Open,SAFT_High,SAFT_Low,SAFT_Close,SAFT_Volume,SAFT_Dividends,SAFT_Stock Splits
2002-11-22 00:00:00+00:00,12.050000190734863,13.399999618530272,12.0,5.528180122375488,1722100,0.0,
2002-11-25 00:00:00+00:00,12.989999771118164,13.029999732971191,12.5,5.42533016204834,149800,0.0,
2002-11-26 00:00:00+00:00,12.609999656677246,12.75,12.460000038146973,5.3567609786987305,147600,0.0,
2002-11-27 00:00:00+00:00,12.5,13.0,12.5,5.528180122375488,95100,0.0,
2002-11-29 00:00:00+00:00,12.899999618530272,13.0,12.800000190734863,5.506753921508789,145900,0.0,
2002-12-02 00:00:00+00:00,12.779999732971191,13.239999771118164,12.779999732971191,5.673882961273193,105900,0.0,
2002-12-03 00:00:00+00:00,13.239999771118164,13.399999618530272,13.050000190734863,5.678165912628174,58600,0.0,
2002-12-04 00:00:00+00:00,13.210000038146973,13.9399995803833,13.210000038146973,5.849585056304932,158100,0.0,
2002-12-05 00:00:00+00:00,13.710000038146973,13.960000038146973,13.149999618530272,5.7724480628967285,64200,0.0,
2002-12-06 00:00:00+00:00,13.210000038146973,13.779999732971191,13.210000038146973,5.74245023727417,28500,0.0,
2002-12-09 00:00:00+00:00,13.25,13.5,13.239999771118164,5.673882961273193,23200,0.0,
2002-12-10 00:00:00+00:00,13.5,13.829999923706056,13.300000190734863,5.871011734008789,34300,0.0,
2002-12-11 00:00:00+00:00,13.729999542236328,13.800000190734863,13.420000076293944,5.862439155578613,4800,0.0,
2002-12-12 00:00:00+00:00,13.6899995803833,13.93000030517578,13.5,5.965292930603027,108100,0.0,
2002-12-13 00:00:00+00:00,13.920000076293944,14.18000030517578,13.550000190734863,6.050997257232666,193000,0.0,
2002-12-16 00:00:00+00:00,14.140000343322754,14.380000114440918,14.109999656677246,6.046713829040527,34400,0.0,
2002-12-17 00:00:00+00:00,14.199999809265137,14.289999961853027,14.039999961853027,6.093852996826172,13200,0.0,
2002-12-18 00:00:00+00:00,13.880000114440918,14.100000381469728,13.649999618530272,5.931008338928223,36800,0.0,
2002-12-19 00:00:00+00:00,13.760000228881836,14.079999923706056,13.75,5.943864822387695,18700,0.0,
2002-12-20 00:00:00+00:00,13.859999656677246,14.31999969482422,13.800000190734863,5.956720352172852,12200,0.0,
2002-12-23 00:00:00+00:00,13.920000076293944,14.050000190734863,13.899999618530272,5.956720352172852,14000,0.0,
