date,RCMT_Open,RCMT_High,RCMT_Low,RCMT_Close,RCMT_Volume,RCMT_Dividends,RCMT_Stock Splits
1983-09-12 00:00:00+00:00,0.0,6.875,6.5625,2.293290853500366,9340,0.0,
1983-09-13 00:00:00+00:00,0.0,6.5625,6.25,2.184086799621582,4520,0.0,
1983-09-14 00:00:00+00:00,0.0,6.5625,6.25,2.184086799621582,1300,0.0,
1983-09-15 00:00:00+00:00,0.0,6.5625,6.25,2.184086799621582,1540,0.0,
1983-09-16 00:00:00+00:00,0.0,6.5625,6.25,2.184086799621582,1180,0.0,
1983-09-19 00:00:00+00:00,0.0,6.5625,6.25,2.184086799621582,1800,0.0,
1983-09-20 00:00:00+00:00,0.0,6.5625,5.9375,2.07488226890564,1620,0.0,
1983-09-21 00:00:00+00:00,0.0,6.5625,5.9375,2.07488226890564,1580,0.0,
1983-09-22 00:00:00+00:00,0.0,6.5625,5.9375,2.07488226890564,3960,0.0,
1983-09-23 00:00:00+00:00,0.0,6.25,5.9375,2.07488226890564,18660,0.0,
1983-09-26 00:00:00+00:00,0.0,6.25,5.9375,2.07488226890564,10240,0.0,
1983-09-27 00:00:00+00:00,0.0,5.625,5.0,1.7472692728042605,8060,0.0,
1983-09-28 00:00:00+00:00,0.0,5.625,5.3125,1.856473684310913,3940,0.0,
1983-09-29 00:00:00+00:00,0.0,5.9375,5.3125,1.856473684310913,9500,0.0,
1983-09-30 00:00:00+00:00,0.0,5.9375,5.3125,1.856473684310913,2080,0.0,
1983-10-03 00:00:00+00:00,0.0,5.625,5.0,1.7472692728042605,3760,0.0,
1983-10-04 00:00:00+00:00,0.0,5.3125,4.6875,1.638064980506897,960,0.0,
1983-10-05 00:00:00+00:00,0.0,5.625,5.0,1.7472692728042605,2060,0.0,
1983-10-06 00:00:00+00:00,0.0,5.625,5.3125,1.856473684310913,5760,0.0,
1983-10-07 00:00:00+00:00,0.0,5.625,5.0,1.7472692728042605,5520,0.0,
1983-10-10 00:00:00+00:00,0.0,5.9375,5.3125,1.856473684310913,2940,0.0,
1983-10-11 00:00:00+00:00,0.0,5.625,5.3125,1.856473684310913,800,0.0,
1983-10-12 00:00:00+00:00,0.0,5.9375,5.625,1.9656779766082764,780,0.0,
1983-10-13 00:00:00+00:00,0.0,5.9375,5.3125,1.856473684310913,2380,0.0,
1983-10-14 00:00:00+00:00,0.0,5.3125,5.0,1.7472692728042605,3440,0.0,
1983-10-17 00:00:00+00:00,0.0,5.3125,5.0,1.7472692728042605,1080,0.0,
1983-10-18 00:00:00+00:00,0.0,4.6875,4.0625,1.4196563959121704,8260,0.0,
1983-10-19 00:00:00+00:00,0.0,4.6875,4.0625,1.4196563959121704,1900,0.0,
1983-10-20 00:00:00+00:00,0.0,4.6875,4.0625,1.4196563959121704,1960,0.0,
1983-10-21 00:00:00+00:00,0.0,4.6875,4.0625,1.4196563959121704,3800,0.0,
1983-10-24 00:00:00+00:00,0.0,4.375,3.75,1.3104519844055176,6120,0.0,
1983-10-25 00:00:00+00:00,0.0,4.0625,3.4375,1.2012476921081543,1640,0.0,
1983-10-26 00:00:00+00:00,0.0,4.0625,3.4375,1.2012476921081543,4120,0.0,
1983-10-27 00:00:00+00:00,0.0,4.0625,3.4375,1.2012476921081543,260,0.0,
1983-10-28 00:00:00+00:00,0.0,4.0625,3.4375,1.2012476921081543,620,0.0,
1983-10-31 00:00:00+00:00,0.0,4.0625,3.4375,1.2012476921081543,440,0.0,
1983-11-01 00:00:00+00:00,0.0,4.0625,3.4375,1.2012476921081543,7500,0.0,
1983-11-02 00:00:00+00:00,0.0,4.0625,3.4375,1.2012476921081543,1560,0.0,
1983-11-03 00:00:00+00:00,0.0,3.75,3.4375,1.2012476921081543,860,0.0,
1983-11-04 00:00:00+00:00,0.0,3.75,3.4375,1.2012476921081543,2000,0.0,
1983-11-07 00:00:00+00:00,0.0,3.75,3.4375,1.2012476921081543,3320,0.0,
1983-11-08 00:00:00+00:00,0.0,4.0625,3.4375,1.2012476921081543,1960,0.0,
1983-11-09 00:00:00+00:00,0.0,3.75,3.4375,1.2012476921081543,1100,0.0,
1983-11-10 00:00:00+00:00,0.0,3.75,3.4375,1.2012476921081543,1440,0.0,
1983-11-11 00:00:00+00:00,0.0,3.75,3.4375,1.2012476921081543,1060,0.0,
1983-11-14 00:00:00+00:00,0.0,4.0625,3.4375,1.2012476921081543,2740,0.0,
1983-11-15 00:00:00+00:00,0.0,4.0625,3.4375,1.2012476921081543,600,0.0,
1983-11-16 00:00:00+00:00,0.0,4.0625,3.4375,1.2012476921081543,3260,0.0,
1983-11-17 00:00:00+00:00,0.0,4.0625,3.4375,1.2012476921081543,280,0.0,
1983-11-18 00:00:00+00:00,0.0,4.0625,3.4375,1.2012476921081543,600,0.0,
1983-11-21 00:00:00+00:00,0.0,4.0625,3.75,1.3104519844055176,1000,0.0,
1983-11-22 00:00:00+00:00,0.0,4.0625,3.75,1.3104519844055176,1780,0.0,
1983-11-23 00:00:00+00:00,0.0,4.0625,3.75,1.3104519844055176,4540,0.0,
1983-11-25 00:00:00+00:00,0.0,4.0625,3.75,1.3104519844055176,4400,0.0,
1983-11-28 00:00:00+00:00,0.0,3.75,3.4375,1.2012476921081543,1800,0.0,
1983-11-29 00:00:00+00:00,0.0,3.75,3.4375,1.2012476921081543,1040,0.0,
1983-11-30 00:00:00+00:00,0.0,3.75,3.4375,1.2012476921081543,3820,0.0,
1983-12-01 00:00:00+00:00,0.0,3.75,3.4375,1.2012476921081543,840,0.0,
1983-12-02 00:00:00+00:00,0.0,3.75,3.4375,1.2012476921081543,4400,0.0,
1983-12-05 00:00:00+00:00,0.0,3.75,3.4375,1.2012476921081543,3900,0.0,
1983-12-06 00:00:00+00:00,0.0,3.75,3.4375,1.2012476921081543,3660,0.0,
1983-12-07 00:00:00+00:00,0.0,3.75,3.4375,1.2012476921081543,3460,0.0,
1983-12-08 00:00:00+00:00,0.0,3.75,3.4375,1.2012476921081543,1160,0.0,
1983-12-09 00:00:00+00:00,0.0,3.75,3.4375,1.2012476921081543,880,0.0,
1983-12-12 00:00:00+00:00,0.0,3.4375,3.125,1.092043399810791,22340,0.0,
1983-12-13 00:00:00+00:00,0.0,3.4375,3.125,1.092043399810791,6200,0.0,
1983-12-14 00:00:00+00:00,0.0,3.4375,3.125,1.092043399810791,1960,0.0,
1983-12-15 00:00:00+00:00,0.0,3.4375,3.125,1.092043399810791,4240,0.0,
1983-12-16 00:00:00+00:00,0.0,3.4375,3.125,1.092043399810791,5900,0.0,
1983-12-19 00:00:00+00:00,0.0,3.4375,3.125,1.092043399810791,1900,0.0,
1983-12-20 00:00:00+00:00,0.0,3.4375,3.125,1.092043399810791,3280,0.0,
1983-12-21 00:00:00+00:00,0.0,3.4375,3.125,1.092043399810791,15520,0.0,
1983-12-22 00:00:00+00:00,0.0,3.4375,3.125,1.092043399810791,3820,0.0,
1983-12-23 00:00:00+00:00,0.0,3.4375,3.125,1.092043399810791,2100,0.0,
1983-12-27 00:00:00+00:00,0.0,3.4375,2.8125,0.9828389883041382,7160,0.0,
1983-12-28 00:00:00+00:00,0.0,3.4375,2.8125,0.9828389883041382,3060,0.0,
1983-12-29 00:00:00+00:00,0.0,3.4375,2.8125,0.9828389883041382,4640,0.0,
1983-12-30 00:00:00+00:00,0.0,3.4375,2.8125,0.9828389883041382,3140,0.0,
1984-01-03 00:00:00+00:00,0.0,3.125,2.8125,0.9828389883041382,2180,0.0,
1984-01-04 00:00:00+00:00,0.0,3.125,2.8125,0.9828389883041382,4200,0.0,
1984-01-05 00:00:00+00:00,0.0,3.4375,3.125,1.092043399810791,2100,0.0,
1984-01-06 00:00:00+00:00,0.0,3.4375,3.125,1.092043399810791,3260,0.0,
1984-01-09 00:00:00+00:00,0.0,3.4375,3.125,1.092043399810791,3380,0.0,
1984-01-10 00:00:00+00:00,0.0,3.4375,3.125,1.092043399810791,3220,0.0,
1984-01-11 00:00:00+00:00,0.0,3.4375,3.125,1.092043399810791,2040,0.0,
1984-01-12 00:00:00+00:00,0.0,3.4375,3.125,1.092043399810791,3400,0.0,
1984-01-13 00:00:00+00:00,0.0,3.4375,3.125,1.092043399810791,11960,0.0,
1984-01-16 00:00:00+00:00,0.0,3.75,3.4375,1.2012476921081543,2800,0.0,
1984-01-17 00:00:00+00:00,0.0,4.6875,4.375,1.528860569000244,10280,0.0,
1984-01-18 00:00:00+00:00,0.0,5.0,4.6875,1.638064980506897,5580,0.0,
1984-01-19 00:00:00+00:00,0.0,4.0625,3.4375,1.2012476921081543,8800,0.0,
1984-01-20 00:00:00+00:00,0.0,3.75,3.125,1.092043399810791,2820,0.0,
1984-01-23 00:00:00+00:00,0.0,3.75,3.4375,1.2012476921081543,1440,0.0,
1984-01-24 00:00:00+00:00,0.0,3.75,3.4375,1.2012476921081543,2240,0.0,
1984-01-25 00:00:00+00:00,0.0,3.75,3.125,1.092043399810791,4180,0.0,
1984-01-26 00:00:00+00:00,0.0,3.75,3.125,1.092043399810791,100,0.0,
1984-01-27 00:00:00+00:00,0.0,3.75,3.4375,1.2012476921081543,1160,0.0,
1984-01-30 00:00:00+00:00,0.0,3.75,3.4375,1.2012476921081543,3760,0.0,
1984-01-31 00:00:00+00:00,0.0,3.75,3.4375,1.2012476921081543,60,0.0,
1984-02-01 00:00:00+00:00,0.0,3.4375,3.125,1.092043399810791,2620,0.0,
1984-02-02 00:00:00+00:00,0.0,3.4375,2.8125,0.9828389883041382,10780,0.0,
1984-02-03 00:00:00+00:00,0.0,3.4375,3.125,1.092043399810791,1160,0.0,
1984-02-06 00:00:00+00:00,0.0,3.4375,3.125,1.092043399810791,320,0.0,
1984-02-07 00:00:00+00:00,0.0,3.4375,3.125,1.092043399810791,260,0.0,
1984-02-08 00:00:00+00:00,0.0,3.4375,3.125,1.092043399810791,5280,0.0,
1984-02-09 00:00:00+00:00,0.0,3.4375,2.8125,0.9828389883041382,2380,0.0,
1984-02-10 00:00:00+00:00,0.0,3.4375,2.8125,0.9828389883041382,360,0.0,
1984-02-13 00:00:00+00:00,0.0,3.4375,2.8125,0.9828389883041382,1540,0.0,
1984-02-14 00:00:00+00:00,0.0,3.4375,2.8125,0.9828389883041382,3700,0.0,
1984-02-15 00:00:00+00:00,0.0,3.125,2.8125,0.9828389883041382,200,0.0,
1984-02-16 00:00:00+00:00,0.0,3.4375,3.125,1.092043399810791,3780,0.0,
1984-02-17 00:00:00+00:00,0.0,3.4375,3.125,1.092043399810791,460,0.0,
1984-02-21 00:00:00+00:00,0.0,3.4375,3.125,1.092043399810791,1060,0.0,
1984-02-22 00:00:00+00:00,0.0,3.4375,2.8125,0.9828389883041382,1580,0.0,
1984-02-23 00:00:00+00:00,0.0,3.125,2.5,0.8736346364021301,280,0.0,
1984-02-24 00:00:00+00:00,0.0,3.125,2.5,0.8736346364021301,820,0.0,
1984-02-27 00:00:00+00:00,0.0,2.8125,2.5,0.8736346364021301,4540,0.0,
1984-02-28 00:00:00+00:00,0.0,3.125,2.5,0.8736346364021301,9500,0.0,
1984-02-29 00:00:00+00:00,0.0,2.8125,2.5,0.8736346364021301,7760,0.0,
1984-03-01 00:00:00+00:00,0.0,2.8125,2.5,0.8736346364021301,6460,0.0,
1984-03-02 00:00:00+00:00,0.0,2.8125,2.5,0.8736346364021301,4400,0.0,
1984-03-05 00:00:00+00:00,0.0,2.8125,2.5,0.8736346364021301,700,0.0,
1984-03-06 00:00:00+00:00,0.0,2.8125,2.5,0.8736346364021301,1820,0.0,
1984-03-07 00:00:00+00:00,0.0,2.5,2.1875,0.7644302845001221,5900,0.0,
1984-03-08 00:00:00+00:00,0.0,2.5,2.1875,0.7644302845001221,1700,0.0,
1984-03-09 00:00:00+00:00,0.0,2.5,2.1875,0.7644302845001221,800,0.0,
1984-03-12 00:00:00+00:00,0.0,2.5,2.1875,0.7644302845001221,1300,0.0,
1984-03-13 00:00:00+00:00,0.0,2.5,2.1875,0.7644302845001221,2640,0.0,
1984-03-14 00:00:00+00:00,0.0,2.5,2.1875,0.7644302845001221,1720,0.0,
1984-03-15 00:00:00+00:00,0.0,2.5,2.1875,0.7644302845001221,2000,0.0,
1984-03-16 00:00:00+00:00,0.0,2.5,1.875,0.6552259922027588,9100,0.0,
1984-03-19 00:00:00+00:00,0.0,2.5,1.875,0.6552259922027588,1000,0.0,
1984-03-20 00:00:00+00:00,0.0,2.5,1.875,0.6552259922027588,3520,0.0,
1984-03-21 00:00:00+00:00,0.0,2.1875,1.875,0.6552259922027588,10340,0.0,
1984-03-22 00:00:00+00:00,0.0,2.5,1.875,0.6552259922027588,2340,0.0,
1984-03-23 00:00:00+00:00,0.0,2.5,1.875,0.6552259922027588,2280,0.0,
1984-03-26 00:00:00+00:00,0.0,2.1875,1.875,0.6552259922027588,2840,0.0,
1984-03-27 00:00:00+00:00,0.0,2.1875,1.875,0.6552259922027588,2840,0.0,
1984-03-28 00:00:00+00:00,0.0,2.5,2.1875,0.7644302845001221,2040,0.0,
1984-03-29 00:00:00+00:00,0.0,2.5,1.875,0.6552259922027588,2140,0.0,
1984-03-30 00:00:00+00:00,0.0,2.5,1.875,0.6552259922027588,960,0.0,
1984-04-02 00:00:00+00:00,1.875,1.875,1.875,0.6552259922027588,0,0.0,
1984-04-03 00:00:00+00:00,0.0,2.5,1.875,0.6552259922027588,200,0.0,
1984-04-04 00:00:00+00:00,0.0,2.5,1.875,0.6552259922027588,200,0.0,
1984-04-05 00:00:00+00:00,0.0,2.5,1.875,0.6552259922027588,160,0.0,
1984-04-06 00:00:00+00:00,0.0,2.5,1.875,0.6552259922027588,1460,0.0,
1984-04-09 00:00:00+00:00,0.0,2.5,1.875,0.6552259922027588,480,0.0,
1984-04-10 00:00:00+00:00,0.0,2.5,1.875,0.6552259922027588,1720,0.0,
1984-04-11 00:00:00+00:00,0.0,2.5,1.875,0.6552259922027588,2720,0.0,
1984-04-12 00:00:00+00:00,0.0,2.1875,1.875,0.6552259922027588,4780,0.0,
1984-04-13 00:00:00+00:00,0.0,2.1875,1.875,0.6552259922027588,920,0.0,
1984-04-16 00:00:00+00:00,0.0,2.1875,1.875,0.6552259922027588,860,0.0,
1984-04-17 00:00:00+00:00,0.0,2.1875,1.5625,0.5460216999053955,4180,0.0,
1984-04-18 00:00:00+00:00,0.0,1.875,1.5625,0.5460216999053955,10940,0.0,
1984-04-19 00:00:00+00:00,0.0,1.875,1.5625,0.5460216999053955,15860,0.0,
1984-04-23 00:00:00+00:00,0.0,1.875,1.5625,0.5460216999053955,5800,0.0,
1984-04-24 00:00:00+00:00,0.0,2.1875,1.5625,0.5460216999053955,6300,0.0,
1984-04-25 00:00:00+00:00,0.0,2.5,1.875,0.6552259922027588,6060,0.0,
1984-04-26 00:00:00+00:00,0.0,2.5,1.875,0.6552259922027588,4100,0.0,
1984-04-27 00:00:00+00:00,0.0,2.5,1.875,0.6552259922027588,1680,0.0,
1984-04-30 00:00:00+00:00,0.0,2.5,1.875,0.6552259922027588,1660,0.0,
1984-05-01 00:00:00+00:00,0.0,2.5,1.875,0.6552259922027588,1200,0.0,
1984-05-02 00:00:00+00:00,0.0,2.5,1.875,0.6552259922027588,300,0.0,
1984-05-03 00:00:00+00:00,0.0,2.5,1.875,0.6552259922027588,1100,0.0,
1984-05-04 00:00:00+00:00,0.0,2.5,1.875,0.6552259922027588,4760,0.0,
1984-05-07 00:00:00+00:00,0.0,2.5,1.875,0.6552259922027588,2960,0.0,
1984-05-08 00:00:00+00:00,0.0,2.5,1.875,0.6552259922027588,2040,0.0,
1984-05-09 00:00:00+00:00,0.0,2.5,1.875,0.6552259922027588,960,0.0,
1984-05-10 00:00:00+00:00,0.0,2.5,1.875,0.6552259922027588,2360,0.0,
1984-05-11 00:00:00+00:00,0.0,2.5,1.875,0.6552259922027588,1800,0.0,
1984-05-14 00:00:00+00:00,0.0,2.8125,2.5,0.8736346364021301,4140,0.0,
