date,SMIN_Open,SMIN_High,SMIN_Low,SMIN_Close,SMIN_Volume,SMIN_Dividends,SMIN_Stock Splits
2012-02-09 00:00:00+00:00,25.57999992370605,25.59000015258789,25.549999237060547,22.758474349975582,2300,0.0,
2012-02-10 00:00:00+00:00,25.13999938964844,25.26000022888184,25.030000686645508,22.402179718017575,5800,0.0,
2012-02-13 00:00:00+00:00,25.600000381469727,25.600000381469727,25.600000381469727,22.803014755249023,100,0.0,
2012-02-14 00:00:00+00:00,25.600000381469727,25.600000381469727,25.600000381469727,22.803014755249023,0,0.0,
2012-02-15 00:00:00+00:00,26.46999931335449,26.46999931335449,26.43000030517578,23.542329788208008,5300,0.0,
2012-02-16 00:00:00+00:00,26.43000030517578,26.43000030517578,26.43000030517578,23.542329788208008,0,0.0,
2012-02-17 00:00:00+00:00,27.18000030517578,27.200000762939453,27.1200008392334,24.156946182250977,5600,0.0,
2012-02-21 00:00:00+00:00,27.299999237060547,27.43000030517578,27.299999237060547,24.37962532043457,14400,0.0,
2012-02-22 00:00:00+00:00,26.5,26.5,26.299999237060547,23.542329788208008,5500,0.0,
2012-02-23 00:00:00+00:00,26.040000915527344,26.07999992370605,25.989999771118164,23.230567932128903,18400,0.0,
2012-02-24 00:00:00+00:00,26.01000022888184,26.01000022888184,25.96999931335449,23.1504020690918,10000,0.0,
2012-02-27 00:00:00+00:00,25.229999542236328,25.229999542236328,25.020000457763672,22.41108512878418,17000,0.0,
2012-02-28 00:00:00+00:00,26.059999465942383,26.200000762939453,26.059999465942383,23.337461471557617,18000,0.0,
2012-02-29 00:00:00+00:00,26.420000076293945,26.420000076293945,26.21999931335449,23.37308692932129,3100,0.0,
2012-03-01 00:00:00+00:00,26.26000022888184,26.26000022888184,26.26000022888184,23.390905380249023,2100,0.0,
2012-03-02 00:00:00+00:00,25.93000030517578,25.93000030517578,25.93000030517578,23.096960067749023,300,0.0,
2012-03-05 00:00:00+00:00,25.43000030517578,25.43000030517578,25.309999465942383,22.5892333984375,16400,0.0,
2012-03-06 00:00:00+00:00,24.799999237060547,24.799999237060547,24.229999542236328,21.63614273071289,25100,0.0,
2012-03-07 00:00:00+00:00,24.59000015258789,24.59000015258789,24.59000015258789,21.90336799621582,500,0.0,
2012-03-08 00:00:00+00:00,24.59000015258789,24.59000015258789,24.59000015258789,21.90336799621582,0,0.0,
2012-03-09 00:00:00+00:00,25.88999938964844,26.15999984741211,25.8799991607666,23.13258552551269,7400,0.0,
2012-03-12 00:00:00+00:00,25.96999931335449,25.96999931335449,25.96999931335449,23.13258552551269,0,0.0,
2012-03-13 00:00:00+00:00,26.5,26.649999618530277,26.38999938964844,23.73829460144043,800,0.0,
2012-03-14 00:00:00+00:00,26.479999542236328,26.479999542236328,26.399999618530277,23.53342628479004,5000,0.0,
2012-03-15 00:00:00+00:00,25.88999938964844,26.059999465942383,25.88999938964844,23.21275329589844,1200,0.0,
2012-03-16 00:00:00+00:00,25.799999237060547,25.799999237060547,25.690000534057617,22.88318252563477,4400,0.0,
2012-03-19 00:00:00+00:00,25.350000381469727,25.809999465942383,25.299999237060547,22.535791397094727,900,0.0,
2012-03-20 00:00:00+00:00,24.989999771118164,24.989999771118164,24.989999771118164,22.259662628173828,400,0.0,
2012-03-21 00:00:00+00:00,25.71999931335449,25.71999931335449,25.71999931335449,22.90990257263184,200,0.0,
2012-03-22 00:00:00+00:00,25.030000686645508,25.030000686645508,24.899999618530277,22.17949485778809,1400,0.0,
2012-03-23 00:00:00+00:00,25.040000915527344,25.040000915527344,24.88999938964844,22.17058563232422,1400,0.0,
2012-03-26 00:00:00+00:00,24.770000457763672,24.799999237060547,24.770000457763672,22.09041976928711,600,0.0,
2012-03-27 00:00:00+00:00,24.86000061035156,24.86000061035156,24.86000061035156,22.14386940002441,1500,0.0,
2012-03-28 00:00:00+00:00,24.5,24.5,24.270000457763672,21.61832427978516,1400,0.0,
2012-03-29 00:00:00+00:00,24.25,24.25,24.1200008392334,21.484712600708008,200,0.0,
2012-03-30 00:00:00+00:00,24.920000076293945,24.920000076293945,24.920000076293945,22.197309494018555,100,0.0,
2012-04-02 00:00:00+00:00,25.25,25.739999771118164,25.25,22.92771339416504,1000,0.0,
2012-04-03 00:00:00+00:00,25.739999771118164,25.739999771118164,25.739999771118164,22.92771339416504,0,0.0,
2012-04-04 00:00:00+00:00,25.739999771118164,25.739999771118164,25.739999771118164,22.92771339416504,0,0.0,
2012-04-05 00:00:00+00:00,25.3799991607666,25.3799991607666,25.3799991607666,22.6070499420166,200,0.0,
2012-04-09 00:00:00+00:00,25.3799991607666,25.3799991607666,25.3799991607666,22.6070499420166,0,0.0,
2012-04-10 00:00:00+00:00,24.75,24.75,24.489999771118164,21.814289093017575,3200,0.0,
2012-04-11 00:00:00+00:00,24.489999771118164,24.489999771118164,24.489999771118164,21.814289093017575,0,0.0,
2012-04-12 00:00:00+00:00,24.489999771118164,24.489999771118164,24.489999771118164,21.814289093017575,0,0.0,
2012-04-13 00:00:00+00:00,24.459999084472656,24.56999969482422,24.459999084472656,21.88554954528809,2600,0.0,
2012-04-16 00:00:00+00:00,26.979999542236328,26.979999542236328,24.559999465942383,21.87664222717285,300,0.0,
2012-04-17 00:00:00+00:00,24.559999465942383,24.559999465942383,24.559999465942383,21.87664222717285,0,0.0,
2012-04-18 00:00:00+00:00,24.559999465942383,24.559999465942383,24.559999465942383,21.87664222717285,0,0.0,
2012-04-19 00:00:00+00:00,24.559999465942383,24.559999465942383,24.559999465942383,21.87664222717285,0,0.0,
2012-04-20 00:00:00+00:00,24.63999938964844,24.63999938964844,24.6200008392334,21.93008804321289,2400,0.0,
2012-04-23 00:00:00+00:00,24.25,24.25,23.899999618530277,21.288753509521484,1200,0.0,
2012-04-24 00:00:00+00:00,23.84000015258789,23.84000015258789,23.84000015258789,21.23530578613281,500,0.0,
2012-04-25 00:00:00+00:00,23.75,23.75,23.75,21.15513801574707,800,0.0,
2012-04-26 00:00:00+00:00,23.709999084472656,23.709999084472656,23.709999084472656,21.1195125579834,200,0.0,
2012-04-27 00:00:00+00:00,23.899999618530277,23.899999618530277,23.899999618530277,21.288753509521484,200,0.0,
2012-04-30 00:00:00+00:00,24.030000686645508,24.059999465942383,24.030000686645508,21.4312744140625,400,0.0,
2012-05-01 00:00:00+00:00,24.059999465942383,24.059999465942383,24.059999465942383,21.4312744140625,0,0.0,
2012-05-02 00:00:00+00:00,23.57999992370605,23.65999984741211,23.57999992370605,21.01262092590332,1200,0.0,
2012-05-03 00:00:00+00:00,23.049999237060547,23.049999237060547,23.049999237060547,20.53162384033203,400,0.0,
2012-05-04 00:00:00+00:00,22.520000457763672,22.530000686645508,22.520000457763672,20.06843376159668,1000,0.0,
