date,STC_Open,STC_High,STC_Low,STC_Close,STC_Volume,STC_Dividends,STC_Stock Splits
1973-02-21 00:00:00+00:00,2.041666984558105,2.041666984558105,2.041666984558105,1.1072683334350586,1800,0.0,
1973-02-22 00:00:00+00:00,2.041666984558105,2.041666984558105,2.041666984558105,1.1072683334350586,5400,0.0,
1973-02-23 00:00:00+00:00,2.041666984558105,2.041666984558105,2.041666984558105,1.1072683334350586,4200,0.0,
1973-02-26 00:00:00+00:00,2.041666984558105,2.041666984558105,2.041666984558105,1.1072683334350586,3000,0.0,
1973-02-27 00:00:00+00:00,1.9166669845581052,1.9166669845581052,1.9166669845581052,1.03947651386261,10800,0.0,
1973-02-28 00:00:00+00:00,1.9166669845581052,1.9166669845581052,1.9166669845581052,1.03947651386261,4800,0.0,
1973-03-01 00:00:00+00:00,1.9166669845581052,1.9166669845581052,1.9166669845581052,1.03947651386261,3000,0.0,
1973-03-02 00:00:00+00:00,1.875,1.875,1.875,1.016878962516785,4800,0.0,
1973-03-05 00:00:00+00:00,1.875,1.875,1.875,1.016878962516785,2400,0.0,
1973-03-06 00:00:00+00:00,1.875,1.875,1.875,1.016878962516785,12000,0.0,
1973-03-07 00:00:00+00:00,1.9166669845581052,1.9166669845581052,1.9166669845581052,1.03947651386261,5400,0.0,
1973-03-08 00:00:00+00:00,1.9166669845581052,1.9166669845581052,1.9166669845581052,1.03947651386261,600,0.0,
1973-03-09 00:00:00+00:00,1.875,1.875,1.875,1.016878962516785,1800,0.0,
1973-03-12 00:00:00+00:00,1.875,1.875,1.875,1.016878962516785,3000,0.0,
1973-03-13 00:00:00+00:00,1.875,1.875,1.875,1.016878962516785,2400,0.0,
1973-03-14 00:00:00+00:00,1.875,1.875,1.875,1.016878962516785,0,0.0,
1973-03-15 00:00:00+00:00,1.875,1.875,1.875,1.016878962516785,600,0.0,
1973-03-16 00:00:00+00:00,1.875,1.875,1.875,1.016878962516785,7200,0.0,
1973-03-19 00:00:00+00:00,1.7916669845581057,1.7916669845581057,1.7916669845581057,0.9716843962669371,10200,0.0,
1973-03-20 00:00:00+00:00,1.7916669845581057,1.7916669845581057,1.7916669845581057,0.9716843962669371,1200,0.0,
1973-03-21 00:00:00+00:00,1.75,1.75,1.75,0.9490869045257568,3000,0.0,
1973-03-22 00:00:00+00:00,1.7083330154418943,1.7083330154418943,1.7083330154418943,0.9264895915985109,7200,0.0,
1973-03-23 00:00:00+00:00,1.7083330154418943,1.7083330154418943,1.7083330154418943,0.9264895915985109,6000,0.0,
1973-03-26 00:00:00+00:00,1.7083330154418943,1.7083330154418943,1.7083330154418943,0.9264895915985109,5400,0.0,
1973-03-27 00:00:00+00:00,1.8333330154418943,1.8333330154418943,1.8333330154418943,0.994281768798828,5400,0.0,
1973-03-28 00:00:00+00:00,1.875,1.875,1.875,1.016878962516785,600,0.0,
1973-03-29 00:00:00+00:00,1.9583330154418943,1.9583330154418943,1.9583330154418943,1.0620732307434082,6600,0.0,
1973-03-30 00:00:00+00:00,1.9583330154418943,1.9583330154418943,1.9583330154418943,1.0620732307434082,1200,0.0,
1973-04-02 00:00:00+00:00,1.9583330154418943,1.9583330154418943,1.9583330154418943,1.0620732307434082,5400,0.0,
1973-04-03 00:00:00+00:00,1.9583330154418943,1.9583330154418943,1.9583330154418943,1.0620732307434082,4800,0.0,
1973-04-04 00:00:00+00:00,1.9583330154418943,1.9583330154418943,1.9583330154418943,1.0620732307434082,3000,0.0,
1973-04-05 00:00:00+00:00,1.9166669845581052,1.9166669845581052,1.9166669845581052,1.03947651386261,3600,0.0,
1973-04-06 00:00:00+00:00,1.9166669845581052,1.9166669845581052,1.9166669845581052,1.03947651386261,5400,0.0,
1973-04-09 00:00:00+00:00,2.25,2.25,2.25,1.2202547788619995,11400,0.0,
1973-04-10 00:00:00+00:00,2.041666984558105,2.041666984558105,2.041666984558105,1.1072683334350586,7800,0.0,
1973-04-11 00:00:00+00:00,2.041666984558105,2.041666984558105,2.041666984558105,1.1072683334350586,1200,0.0,
1973-04-12 00:00:00+00:00,1.9583330154418943,1.9583330154418943,1.9583330154418943,1.0620732307434082,9000,0.0,
1973-04-13 00:00:00+00:00,1.9166669845581052,1.9166669845581052,1.9166669845581052,1.03947651386261,1200,0.0,
1973-04-16 00:00:00+00:00,1.9166669845581052,1.9166669845581052,1.9166669845581052,1.03947651386261,600,0.0,
1973-04-17 00:00:00+00:00,1.875,1.875,1.875,1.016878962516785,2400,0.0,
