date,B_Open,B_High,B_Low,B_Close,B_Volume,B_Dividends,B_Stock Splits
1980-03-17 00:00:00+00:00,0.0,2.666666984558105,2.604166984558105,0.8863279223442078,9000,0.0,
1980-03-18 00:00:00+00:00,0.0,2.729166984558105,2.666666984558105,0.9071010947227478,8400,0.0,
1980-03-19 00:00:00+00:00,0.0,2.8333330154418945,2.75,0.9417238235473632,11400,0.0,
1980-03-20 00:00:00+00:00,0.0,2.875,2.8333330154418945,0.9417238235473632,6600,0.0,
1980-03-21 00:00:00+00:00,0.0,2.9583330154418945,2.875,0.9832696914672852,33000,0.0,
1980-03-24 00:00:00+00:00,0.0,2.979166984558105,2.875,0.955572783946991,13800,0.0,
1980-03-25 00:00:00+00:00,0.0,2.916666984558105,2.875,0.955572783946991,9600,0.0,
1980-03-26 00:00:00+00:00,0.0,2.8333330154418945,2.8333330154418945,0.9417238235473632,3000,0.0,
1980-03-27 00:00:00+00:00,0.0,2.791666984558105,2.6458330154418945,0.8794035911560059,12000,0.0,
1980-03-28 00:00:00+00:00,0.0,2.6875,2.6458330154418945,0.8794035911560059,5400,0.0,
1980-03-31 00:00:00+00:00,0.0,2.7083330154418945,2.625,0.8724789619445801,7200,0.0,
1980-04-01 00:00:00+00:00,0.0,2.6875,2.625,0.8794035911560059,6600,0.0,
1980-04-02 00:00:00+00:00,0.0,2.666666984558105,2.625,0.8863279223442078,1800,0.0,
1980-04-03 00:00:00+00:00,0.0,2.7083330154418945,2.6458330154418945,0.8794035911560059,3600,0.0,
1980-04-07 00:00:00+00:00,0.0,2.604166984558105,2.5833330154418945,0.8586305975914001,13200,0.0,
1980-04-08 00:00:00+00:00,0.0,2.5625,2.541666984558105,0.8447816371917725,1800,0.0,
1980-04-09 00:00:00+00:00,0.0,2.5625,2.5208330154418945,0.8517058491706848,7800,0.0,
1980-04-10 00:00:00+00:00,0.0,2.541666984558105,2.541666984558105,0.8447816371917725,1200,0.0,
1980-04-11 00:00:00+00:00,0.0,2.6458330154418945,2.541666984558105,0.8794035911560059,10800,0.0,
1980-04-14 00:00:00+00:00,0.0,2.6875,2.6458330154418945,0.8794035911560059,4200,0.0,
1980-04-15 00:00:00+00:00,0.0,2.6458330154418945,2.625,0.8724789619445801,1200,0.0,
1980-04-16 00:00:00+00:00,0.0,2.625,2.625,0.8724789619445801,1200,0.0,
1980-04-17 00:00:00+00:00,0.0,2.5833330154418945,2.541666984558105,0.8447816371917725,4200,0.0,
1980-04-18 00:00:00+00:00,0.0,2.541666984558105,2.541666984558105,0.8447816371917725,600,0.0,
1980-04-21 00:00:00+00:00,0.0,2.5833330154418945,2.5208330154418945,0.8378567099571228,10200,0.0,
1980-04-22 00:00:00+00:00,0.0,2.5625,2.5208330154418945,0.8517058491706848,4800,0.0,
1980-04-23 00:00:00+00:00,0.0,2.625,2.604166984558105,0.8724789619445801,2400,0.0,
1980-04-24 00:00:00+00:00,0.0,2.604166984558105,2.5625,0.8655548095703125,6000,0.0,
1980-04-25 00:00:00+00:00,0.0,2.604166984558105,2.5625,0.8517058491706848,3600,0.0,
1980-04-28 00:00:00+00:00,0.0,2.625,2.604166984558105,0.8724789619445801,3000,0.0,
1980-04-29 00:00:00+00:00,0.0,2.6458330154418945,2.541666984558105,0.8447816371917725,39600,0.0,
1980-04-30 00:00:00+00:00,0.0,2.666666984558105,2.5833330154418945,0.8863279223442078,19800,0.0,
1980-05-01 00:00:00+00:00,2.666666984558105,2.666666984558105,2.666666984558105,0.8863279223442078,0,0.0,
1980-05-02 00:00:00+00:00,0.0,2.6458330154418945,2.604166984558105,0.8794035911560059,2400,0.0,
1980-05-05 00:00:00+00:00,0.0,2.604166984558105,2.5833330154418945,0.8586305975914001,9000,0.0,
1980-05-06 00:00:00+00:00,0.0,2.625,2.5625,0.8655548095703125,7800,0.0,
1980-05-07 00:00:00+00:00,0.0,2.625,2.5833330154418945,0.8586305975914001,10800,0.0,
1980-05-08 00:00:00+00:00,0.0,2.625,2.5625,0.8586305975914001,9000,0.0,
1980-05-09 00:00:00+00:00,0.0,2.5833330154418945,2.5833330154418945,0.8586305975914001,7200,0.0,
1980-05-12 00:00:00+00:00,0.0,2.5833330154418945,2.5625,0.8517058491706848,10800,0.0,
1980-05-13 00:00:00+00:00,0.0,2.604166984558105,2.5833330154418945,0.8586305975914001,3600,0.0,
1980-05-14 00:00:00+00:00,0.0,2.604166984558105,2.5833330154418945,0.8586305975914001,12600,0.0,
1980-05-15 00:00:00+00:00,0.0,2.604166984558105,2.604166984558105,0.8655548095703125,600,0.0,
1980-05-16 00:00:00+00:00,0.0,2.604166984558105,2.5833330154418945,0.8655548095703125,12000,0.0,
