date,SSG_Open,SSG_High,SSG_Low,SSG_Close,SSG_Volume,SSG_Dividends,SSG_Stock Splits
2007-02-01 00:00:00+00:00,554400.0,554400.0,554400.0,319675.8125,0,0.0,
2007-02-02 00:00:00+00:00,554400.0,554400.0,554400.0,319675.8125,0,0.0,
2007-02-05 00:00:00+00:00,532720.0,541360.0,532000.0,309481.1875,1,0.0,
2007-02-06 00:00:00+00:00,544960.0,544960.0,542880.0,313033.21875,0,0.0,
2007-02-07 00:00:00+00:00,538880.0,539680.0,524000.0,307451.5625,0,0.0,
2007-02-08 00:00:00+00:00,539760.0,540320.0,534160.0,308005.0625,0,0.0,
2007-02-09 00:00:00+00:00,522240.0,552960.0,521840.0,318845.4375,1,0.0,
2007-02-12 00:00:00+00:00,558640.0,563200.0,557200.0,324750.03125,0,0.0,
2007-02-13 00:00:00+00:00,560640.0,560640.0,560640.0,323273.84375,0,0.0,
2007-02-14 00:00:00+00:00,536000.0,539120.0,534240.0,308097.25,1,0.0,
2007-02-15 00:00:00+00:00,536000.0,536000.0,536000.0,309066.0625,0,0.0,
2007-02-16 00:00:00+00:00,533360.0,533520.0,531680.0,306575.0625,1,0.0,
2007-02-20 00:00:00+00:00,544080.0,544720.0,531520.0,306528.96875,0,0.0,
2007-02-21 00:00:00+00:00,542400.0,542400.0,538480.0,310496.09375,0,0.0,
2007-02-22 00:00:00+00:00,518320.0,522000.0,515280.0,297118.53125,1,0.0,
2007-02-23 00:00:00+00:00,511200.0,514160.0,508000.0,295411.75,1,0.0,
2007-02-26 00:00:00+00:00,514960.0,520960.0,514400.0,296611.15625,2,0.0,
2007-02-27 00:00:00+00:00,531600.0,547840.0,522880.0,314278.6875,2,0.0,
2007-02-28 00:00:00+00:00,545600.0,552960.0,539360.0,311003.5,0,0.0,
2007-03-01 00:00:00+00:00,580960.0,580960.0,555680.0,324242.5625,1,0.0,
2007-03-02 00:00:00+00:00,566320.0,589040.0,566000.0,339649.8125,2,0.0,
2007-03-05 00:00:00+00:00,587600.0,592720.0,574000.0,341679.4375,1,0.0,
2007-03-06 00:00:00+00:00,576000.0,579600.0,568640.0,329316.8125,1,0.0,
2007-03-07 00:00:00+00:00,572320.0,580080.0,571200.0,334483.25,0,0.0,
2007-03-08 00:00:00+00:00,564000.0,566480.0,559200.0,325903.21875,4,0.0,
2007-03-09 00:00:00+00:00,548160.0,559200.0,548160.0,322443.5625,0,0.0,
2007-03-12 00:00:00+00:00,553440.0,553520.0,544880.0,316123.8125,2,0.0,
2007-03-13 00:00:00+00:00,554320.0,571120.0,554320.0,329316.8125,2,0.0,
2007-03-14 00:00:00+00:00,569360.0,577760.0,568400.0,327748.4375,0,0.0,
2007-03-15 00:00:00+00:00,569440.0,571280.0,566720.0,326825.78125,3,0.0,
2007-03-16 00:00:00+00:00,565280.0,578480.0,565280.0,330147.0625,0,0.0,
2007-03-19 00:00:00+00:00,580640.0,580640.0,579200.0,334160.3125,3,0.0,
2007-03-20 00:00:00+00:00,579840.0,579840.0,569040.0,330931.3125,1,0.0,
2007-03-21 00:00:00+00:00,573440.0,573440.0,552800.0,318753.28125,1,0.0,
2007-03-22 00:00:00+00:00,555120.0,560800.0,555120.0,323366.09375,1,0.0,
2007-03-23 00:00:00+00:00,562160.0,562160.0,552800.0,320321.5625,3,0.0,
2007-03-26 00:00:00+00:00,555200.0,572400.0,555200.0,323227.6875,0,0.0,
2007-03-27 00:00:00+00:00,563360.0,563360.0,563360.0,324842.3125,0,0.0,
2007-03-28 00:00:00+00:00,573440.0,581200.0,572960.0,334713.90625,1,0.0,
2007-03-29 00:00:00+00:00,590880.0,601600.0,590320.0,340387.8125,1,0.0,
2007-03-30 00:00:00+00:00,585680.0,589760.0,580720.0,338173.59375,1,0.0,
2007-04-02 00:00:00+00:00,584080.0,594160.0,584080.0,339511.375,1,0.0,
2007-04-03 00:00:00+00:00,584000.0,584000.0,575600.0,334252.5625,1,0.0,
2007-04-04 00:00:00+00:00,570560.0,570560.0,570240.0,328809.375,0,0.0,
2007-04-05 00:00:00+00:00,560960.0,562720.0,560640.0,323366.09375,0,0.0,
2007-04-09 00:00:00+00:00,557920.0,563120.0,553520.0,319168.375,0,0.0,
2007-04-10 00:00:00+00:00,552640.0,556720.0,544400.0,313909.59375,0,0.0,
2007-04-11 00:00:00+00:00,552000.0,553600.0,549200.0,319214.5,0,0.0,
2007-04-12 00:00:00+00:00,557120.0,559760.0,545600.0,316908.03125,0,0.0,
2007-04-13 00:00:00+00:00,555520.0,555520.0,549600.0,317830.625,0,0.0,
2007-04-16 00:00:00+00:00,547600.0,547920.0,540640.0,311879.90625,0,0.0,
2007-04-17 00:00:00+00:00,540640.0,541840.0,537600.0,310865.09375,0,0.0,
2007-04-18 00:00:00+00:00,527520.0,527520.0,512480.0,299655.625,1,0.0,
2007-04-19 00:00:00+00:00,518000.0,518000.0,499920.0,291121.75,2,0.0,
2007-04-20 00:00:00+00:00,498960.0,509680.0,498960.0,288538.5,1,0.0,
2007-04-23 00:00:00+00:00,502800.0,509680.0,502800.0,292690.09375,1,0.0,
2007-04-24 00:00:00+00:00,491760.0,495920.0,480000.0,280373.6875,1,0.0,
2007-04-25 00:00:00+00:00,484320.0,484960.0,473520.0,273823.3125,1,0.0,
2007-04-26 00:00:00+00:00,473840.0,481840.0,473840.0,275068.8125,0,0.0,
2007-04-27 00:00:00+00:00,480720.0,489680.0,479360.0,280465.875,1,0.0,
2007-04-30 00:00:00+00:00,495360.0,502480.0,489840.0,289737.9375,0,0.0,
2007-05-01 00:00:00+00:00,502240.0,511920.0,495600.0,287293.0625,3,0.0,
2007-05-02 00:00:00+00:00,495920.0,495920.0,487200.0,281619.09375,2,0.0,
2007-05-03 00:00:00+00:00,483680.0,485040.0,479920.0,276775.625,0,0.0,
2007-05-04 00:00:00+00:00,485280.0,485280.0,477440.0,277236.875,0,0.0,
2007-05-07 00:00:00+00:00,478400.0,481200.0,478400.0,277098.40625,0,0.0,
2007-05-08 00:00:00+00:00,490960.0,491680.0,482480.0,278205.625,0,0.0,
2007-05-09 00:00:00+00:00,485040.0,485040.0,463280.0,267134.53125,1,0.0,
2007-05-10 00:00:00+00:00,465840.0,480800.0,465200.0,275852.90625,2,0.0,
2007-05-11 00:00:00+00:00,472000.0,475360.0,469040.0,270455.875,1,0.0,
2007-05-14 00:00:00+00:00,464880.0,475360.0,463280.0,272439.4375,0,0.0,
2007-05-15 00:00:00+00:00,470400.0,481760.0,470400.0,277098.40625,1,0.0,
2007-05-16 00:00:00+00:00,486000.0,491440.0,481280.0,277513.65625,1,0.0,
2007-05-17 00:00:00+00:00,481920.0,488720.0,481600.0,279220.4375,0,0.0,
2007-05-18 00:00:00+00:00,479760.0,489760.0,479760.0,279820.09375,0,0.0,
2007-05-21 00:00:00+00:00,481840.0,487360.0,472000.0,279912.34375,1,0.0,
2007-05-22 00:00:00+00:00,481840.0,488000.0,474960.0,276222.03125,1,0.0,
2007-05-23 00:00:00+00:00,481360.0,494560.0,480400.0,285171.09375,2,0.0,
