date,AE_Open,AE_High,AE_Low,AE_Close,AE_Volume,AE_Dividends,AE_Stock Splits
1975-02-07 00:00:00+00:00,0.0,5.5,4.0,2.2151036262512207,1500,0.0,
1975-02-10 00:00:00+00:00,0.0,5.5,4.0,2.2151036262512207,100,0.0,
1975-02-11 00:00:00+00:00,0.0,5.5,4.0,2.2151036262512207,50,0.0,
1975-02-12 00:00:00+00:00,0.0,5.5,4.0,2.2151036262512207,50,0.0,
1975-02-13 00:00:00+00:00,0.0,5.5,4.0,2.2151036262512207,500,0.0,
1975-02-14 00:00:00+00:00,0.0,5.0,3.5,1.9382160902023315,100,0.0,
1975-02-18 00:00:00+00:00,0.0,5.0,3.5,1.9382160902023315,100,0.0,
1975-02-19 00:00:00+00:00,0.0,5.0,3.5,1.9382160902023315,100,0.0,
1975-02-20 00:00:00+00:00,0.0,5.0,3.5,1.9382160902023315,50,0.0,
1975-02-21 00:00:00+00:00,0.0,5.0,3.5,1.9382160902023315,50,0.0,
1975-02-24 00:00:00+00:00,0.0,5.0,3.5,1.9382160902023315,50,0.0,
1975-02-25 00:00:00+00:00,0.0,5.0,3.5,1.9382160902023315,50,0.0,
1975-02-26 00:00:00+00:00,0.0,5.0,3.5,1.9382160902023315,50,0.0,
1975-02-27 00:00:00+00:00,0.0,5.0,3.5,1.9382160902023315,50,0.0,
1975-02-28 00:00:00+00:00,0.0,5.0,3.5,1.9382160902023315,100,0.0,
1975-03-03 00:00:00+00:00,0.0,4.5,3.5,1.9382160902023315,50,0.0,
1975-03-04 00:00:00+00:00,0.0,4.5,3.5,1.9382160902023315,500,0.0,
1975-03-05 00:00:00+00:00,0.0,4.5,3.5,1.9382160902023315,200,0.0,
1975-03-06 00:00:00+00:00,0.0,4.5,3.5,1.9382160902023315,50,0.0,
1975-03-07 00:00:00+00:00,0.0,5.0,4.0,2.2151036262512207,300,0.0,
1975-03-10 00:00:00+00:00,0.0,5.0,4.0,2.2151036262512207,400,0.0,
1975-03-11 00:00:00+00:00,0.0,5.0,4.0,2.2151036262512207,300,0.0,
1975-03-12 00:00:00+00:00,0.0,5.0,4.0,2.2151036262512207,300,0.0,
1975-03-13 00:00:00+00:00,0.0,4.5,3.5,1.9382160902023315,400,0.0,
1975-03-14 00:00:00+00:00,0.0,4.5,3.75,2.0766587257385254,500,0.0,
1975-03-17 00:00:00+00:00,0.0,4.5,3.75,2.0766587257385254,50,0.0,
1975-03-18 00:00:00+00:00,0.0,4.5,3.75,2.0766587257385254,500,0.0,
1975-03-19 00:00:00+00:00,0.0,4.5,3.75,2.0766587257385254,300,0.0,
1975-03-20 00:00:00+00:00,0.0,4.5,3.75,2.0766587257385254,300,0.0,
1975-03-21 00:00:00+00:00,0.0,4.75,4.0,2.2151036262512207,1300,0.0,
1975-03-24 00:00:00+00:00,0.0,4.75,4.0,2.2151036262512207,2200,0.0,
1975-03-25 00:00:00+00:00,0.0,4.75,4.0,2.2151036262512207,500,0.0,
1975-03-26 00:00:00+00:00,0.0,5.0,4.25,2.3535475730896,800,0.0,
1975-03-27 00:00:00+00:00,0.0,5.25,4.5,2.4919912815093994,300,0.0,
1975-03-31 00:00:00+00:00,0.0,5.25,4.5,2.4919912815093994,900,0.0,
