date,AXR_Open,AXR_High,AXR_Low,AXR_Close,AXR_Volume,AXR_Dividends,AXR_Stock Splits
1973-05-03 00:00:00+00:00,2.638889074325561,2.870369911193848,2.638889074325561,2.408933162689209,5130,0.0,
1973-05-04 00:00:00+00:00,2.870369911193848,3.009258985519409,2.8240740299224854,2.370079755783081,11880,0.0,
1973-05-07 00:00:00+00:00,2.8240740299224854,2.870369911193848,2.731481075286865,2.292371988296509,5400,0.0,
1973-05-08 00:00:00+00:00,2.731481075286865,2.777777910232544,2.731481075286865,2.292371988296509,2700,0.0,
1973-05-09 00:00:00+00:00,2.731481075286865,2.731481075286865,2.685184955596924,2.253518581390381,5400,0.0,
1973-05-10 00:00:00+00:00,2.685184955596924,2.731481075286865,2.685184955596924,2.253518581390381,2430,0.0,
1973-05-11 00:00:00+00:00,2.638889074325561,2.638889074325561,2.59259295463562,2.175811290740967,8640,0.0,
1973-05-14 00:00:00+00:00,2.5462958812713623,2.5462958812713623,2.5,2.0981035232543945,8640,0.0,
1973-05-15 00:00:00+00:00,2.5,2.59259295463562,2.4537041187286377,2.1369569301605225,8100,0.0,
1973-05-16 00:00:00+00:00,2.4537041187286377,2.4537041187286377,2.40740704536438,2.020395517349243,7020,0.0,
1973-05-17 00:00:00+00:00,2.40740704536438,2.40740704536438,2.222222089767456,1.8649808168411253,17820,0.0,
1973-05-18 00:00:00+00:00,2.222222089767456,2.2685189247131348,2.222222089767456,1.8649808168411253,13500,0.0,
1973-05-21 00:00:00+00:00,2.222222089767456,2.222222089767456,1.944443941116333,1.6707122325897217,29700,0.0,
1973-05-22 00:00:00+00:00,1.9907410144805908,2.1296300888061523,1.9907410144805908,1.78727388381958,27000,0.0,
1973-05-23 00:00:00+00:00,2.1296300888061523,2.222222089767456,2.037036895751953,1.8649808168411253,18630,0.0,
1973-05-24 00:00:00+00:00,2.222222089767456,2.222222089767456,2.037036895751953,1.78727388381958,56430,0.0,
1973-05-25 00:00:00+00:00,2.1296300888061523,2.40740704536438,2.1296300888061523,2.020395517349243,21330,0.0,
1973-05-29 00:00:00+00:00,2.40740704536438,2.4537041187286377,2.2685189247131348,1.9426885843276975,114210,0.0,
1973-05-30 00:00:00+00:00,2.314815044403076,2.40740704536438,2.314815044403076,1.9426885843276975,4320,0.0,
1973-05-31 00:00:00+00:00,2.314815044403076,2.314815044403076,2.222222089767456,1.8649808168411253,5940,0.0,
1973-06-01 00:00:00+00:00,2.1296300888061523,2.1296300888061523,2.037036895751953,1.78727388381958,12690,0.0,
1973-06-04 00:00:00+00:00,2.037036895751953,2.037036895751953,1.8981479406356807,1.5930044651031494,10800,0.0,
1973-06-05 00:00:00+00:00,1.8981479406356807,1.8981479406356807,1.805556058883667,1.554150938987732,28620,0.0,
1973-06-06 00:00:00+00:00,1.8981479406356807,1.944443941116333,1.8981479406356807,1.5930044651031494,9180,0.0,
1973-06-07 00:00:00+00:00,1.944443941116333,1.9907410144805908,1.944443941116333,1.6318578720092771,8910,0.0,
1973-06-08 00:00:00+00:00,1.944443941116333,2.037036895751953,1.8518520593643188,1.554150938987732,37530,0.0,
1973-06-11 00:00:00+00:00,1.944443941116333,2.037036895751953,1.944443941116333,1.7095656394958496,4320,0.0,
1973-06-12 00:00:00+00:00,2.037036895751953,2.1296300888061523,1.9907410144805908,1.78727388381958,7830,0.0,
1973-06-13 00:00:00+00:00,2.1296300888061523,2.2685189247131348,2.1296300888061523,1.8649808168411253,9720,0.0,
1973-06-14 00:00:00+00:00,2.222222089767456,2.222222089767456,2.1296300888061523,1.78727388381958,8910,0.0,
1973-06-15 00:00:00+00:00,2.1296300888061523,2.1296300888061523,2.1296300888061523,1.78727388381958,1620,0.0,
1973-06-18 00:00:00+00:00,2.1296300888061523,2.1296300888061523,2.037036895751953,1.78727388381958,9720,0.0,
1973-06-19 00:00:00+00:00,2.1296300888061523,2.1296300888061523,2.037036895751953,1.78727388381958,7830,0.0,
1973-06-20 00:00:00+00:00,2.1296300888061523,2.1296300888061523,2.037036895751953,1.7095656394958496,2430,0.0,
1973-06-21 00:00:00+00:00,2.037036895751953,2.037036895751953,1.9907410144805908,1.7095656394958496,2430,0.0,
1973-06-22 00:00:00+00:00,2.037036895751953,2.1296300888061523,1.8981479406356807,1.5930044651031494,9720,0.0,
1973-06-25 00:00:00+00:00,1.8981479406356807,1.944443941116333,1.8518520593643188,1.5930044651031494,4590,0.0,
1973-06-26 00:00:00+00:00,1.8981479406356807,1.944443941116333,1.8981479406356807,1.5930044651031494,4320,0.0,
1973-06-27 00:00:00+00:00,1.805556058883667,1.805556058883667,1.6203700304031372,1.437589406967163,172260,0.0,
1973-06-28 00:00:00+00:00,1.712962985038757,1.712962985038757,1.712962985038757,1.437589406967163,17010,0.0,
1973-06-29 00:00:00+00:00,1.712962985038757,1.712962985038757,1.712962985038757,1.437589406967163,7830,0.0,
1973-07-02 00:00:00+00:00,1.712962985038757,1.712962985038757,1.6203700304031372,1.437589406967163,10800,0.0,
1973-07-03 00:00:00+00:00,1.712962985038757,1.7592589855194092,1.712962985038757,1.437589406967163,5940,0.0,
1973-07-05 00:00:00+00:00,1.712962985038757,1.7592589855194092,1.712962985038757,1.4764429330825806,810,0.0,
1973-07-06 00:00:00+00:00,1.7592589855194092,1.8981479406356807,1.7592589855194092,1.5930044651031494,5130,0.0,
1973-07-09 00:00:00+00:00,1.9907410144805908,2.037036895751953,1.9907410144805908,1.7095656394958496,8100,0.0,
1973-07-10 00:00:00+00:00,2.1296300888061523,2.2685189247131348,2.1296300888061523,1.8649808168411253,18630,0.0,
1973-07-11 00:00:00+00:00,2.222222089767456,2.314815044403076,2.222222089767456,1.8649808168411253,17820,0.0,
1973-07-12 00:00:00+00:00,2.222222089767456,2.2685189247131348,2.222222089767456,1.8649808168411253,11340,0.0,
