date,CIG-C_Open,CIG-C_High,CIG-C_Low,CIG-C_Close,CIG-C_Volume,CIG-C_Dividends,CIG-C_Stock Splits
2007-06-12 00:00:00+00:00,3.676958084106445,3.676958084106445,3.667455911636353,1.0214401483535769,2631,0.0,
2007-06-13 00:00:00+00:00,3.676958084106445,3.676958084106445,3.669357061386109,1.0240864753723145,11577,0.0,
2007-06-14 00:00:00+00:00,3.69596004486084,3.69596004486084,3.6864590644836426,1.0267329216003418,6841,0.0,
2007-06-15 00:00:00+00:00,3.6864590644836426,3.6864590644836426,3.6864590644836426,1.0267329216003418,0,0.0,
2007-06-18 00:00:00+00:00,3.705461025238037,3.798573017120361,3.705461025238037,1.053195238113403,37363,0.0,
2007-06-19 00:00:00+00:00,3.705461025238037,3.733964920043945,3.705461025238037,1.039963960647583,4736,0.0,
2007-06-20 00:00:00+00:00,3.733964920043945,3.781471014022827,3.6788580417633057,1.0383764505386353,27891,0.0,
2007-06-21 00:00:00+00:00,3.728264093399048,3.728264093399048,3.728264093399048,1.0383764505386353,0,0.0,
2007-06-22 00:00:00+00:00,3.781471014022827,3.781471014022827,3.781471014022827,1.053195238113403,1052,0.0,
2007-06-25 00:00:00+00:00,3.781471014022827,3.781471014022827,3.781471014022827,1.053195238113403,0,0.0,
2007-06-26 00:00:00+00:00,3.743465900421143,3.743465900421143,3.705461025238037,1.0320253372192385,1052,0.0,
2007-06-27 00:00:00+00:00,3.709261894226074,3.709261894226074,3.709261894226074,1.0330840349197388,526,0.0,
2007-06-28 00:00:00+00:00,3.952491998672485,3.952491998672485,3.952491998672485,1.1008270978927612,0,0.0,
2007-06-29 00:00:00+00:00,4.0094990730285645,4.038002967834473,4.0094990730285645,1.124643325805664,2105,0.0,
2007-07-02 00:00:00+00:00,4.180520057678223,4.323038101196289,4.180520057678223,1.2040296792984009,10,0.0,
2007-07-03 00:00:00+00:00,4.288834095001221,4.288834095001221,4.288834095001221,1.1945034265518188,2631,0.0,
2007-07-05 00:00:00+00:00,4.288834095001221,4.288834095001221,4.288834095001221,1.1945034265518188,2631,0.0,
2007-07-06 00:00:00+00:00,4.288834095001221,4.288834095001221,4.288834095001221,1.1945034265518188,2631,0.0,
2007-07-09 00:00:00+00:00,4.288834095001221,4.288834095001221,4.288834095001221,1.1945034265518188,2631,0.0,
2007-07-10 00:00:00+00:00,4.288834095001221,4.288834095001221,4.288834095001221,1.1945034265518188,0,0.0,
2007-07-11 00:00:00+00:00,4.423750877380371,4.423750877380371,4.376245021820068,1.219377517700195,1578,0.0,
2007-07-12 00:00:00+00:00,4.560567855834961,4.560567855834961,4.511161804199219,1.256425142288208,4736,0.0,
2007-07-13 00:00:00+00:00,4.511161804199219,4.511161804199219,4.511161804199219,1.256425142288208,0,0.0,
2007-07-16 00:00:00+00:00,4.503561019897461,4.503561019897461,4.418049812316895,1.2304917573928833,1578,0.0,
2007-07-17 00:00:00+00:00,4.418049812316895,4.418049812316895,4.418049812316895,1.2304917573928833,0,0.0,
2007-07-18 00:00:00+00:00,4.476956844329834,4.530163764953613,4.4465532302856445,1.2543083429336548,181556,0.0,
2007-07-19 00:00:00+00:00,4.389545917510986,4.389545917510986,4.370543956756592,1.2172609567642212,7893,0.0,
2007-07-20 00:00:00+00:00,4.256529808044434,4.294535160064697,4.256529808044434,1.1960911750793457,6841,0.0,
2007-07-23 00:00:00+00:00,4.256529808044434,4.294535160064697,4.256529808044434,1.1902692317962646,13682,0.0,
2007-07-24 00:00:00+00:00,4.199522972106934,4.199522972106934,4.152017116546631,1.1563979387283323,1052,0.0,
2007-07-25 00:00:00+00:00,4.237526893615723,4.237526893615723,4.076006889343262,1.1352277994155884,2631,0.0,
2007-07-26 00:00:00+00:00,3.889784097671509,3.889784097671509,3.8004729747772217,1.0584871768951416,1578,0.0,
2007-07-27 00:00:00+00:00,3.880283117294312,3.880283117294312,3.880283117294312,1.0807156562805176,0,0.0,
2007-07-30 00:00:00+00:00,3.99429702758789,4.011398792266846,3.99429702758789,1.1172335147857666,3157,0.0,
2007-07-31 00:00:00+00:00,4.085507869720459,4.085507869720459,4.001897811889648,1.1193504333496094,22102,0.0,
2007-08-01 00:00:00+00:00,4.028501033782959,4.05320405960083,3.958193063735962,1.102414608001709,2105,0.0,
2007-08-02 00:00:00+00:00,4.028501033782959,4.05320405960083,3.958193063735962,1.102414608001709,2105,0.0,
2007-08-03 00:00:00+00:00,4.003798007965088,4.017099857330322,4.003798007965088,1.118821382522583,1052,0.0,
2007-08-06 00:00:00+00:00,3.8764820098876953,3.8764820098876953,3.828977108001709,1.066426396369934,1052,0.0,
2007-08-07 00:00:00+00:00,3.8764820098876953,3.8764820098876953,3.828977108001709,1.066426396369934,1052,0.0,
2007-08-08 00:00:00+00:00,3.8764820098876953,3.933490037918091,3.828977108001709,1.0955345630645752,7367,0.0,
2007-08-09 00:00:00+00:00,3.8251760005950928,3.827075958251953,3.777669906616211,1.0521365404129028,16313,0.0,
2007-08-10 00:00:00+00:00,3.610449075698853,3.676958084106445,3.5629429817199707,1.0240864753723145,3157,0.0,
2007-08-13 00:00:00+00:00,3.857480049133301,3.8954849243164062,3.857480049133301,1.0849500894546509,6315,0.0,
2007-08-14 00:00:00+00:00,3.857480049133301,3.8954849243164062,3.857480049133301,1.0849500894546509,6315,0.0,
2007-08-15 00:00:00+00:00,3.758667945861816,3.758667945861816,3.5629429817199707,0.9923319220542908,1578,0.0,
2007-08-16 00:00:00+00:00,3.5629429817199707,3.5629429817199707,3.5629429817199707,0.9923319220542908,0,0.0,
2007-08-17 00:00:00+00:00,3.232301950454712,3.232301950454712,3.230401992797852,0.8997142910957336,1578,0.0,
2007-08-20 00:00:00+00:00,3.3026111125946045,3.3026111125946045,3.2551050186157227,0.9150627255439758,2631,0.0,
2007-08-21 00:00:00+00:00,3.325413942337036,3.4204258918762207,3.325413942337036,0.9526389241218568,1578,0.0,
2007-08-22 00:00:00+00:00,3.475532054901123,3.475532054901123,3.475532054901123,0.9679868817329408,0,0.0,
2007-08-23 00:00:00+00:00,3.475532054901123,3.475532054901123,3.475532054901123,0.9679868817329408,0,0.0,
2007-08-24 00:00:00+00:00,3.591447114944458,3.591447114944458,3.591447114944458,1.0002707242965698,526,0.0,
2007-08-27 00:00:00+00:00,3.591447114944458,3.591447114944458,3.591447114944458,1.0002707242965698,0,0.0,
2007-08-28 00:00:00+00:00,3.515436887741089,3.515436887741089,3.515436887741089,0.979101061820984,526,0.0,
2007-08-29 00:00:00+00:00,3.515436887741089,3.515436887741089,3.515436887741089,0.979101061820984,0,0.0,
2007-08-30 00:00:00+00:00,3.515436887741089,3.515436887741089,3.515436887741089,0.979101061820984,0,0.0,
2007-08-31 00:00:00+00:00,3.608549118041992,3.610449075698853,3.5610430240631104,0.9918028116226196,14735,0.0,
2007-09-04 00:00:00+00:00,3.610449075698853,3.610449075698853,3.610449075698853,1.0055630207061768,5788,0.0,
2007-09-05 00:00:00+00:00,3.515436887741089,3.515436887741089,3.4679319858551025,0.9658699035644532,1052,0.0,
