date,GWW_Open,GWW_High,GWW_Low,GWW_Close,GWW_Volume,GWW_Dividends,GWW_Stock Splits
1973-02-21 00:00:00+00:00,4.546875,4.546875,4.546875,2.4080569744110107,20000,0.0,
1973-02-22 00:00:00+00:00,4.578125,4.578125,4.578125,2.4246058464050293,6400,0.0,
1973-02-23 00:00:00+00:00,4.734375,4.734375,4.734375,2.5073583126068115,43200,0.0,
1973-02-26 00:00:00+00:00,4.734375,4.734375,4.734375,2.5073583126068115,4800,0.0,
1973-02-27 00:00:00+00:00,4.671875,4.671875,4.671875,2.474257469177246,1600,0.0,
1973-02-28 00:00:00+00:00,4.625,4.625,4.625,2.449432373046875,65600,0.0,
1973-03-01 00:00:00+00:00,4.640625,4.640625,4.640625,2.457707166671753,3200,0.0,
1973-03-02 00:00:00+00:00,4.625,4.625,4.625,2.449432373046875,1600,0.0,
1973-03-05 00:00:00+00:00,4.59375,4.59375,4.59375,2.4328818321228027,14400,0.0,
1973-03-06 00:00:00+00:00,4.609375,4.609375,4.609375,2.4411563873291016,108000,0.0,
1973-03-07 00:00:00+00:00,4.5,4.5,4.5,2.3832316398620605,36000,0.0,
1973-03-08 00:00:00+00:00,4.5,4.5,4.5,2.3832316398620605,8000,0.0,
1973-03-09 00:00:00+00:00,4.375,4.375,4.375,2.317030906677246,16800,0.0,
1973-03-12 00:00:00+00:00,4.25,4.25,4.25,2.250830173492432,17600,0.0,
1973-03-13 00:00:00+00:00,4.3125,4.3125,4.3125,2.283930778503418,14400,0.0,
1973-03-14 00:00:00+00:00,4.265625,4.265625,4.265625,2.2591049671173096,13600,0.0,
1973-03-15 00:00:00+00:00,4.25,4.25,4.25,2.250830173492432,28000,0.0,
1973-03-16 00:00:00+00:00,4.25,4.25,4.25,2.250830173492432,121600,0.0,
1973-03-19 00:00:00+00:00,4.265625,4.265625,4.265625,2.2591049671173096,16800,0.0,
1973-03-20 00:00:00+00:00,4.21875,4.21875,4.21875,2.234278678894043,20000,0.0,
1973-03-21 00:00:00+00:00,4.15625,4.15625,4.15625,2.201179027557373,16800,0.0,
1973-03-22 00:00:00+00:00,3.890625,3.890625,3.890625,2.060502529144287,16000,0.0,
1973-03-23 00:00:00+00:00,3.8125,3.8125,3.8125,2.019126415252685,44000,0.0,
1973-03-26 00:00:00+00:00,3.78125,3.78125,3.78125,2.0025761127471924,25600,0.0,
1973-03-27 00:00:00+00:00,4.0,4.0,4.0,2.118428468704224,25600,0.0,
1973-03-28 00:00:00+00:00,4.234375,4.234375,4.234375,2.2425544261932373,12800,0.0,
1973-03-29 00:00:00+00:00,4.375,4.375,4.375,2.317030906677246,25600,0.0,
1973-03-30 00:00:00+00:00,4.375,4.375,4.375,2.317030906677246,35200,0.0,
1973-04-02 00:00:00+00:00,4.34375,4.34375,4.34375,2.300480365753174,16000,0.0,
1973-04-03 00:00:00+00:00,4.203125,4.203125,4.203125,2.2260046005249023,127200,0.0,
1973-04-04 00:00:00+00:00,4.09375,4.09375,4.09375,2.168078660964966,32800,0.0,
1973-04-05 00:00:00+00:00,4.0,4.0,4.0,2.118428468704224,29600,0.0,
1973-04-06 00:00:00+00:00,3.90625,3.90625,3.90625,2.068777322769165,55200,0.0,
1973-04-09 00:00:00+00:00,4.03125,4.03125,4.03125,2.1349778175354004,36000,0.0,
1973-04-10 00:00:00+00:00,4.125,4.125,4.125,2.18462872505188,12000,0.0,
1973-04-11 00:00:00+00:00,4.125,4.125,4.125,2.18462872505188,53600,0.0,
1973-04-12 00:00:00+00:00,4.125,4.125,4.125,2.18462872505188,16000,0.0,
1973-04-13 00:00:00+00:00,4.09375,4.09375,4.09375,2.168078660964966,12000,0.0,
1973-04-16 00:00:00+00:00,3.96875,3.96875,3.96875,2.1018781661987305,24000,0.0,
1973-04-17 00:00:00+00:00,4.03125,4.03125,4.03125,2.1349778175354004,12800,0.0,
1973-04-18 00:00:00+00:00,4.03125,4.03125,4.03125,2.1349778175354004,2400,0.0,
1973-04-19 00:00:00+00:00,4.0625,4.0625,4.0625,2.151527404785156,25600,0.0,
1973-04-23 00:00:00+00:00,4.125,4.125,4.125,2.18462872505188,10400,0.0,
1973-04-24 00:00:00+00:00,4.0625,4.0625,4.0625,2.151527404785156,3200,0.0,
1973-04-25 00:00:00+00:00,4.0625,4.0625,4.0625,2.151527404785156,12800,0.0,
