date,RYN_Open,RYN_High,RYN_Low,RYN_Close,RYN_Volume,RYN_Dividends,RYN_Stock Splits
1994-02-17 00:00:00+00:00,6.245104789733887,6.245104789733887,5.848959922790527,1.8589919805526731,4757510,0.0,
1994-02-18 00:00:00+00:00,5.80235481262207,5.80235481262207,5.685842037200928,1.8219597339630127,3774789,0.0,
1994-02-22 00:00:00+00:00,5.779051780700684,6.035380840301514,5.779051780700684,1.918242692947388,1794862,0.0,
1994-02-23 00:00:00+00:00,6.0586838722229,6.198500156402588,6.0586838722229,1.95527458190918,1646810,0.0,
1994-02-24 00:00:00+00:00,6.151894092559815,6.151894092559815,6.012078762054443,1.95527458190918,1068012,0.0,
1994-02-25 00:00:00+00:00,6.128592014312744,6.151894092559815,6.105288982391357,1.95527458190918,406070,0.0,
1994-02-28 00:00:00+00:00,6.198500156402588,6.268406867980957,6.198500156402588,1.970087647438049,1512705,0.0,
1994-03-01 00:00:00+00:00,6.221802234649658,6.245104789733887,5.965473175048828,1.970087647438049,3150395,0.0,
1994-03-02 00:00:00+00:00,6.0586838722229,6.0586838722229,5.895565032958984,1.8960232734680176,3826285,0.0,
1994-03-03 00:00:00+00:00,5.965473175048828,6.4082231521606445,5.965473175048828,2.0071189403533936,4849238,0.0,
1994-03-04 00:00:00+00:00,6.245104789733887,6.524735927581787,6.128592014312744,2.017841100692749,4437804,0.033556,
1994-03-07 00:00:00+00:00,6.3150129318237305,6.3150129318237305,6.151894092559815,1.9657196998596191,1893563,0.0,
1994-03-08 00:00:00+00:00,6.151894092559815,6.151894092559815,6.035380840301514,1.935935616493225,3716855,0.0,
1994-03-09 00:00:00+00:00,6.105288982391357,6.221802234649658,6.105288982391357,1.9806114435195925,2747544,0.0,
1994-03-10 00:00:00+00:00,6.175197124481201,6.245104789733887,6.105288982391357,1.9731653928756716,2282468,0.0,
1994-03-11 00:00:00+00:00,6.151894092559815,6.175197124481201,6.081985950469971,1.958274722099304,2184839,0.0,
1994-03-14 00:00:00+00:00,6.128592014312744,6.128592014312744,5.965473175048828,1.913598656654358,1758922,0.0,
1994-03-15 00:00:00+00:00,5.965473175048828,6.035380840301514,5.895565032958984,1.9284906387329104,2941728,0.0,
1994-03-16 00:00:00+00:00,5.825657844543457,6.105288982391357,5.80235481262207,1.8987070322036743,3139131,0.0,
1994-03-17 00:00:00+00:00,5.965473175048828,5.965473175048828,5.848959922790527,1.8838142156600952,1449407,0.0,
1994-03-18 00:00:00+00:00,5.895565032958984,5.895565032958984,5.825657844543457,1.868923306465149,1084105,0.0,
1994-03-21 00:00:00+00:00,5.80235481262207,5.872262954711914,5.732447147369385,1.8614771366119385,1678995,0.0,
1994-03-22 00:00:00+00:00,5.80235481262207,5.872262954711914,5.685842037200928,1.846585392951965,1490712,0.0,
1994-03-23 00:00:00+00:00,5.755750179290772,5.848959922790527,5.755750179290772,1.8540318012237549,3307567,0.0,
