date,PEBK_Open,PEBK_High,PEBK_Low,PEBK_Close,PEBK_Volume,PEBK_Dividends,PEBK_Stock Splits
1985-10-16 00:00:00+00:00,0.0,4.553422927856445,4.139474868774414,1.5207418203353882,7972,0.0,
1985-10-17 00:00:00+00:00,0.0,4.691405773162842,4.277458190917969,1.5714325904846191,13407,0.0,
1985-10-18 00:00:00+00:00,0.0,4.82938814163208,4.277458190917969,1.5714325904846191,18481,0.0,
1985-10-21 00:00:00+00:00,0.0,4.82938814163208,4.277458190917969,1.5714325904846191,2899,0.0,
1985-10-22 00:00:00+00:00,0.0,4.967370986938477,4.415441036224365,1.622124433517456,2537,0.0,
1985-10-23 00:00:00+00:00,0.0,4.967370986938477,4.415441036224365,1.622124433517456,362,0.0,
1985-10-24 00:00:00+00:00,0.0,4.967370986938477,4.415441036224365,1.622124433517456,8697,0.0,
1985-10-25 00:00:00+00:00,0.0,4.967370986938477,4.415441036224365,1.622124433517456,6523,0.0,
1985-10-28 00:00:00+00:00,0.0,4.967370986938477,4.553422927856445,1.672815203666687,2537,0.0,
1985-10-29 00:00:00+00:00,0.0,4.967370986938477,4.553422927856445,1.672815203666687,1449,0.0,
1985-10-30 00:00:00+00:00,0.0,4.967370986938477,4.553422927856445,1.672815203666687,2174,0.0,
1985-10-31 00:00:00+00:00,4.553422927856445,4.553422927856445,4.553422927856445,1.672815203666687,0,0.0,
1985-11-01 00:00:00+00:00,0.0,4.967370986938477,4.553422927856445,1.672815203666687,725,0.0,
1985-11-04 00:00:00+00:00,0.0,4.967370986938477,4.553422927856445,1.672815203666687,362,0.0,
1985-11-05 00:00:00+00:00,0.0,4.967370986938477,4.553422927856445,1.672815203666687,725,0.0,
1985-11-06 00:00:00+00:00,0.0,4.967370986938477,4.553422927856445,1.672815203666687,725,0.0,
1985-11-07 00:00:00+00:00,0.0,4.967370986938477,4.553422927856445,1.672815203666687,1087,0.0,
1985-11-08 00:00:00+00:00,4.553422927856445,4.553422927856445,4.553422927856445,1.672815203666687,0,0.0,
1985-11-11 00:00:00+00:00,0.0,4.967370986938477,4.553422927856445,1.672815203666687,725,0.0,
1985-11-12 00:00:00+00:00,0.0,4.967370986938477,4.553422927856445,1.672815203666687,362,0.0,
1985-11-13 00:00:00+00:00,0.0,4.967370986938477,4.553422927856445,1.672815203666687,9059,0.0,
1985-11-14 00:00:00+00:00,0.0,4.967370986938477,4.691405773162842,1.7235076427459717,725,0.0,
1985-11-15 00:00:00+00:00,0.0,5.105352878570557,4.691405773162842,1.7235076427459717,5435,0.0,
1985-11-18 00:00:00+00:00,0.0,5.105352878570557,4.691405773162842,1.7235076427459717,1087,0.0,
1985-11-19 00:00:00+00:00,0.0,5.105352878570557,4.691405773162842,1.7235076427459717,2899,0.0,
1985-11-20 00:00:00+00:00,0.0,5.105352878570557,4.691405773162842,1.7235076427459717,10871,0.0,
1985-11-21 00:00:00+00:00,4.691405773162842,4.691405773162842,4.691405773162842,1.7235076427459717,0,0.0,
