date,CSR_Open,CSR_High,CSR_Low,CSR_Close,CSR_Volume,CSR_Dividends,CSR_Stock Splits
1997-10-17 00:00:00+00:00,70.0,73.75,70.0,14.59656047821045,580,0.0,
1997-10-20 00:00:00+00:00,66.25,66.25,66.25,13.338228225708008,450,0.0,
1997-10-21 00:00:00+00:00,67.5,68.75,67.5,13.841569900512695,300,0.0,
1997-10-22 00:00:00+00:00,66.875,66.875,66.875,13.464064598083496,40,0.0,
1997-10-23 00:00:00+00:00,66.875,66.875,66.875,13.464064598083496,100,0.0,
1997-10-24 00:00:00+00:00,70.0,71.25,70.0,14.344898223876951,150,0.0,
1997-10-27 00:00:00+00:00,66.875,66.875,66.25,13.338228225708008,390,0.0,
1997-10-28 00:00:00+00:00,66.25,66.875,66.25,13.464064598083496,600,0.0,
1997-10-29 00:00:00+00:00,66.25,68.75,66.25,13.338228225708008,500,0.0,
1997-10-30 00:00:00+00:00,66.875,66.875,65.625,13.464064598083496,600,0.0,
1997-10-31 00:00:00+00:00,66.875,66.875,66.875,13.464064598083496,120,0.0,
1997-11-03 00:00:00+00:00,66.25,67.5,66.25,13.589890480041504,620,0.0,
1997-11-04 00:00:00+00:00,67.5,67.5,67.5,13.589890480041504,0,0.0,
1997-11-05 00:00:00+00:00,68.125,68.125,66.25,13.338228225708008,140,0.0,
1997-11-06 00:00:00+00:00,66.875,68.125,66.875,13.71572971343994,210,0.0,
1997-11-07 00:00:00+00:00,66.875,66.875,66.875,13.464064598083496,130,0.0,
1997-11-10 00:00:00+00:00,66.875,66.875,66.875,13.464064598083496,40,0.0,
1997-11-11 00:00:00+00:00,68.125,68.125,68.125,13.71572971343994,200,0.0,
1997-11-12 00:00:00+00:00,68.75,68.75,66.875,13.464064598083496,710,0.0,
1997-11-13 00:00:00+00:00,66.875,68.75,66.875,13.841569900512695,1550,0.0,
1997-11-14 00:00:00+00:00,68.75,69.375,66.875,13.464064598083496,690,0.0,
1997-11-17 00:00:00+00:00,66.875,66.875,66.875,13.464064598083496,610,0.0,
1997-11-18 00:00:00+00:00,66.875,66.875,66.875,13.464064598083496,360,0.0,
1997-11-19 00:00:00+00:00,66.875,68.75,66.875,13.841569900512695,170,0.0,
1997-11-20 00:00:00+00:00,66.875,67.5,66.875,13.589890480041504,570,0.0,
1997-11-21 00:00:00+00:00,67.5,67.5,67.5,13.589890480041504,100,0.0,
1997-11-24 00:00:00+00:00,67.5,68.75,67.5,13.589890480041504,2710,0.0,
1997-11-25 00:00:00+00:00,68.75,68.75,68.125,13.71572971343994,230,0.0,
1997-11-26 00:00:00+00:00,69.375,69.375,69.375,13.967394828796388,600,0.0,
1997-11-28 00:00:00+00:00,69.375,69.375,69.375,13.967394828796388,0,0.0,
1997-12-01 00:00:00+00:00,69.375,69.375,69.375,13.967394828796388,0,0.0,
1997-12-02 00:00:00+00:00,70.0,70.0,70.0,14.093228340148926,20,0.0,
1997-12-03 00:00:00+00:00,70.0,72.5,70.0,14.59656047821045,180,0.0,
1997-12-04 00:00:00+00:00,71.25,71.25,71.25,14.344898223876951,50,0.0,
1997-12-05 00:00:00+00:00,70.0,70.625,70.0,14.2190580368042,700,0.0,
1997-12-08 00:00:00+00:00,70.0,70.0,70.0,14.093228340148926,80,0.0,
1997-12-09 00:00:00+00:00,73.125,73.125,70.0,14.093228340148926,170,0.0,
1997-12-10 00:00:00+00:00,70.0,71.875,70.0,14.093228340148926,650,0.0,
1997-12-11 00:00:00+00:00,70.0,71.875,70.0,14.470725059509276,90,0.0,
1997-12-12 00:00:00+00:00,70.0,71.25,70.0,14.093228340148926,2310,0.0,
1997-12-15 00:00:00+00:00,70.0,70.0,70.0,14.093228340148926,10,0.0,
1997-12-16 00:00:00+00:00,71.875,71.875,70.0,14.093228340148926,810,0.0,
1997-12-17 00:00:00+00:00,71.875,71.875,71.25,14.344898223876951,110,0.0,
1997-12-18 00:00:00+00:00,70.0,70.0,70.0,14.093228340148926,180,0.0,
1997-12-19 00:00:00+00:00,70.0,71.25,70.0,14.344898223876951,380,0.0,
1997-12-22 00:00:00+00:00,70.625,71.25,70.0,14.344898223876951,1930,0.0,
1997-12-23 00:00:00+00:00,70.625,70.625,70.625,14.2190580368042,190,0.0,
1997-12-24 00:00:00+00:00,70.625,70.625,70.625,14.2190580368042,0,0.0,
1997-12-26 00:00:00+00:00,70.0,70.625,70.0,14.2190580368042,20,0.0,
1997-12-29 00:00:00+00:00,70.625,71.25,70.625,14.344898223876951,350,0.0,
1997-12-30 00:00:00+00:00,73.125,73.125,71.875,14.68716049194336,150,1.05,
1997-12-31 00:00:00+00:00,73.125,73.125,72.5,14.814879417419434,460,0.0,
1998-01-02 00:00:00+00:00,71.875,71.875,71.875,14.68716049194336,100,0.0,
1998-01-05 00:00:00+00:00,71.875,71.875,71.875,14.68716049194336,1370,0.0,
1998-01-06 00:00:00+00:00,72.5,73.75,71.875,15.07030963897705,750,0.0,
1998-01-07 00:00:00+00:00,73.75,73.75,72.5,14.814879417419434,230,0.0,
1998-01-08 00:00:00+00:00,73.75,73.75,72.1875,14.751022338867188,230,0.0,
1998-01-09 00:00:00+00:00,73.125,73.125,73.125,14.942599296569824,70,0.0,
1998-01-12 00:00:00+00:00,73.125,73.125,73.125,14.942599296569824,0,0.0,
1998-01-13 00:00:00+00:00,72.1875,72.1875,72.1875,14.751022338867188,620,0.0,
1998-01-14 00:00:00+00:00,72.1875,73.75,71.875,15.07030963897705,860,0.0,
1998-01-15 00:00:00+00:00,73.75,73.75,73.75,15.07030963897705,0,0.0,
1998-01-16 00:00:00+00:00,71.875,72.5,71.875,14.68716049194336,1520,0.0,
1998-01-20 00:00:00+00:00,71.875,72.5,71.875,14.814879417419434,570,0.0,
1998-01-21 00:00:00+00:00,71.875,71.875,71.875,14.68716049194336,200,0.0,
1998-01-22 00:00:00+00:00,71.875,72.34375,71.875,14.68716049194336,3580,0.0,
1998-01-23 00:00:00+00:00,72.34375,72.5,72.1875,14.751022338867188,1270,0.0,
1998-01-26 00:00:00+00:00,72.1875,73.75,72.1875,14.751022338867188,1740,0.0,
1998-01-27 00:00:00+00:00,72.5,74.0625,72.1875,14.751022338867188,1250,0.0,
1998-01-28 00:00:00+00:00,72.1875,72.1875,72.1875,14.751022338867188,10,0.0,
1998-01-29 00:00:00+00:00,72.1875,72.1875,72.1875,14.751022338867188,0,0.0,
1998-01-30 00:00:00+00:00,72.1875,72.1875,72.1875,14.751022338867188,620,0.0,
1998-02-02 00:00:00+00:00,72.5,73.125,72.1875,14.942599296569824,1410,0.0,
1998-02-03 00:00:00+00:00,72.1875,72.1875,72.1875,14.751022338867188,20,0.0,
1998-02-04 00:00:00+00:00,72.5,72.5,72.1875,14.751022338867188,590,0.0,
1998-02-05 00:00:00+00:00,73.125,73.125,72.1875,14.751022338867188,1120,0.0,
1998-02-06 00:00:00+00:00,71.875,71.875,71.875,14.68716049194336,40,0.0,
1998-02-09 00:00:00+00:00,73.4375,73.4375,71.875,14.68716049194336,350,0.0,
1998-02-10 00:00:00+00:00,73.4375,73.4375,73.4375,15.006449699401855,60,0.0,
1998-02-11 00:00:00+00:00,71.875,73.4375,71.875,14.814879417419434,950,0.0,
1998-02-12 00:00:00+00:00,71.875,71.875,71.875,14.68716049194336,10,0.0,
1998-02-13 00:00:00+00:00,71.875,71.875,71.875,14.68716049194336,0,0.0,
1998-02-17 00:00:00+00:00,71.875,71.875,71.875,14.68716049194336,0,0.0,
1998-02-18 00:00:00+00:00,72.1875,72.1875,72.1875,14.751022338867188,130,0.0,
1998-02-19 00:00:00+00:00,72.1875,72.1875,72.1875,14.751022338867188,20,0.0,
1998-02-20 00:00:00+00:00,72.1875,72.1875,72.1875,14.751022338867188,0,0.0,
1998-02-23 00:00:00+00:00,72.1875,72.1875,72.1875,14.751022338867188,20,0.0,
1998-02-24 00:00:00+00:00,72.8125,73.4375,72.1875,14.878729820251465,500,0.0,
1998-02-25 00:00:00+00:00,72.1875,72.5,72.1875,14.814879417419434,600,0.0,
1998-02-26 00:00:00+00:00,72.1875,72.1875,72.1875,14.751022338867188,20,0.0,
1998-02-27 00:00:00+00:00,72.1875,73.4375,72.1875,15.006449699401855,240,0.0,
1998-03-02 00:00:00+00:00,72.1875,72.1875,72.1875,14.751022338867188,20,0.0,
1998-03-03 00:00:00+00:00,72.5,72.5,72.5,14.814879417419434,620,0.0,
1998-03-04 00:00:00+00:00,72.5,72.5,72.5,14.814879417419434,0,0.0,
1998-03-05 00:00:00+00:00,72.5,72.5,72.5,14.814879417419434,0,0.0,
1998-03-06 00:00:00+00:00,72.5,72.5,72.5,15.038908004760742,60,1.08,
1998-03-09 00:00:00+00:00,73.125,73.125,73.125,15.168559074401855,330,0.0,
1998-03-10 00:00:00+00:00,73.125,73.4375,72.5,15.038908004760742,1060,0.0,
1998-03-11 00:00:00+00:00,72.5,73.125,72.5,15.168559074401855,4880,0.0,
1998-03-12 00:00:00+00:00,73.4375,73.4375,73.4375,15.23337459564209,200,0.0,
1998-03-13 00:00:00+00:00,72.5,72.5,72.5,15.038908004760742,110,0.0,
1998-03-16 00:00:00+00:00,72.5,72.5,72.5,15.038908004760742,0,0.0,
1998-03-17 00:00:00+00:00,72.5,72.5,72.5,15.038908004760742,120,0.0,
1998-03-18 00:00:00+00:00,72.5,72.5,72.5,15.038908004760742,100,0.0,
1998-03-19 00:00:00+00:00,72.8125,72.8125,72.5,15.038908004760742,1260,0.0,
1998-03-20 00:00:00+00:00,72.5,73.125,72.5,15.168559074401855,2180,0.0,
1998-03-23 00:00:00+00:00,72.5,73.125,72.5,15.168559074401855,580,0.0,
1998-03-24 00:00:00+00:00,72.5,72.8125,72.5,15.103723526000977,680,0.0,
1998-03-25 00:00:00+00:00,72.8125,72.8125,72.8125,15.103723526000977,210,0.0,
1998-03-26 00:00:00+00:00,73.4375,73.4375,72.8125,15.103723526000977,1050,0.0,
1998-03-27 00:00:00+00:00,72.8125,72.8125,72.8125,15.103723526000977,100,0.0,
1998-03-30 00:00:00+00:00,72.8125,72.8125,72.5,15.038908004760742,170,0.0,
1998-03-31 00:00:00+00:00,72.5,72.5,72.5,15.038908004760742,60,0.0,
1998-04-01 00:00:00+00:00,72.5,72.5,72.5,15.038908004760742,60,0.0,
1998-04-02 00:00:00+00:00,72.5,72.5,72.5,15.038908004760742,5590,0.0,
1998-04-03 00:00:00+00:00,73.125,73.125,73.125,15.168559074401855,580,0.0,
1998-04-06 00:00:00+00:00,73.125,73.125,73.125,15.168559074401855,0,0.0,
1998-04-07 00:00:00+00:00,72.5,73.125,71.25,14.909256935119627,4780,0.0,
1998-04-08 00:00:00+00:00,71.875,72.5,71.875,15.038908004760742,310,0.0,
1998-04-09 00:00:00+00:00,71.875,71.875,71.875,14.909256935119627,150,0.0,
1998-04-13 00:00:00+00:00,71.875,71.875,70.3125,14.779621124267578,780,0.0,
1998-04-14 00:00:00+00:00,72.5,72.5,71.25,14.909256935119627,410,0.0,
1998-04-15 00:00:00+00:00,71.875,71.875,71.875,14.909256935119627,380,0.0,
1998-04-16 00:00:00+00:00,71.875,72.5,71.875,15.038908004760742,1570,0.0,
1998-04-17 00:00:00+00:00,71.875,71.875,71.875,14.909256935119627,90,0.0,
1998-04-20 00:00:00+00:00,71.875,71.875,71.875,14.909256935119627,50,0.0,
1998-04-21 00:00:00+00:00,71.875,71.875,70.625,14.909256935119627,1650,0.0,
1998-04-22 00:00:00+00:00,72.5,72.5,71.875,15.038908004760742,3100,0.0,
1998-04-23 00:00:00+00:00,71.875,71.875,71.25,14.779621124267578,1540,0.0,
1998-04-24 00:00:00+00:00,71.25,71.25,71.25,14.779621124267578,0,0.0,
1998-04-27 00:00:00+00:00,71.875,72.5,71.875,14.909256935119627,850,0.0,
1998-04-28 00:00:00+00:00,71.875,71.875,71.875,14.909256935119627,130,0.0,
1998-04-29 00:00:00+00:00,71.875,71.875,71.875,14.909256935119627,1230,0.0,
1998-04-30 00:00:00+00:00,71.875,71.875,71.875,14.909256935119627,50,0.0,
1998-05-01 00:00:00+00:00,72.5,72.5,71.875,14.909256935119627,830,0.0,
1998-05-04 00:00:00+00:00,71.875,71.875,71.875,14.909256935119627,130,0.0,
1998-05-05 00:00:00+00:00,72.5,72.5,71.875,14.909256935119627,390,0.0,
1998-05-06 00:00:00+00:00,72.5,72.5,72.5,15.038908004760742,370,0.0,
1998-05-07 00:00:00+00:00,72.5,72.5,72.5,15.038908004760742,0,0.0,
1998-05-08 00:00:00+00:00,71.875,71.875,71.875,14.909256935119627,170,0.0,
1998-05-11 00:00:00+00:00,71.875,71.875,71.875,14.909256935119627,0,0.0,
1998-05-12 00:00:00+00:00,71.875,71.875,70.625,14.6499662399292,620,0.0,
1998-05-13 00:00:00+00:00,70.625,70.625,70.625,14.6499662399292,60,0.0,
1998-05-14 00:00:00+00:00,70.625,70.625,70.625,14.6499662399292,710,0.0,
1998-05-15 00:00:00+00:00,70.625,70.625,70.625,14.6499662399292,780,0.0,
1998-05-18 00:00:00+00:00,71.875,72.5,71.875,14.909256935119627,7890,0.0,
1998-05-19 00:00:00+00:00,72.5,72.5,72.5,15.038908004760742,1610,0.0,
1998-05-20 00:00:00+00:00,71.875,72.5,71.875,15.038908004760742,11290,0.0,
1998-05-21 00:00:00+00:00,71.875,71.875,71.875,14.909256935119627,850,0.0,
1998-05-22 00:00:00+00:00,71.875,71.875,71.875,14.909256935119627,0,0.0,
1998-05-26 00:00:00+00:00,72.5,72.5,70.625,14.6499662399292,520,0.0,
