date,HL_Open,HL_High,HL_Low,HL_Close,HL_Volume,HL_Dividends,HL_Stock Splits
1980-03-17 00:00:00+00:00,0.0,20.166667938232425,16.916667938232422,15.690166473388672,258000,0.0,
1980-03-18 00:00:00+00:00,0.0,19.083332061767575,16.416667938232422,17.274280548095703,292200,0.0,
1980-03-19 00:00:00+00:00,0.0,21.583332061767575,20.0,19.537281036376957,239250,0.0,
1980-03-20 00:00:00+00:00,0.0,22.666667938232425,20.166667938232425,18.78295135498047,192000,0.0,
1980-03-21 00:00:00+00:00,0.0,22.166667938232425,20.166667938232425,20.06532096862793,57750,0.0,
1980-03-24 00:00:00+00:00,0.0,22.416667938232425,18.916667938232425,17.57601547241211,85050,0.0,
1980-03-25 00:00:00+00:00,0.0,19.833332061767575,18.833332061767575,17.425140380859375,70200,0.0,
1980-03-26 00:00:00+00:00,0.0,18.75,17.166667938232422,15.614736557006836,114900,0.0,
1980-03-27 00:00:00+00:00,0.0,15.25,13.416666984558104,13.276302337646484,348750,0.0,
1980-03-28 00:00:00+00:00,0.0,17.416667938232422,15.583333015441896,15.690166473388672,256800,0.0,
1980-03-31 00:00:00+00:00,0.0,18.25,16.916667938232422,15.690166473388672,181650,0.0,
1980-04-01 00:00:00+00:00,0.0,18.083332061767575,16.666667938232422,15.539306640625,120150,0.0,
1980-04-02 00:00:00+00:00,0.0,17.0,16.166667938232422,14.634106636047363,38250,0.0,
1980-04-03 00:00:00+00:00,0.0,16.166667938232422,15.583333015441896,14.40780258178711,57000,0.0,
1980-04-07 00:00:00+00:00,0.0,18.0,15.0,16.293643951416016,67800,0.0,
1980-04-08 00:00:00+00:00,0.0,19.333332061767575,17.75,16.746244430541992,147150,0.0,
1980-04-09 00:00:00+00:00,0.0,19.333332061767575,18.166667938232425,16.746244430541992,98850,0.0,
1980-04-10 00:00:00+00:00,0.0,19.0,18.5,17.123401641845703,60900,0.0,
1980-04-11 00:00:00+00:00,0.0,19.166667938232425,18.666667938232425,17.19884490966797,40800,0.0,
1980-04-14 00:00:00+00:00,0.0,19.333332061767575,18.0,16.293643951416016,58800,0.0,
1980-04-15 00:00:00+00:00,0.0,18.5,17.333332061767578,16.595369338989258,48450,0.0,
1980-04-16 00:00:00+00:00,0.0,18.833332061767575,17.666667938232422,16.14277458190918,37500,0.0,
1980-04-17 00:00:00+00:00,0.0,18.0,16.666667938232422,15.916471481323242,45450,0.0,
1980-04-18 00:00:00+00:00,0.0,17.666667938232422,17.166667938232422,15.614736557006836,22200,0.0,
1980-04-21 00:00:00+00:00,0.0,17.25,16.416667938232422,15.086703300476074,52500,0.0,
1980-04-22 00:00:00+00:00,0.0,17.583332061767578,16.416667938232422,15.463869094848633,71850,0.0,
1980-04-23 00:00:00+00:00,0.0,17.666667938232422,17.083332061767578,15.84103012084961,40050,0.0,
1980-04-24 00:00:00+00:00,0.0,19.166667938232425,17.75,17.047977447509766,75900,0.0,
1980-04-25 00:00:00+00:00,0.0,19.333332061767575,18.916667938232425,17.19884490966797,68250,0.0,
1980-04-28 00:00:00+00:00,0.0,19.0,18.416667938232425,16.897113800048828,81000,0.0,
1980-04-29 00:00:00+00:00,0.0,18.583332061767575,18.25,16.595369338989258,27600,0.0,
1980-04-30 00:00:00+00:00,0.0,18.583332061767575,17.25,16.14277458190918,68100,0.0,
1980-05-01 00:00:00+00:00,0.0,17.75,17.166667938232422,15.916471481323242,53100,0.0,
1980-05-02 00:00:00+00:00,0.0,18.333332061767575,17.583332061767578,16.595369338989258,30900,0.0,
1980-05-05 00:00:00+00:00,0.0,18.416667938232425,18.0,16.293643951416016,25800,0.0,
1980-05-06 00:00:00+00:00,0.0,17.916667938232422,17.416667938232422,15.765605926513672,47250,0.0,
1980-05-07 00:00:00+00:00,0.0,17.75,17.333332061767578,15.84103012084961,30000,0.0,
1980-05-08 00:00:00+00:00,0.0,17.666667938232422,17.25,15.765605926513672,14100,0.0,
1980-05-09 00:00:00+00:00,0.0,17.083332061767578,16.916667938232422,15.313008308410645,13800,0.0,
1980-05-12 00:00:00+00:00,0.0,16.833332061767578,16.333332061767578,14.935836791992188,27750,0.0,
1980-05-13 00:00:00+00:00,0.0,16.5,15.333333015441896,14.483238220214844,74400,0.0,
1980-05-14 00:00:00+00:00,0.0,16.833332061767578,15.916666984558104,15.011269569396973,63150,0.0,
1980-05-15 00:00:00+00:00,0.0,16.416667938232422,16.083332061767578,14.55866527557373,28350,0.0,
1980-05-16 00:00:00+00:00,0.0,15.916666984558104,15.25,13.804336547851562,48600,0.0,
1980-05-19 00:00:00+00:00,0.0,15.833333015441896,15.083333015441896,14.25693416595459,42450,0.0,
1980-05-20 00:00:00+00:00,0.0,15.75,15.5,14.030632972717283,13500,0.0,
1980-05-21 00:00:00+00:00,0.0,15.666666984558104,15.083333015441896,13.955201148986816,10500,0.0,
1980-05-22 00:00:00+00:00,0.0,15.5,15.0,13.955201148986816,18150,0.0,
1980-05-23 00:00:00+00:00,0.0,15.916666984558104,15.5,14.106066703796388,40650,0.0,
1980-05-27 00:00:00+00:00,0.0,17.916667938232422,15.416666984558104,16.218217849731445,133050,0.0,
1980-05-28 00:00:00+00:00,0.0,18.166667938232425,17.0,15.84103012084961,116550,0.0,
1980-05-29 00:00:00+00:00,0.0,17.666667938232422,16.916667938232422,15.614736557006836,68250,0.0,
1980-05-30 00:00:00+00:00,0.0,18.25,17.5,16.444515228271484,91950,0.0,
1980-06-02 00:00:00+00:00,0.0,19.5,18.833332061767575,17.34970474243164,169050,0.0,
1980-06-03 00:00:00+00:00,0.0,19.5,19.0,17.425140380859375,77100,0.0,
1980-06-04 00:00:00+00:00,0.0,21.333332061767575,19.666667938232425,19.235546112060547,153600,0.0,
1980-06-05 00:00:00+00:00,0.0,22.0,21.25,19.235546112060547,104100,0.0,
1980-06-06 00:00:00+00:00,0.0,22.0,21.416667938232425,19.46184539794922,75750,0.0,
1980-06-09 00:00:00+00:00,0.0,24.333332061767575,23.416667938232425,21.951148986816406,158700,0.0,
1980-06-10 00:00:00+00:00,0.0,23.5,22.333332061767575,20.97051429748535,158100,0.0,
1980-06-11 00:00:00+00:00,0.0,23.583332061767575,22.75,20.97051429748535,78750,0.0,
1980-06-12 00:00:00+00:00,0.0,23.75,23.0,21.42311668395996,76200,0.0,
1980-06-13 00:00:00+00:00,0.0,24.166667938232425,23.416667938232425,21.42311668395996,43950,0.0,
1980-06-16 00:00:00+00:00,0.0,23.166667938232425,22.333332061767575,20.29161834716797,51600,0.0,
1980-06-17 00:00:00+00:00,0.0,23.166667938232425,22.166667938232425,20.744218826293945,26100,0.0,
1980-06-18 00:00:00+00:00,0.0,23.416667938232425,22.833332061767575,20.668777465820312,22800,0.0,
1980-06-19 00:00:00+00:00,0.0,23.5,22.666667938232425,20.89508438110352,28800,0.0,
1980-06-20 00:00:00+00:00,0.0,23.25,22.75,20.89508438110352,26700,0.0,
1980-06-23 00:00:00+00:00,0.0,22.916667938232425,22.416667938232425,20.517915725708008,19800,0.0,
1980-06-24 00:00:00+00:00,0.0,23.916667938232425,22.166667938232425,21.649417877197266,83250,0.0,
1980-06-25 00:00:00+00:00,0.0,24.833332061767575,23.833332061767575,22.102025985717773,110400,0.0,
1980-06-26 00:00:00+00:00,0.0,24.833332061767575,24.333332061767575,22.25287628173828,36300,0.0,
1980-06-27 00:00:00+00:00,0.0,25.166667938232425,24.166667938232425,22.705493927001957,98550,0.0,
1980-06-30 00:00:00+00:00,0.0,25.666667938232425,25.0,22.78092765808105,74550,0.0,
1980-07-01 00:00:00+00:00,0.0,26.083332061767575,25.166667938232425,23.45983123779297,60150,0.0,
1980-07-02 00:00:00+00:00,0.0,26.166667938232425,25.333332061767575,22.931787490844727,35850,0.0,
1980-07-03 00:00:00+00:00,0.0,25.916667938232425,24.666667938232425,23.38439178466797,75150,0.0,
1980-07-07 00:00:00+00:00,0.0,26.5,25.333332061767575,23.912437438964844,58200,0.0,
1980-07-08 00:00:00+00:00,0.0,26.666667938232425,25.416667938232425,23.15809440612793,55650,0.0,
1980-07-09 00:00:00+00:00,0.0,25.166667938232425,23.166667938232425,21.04595375061035,72150,0.0,
1980-07-10 00:00:00+00:00,0.0,24.166667938232425,23.333332061767575,21.724851608276367,58800,0.0,
1980-07-11 00:00:00+00:00,0.0,24.25,23.666667938232425,21.724851608276367,44100,0.0,
1980-07-14 00:00:00+00:00,0.0,23.416667938232425,22.666667938232425,20.819652557373047,54750,0.0,
1980-07-15 00:00:00+00:00,0.0,22.5,21.75,19.76358413696289,117150,0.0,
1980-07-16 00:00:00+00:00,0.0,23.333332061767575,22.333332061767575,21.12138938903809,51150,0.0,
1980-07-17 00:00:00+00:00,0.0,23.5,23.083332061767575,21.04595375061035,20100,0.0,
1980-07-18 00:00:00+00:00,0.0,23.166667938232425,22.666667938232425,20.593355178833008,45150,0.0,
1980-07-21 00:00:00+00:00,0.0,23.25,22.666667938232425,20.819652557373047,14250,0.0,
1980-07-22 00:00:00+00:00,0.0,24.416667938232425,22.416667938232425,21.87572479248047,46500,0.0,
1980-07-23 00:00:00+00:00,0.0,24.75,23.666667938232425,21.80027961730957,69600,0.0,
1980-07-24 00:00:00+00:00,0.0,24.833332061767575,24.083332061767575,22.17745590209961,39750,0.0,
1980-07-25 00:00:00+00:00,0.0,24.916667938232425,24.416667938232425,22.25287628173828,51000,0.0,
1980-07-28 00:00:00+00:00,0.0,24.25,23.5,21.42311668395996,30750,0.0,
1980-07-29 00:00:00+00:00,0.0,23.75,23.083332061767575,21.04595375061035,29400,0.0,
1980-07-30 00:00:00+00:00,0.0,23.25,22.583332061767575,20.668777465820312,39600,0.0,
1980-07-31 00:00:00+00:00,0.0,23.583332061767575,22.583332061767575,21.12138938903809,37950,0.0,
1980-08-01 00:00:00+00:00,0.0,23.666667938232425,23.333332061767575,21.272260665893555,22500,0.0,
1980-08-04 00:00:00+00:00,0.0,23.916667938232425,23.333332061767575,21.12138938903809,25500,0.0,
