date,GAB_Open,GAB_High,GAB_Low,GAB_Close,GAB_Volume,GAB_Dividends,GAB_Stock Splits
1986-08-14 00:00:00+00:00,0.0,8.47691535949707,8.370952606201172,0.1891625821590423,466325,0.0,
1986-08-15 00:00:00+00:00,0.0,8.47691535949707,8.370952606201172,0.1891625821590423,146869,0.0,
1986-08-18 00:00:00+00:00,0.0,8.582876205444336,8.370952606201172,0.1915270686149597,152060,0.0,
1986-08-19 00:00:00+00:00,0.0,8.582876205444336,8.47691535949707,0.1915270686149597,146398,0.0,
1986-08-20 00:00:00+00:00,0.0,8.582876205444336,8.47691535949707,0.1915270686149597,114546,0.0,
1986-08-21 00:00:00+00:00,0.0,8.582876205444336,8.47691535949707,0.1915270686149597,129056,0.0,
1986-08-22 00:00:00+00:00,0.0,8.582876205444336,8.47691535949707,0.1915270686149597,128113,0.0,
1986-08-25 00:00:00+00:00,0.0,8.582876205444336,8.370952606201172,0.1891625821590423,81516,0.0,
1986-08-26 00:00:00+00:00,0.0,8.582876205444336,8.47691535949707,0.1915270686149597,66888,0.0,
1986-08-27 00:00:00+00:00,0.0,8.582876205444336,8.47691535949707,0.1891625821590423,67831,0.0,
1986-08-28 00:00:00+00:00,0.0,8.47691535949707,8.370952606201172,0.1891625821590423,66652,0.0,
1986-08-29 00:00:00+00:00,0.0,8.47691535949707,8.370952606201172,0.1891625821590423,103693,0.0,
1986-09-02 00:00:00+00:00,0.0,8.47691535949707,8.370952606201172,0.1891625821590423,109592,0.0,
1986-09-03 00:00:00+00:00,0.0,8.47691535949707,8.370952606201172,0.1891625821590423,112423,0.0,
1986-09-04 00:00:00+00:00,0.0,8.47691535949707,8.370952606201172,0.1891625821590423,74673,0.0,
1986-09-05 00:00:00+00:00,0.0,8.47691535949707,8.370952606201172,0.1891625821590423,117614,0.0,
1986-09-08 00:00:00+00:00,0.0,8.47691535949707,8.370952606201172,0.1891625821590423,90009,0.0,
1986-09-09 00:00:00+00:00,0.0,8.47691535949707,8.370952606201172,0.1891625821590423,87414,0.0,
1986-09-10 00:00:00+00:00,0.0,8.47691535949707,8.370952606201172,0.1891625821590423,101570,0.0,
1986-09-11 00:00:00+00:00,0.0,8.47691535949707,8.370952606201172,0.1867980360984802,440255,0.0,
1986-09-12 00:00:00+00:00,0.0,8.370952606201172,8.159029960632324,0.1820690631866455,233222,0.0,
1986-09-15 00:00:00+00:00,0.0,8.264991760253906,8.053069114685059,0.1844335049390792,98621,0.0,
1986-09-16 00:00:00+00:00,0.0,8.264991760253906,8.053069114685059,0.1820690631866455,55917,0.0,
1986-09-17 00:00:00+00:00,0.0,8.264991760253906,8.159029960632324,0.1844335049390792,45417,0.0,
1986-09-18 00:00:00+00:00,0.0,8.370952606201172,8.159029960632324,0.1867980360984802,72904,0.0,
1986-09-19 00:00:00+00:00,0.0,8.47691535949707,8.264991760253906,0.1844335049390792,94964,0.0,
1986-09-22 00:00:00+00:00,0.0,8.370952606201172,8.264991760253906,0.1844335049390792,51906,0.0,
1986-09-23 00:00:00+00:00,0.0,8.370952606201172,8.264991760253906,0.1844335049390792,56506,0.0,
1986-09-24 00:00:00+00:00,0.0,8.47691535949707,8.264991760253906,0.1867980360984802,48721,0.0,
1986-09-25 00:00:00+00:00,0.0,8.47691535949707,8.264991760253906,0.1891625821590423,57096,0.0,
1986-09-26 00:00:00+00:00,0.0,8.47691535949707,8.370952606201172,0.1867980360984802,80100,0.0,
1986-09-29 00:00:00+00:00,0.0,8.47691535949707,8.370952606201172,0.1891625821590423,107940,0.0,
1986-09-30 00:00:00+00:00,0.0,8.47691535949707,8.47691535949707,0.1891625821590423,44592,0.0,
1986-10-01 00:00:00+00:00,0.0,8.582876205444336,8.47691535949707,0.1891625821590423,82577,0.0,
1986-10-02 00:00:00+00:00,0.0,8.582876205444336,8.47691535949707,0.1915270686149597,59574,0.0,
1986-10-03 00:00:00+00:00,0.0,8.582876205444336,8.47691535949707,0.1891625821590423,43412,0.0,
1986-10-06 00:00:00+00:00,0.0,8.582876205444336,8.47691535949707,0.1891625821590423,47659,0.0,
1986-10-07 00:00:00+00:00,0.0,8.582876205444336,8.47691535949707,0.1891625821590423,59692,0.0,
1986-10-08 00:00:00+00:00,0.0,8.582876205444336,8.47691535949707,0.1915270686149597,42586,0.0,
1986-10-09 00:00:00+00:00,0.0,8.582876205444336,8.47691535949707,0.1915270686149597,42704,0.0,
1986-10-10 00:00:00+00:00,0.0,8.582876205444336,8.47691535949707,0.1915270686149597,90363,0.0,
1986-10-13 00:00:00+00:00,0.0,8.582876205444336,8.47691535949707,0.1915270686149597,26543,0.0,
1986-10-14 00:00:00+00:00,0.0,8.582876205444336,8.47691535949707,0.1915270686149597,54501,0.0,
1986-10-15 00:00:00+00:00,0.0,8.582876205444336,8.370952606201172,0.1867980360984802,57804,0.0,
1986-10-16 00:00:00+00:00,0.0,8.47691535949707,8.370952606201172,0.1891625821590423,58040,0.0,
1986-10-17 00:00:00+00:00,0.0,8.47691535949707,8.370952606201172,0.1867980360984802,39873,0.0,
1986-10-20 00:00:00+00:00,0.0,8.582876205444336,8.370952606201172,0.1915270686149597,118085,0.0,
1986-10-21 00:00:00+00:00,0.0,8.582876205444336,8.47691535949707,0.1915270686149597,85880,0.0,
1986-10-22 00:00:00+00:00,0.0,8.582876205444336,8.370952606201172,0.1891625821590423,52849,0.0,
1986-10-23 00:00:00+00:00,0.0,8.582876205444336,8.47691535949707,0.1915270686149597,69483,0.0,
1986-10-24 00:00:00+00:00,0.0,8.582876205444336,8.370952606201172,0.1891625821590423,76797,0.0,
1986-10-27 00:00:00+00:00,0.0,8.47691535949707,8.370952606201172,0.1867980360984802,55445,0.0,
1986-10-28 00:00:00+00:00,0.0,8.47691535949707,8.370952606201172,0.1891625821590423,45417,0.0,
1986-10-29 00:00:00+00:00,0.0,8.47691535949707,8.264991760253906,0.1867980360984802,72668,0.0,
1986-10-30 00:00:00+00:00,0.0,8.370952606201172,8.264991760253906,0.1867980360984802,44002,0.0,
1986-10-31 00:00:00+00:00,0.0,8.370952606201172,8.159029960632324,0.1844335049390792,54855,0.0,
