date,IBM_Open,IBM_High,IBM_Low,IBM_Close,IBM_Volume,IBM_Dividends,IBM_Stock Splits
1962-01-02 00:00:00+00:00,7.374124050140381,7.374124050140381,7.2912678718566895,1.526557207107544,407940,0.0,
1962-01-03 00:00:00+00:00,7.2912678718566895,7.3550028800964355,7.2912678718566895,1.5399013757705688,305955,0.0,
1962-01-04 00:00:00+00:00,7.3550028800964355,7.3550028800964355,7.2785210609436035,1.5245554447174072,274575,0.0,
1962-01-05 00:00:00+00:00,7.272148132324219,7.272148132324219,7.125557899475098,1.4945321083068848,384405,0.0,
1962-01-08 00:00:00+00:00,7.131930828094482,7.131930828094482,6.947100162506104,1.4665087461471558,572685,0.0,
1962-01-09 00:00:00+00:00,7.0363287925720215,7.176546096801758,7.0363287925720215,1.4838573932647705,517770,0.0,
1962-01-10 00:00:00+00:00,7.100063800811768,7.131930828094482,7.100063800811768,1.4865245819091797,313800,0.0,
1962-01-11 00:00:00+00:00,7.1191840171813965,7.176546096801758,7.1191840171813965,1.502537727355957,337335,0.0,
1962-01-12 00:00:00+00:00,7.189292907714844,7.2402801513671875,7.189292907714844,1.5052062273025513,462855,0.0,
1962-01-15 00:00:00+00:00,7.214786052703857,7.237093925476074,7.214786052703857,1.5118787288665771,266730,0.0,
1962-01-16 00:00:00+00:00,7.214786052703857,7.214786052703857,7.144678115844727,1.4958668947219849,266730,0.0,
1962-01-17 00:00:00+00:00,7.112811088562012,7.112811088562012,7.01083517074585,1.4718449115753174,439320,0.0,
1962-01-18 00:00:00+00:00,7.049076080322266,7.1191840171813965,7.049076080322266,1.4758495092391968,392250,0.0,
1962-01-19 00:00:00+00:00,7.049076080322266,7.068195819854736,6.972593784332275,1.4771831035614014,423630,0.0,
1962-01-22 00:00:00+00:00,7.05544900894165,7.125557899475098,7.0363287925720215,1.474514126777649,290265,0.0,
1962-01-23 00:00:00+00:00,7.039515972137451,7.049076080322266,6.9598469734191895,1.4598366022109983,392250,0.0,
1962-01-24 00:00:00+00:00,6.972593784332275,7.01083517074585,6.937540054321289,1.467842698097229,431475,0.0,
1962-01-25 00:00:00+00:00,7.01083517074585,7.068195819854736,6.921606063842773,1.4518301486968994,337335,0.0,
1962-01-26 00:00:00+00:00,6.934352874755859,6.9598469734191895,6.896111965179443,1.444491267204285,258885,0.0,
1962-01-29 00:00:00+00:00,6.899299144744873,6.947100162506104,6.781389236450195,1.419804573059082,611910,0.0,
1962-01-30 00:00:00+00:00,6.781389236450195,6.819630146026611,6.695346832275391,1.401789307594299,776655,0.0,
1962-01-31 00:00:00+00:00,6.762269020080566,6.908858776092529,6.762269020080566,1.4464932680130005,800190,0.0,
1962-02-01 00:00:00+00:00,6.978967189788818,7.087316989898682,6.978967189788818,1.4798535108566284,674670,0.0,
1962-02-02 00:00:00+00:00,7.068195819854736,7.112811088562012,7.0363287925720215,1.4891936779022217,533460,0.0,
