date,SIGA_Open,SIGA_High,SIGA_Low,SIGA_Close,SIGA_Volume,SIGA_Dividends,SIGA_Stock Splits
1997-11-06 00:00:00+00:00,5.375,5.375,5.25,4.245508670806885,34000,0.0,
1997-11-07 00:00:00+00:00,5.1875,5.1875,5.0,4.043341159820557,28000,0.0,
1997-11-10 00:00:00+00:00,5.5,5.5,5.0625,4.447675704956055,6900,0.0,
1997-11-11 00:00:00+00:00,5.0,5.5,5.0,4.346591949462891,45400,0.0,
1997-11-12 00:00:00+00:00,5.125,5.375,4.875,4.043341159820557,28100,0.0,
1997-11-13 00:00:00+00:00,5.0,5.25,5.0,4.043341159820557,45200,0.0,
1997-11-14 00:00:00+00:00,5.5,5.5,5.0,4.043341159820557,10500,0.0,
1997-11-17 00:00:00+00:00,5.0,5.375,5.0,4.043341159820557,60500,0.0,
1997-11-18 00:00:00+00:00,5.0,5.25,5.0,4.043341159820557,47600,0.0,
1997-11-19 00:00:00+00:00,5.0,5.125,5.0,4.043341159820557,157100,0.0,
1997-11-20 00:00:00+00:00,5.125,5.125,5.0,4.144424915313721,52400,0.0,
1997-11-21 00:00:00+00:00,5.25,5.25,5.0,4.043341159820557,2400,0.0,
1997-11-24 00:00:00+00:00,5.0625,5.125,5.0,4.043341159820557,96700,0.0,
1997-11-25 00:00:00+00:00,5.0,5.0,5.0,4.043341159820557,13000,0.0,
1997-11-26 00:00:00+00:00,5.0,5.0,5.0,4.043341159820557,61400,0.0,
1997-11-28 00:00:00+00:00,5.0,5.0,5.0,4.043341159820557,19000,0.0,
1997-12-01 00:00:00+00:00,5.0,5.125,5.0,4.144424915313721,8800,0.0,
1997-12-02 00:00:00+00:00,5.0,5.375,5.0,4.043341159820557,93100,0.0,
1997-12-03 00:00:00+00:00,5.0,5.125,5.0,4.043341159820557,66700,0.0,
1997-12-04 00:00:00+00:00,5.0,5.03125,5.0,4.068612575531006,45200,0.0,
1997-12-05 00:00:00+00:00,5.0,5.125,5.0,4.144424915313721,56200,0.0,
1997-12-08 00:00:00+00:00,5.0625,5.0625,5.0,4.093883514404297,23200,0.0,
1997-12-09 00:00:00+00:00,5.0,5.0,5.0,4.043341159820557,5000,0.0,
1997-12-10 00:00:00+00:00,5.0,5.0625,5.0,4.043341159820557,23800,0.0,
1997-12-11 00:00:00+00:00,5.0,5.03125,4.5,3.639007329940796,140000,0.0,
1997-12-12 00:00:00+00:00,4.25,4.25,3.25,3.032506227493286,43500,0.0,
1997-12-15 00:00:00+00:00,3.875,4.125,3.875,3.133589744567871,34500,0.0,
1997-12-16 00:00:00+00:00,4.0,4.375,3.9375,3.436840295791626,58600,0.0,
1997-12-17 00:00:00+00:00,4.25,4.5,4.25,3.537923812866211,21000,0.0,
1997-12-18 00:00:00+00:00,4.625,4.75,4.5,3.74009108543396,11900,0.0,
1997-12-19 00:00:00+00:00,4.625,4.875,4.5,3.942257881164551,91000,0.0,
1997-12-22 00:00:00+00:00,4.5,4.5,4.5,3.639007329940796,6000,0.0,
1997-12-23 00:00:00+00:00,4.5,4.625,4.5,3.639007329940796,68500,0.0,
1997-12-24 00:00:00+00:00,4.75,4.75,4.5,3.639007329940796,600,0.0,
1997-12-26 00:00:00+00:00,4.25,4.25,4.25,3.436840295791626,3800,0.0,
1997-12-29 00:00:00+00:00,4.75,4.75,4.5,3.639007329940796,10000,0.0,
1997-12-30 00:00:00+00:00,4.5,4.5625,4.5,3.639007329940796,12800,0.0,
1997-12-31 00:00:00+00:00,4.875,4.875,4.5,3.74009108543396,4400,0.0,
1998-01-02 00:00:00+00:00,4.625,4.65625,4.625,3.765362024307251,11800,0.0,
1998-01-05 00:00:00+00:00,4.65625,4.65625,4.65625,3.765362024307251,0,0.0,
1998-01-06 00:00:00+00:00,4.625,4.875,4.625,3.765362024307251,5300,0.0,
1998-01-07 00:00:00+00:00,4.625,4.875,4.625,3.942257881164551,2700,0.0,
1998-01-08 00:00:00+00:00,4.875,4.875,4.625,3.74009108543396,9100,0.0,
1998-01-09 00:00:00+00:00,4.625,4.875,4.5,3.841174602508545,53300,0.0,
1998-01-12 00:00:00+00:00,4.5,4.5,4.5,3.639007329940796,4500,0.0,
1998-01-13 00:00:00+00:00,4.5,4.75,4.5,3.74009108543396,8000,0.0,
1998-01-14 00:00:00+00:00,4.5,4.5625,4.5,3.689549446105957,4800,0.0,
1998-01-15 00:00:00+00:00,4.5,4.5,4.375,3.537923812866211,32500,0.0,
1998-01-16 00:00:00+00:00,4.375,4.375,4.25,3.436840295791626,400,0.0,
1998-01-20 00:00:00+00:00,4.375,4.375,4.25,3.436840295791626,4800,0.0,
1998-01-21 00:00:00+00:00,4.5,4.5,4.5,3.639007329940796,5700,0.0,
1998-01-22 00:00:00+00:00,4.25,4.25,4.0,3.234673261642456,14600,0.0,
1998-01-23 00:00:00+00:00,4.75,4.75,4.1875,3.639007329940796,27200,0.0,
1998-01-26 00:00:00+00:00,4.5,4.75,4.375,3.537923812866211,23300,0.0,
1998-01-27 00:00:00+00:00,4.1875,4.5,4.1875,3.386298656463623,7600,0.0,
1998-01-28 00:00:00+00:00,4.1875,4.375,4.1875,3.537923812866211,800,0.0,
1998-01-29 00:00:00+00:00,4.25,4.375,4.1875,3.386298656463623,12900,0.0,
1998-01-30 00:00:00+00:00,4.1875,4.34375,4.1875,3.386298656463623,30300,0.0,
1998-02-02 00:00:00+00:00,4.5,4.5,4.1875,3.639007329940796,11200,0.0,
1998-02-03 00:00:00+00:00,4.1875,4.5,4.1875,3.639007329940796,8200,0.0,
1998-02-04 00:00:00+00:00,4.4375,4.4375,4.1875,3.588465929031372,3100,0.0,
1998-02-05 00:00:00+00:00,4.1875,4.1875,4.1875,3.386298656463623,1900,0.0,
1998-02-06 00:00:00+00:00,4.1875,4.4375,4.1875,3.386298656463623,5800,0.0,
1998-02-09 00:00:00+00:00,4.5,4.5,4.1875,3.386298656463623,9500,0.0,
1998-02-10 00:00:00+00:00,4.5,4.5,4.1875,3.386298656463623,1100,0.0,
1998-02-11 00:00:00+00:00,4.1875,4.5,4.1875,3.639007329940796,7900,0.0,
1998-02-12 00:00:00+00:00,4.5,4.5,4.25,3.436840295791626,14600,0.0,
1998-02-13 00:00:00+00:00,4.5,4.5,4.4375,3.639007329940796,700,0.0,
1998-02-17 00:00:00+00:00,4.5,4.5,4.25,3.639007329940796,7300,0.0,
1998-02-18 00:00:00+00:00,4.25,4.5,4.25,3.639007329940796,3500,0.0,
1998-02-19 00:00:00+00:00,4.25,4.25,4.25,3.436840295791626,7900,0.0,
1998-02-20 00:00:00+00:00,4.25,4.5,4.25,3.436840295791626,4100,0.0,
1998-02-23 00:00:00+00:00,4.25,4.5,4.0625,3.386298656463623,9900,0.0,
1998-02-24 00:00:00+00:00,4.625,4.625,4.1875,3.436840295791626,28700,0.0,
1998-02-25 00:00:00+00:00,4.875,4.875,4.25,3.639007329940796,8500,0.0,
1998-02-26 00:00:00+00:00,4.75,4.75,4.375,3.537923812866211,7000,0.0,
1998-02-27 00:00:00+00:00,4.375,4.5,4.25,3.436840295791626,6400,0.0,
1998-03-02 00:00:00+00:00,4.25,4.5,4.25,3.639007329940796,6300,0.0,
1998-03-03 00:00:00+00:00,4.75,4.75,4.25,3.639007329940796,700,0.0,
1998-03-04 00:00:00+00:00,4.25,4.375,4.25,3.537923812866211,1900,0.0,
1998-03-05 00:00:00+00:00,4.25,4.375,4.0,3.234673261642456,15300,0.0,
1998-03-06 00:00:00+00:00,4.0,4.25,4.0,3.436840295791626,700,0.0,
1998-03-09 00:00:00+00:00,4.5,4.5,4.25,3.639007329940796,8400,0.0,
1998-03-10 00:00:00+00:00,4.25,4.25,4.25,3.436840295791626,900,0.0,
1998-03-11 00:00:00+00:00,4.25,4.25,4.25,3.436840295791626,1000,0.0,
1998-03-12 00:00:00+00:00,4.5,4.5,4.25,3.588465929031372,2900,0.0,
1998-03-13 00:00:00+00:00,4.25,4.5,4.25,3.436840295791626,17900,0.0,
1998-03-16 00:00:00+00:00,4.5,4.5,4.25,3.436840295791626,2600,0.0,
1998-03-17 00:00:00+00:00,4.25,4.25,4.25,3.436840295791626,2500,0.0,
1998-03-18 00:00:00+00:00,4.25,4.25,4.25,3.436840295791626,0,0.0,
1998-03-19 00:00:00+00:00,4.25,4.25,4.25,3.436840295791626,3500,0.0,
1998-03-20 00:00:00+00:00,4.25,4.5,4.25,3.537923812866211,8200,0.0,
1998-03-23 00:00:00+00:00,4.375,4.375,4.375,3.537923812866211,1000,0.0,
1998-03-24 00:00:00+00:00,4.375,4.375,4.375,3.537923812866211,2400,0.0,
1998-03-25 00:00:00+00:00,4.40625,4.40625,4.25,3.436840295791626,4700,0.0,
1998-03-26 00:00:00+00:00,4.25,4.25,4.25,3.436840295791626,2000,0.0,
1998-03-27 00:00:00+00:00,4.25,4.25,4.25,3.436840295791626,3300,0.0,
1998-03-30 00:00:00+00:00,4.3125,4.3125,4.25,3.436840295791626,6400,0.0,
1998-03-31 00:00:00+00:00,4.25,4.25,4.25,3.436840295791626,5000,0.0,
1998-04-01 00:00:00+00:00,4.3125,4.4375,4.25,3.588465929031372,51700,0.0,
1998-04-02 00:00:00+00:00,4.3125,4.3125,4.3125,3.487382173538208,23000,0.0,
1998-04-03 00:00:00+00:00,4.3125,4.3125,4.0,3.234673261642456,52500,0.0,
1998-04-06 00:00:00+00:00,4.34375,4.375,4.125,3.436840295791626,74500,0.0,
1998-04-07 00:00:00+00:00,4.28125,4.375,4.25,3.436840295791626,45500,0.0,
1998-04-08 00:00:00+00:00,4.25,4.25,4.25,3.436840295791626,5000,0.0,
1998-04-09 00:00:00+00:00,4.0625,4.0625,4.0625,3.285215139389038,7000,0.0,
1998-04-13 00:00:00+00:00,4.0,4.0,4.0,3.234673261642456,1400,0.0,
1998-04-14 00:00:00+00:00,4.0,4.125,4.0,3.234673261642456,44900,0.0,
1998-04-15 00:00:00+00:00,4.0,4.0,4.0,3.234673261642456,3000,0.0,
1998-04-16 00:00:00+00:00,4.0,4.375,4.0,3.537923812866211,1600,0.0,
1998-04-17 00:00:00+00:00,4.375,4.375,4.375,3.537923812866211,0,0.0,
1998-04-20 00:00:00+00:00,4.25,4.375,4.0,3.234673261642456,12600,0.0,
1998-04-21 00:00:00+00:00,4.125,4.375,4.125,3.537923812866211,35200,0.0,
1998-04-22 00:00:00+00:00,4.375,4.625,4.0,3.335756778717041,76900,0.0,
1998-04-23 00:00:00+00:00,4.125,4.1875,4.0625,3.285215139389038,25800,0.0,
1998-04-24 00:00:00+00:00,4.0625,4.1875,4.0625,3.285215139389038,16100,0.0,
1998-04-27 00:00:00+00:00,4.0625,4.1875,4.0625,3.285215139389038,12200,0.0,
1998-04-28 00:00:00+00:00,4.125,4.125,4.0625,3.335756778717041,13500,0.0,
1998-04-29 00:00:00+00:00,4.125,4.25,4.0625,3.386298656463623,84500,0.0,
1998-04-30 00:00:00+00:00,4.5,4.5625,4.0625,3.285215139389038,15900,0.0,
1998-05-01 00:00:00+00:00,4.0625,4.125,4.0625,3.285215139389038,23300,0.0,
1998-05-04 00:00:00+00:00,4.25,4.25,4.0625,3.285215139389038,8400,0.0,
1998-05-05 00:00:00+00:00,4.125,4.6875,4.125,3.537923812866211,57800,0.0,
1998-05-06 00:00:00+00:00,4.5,4.8125,4.5,3.639007329940796,51700,0.0,
1998-05-07 00:00:00+00:00,4.75,4.75,4.5,3.664278507232666,23800,0.0,
1998-05-08 00:00:00+00:00,4.625,4.625,4.25,3.436840295791626,41400,0.0,
1998-05-11 00:00:00+00:00,4.4375,4.5,4.1875,3.436840295791626,21200,0.0,
1998-05-12 00:00:00+00:00,4.5,4.5,4.125,3.436840295791626,13900,0.0,
1998-05-13 00:00:00+00:00,4.375,4.5,4.0,3.639007329940796,22500,0.0,
1998-05-14 00:00:00+00:00,4.375,4.375,4.25,3.436840295791626,10300,0.0,
1998-05-15 00:00:00+00:00,4.25,4.25,4.25,3.436840295791626,13300,0.0,
1998-05-18 00:00:00+00:00,4.5,4.5,4.25,3.436840295791626,6000,0.0,
1998-05-19 00:00:00+00:00,4.25,4.5,4.25,3.639007329940796,26000,0.0,
1998-05-20 00:00:00+00:00,4.125,4.125,4.125,3.335756778717041,8900,0.0,
1998-05-21 00:00:00+00:00,4.125,4.375,4.125,3.335756778717041,2000,0.0,
1998-05-22 00:00:00+00:00,4.375,4.375,4.25,3.436840295791626,25900,0.0,
1998-05-26 00:00:00+00:00,4.375,4.375,4.0,3.234673261642456,22500,0.0,
1998-05-27 00:00:00+00:00,4.0,4.125,4.0,3.335756778717041,27500,0.0,
1998-05-28 00:00:00+00:00,4.0,4.0,4.0,3.234673261642456,300,0.0,
1998-05-29 00:00:00+00:00,4.0,4.25,4.0,3.436840295791626,13000,0.0,
1998-06-01 00:00:00+00:00,4.25,4.25,4.25,3.436840295791626,0,0.0,
1998-06-02 00:00:00+00:00,4.375,4.375,4.375,3.537923812866211,200,0.0,
1998-06-03 00:00:00+00:00,4.0,4.0,4.0,3.234673261642456,500,0.0,
1998-06-04 00:00:00+00:00,4.0,4.0,4.0,3.234673261642456,700,0.0,
1998-06-05 00:00:00+00:00,4.0,4.0,4.0,3.234673261642456,12500,0.0,
1998-06-08 00:00:00+00:00,4.0,4.0,4.0,3.234673261642456,7400,0.0,
1998-06-09 00:00:00+00:00,4.0,4.0,4.0,3.234673261642456,10500,0.0,
1998-06-10 00:00:00+00:00,4.0,4.125,4.0,3.234673261642456,11100,0.0,
1998-06-11 00:00:00+00:00,4.0,4.0,4.0,3.234673261642456,11000,0.0,
1998-06-12 00:00:00+00:00,4.125,4.125,4.0,3.335756778717041,4000,0.0,
1998-06-15 00:00:00+00:00,4.125,4.125,4.125,3.335756778717041,700,0.0,
1998-06-16 00:00:00+00:00,4.125,4.125,4.125,3.335756778717041,0,0.0,
1998-06-17 00:00:00+00:00,4.0,4.125,4.0,3.335756778717041,16600,0.0,
1998-06-18 00:00:00+00:00,4.125,4.125,4.125,3.335756778717041,2800,0.0,
1998-06-19 00:00:00+00:00,4.0,4.0,4.0,3.234673261642456,24100,0.0,
1998-06-22 00:00:00+00:00,4.0,4.125,4.0,3.234673261642456,15200,0.0,
1998-06-23 00:00:00+00:00,4.0,4.0,4.0,3.234673261642456,4200,0.0,
1998-06-24 00:00:00+00:00,4.0,4.0,4.0,3.234673261642456,6000,0.0,
1998-06-25 00:00:00+00:00,4.0,4.0,4.0,3.234673261642456,22000,0.0,
1998-06-26 00:00:00+00:00,4.0,4.0,4.0,3.234673261642456,23000,0.0,
1998-06-29 00:00:00+00:00,4.0,4.0,3.875,3.133589744567871,29200,0.0,
1998-06-30 00:00:00+00:00,3.875,4.03125,3.875,3.133589744567871,21400,0.0,
1998-07-01 00:00:00+00:00,3.875,3.875,3.625,2.931422710418701,1300,0.0,
1998-07-02 00:00:00+00:00,3.625,3.625,3.625,2.931422710418701,0,0.0,
1998-07-06 00:00:00+00:00,4.0,4.0,3.625,2.931422710418701,600,0.0,
1998-07-07 00:00:00+00:00,3.625,3.625,3.625,2.931422710418701,6500,0.0,
1998-07-08 00:00:00+00:00,3.625,3.625,3.375,2.931422710418701,13400,0.0,
1998-07-09 00:00:00+00:00,3.0,3.375,2.765625,2.4765470027923584,84100,0.0,
1998-07-10 00:00:00+00:00,3.0,3.25,2.9375,2.4260051250457764,25900,0.0,
1998-07-13 00:00:00+00:00,2.875,3.25,2.875,2.6281721591949463,23100,0.0,
1998-07-14 00:00:00+00:00,3.125,3.25,3.125,2.6281721591949463,11500,0.0,
1998-07-15 00:00:00+00:00,3.125,3.25,3.125,2.5270884037017822,83200,0.0,
1998-07-16 00:00:00+00:00,3.03125,3.1875,3.0,2.5649948120117188,36300,0.0,
1998-07-17 00:00:00+00:00,3.0,3.125,3.0,2.5270884037017822,16300,0.0,
1998-07-20 00:00:00+00:00,3.0625,3.0625,3.0,2.4260051250457764,2000,0.0,
1998-07-21 00:00:00+00:00,3.0625,3.125,2.875,2.3249213695526123,6700,0.0,
1998-07-22 00:00:00+00:00,2.875,2.875,2.875,2.3249213695526123,400,0.0,
1998-07-23 00:00:00+00:00,2.875,2.875,2.875,2.3249213695526123,0,0.0,
1998-07-24 00:00:00+00:00,2.75,2.75,2.25,1.819503664970398,31000,0.0,
1998-07-27 00:00:00+00:00,2.1875,2.4375,2.1875,1.7689619064331057,18800,0.0,
1998-07-28 00:00:00+00:00,2.5,2.6875,2.5,2.1732959747314453,10800,0.0,
1998-07-29 00:00:00+00:00,2.6875,2.6875,2.5,2.1732959747314453,12900,0.0,
1998-07-30 00:00:00+00:00,2.6875,2.6875,2.25,1.819503664970398,5500,0.0,
1998-07-31 00:00:00+00:00,2.6875,2.6875,2.375,1.9205873012542725,32800,0.0,
1998-08-03 00:00:00+00:00,2.375,2.375,2.375,1.9205873012542725,500,0.0,
1998-08-04 00:00:00+00:00,2.1875,2.25,2.1875,1.819503664970398,15200,0.0,
1998-08-05 00:00:00+00:00,2.25,2.3125,2.25,1.819503664970398,32900,0.0,
1998-08-06 00:00:00+00:00,2.4375,2.4375,2.4375,1.9711289405822756,1000,0.0,
1998-08-07 00:00:00+00:00,2.625,2.625,2.625,2.1227543354034424,500,0.0,
1998-08-10 00:00:00+00:00,2.625,2.625,2.625,2.1227543354034424,0,0.0,
1998-08-11 00:00:00+00:00,2.625,2.625,2.625,2.1227543354034424,0,0.0,
1998-08-12 00:00:00+00:00,2.25,2.375,2.25,1.9205873012542725,6700,0.0,
1998-08-13 00:00:00+00:00,2.375,2.5,2.25,1.819503664970398,2200,0.0,
1998-08-14 00:00:00+00:00,2.25,2.25,2.25,1.819503664970398,600,0.0,
1998-08-17 00:00:00+00:00,2.5,2.5,2.25,1.819503664970398,900,0.0,
1998-08-18 00:00:00+00:00,2.25,2.25,2.25,1.819503664970398,18900,0.0,
1998-08-19 00:00:00+00:00,2.3125,2.3125,2.3125,1.87004554271698,1500,0.0,
1998-08-20 00:00:00+00:00,2.25,2.25,2.25,1.819503664970398,1000,0.0,
1998-08-21 00:00:00+00:00,2.25,2.25,2.25,1.819503664970398,0,0.0,
1998-08-24 00:00:00+00:00,2.25,2.3125,1.75,1.617336630821228,25100,0.0,
1998-08-25 00:00:00+00:00,2.0,2.0,1.375,1.617336630821228,17500,0.0,
1998-08-26 00:00:00+00:00,1.625,1.625,1.4375,1.3140860795974731,31100,0.0,
1998-08-27 00:00:00+00:00,1.625,1.625,1.625,1.3140860795974731,2000,0.0,
1998-08-28 00:00:00+00:00,1.625,1.625,1.625,1.3140860795974731,0,0.0,
1998-08-31 00:00:00+00:00,1.75,1.75,1.375,1.1119189262390137,6100,0.0,
1998-09-01 00:00:00+00:00,1.25,1.75,1.25,1.4151694774627686,27100,0.0,
1998-09-02 00:00:00+00:00,1.5,1.9375,1.5,1.3646278381347656,119000,0.0,
1998-09-03 00:00:00+00:00,2.0,2.0,1.5,1.2130025625228882,6000,0.0,
1998-09-04 00:00:00+00:00,1.75,1.875,1.34375,1.2130025625228882,7800,0.0,
1998-09-08 00:00:00+00:00,1.5,2.0,1.15625,0.93502277135849,113000,0.0,
1998-09-09 00:00:00+00:00,1.25,1.5625,1.25,1.1877315044403076,9200,0.0,
1998-09-10 00:00:00+00:00,1.125,1.5,1.125,1.2130025625228882,11100,0.0,
1998-09-11 00:00:00+00:00,1.375,1.625,1.375,1.3140860795974731,20900,0.0,
1998-09-14 00:00:00+00:00,1.4375,1.6875,1.3125,1.1624606847763062,34000,0.0,
1998-09-15 00:00:00+00:00,1.375,1.375,1.3125,1.0613771677017212,9500,0.0,
1998-09-16 00:00:00+00:00,1.25,1.375,1.25,1.1119189262390137,2900,0.0,
1998-09-17 00:00:00+00:00,1.375,1.375,1.375,1.1119189262390137,0,0.0,
1998-09-18 00:00:00+00:00,1.625,1.625,1.375,1.1119189262390137,2100,0.0,
1998-09-21 00:00:00+00:00,1.625,1.625,1.625,1.3140860795974731,2000,0.0,
1998-09-22 00:00:00+00:00,1.25,1.25,1.125,0.909751832485199,9000,0.0,
1998-09-23 00:00:00+00:00,1.0,1.25,1.0,1.0108352899551392,12000,0.0,
1998-09-24 00:00:00+00:00,1.125,1.25,1.125,0.9602936506271362,4400,0.0,
1998-09-25 00:00:00+00:00,1.5,1.5,1.5,1.2130025625228882,11000,0.0,
1998-09-28 00:00:00+00:00,1.25,1.25,1.25,1.0108352899551392,300,0.0,
1998-09-29 00:00:00+00:00,1.25,1.25,1.25,1.0108352899551392,0,0.0,
1998-09-30 00:00:00+00:00,1.1875,1.5,1.125,1.2130025625228882,5600,0.0,
1998-10-01 00:00:00+00:00,1.1875,1.3125,1.1875,1.0613771677017212,1800,0.0,
1998-10-02 00:00:00+00:00,1.5,1.5,1.5,1.2130025625228882,15000,0.0,
1998-10-05 00:00:00+00:00,1.125,1.125,1.125,0.909751832485199,1000,0.0,
1998-10-06 00:00:00+00:00,1.25,1.25,1.25,1.0108352899551392,2100,0.0,
1998-10-07 00:00:00+00:00,1.25,1.25,1.125,0.909751832485199,15400,0.0,
1998-10-08 00:00:00+00:00,1.5,1.5,1.125,1.2130025625228882,39700,0.0,
1998-10-09 00:00:00+00:00,1.1875,1.1875,1.1875,0.9602936506271362,500,0.0,
1998-10-12 00:00:00+00:00,1.5,1.5,1.1875,0.9602936506271362,2500,0.0,
1998-10-13 00:00:00+00:00,1.125,1.125,1.125,0.909751832485199,2500,0.0,
1998-10-14 00:00:00+00:00,1.1875,1.25,1.1875,1.0108352899551392,4300,0.0,
1998-10-15 00:00:00+00:00,1.25,1.25,1.25,1.0108352899551392,0,0.0,
1998-10-16 00:00:00+00:00,1.25,1.25,0.8125,0.808668315410614,30600,0.0,
1998-10-19 00:00:00+00:00,1.0,1.25,1.0,1.0108352899551392,9700,0.0,
1998-10-20 00:00:00+00:00,1.25,1.25,1.25,1.0108352899551392,0,0.0,
1998-10-21 00:00:00+00:00,1.25,1.25,1.125,1.0108352899551392,8700,0.0,
1998-10-22 00:00:00+00:00,1.25,1.25,1.25,1.0108352899551392,2000,0.0,
1998-10-23 00:00:00+00:00,1.0625,1.0625,1.0625,0.8592100739479065,100,0.0,
1998-10-26 00:00:00+00:00,1.4375,1.4375,1.4375,1.1624606847763062,1000,0.0,
1998-10-27 00:00:00+00:00,1.4375,1.4375,1.4375,1.1624606847763062,0,0.0,
1998-10-28 00:00:00+00:00,1.1875,1.1875,1.0625,0.8592100739479065,4100,0.0,
1998-10-29 00:00:00+00:00,1.0625,1.0625,1.0625,0.8592100739479065,0,0.0,
1998-10-30 00:00:00+00:00,1.375,1.5625,1.328125,1.1119189262390137,3700,0.0,
1998-11-02 00:00:00+00:00,1.375,1.375,1.375,1.1119189262390137,0,0.0,
1998-11-03 00:00:00+00:00,1.4375,1.4375,1.4375,1.1624606847763062,1900,0.0,
1998-11-04 00:00:00+00:00,1.6875,1.6875,1.5625,1.2635442018508911,1300,0.0,
1998-11-05 00:00:00+00:00,1.6875,2.0,1.375,1.3140860795974731,39300,0.0,
1998-11-06 00:00:00+00:00,1.25,1.5,1.25,1.2130025625228882,1100,0.0,
1998-11-09 00:00:00+00:00,1.5,1.9375,1.5,1.516253113746643,11300,0.0,
1998-11-10 00:00:00+00:00,1.9375,2.0,1.75,1.4151694774627686,22000,0.0,
1998-11-11 00:00:00+00:00,2.0,2.0,1.875,1.617336630821228,10100,0.0,
1998-11-12 00:00:00+00:00,2.0,2.0,1.8125,1.617336630821228,900,0.0,
1998-11-13 00:00:00+00:00,1.75,1.875,1.5,1.516253113746643,5400,0.0,
1998-11-16 00:00:00+00:00,1.875,1.875,1.875,1.516253113746643,700,0.0,
1998-11-17 00:00:00+00:00,1.75,1.75,1.75,1.4151694774627686,2000,0.0,
1998-11-18 00:00:00+00:00,1.875,2.25,1.875,1.718420147895813,33900,0.0,
1998-11-19 00:00:00+00:00,2.25,2.25,1.875,1.718420147895813,17300,0.0,
