date,IHG_Open,IHG_High,IHG_Low,IHG_Close,IHG_Volume,IHG_Dividends,IHG_Stock Splits
2003-04-10 00:00:00+00:00,12.118489265441896,12.118489265441896,12.118489265441896,6.027804374694824,0,0.0,
2003-04-11 00:00:00+00:00,12.118489265441896,12.118489265441896,12.118489265441896,6.027804374694824,0,0.0,
2003-04-14 00:00:00+00:00,12.118489265441896,12.118489265441896,12.118489265441896,6.027804374694824,0,0.0,
2003-04-15 00:00:00+00:00,12.515474319458008,12.74530792236328,12.327428817749023,6.142124176025391,2920,0.0,
2003-04-16 00:00:00+00:00,12.285640716552734,12.285640716552734,11.491670608520508,5.71602201461792,2154,0.0,
2003-04-17 00:00:00+00:00,11.700610160827637,11.80508041381836,11.59614086151123,5.819950103759766,574,0.0,
2003-04-21 00:00:00+00:00,11.59614086151123,11.951337814331056,11.387201309204102,5.664057731628418,3159,0.0,
2003-04-22 00:00:00+00:00,11.178261756896973,11.28273105621338,10.551443099975586,5.46659517288208,12875,0.0,
2003-04-23 00:00:00+00:00,10.969322204589844,12.2229585647583,10.969322204589844,5.840734958648682,21059,0.0,
2003-04-24 00:00:00+00:00,11.59614086151123,11.80508041381836,10.697701454162598,5.71602201461792,64038,0.0,
2003-04-25 00:00:00+00:00,11.28273105621338,12.118489265441896,11.28273105621338,5.923876762390137,16895,0.0,
2003-04-28 00:00:00+00:00,11.742398262023926,12.619943618774414,11.742398262023926,6.277231693267822,22399,0.0,
2003-04-29 00:00:00+00:00,12.536368370056152,12.557262420654297,12.014019012451172,6.027804374694824,26419,0.0,
2003-04-30 00:00:00+00:00,12.536368370056152,13.372125625610352,12.536368370056152,6.651370525360107,20580,0.0,
2003-05-01 00:00:00+00:00,13.16318702697754,13.372125625610352,12.828883171081545,6.599409103393555,12875,0.0,
2003-05-02 00:00:00+00:00,13.372125625610352,14.103413581848145,13.2467622756958,6.755297660827637,12875,0.0,
2003-05-05 00:00:00+00:00,13.16318702697754,13.16318702697754,12.64083766937256,6.4227294921875,24361,0.0,
2003-05-06 00:00:00+00:00,13.41391372680664,14.145201683044434,13.41391372680664,7.015117645263672,40969,0.0,
2003-05-07 00:00:00+00:00,13.998944282531738,14.625762939453123,13.79000473022461,7.274936199188232,38336,0.0,
2003-05-08 00:00:00+00:00,13.998944282531738,14.31235408782959,13.685535430908203,6.983939170837402,25175,0.0,
2003-05-09 00:00:00+00:00,14.040732383728027,14.60486888885498,14.040732383728027,7.243759155273437,18044,0.0,
2003-05-12 00:00:00+00:00,14.207883834838867,14.730233192443848,14.207883834838867,7.171009540557861,10003,0.0,
2003-05-13 00:00:00+00:00,14.2705659866333,14.31235408782959,13.998944282531738,7.025509357452393,4499,0.0,
2003-05-14 00:00:00+00:00,14.521292686462402,14.81380844116211,14.249671936035156,7.222972393035889,12970,0.0,
2003-05-15 00:00:00+00:00,14.93917179107666,15.545096397399902,14.93917179107666,7.586719989776611,10912,0.0,
2003-05-16 00:00:00+00:00,15.189899444580078,15.879400253295898,15.064536094665527,7.846540451049805,30631,0.0,
2003-05-19 00:00:00+00:00,15.043642044067385,15.106324195861816,14.855595588684082,7.482791900634766,12587,0.0,
2003-05-20 00:00:00+00:00,14.960065841674805,15.670459747314451,14.730233192443848,7.638684749603271,19096,0.0,
2003-05-21 00:00:00+00:00,14.98095989227295,15.252580642700195,14.792914390563965,7.482791900634766,9716,0.0,
2003-05-22 00:00:00+00:00,14.730233192443848,14.98095989227295,14.563080787658691,7.430829524993896,12683,0.0,
2003-05-23 00:00:00+00:00,14.834701538085938,14.834701538085938,14.103413581848145,7.358076095581055,21872,0.0,
2003-05-27 00:00:00+00:00,14.709339141845703,15.565990447998049,14.68844509124756,7.524362087249756,11295,0.0,
2003-05-28 00:00:00+00:00,14.98095989227295,15.670459747314451,14.897383689880373,7.649075031280518,24888,0.0,
2003-05-29 00:00:00+00:00,15.252580642700195,15.670459747314451,15.252580642700195,7.690647125244141,21920,0.0,
2003-05-30 00:00:00+00:00,15.043642044067385,15.545096397399902,14.855595588684082,7.534756183624268,12348,0.0,
2003-06-02 00:00:00+00:00,15.043642044067385,15.565990447998049,14.855595588684082,7.534756183624268,14693,0.0,
2003-06-03 00:00:00+00:00,14.834701538085938,15.148112297058104,14.68844509124756,7.358076095581055,12875,0.0,
2003-06-04 00:00:00+00:00,14.730233192443848,15.23168659210205,14.709339141845703,7.524362087249756,10099,0.0,
2003-06-05 00:00:00+00:00,14.918277740478516,14.918277740478516,14.64665699005127,7.347685813903809,9094,0.0,
2003-06-06 00:00:00+00:00,14.77202033996582,15.565990447998049,14.77202033996582,7.659468173980713,21011,0.0,
2003-06-09 00:00:00+00:00,15.482415199279783,16.025657653808594,15.482415199279783,7.919289112091064,18379,0.0,
2003-06-10 00:00:00+00:00,15.79582405090332,15.962974548339844,15.565990447998049,7.846540451049805,17373,0.0,
2003-06-11 00:00:00+00:00,15.754035949707031,16.610687255859375,15.586883544921877,8.106358528137207,19431,0.0,
2003-06-12 00:00:00+00:00,15.983868598937988,16.401748657226562,15.46152114868164,7.79457426071167,12540,0.0,
2003-06-13 00:00:00+00:00,15.545096397399902,16.192808151245117,15.419733047485352,7.888110160827637,17708,0.0,
2003-06-16 00:00:00+00:00,15.712247848510742,16.192808151245117,15.440627098083496,7.773787975311279,10099,0.0,
2003-06-17 00:00:00+00:00,15.670459747314451,16.17191505432129,15.670459747314451,7.919289112091064,14310,0.0,
2003-06-18 00:00:00+00:00,15.879400253295898,16.3808536529541,15.586883544921877,8.106358528137207,13784,0.0,
2003-06-19 00:00:00+00:00,16.08833885192871,16.255491256713867,15.670459747314451,8.033607482910156,12875,0.0,
2003-06-20 00:00:00+00:00,15.733141899108888,15.816718101501465,15.336156845092772,7.742611408233643,12683,0.0,
2003-06-23 00:00:00+00:00,15.50330924987793,15.921188354492188,15.357050895690918,7.773787975311279,17517,0.0,
2003-06-24 00:00:00+00:00,15.210792541503906,15.336156845092772,15.022747993469238,7.534756183624268,9094,0.0,
2003-06-25 00:00:00+00:00,15.022747993469238,15.879400253295898,15.022747993469238,7.669860363006592,11822,0.0,
2003-06-26 00:00:00+00:00,15.12721824645996,15.46152114868164,14.625762939453123,7.389256954193115,10386,0.0,
2003-06-27 00:00:00+00:00,14.93917179107666,15.252580642700195,14.834701538085938,7.5659332275390625,27424,0.0,
2003-06-30 00:00:00+00:00,15.169005393981934,15.398838996887209,14.855595588684082,7.586719989776611,36087,0.0,
2003-07-01 00:00:00+00:00,15.628671646118164,15.733141899108888,15.377944946289062,7.680254459381103,29195,0.0,
2003-07-02 00:00:00+00:00,16.151020050048828,16.318172454833984,15.79582405090332,8.02321720123291,33742,0.0,
2003-07-03 00:00:00+00:00,16.067445755004883,16.234596252441406,16.046550750732422,8.05439567565918,7658,0.0,
2003-07-07 00:00:00+00:00,16.255491256713867,16.548006057739258,15.983868598937988,8.106358528137207,22830,0.0,
2003-07-08 00:00:00+00:00,16.276384353637695,16.548006057739258,16.08833885192871,8.095966339111328,14263,0.0,
2003-07-09 00:00:00+00:00,16.297279357910156,16.50621795654297,16.213703155517578,8.189499855041504,29961,0.0,
