date,PSCC_Open,PSCC_High,PSCC_Low,PSCC_Close,PSCC_Volume,PSCC_Dividends,PSCC_Stock Splits
2010-04-07 00:00:00+00:00,8.473333358764648,8.473333358764648,8.460000038146973,7.059812068939209,6900,0.0,
2010-04-08 00:00:00+00:00,8.40666675567627,8.4399995803833,8.40666675567627,7.037574768066406,15300,0.0,
2010-04-09 00:00:00+00:00,8.646666526794434,8.666666984558105,8.623332977294922,7.226581573486328,51000,0.0,
2010-04-12 00:00:00+00:00,8.706666946411133,8.706666946411133,8.680000305175781,7.237693309783935,48000,0.0,
2010-04-13 00:00:00+00:00,8.710000038146973,8.75,8.710000038146973,7.296062469482422,36000,0.0,
2010-04-14 00:00:00+00:00,8.800000190734863,8.873332977294922,8.800000190734863,7.398904323577881,96000,0.0,
2010-04-15 00:00:00+00:00,8.899999618530273,8.94333267211914,8.899999618530273,7.457273006439209,3900,0.0,
2010-04-16 00:00:00+00:00,9.016667366027832,9.039999961853027,8.949999809265137,7.485071182250977,10200,0.0,
2010-04-19 00:00:00+00:00,8.970000267028809,8.970000267028809,8.84333324432373,7.401688575744629,16200,0.0,
2010-04-20 00:00:00+00:00,8.926667213439941,8.953332901000977,8.90666675567627,7.460054397583008,28200,0.0,
2010-04-21 00:00:00+00:00,8.973333358764648,8.993332862854004,8.973333358764648,7.498965263366699,2400,0.0,
2010-04-22 00:00:00+00:00,8.933333396911621,8.970000267028809,8.933333396911621,7.471169948577881,22200,0.0,
2010-04-23 00:00:00+00:00,9.020000457763672,9.08666706085205,9.020000457763672,7.576789855957031,3900,0.0,
2010-04-26 00:00:00+00:00,9.103333473205566,9.103333473205566,9.046667098999023,7.562892913818359,1200,0.0,
2010-04-27 00:00:00+00:00,9.006667137145996,9.006667137145996,8.930000305175781,7.446155548095703,30600,0.0,
2010-04-28 00:00:00+00:00,8.903332710266113,8.930000305175781,8.903332710266113,7.435039043426514,11100,0.0,
2010-04-29 00:00:00+00:00,9.006667137145996,9.006667137145996,9.006667137145996,7.510083198547363,900,0.0,
2010-04-30 00:00:00+00:00,9.07333278656006,9.07333278656006,8.893333435058594,7.421138286590576,9900,0.0,
2010-05-03 00:00:00+00:00,8.90666675567627,9.083333015441896,8.903332710266113,7.574009418487549,46500,0.0,
2010-05-04 00:00:00+00:00,8.963333129882812,8.99666690826416,8.936667442321777,7.45171308517456,9600,0.0,
2010-05-05 00:00:00+00:00,8.856666564941406,8.856666564941406,8.856666564941406,7.385007381439209,300,0.0,
2010-05-06 00:00:00+00:00,8.760000228881836,8.776666641235352,3.6666669845581055,7.129296779632568,78000,0.0,
2010-05-07 00:00:00+00:00,8.550000190734863,8.550000190734863,8.550000190734863,7.129296779632568,0,0.0,
2010-05-10 00:00:00+00:00,8.623332977294922,8.633333206176758,8.623332977294922,7.198785305023193,900,0.0,
2010-05-11 00:00:00+00:00,8.786666870117188,8.863332748413086,8.786666870117188,7.337754726409912,3000,0.0,
2010-05-12 00:00:00+00:00,8.869999885559082,8.896666526794434,8.833333015441895,7.418362617492676,9300,0.0,
2010-05-13 00:00:00+00:00,9.016667366027832,9.043333053588867,8.99666690826416,7.501743793487549,12600,0.0,
2010-05-14 00:00:00+00:00,8.923333168029785,8.923333168029785,8.923333168029785,7.440595149993896,1800,0.0,
2010-05-17 00:00:00+00:00,8.973333358764648,8.973333358764648,8.846667289733887,7.418362617492676,7200,0.0,
2010-05-18 00:00:00+00:00,9.0,9.0,8.876667022705078,7.401688575744629,19500,0.0,
2010-05-19 00:00:00+00:00,8.83666706085205,8.890000343322754,8.776666641235352,7.332199096679687,33900,0.0,
2010-05-20 00:00:00+00:00,8.44333267211914,8.69333267211914,8.44333267211914,7.137637615203857,40800,0.0,
2010-05-21 00:00:00+00:00,8.5600004196167,8.5600004196167,8.5600004196167,7.137637615203857,0,0.0,
2010-05-24 00:00:00+00:00,8.533332824707031,8.569999694824219,8.473333358764648,7.065370082855225,12900,0.0,
2010-05-25 00:00:00+00:00,8.329999923706055,8.393333435058594,8.329999923706055,6.998663425445557,900,0.0,
