date,DRV_Open,DRV_High,DRV_Low,DRV_Close,DRV_Volume,DRV_Dividends,DRV_Stock Splits
2009-07-16 00:00:00+00:00,310450.0,313150.0,288400.0,269397.375,0,0.0,
2009-07-17 00:00:00+00:00,312250.0,320150.0,310850.0,287790.3125,0,0.0,
2009-07-20 00:00:00+00:00,295900.0,301300.0,279250.0,257364.1875,0,0.0,
2009-07-21 00:00:00+00:00,276650.0,301600.0,276400.0,260841.484375,0,0.0,
2009-07-22 00:00:00+00:00,296550.0,296550.0,272500.0,258233.53125,0,0.0,
2009-07-23 00:00:00+00:00,281250.0,285200.0,240200.0,228768.15625,0,0.0,
2009-07-24 00:00:00+00:00,255050.0,263000.0,242350.0,223552.25,0,0.0,
2009-07-27 00:00:00+00:00,243950.0,249900.0,232350.0,213532.171875,11,0.0,
2009-07-28 00:00:00+00:00,238600.0,243600.0,232050.0,215133.578125,9,0.0,
2009-07-29 00:00:00+00:00,240000.0,248150.0,235500.0,222133.875,7,0.0,
2009-07-30 00:00:00+00:00,229800.0,231650.0,205300.0,198387.734375,13,0.0,
2009-07-31 00:00:00+00:00,217800.0,223200.0,211600.0,197564.15625,7,0.0,
2009-08-03 00:00:00+00:00,203050.0,215500.0,202450.0,187452.609375,7,0.0,
2009-08-04 00:00:00+00:00,209300.0,212450.0,167400.0,157758.5,36,0.0,
2009-08-05 00:00:00+00:00,172150.0,174650.0,149650.0,138633.5,34,0.0,
2009-08-06 00:00:00+00:00,145600.0,154700.0,134200.0,141470.21875,64,0.0,
2009-08-07 00:00:00+00:00,143600.0,151100.0,120150.0,118410.3984375,164,0.0,
2009-08-10 00:00:00+00:00,130850.0,142050.0,130450.0,126691.8125,52,0.0,
2009-08-11 00:00:00+00:00,142500.0,154750.0,141050.0,137581.140625,73,0.0,
2009-08-12 00:00:00+00:00,149500.0,149500.0,137400.0,133417.578125,89,0.0,
2009-08-13 00:00:00+00:00,141850.0,149700.0,140000.0,132044.96875,73,0.0,
2009-08-14 00:00:00+00:00,146050.0,158250.0,146050.0,135842.53125,38,0.0,
2009-08-17 00:00:00+00:00,165500.0,174550.0,164200.0,158078.796875,61,0.0,
2009-08-18 00:00:00+00:00,168400.0,173050.0,160350.0,152313.8125,45,0.0,
2009-08-19 00:00:00+00:00,174800.0,177850.0,167650.0,156157.1875,50,0.0,
2009-08-20 00:00:00+00:00,169700.0,170400.0,149000.0,136437.3125,56,0.0,
2009-08-21 00:00:00+00:00,143500.0,145300.0,128350.0,126280.015625,109,0.0,
2009-08-24 00:00:00+00:00,132450.0,141000.0,131850.0,127927.15625,47,0.0,
2009-08-25 00:00:00+00:00,135800.0,139250.0,131200.0,123260.2890625,52,0.0,
2009-08-26 00:00:00+00:00,135100.0,138900.0,132750.0,121613.140625,43,0.0,
2009-08-27 00:00:00+00:00,133350.0,141250.0,128400.0,118273.1171875,65,0.0,
2009-08-28 00:00:00+00:00,126100.0,132500.0,124450.0,115299.1484375,54,0.0,
2009-08-31 00:00:00+00:00,132550.0,135500.0,129000.0,120606.5625,52,0.0,
2009-09-01 00:00:00+00:00,134650.0,153200.0,131400.0,139685.796875,86,0.0,
2009-09-02 00:00:00+00:00,157200.0,161900.0,153200.0,148104.484375,95,0.0,
2009-09-03 00:00:00+00:00,155850.0,165100.0,151950.0,139136.78125,77,0.0,
2009-09-04 00:00:00+00:00,152300.0,160500.0,147300.0,134790.1875,53,0.0,
2009-09-08 00:00:00+00:00,140000.0,143400.0,131450.0,120835.34375,95,0.0,
2009-09-09 00:00:00+00:00,131650.0,134850.0,122550.0,112965.7265625,116,0.0,
2009-09-10 00:00:00+00:00,124200.0,129450.0,117750.0,107795.5546875,88,0.0,
2009-09-11 00:00:00+00:00,116000.0,123400.0,114500.0,109351.1796875,72,0.0,
2009-09-14 00:00:00+00:00,123000.0,124300.0,108050.0,99102.3671875,98,0.0,
2009-09-15 00:00:00+00:00,106100.0,112500.0,98400.0,94206.71875,184,0.0,
2009-09-16 00:00:00+00:00,100300.0,101450.0,90050.0,82905.5625,155,0.0,
2009-09-17 00:00:00+00:00,90850.0,95750.0,81150.0,83729.1484375,292,0.0,
2009-09-18 00:00:00+00:00,90200.0,96250.0,87650.0,83180.09375,151,0.0,
2009-09-21 00:00:00+00:00,95100.0,97350.0,92300.0,87206.4140625,184,0.0,
2009-09-22 00:00:00+00:00,92300.0,93300.0,86000.0,78925.0078125,179,0.0,
2009-09-23 00:00:00+00:00,85350.0,96050.0,85200.0,87618.1875,259,0.0,
2009-09-24 00:00:00+00:00,93650.0,107650.0,92500.0,96906.203125,442,0.0,
2009-09-25 00:00:00+00:00,108250.0,111000.0,101250.0,96219.875,383,0.0,
2009-09-28 00:00:00+00:00,102700.0,103750.0,91450.0,83912.1484375,304,0.0,
2009-09-29 00:00:00+00:00,91400.0,97000.0,88850.0,87801.21875,234,0.0,
2009-09-30 00:00:00+00:00,94300.0,102950.0,93350.0,90271.8984375,406,0.0,
2009-10-01 00:00:00+00:00,99750.0,111950.0,99250.0,101984.84375,349,0.0,
2009-10-02 00:00:00+00:00,120250.0,120300.0,104800.0,104867.3125,396,0.0,
2009-10-05 00:00:00+00:00,110700.0,113600.0,104000.0,96311.3828125,261,0.0,
2009-10-06 00:00:00+00:00,101900.0,110000.0,98000.0,96128.3671875,392,0.0,
2009-10-07 00:00:00+00:00,106850.0,110450.0,103350.0,97043.4453125,225,0.0,
2009-10-08 00:00:00+00:00,102050.0,103700.0,97400.0,91644.5234375,339,0.0,
2009-10-09 00:00:00+00:00,101500.0,104000.0,97200.0,89311.078125,239,0.0,
2009-10-12 00:00:00+00:00,95500.0,99250.0,94250.0,89402.59375,183,0.0,
2009-10-13 00:00:00+00:00,99700.0,104300.0,98400.0,93566.1640625,223,0.0,
2009-10-14 00:00:00+00:00,96000.0,98050.0,89500.0,82585.3046875,365,0.0,
2009-10-15 00:00:00+00:00,93300.0,94500.0,91900.0,84918.734375,249,0.0,
2009-10-16 00:00:00+00:00,96800.0,100850.0,95800.0,91324.25,274,0.0,
2009-10-19 00:00:00+00:00,98400.0,99900.0,93100.0,85879.5625,382,0.0,
2009-10-20 00:00:00+00:00,94050.0,100350.0,94000.0,91003.96875,306,0.0,
2009-10-21 00:00:00+00:00,100950.0,103400.0,94300.0,94160.9609375,410,0.0,
2009-10-22 00:00:00+00:00,102650.0,107400.0,94350.0,86520.109375,569,0.0,
2009-10-23 00:00:00+00:00,93850.0,99350.0,93300.0,89494.109375,432,0.0,
2009-10-26 00:00:00+00:00,98050.0,99250.0,90750.0,90271.8984375,635,0.0,
2009-10-27 00:00:00+00:00,98500.0,104200.0,97050.0,94343.984375,452,0.0,
2009-10-28 00:00:00+00:00,105450.0,116450.0,100300.0,106056.9140625,463,0.0,
2009-10-29 00:00:00+00:00,110000.0,111700.0,98650.0,91507.28125,538,0.0,
2009-10-30 00:00:00+00:00,102050.0,112550.0,100100.0,96448.65625,737,0.0,
2009-11-02 00:00:00+00:00,103600.0,114200.0,97850.0,95670.828125,701,0.0,
2009-11-03 00:00:00+00:00,109600.0,109800.0,99800.0,91461.5078125,479,0.0,
2009-11-04 00:00:00+00:00,96400.0,106800.0,95500.0,97684.0,479,0.0,
2009-11-05 00:00:00+00:00,103800.0,106000.0,98950.0,91415.7421875,462,0.0,
2009-11-06 00:00:00+00:00,104700.0,106900.0,99750.0,95167.5625,468,0.0,
2009-11-09 00:00:00+00:00,99900.0,101250.0,88950.0,81532.9609375,749,0.0,
2009-11-10 00:00:00+00:00,90700.0,95000.0,89150.0,83225.859375,655,0.0,
