date,SIJ_Open,SIJ_High,SIJ_Low,SIJ_Close,SIJ_Volume,SIJ_Dividends,SIJ_Stock Splits
2007-02-01 00:00:00+00:00,4315.52001953125,4316.7998046875,4315.52001953125,2119.564697265625,6,0.0,
2007-02-02 00:00:00+00:00,4316.7998046875,4316.7998046875,4316.7998046875,2119.564697265625,0,0.0,
2007-02-05 00:00:00+00:00,4316.7998046875,4316.7998046875,4316.7998046875,2119.564697265625,0,0.0,
2007-02-06 00:00:00+00:00,4316.7998046875,4316.7998046875,4316.7998046875,2119.564697265625,0,0.0,
2007-02-07 00:00:00+00:00,4316.7998046875,4316.7998046875,4316.7998046875,2119.564697265625,0,0.0,
2007-02-08 00:00:00+00:00,4293.1201171875,4293.1201171875,4293.1201171875,2107.9375,78,0.0,
2007-02-09 00:00:00+00:00,4313.60009765625,4361.60009765625,4313.60009765625,2141.561767578125,83,0.0,
2007-02-12 00:00:00+00:00,4361.60009765625,4361.60009765625,4361.60009765625,2141.561767578125,0,0.0,
2007-02-13 00:00:00+00:00,4324.47998046875,4332.7998046875,4305.27978515625,2113.908203125,23,0.0,
2007-02-14 00:00:00+00:00,4243.2001953125,4243.2001953125,4169.60009765625,2047.288818359375,9,0.0,
2007-02-15 00:00:00+00:00,4152.9599609375,4152.9599609375,4152.9599609375,2039.1182861328125,3,0.0,
2007-02-16 00:00:00+00:00,4171.52001953125,4171.52001953125,4171.52001953125,2048.231689453125,5,0.0,
2007-02-20 00:00:00+00:00,4179.2001953125,4187.52001953125,4179.2001953125,2053.57373046875,94,0.0,
2007-02-21 00:00:00+00:00,4182.39990234375,4182.39990234375,4182.39990234375,2053.57373046875,0,0.0,
2007-02-22 00:00:00+00:00,4182.39990234375,4182.39990234375,4182.39990234375,2053.57373046875,0,0.0,
2007-02-23 00:00:00+00:00,4186.8798828125,4186.8798828125,4185.60009765625,2055.773681640625,47,0.0,
2007-02-26 00:00:00+00:00,4185.60009765625,4185.60009765625,4185.60009765625,2055.14501953125,6,0.0,
2007-02-27 00:00:00+00:00,4280.9599609375,4476.16015625,4280.9599609375,2189.954833984375,491,0.0,
2007-02-28 00:00:00+00:00,4480.0,4480.0,4403.2001953125,2161.987060546875,27,0.0,
2007-03-01 00:00:00+00:00,4612.47998046875,4612.47998046875,4452.47998046875,2186.183837890625,13,0.0,
2007-03-02 00:00:00+00:00,4473.60009765625,4608.0,4454.39990234375,2232.69189453125,164,0.0,
2007-03-05 00:00:00+00:00,4627.2001953125,4649.60009765625,4517.759765625,2252.488525390625,41,0.0,
2007-03-06 00:00:00+00:00,4587.52001953125,4587.52001953125,4587.52001953125,2252.488525390625,0,0.0,
2007-03-07 00:00:00+00:00,4587.52001953125,4587.52001953125,4587.52001953125,2252.488525390625,0,0.0,
2007-03-08 00:00:00+00:00,4587.52001953125,4587.52001953125,4587.52001953125,2252.488525390625,0,0.0,
2007-03-09 00:00:00+00:00,4419.2001953125,4488.9599609375,4417.27978515625,2204.095947265625,63,0.0,
2007-03-12 00:00:00+00:00,4394.8798828125,4394.8798828125,4394.8798828125,2157.90185546875,23,0.0,
