date,SKF_Open,SKF_High,SKF_Low,SKF_Close,SKF_Volume,SKF_Dividends,SKF_Stock Splits
2007-02-01 00:00:00+00:00,4401.27978515625,4403.2001953125,4390.39990234375,3949.828125,5,0.0,
2007-02-02 00:00:00+00:00,4390.39990234375,4390.39990234375,4390.39990234375,3949.828125,0,0.0,
2007-02-05 00:00:00+00:00,4377.60009765625,4377.60009765625,4365.43994140625,3927.372314453125,52,0.0,
2007-02-06 00:00:00+00:00,4314.240234375,4314.240234375,4311.0400390625,3878.431884765625,17,0.0,
2007-02-07 00:00:00+00:00,4271.35986328125,4271.35986328125,4271.35986328125,3842.733154296875,2,0.0,
2007-02-08 00:00:00+00:00,4326.39990234375,4331.52001953125,4304.64013671875,3885.916259765625,108,0.0,
2007-02-09 00:00:00+00:00,4288.0,4440.31982421875,4288.0,3964.222412109375,211,0.0,
2007-02-12 00:00:00+00:00,4443.52001953125,4458.240234375,4429.43994140625,3997.61767578125,91,0.0,
2007-02-13 00:00:00+00:00,4417.27978515625,4417.27978515625,4370.56005859375,3936.009033203125,173,0.0,
2007-02-14 00:00:00+00:00,4291.2001953125,4302.72021484375,4288.64013671875,3863.461181640625,91,0.0,
2007-02-15 00:00:00+00:00,4291.2001953125,4302.080078125,4290.56005859375,3866.917236328125,19,0.0,
2007-02-16 00:00:00+00:00,4316.7998046875,4316.7998046875,4305.27978515625,3873.2490234375,11,0.0,
2007-02-20 00:00:00+00:00,4322.56005859375,4326.39990234375,4247.68017578125,3821.4296875,56,0.0,
2007-02-21 00:00:00+00:00,4290.56005859375,4295.0400390625,4261.759765625,3834.095703125,39,0.0,
2007-02-22 00:00:00+00:00,4264.31982421875,4327.0400390625,4264.31982421875,3886.49267578125,119,0.0,
2007-02-23 00:00:00+00:00,4349.43994140625,4423.0400390625,4349.43994140625,3958.4638671875,163,0.0,
2007-02-26 00:00:00+00:00,4389.1201171875,4513.27978515625,4389.1201171875,4028.7099609375,183,0.0,
2007-02-27 00:00:00+00:00,4550.39990234375,4924.7998046875,4483.2001953125,4301.62646484375,2578,0.0,
2007-02-28 00:00:00+00:00,4768.0,4864.64013671875,4672.0,4265.353515625,1030,0.0,
2007-03-01 00:00:00+00:00,4940.7998046875,4966.39990234375,4693.1201171875,4278.59521484375,636,0.0,
2007-03-02 00:00:00+00:00,4758.39990234375,4864.0,4748.7998046875,4375.9033203125,338,0.0,
2007-03-05 00:00:00+00:00,4985.60009765625,5119.35986328125,4867.2001953125,4521.57421875,1336,0.0,
2007-03-06 00:00:00+00:00,4883.2001953125,4942.080078125,4808.9599609375,4344.234375,534,0.0,
2007-03-07 00:00:00+00:00,4844.7998046875,4890.240234375,4804.47998046875,4384.5390625,466,0.0,
2007-03-08 00:00:00+00:00,4780.7998046875,4808.9599609375,4719.35986328125,4324.08251953125,1142,0.0,
2007-03-09 00:00:00+00:00,4724.47998046875,4816.0,4724.47998046875,4283.20263671875,392,0.0,
2007-03-12 00:00:00+00:00,4806.39990234375,4850.56005859375,4774.39990234375,4309.11279296875,591,0.0,
2007-03-13 00:00:00+00:00,4864.0,5100.7998046875,4863.35986328125,4587.78857421875,1677,0.0,
2007-03-14 00:00:00+00:00,5120.0,5261.43994140625,4992.0,4516.3935546875,2645,0.0,
2007-03-15 00:00:00+00:00,5040.0,5040.0,4872.9599609375,4439.8134765625,905,0.0,
2007-03-16 00:00:00+00:00,4928.0,5015.68017578125,4873.60009765625,4480.11767578125,1472,0.0,
2007-03-19 00:00:00+00:00,4928.64013671875,4966.39990234375,4864.64013671875,4405.26708984375,923,0.0,
2007-03-20 00:00:00+00:00,4868.47998046875,4885.1201171875,4787.83984375,4336.75,717,0.0,
2007-03-21 00:00:00+00:00,4775.68017578125,4823.0400390625,4500.47998046875,4126.01513671875,1139,0.0,
2007-03-22 00:00:00+00:00,4570.8798828125,4662.39990234375,4544.0,4178.986328125,1277,0.0,
2007-03-23 00:00:00+00:00,4637.43994140625,4654.72021484375,4582.39990234375,4162.8642578125,486,0.0,
2007-03-26 00:00:00+00:00,4643.2001953125,4757.759765625,4643.2001953125,4211.806640625,766,0.0,
2007-03-27 00:00:00+00:00,4730.8798828125,4775.68017578125,4716.16015625,4287.232421875,552,0.0,
2007-03-28 00:00:00+00:00,4832.0,4880.64013671875,4782.72021484375,4360.35595703125,1123,0.0,
2007-03-29 00:00:00+00:00,4793.60009765625,4880.64013671875,4768.64013671875,4328.68798828125,809,0.0,
2007-03-30 00:00:00+00:00,4816.0,4885.1201171875,4744.31982421875,4335.5986328125,709,0.0,
2007-04-02 00:00:00+00:00,4864.0,4918.39990234375,4856.9599609375,4386.84375,538,0.0,
2007-04-03 00:00:00+00:00,4812.16015625,4812.16015625,4736.0,4280.89892578125,956,0.0,
2007-04-04 00:00:00+00:00,4739.2001953125,4796.7998046875,4736.0,4301.0517578125,272,0.0,
2007-04-05 00:00:00+00:00,4791.0400390625,4801.27978515625,4738.56005859375,4289.5361328125,244,0.0,
