date,POWI_Open,POWI_High,POWI_Low,POWI_Close,POWI_Volume,POWI_Dividends,POWI_Stock Splits
1997-12-12 00:00:00+00:00,2.125,2.1875,2.03125,1.800676941871643,8884800,0.0,
1997-12-15 00:00:00+00:00,2.0625,2.0625,2.0,1.7729743719100952,2830000,0.0,
1997-12-16 00:00:00+00:00,2.0,2.109375,2.0,1.8560832738876345,1315600,0.0,
1997-12-17 00:00:00+00:00,2.03125,2.1875,2.03125,1.8560832738876345,1245600,0.0,
1997-12-18 00:00:00+00:00,2.0625,2.125,2.0,1.8560832738876345,1242400,0.0,
1997-12-19 00:00:00+00:00,2.0625,2.15625,2.0625,1.9114881753921509,464000,0.0,
1997-12-22 00:00:00+00:00,2.15625,2.265625,2.09375,1.966894268989563,258000,0.0,
1997-12-23 00:00:00+00:00,2.25,2.25,2.1875,1.966894268989563,403600,0.0,
1997-12-24 00:00:00+00:00,2.25,2.25,2.21875,1.966894268989563,12000,0.0,
1997-12-26 00:00:00+00:00,2.21875,2.28125,2.21875,2.022299289703369,53200,0.0,
1997-12-29 00:00:00+00:00,2.34375,2.34375,2.21875,1.9945964813232424,90400,0.0,
1997-12-30 00:00:00+00:00,2.3125,2.3125,2.21875,1.966894268989563,18400,0.0,
1997-12-31 00:00:00+00:00,2.21875,2.375,2.21875,2.050001859664917,306800,0.0,
1998-01-02 00:00:00+00:00,2.375,2.375,2.3125,2.105407953262329,66400,0.0,
1998-01-05 00:00:00+00:00,2.375,2.375,2.234375,2.0777034759521484,176800,0.0,
1998-01-06 00:00:00+00:00,2.34375,2.375,2.25,2.0777034759521484,890000,0.0,
1998-01-07 00:00:00+00:00,2.5,2.53125,2.3125,2.1192588806152344,1619600,0.0,
1998-01-08 00:00:00+00:00,2.40625,2.59375,2.375,2.2439205646514893,524800,0.0,
1998-01-09 00:00:00+00:00,2.59375,2.59375,2.34375,2.1469619274139404,1054000,0.0,
1998-01-12 00:00:00+00:00,2.40625,2.4375,2.34375,2.1608126163482666,300000,0.0,
1998-01-13 00:00:00+00:00,2.46875,2.59375,2.46875,2.271623373031616,420800,0.0,
1998-01-14 00:00:00+00:00,2.5625,2.59375,2.46875,2.2439205646514893,255600,0.0,
1998-01-15 00:00:00+00:00,2.53125,2.5625,2.5,2.216217517852783,298800,0.0,
1998-01-16 00:00:00+00:00,2.53125,2.53125,2.4375,2.1608126163482666,1328400,0.0,
1998-01-20 00:00:00+00:00,2.484375,2.59375,2.4375,2.271623373031616,1277600,0.0,
1998-01-21 00:00:00+00:00,2.625,3.03125,2.625,2.673312902450561,2745200,0.0,
1998-01-22 00:00:00+00:00,2.96875,2.96875,2.8125,2.5486507415771484,1191600,0.0,
1998-01-23 00:00:00+00:00,3.1875,3.25,2.765625,2.4932453632354736,3073600,0.0,
1998-01-26 00:00:00+00:00,2.84375,2.84375,2.59375,2.327028274536133,1843200,0.0,
1998-01-27 00:00:00+00:00,2.625,2.71875,2.59375,2.3824350833892822,1787200,0.0,
1998-01-28 00:00:00+00:00,2.6875,2.90625,2.6875,2.520948886871338,1597200,0.0,
1998-01-29 00:00:00+00:00,2.875,3.21875,2.84375,2.687164545059204,1796800,0.0,
1998-01-30 00:00:00+00:00,3.03125,3.125,3.03125,2.714866876602173,218400,0.0,
1998-02-02 00:00:00+00:00,3.078125,3.25,3.0625,2.7702724933624268,1084400,0.0,
1998-02-03 00:00:00+00:00,3.125,3.1875,3.0,2.687164545059204,526000,0.0,
1998-02-04 00:00:00+00:00,3.03125,3.0625,3.03125,2.687164545059204,380800,0.0,
1998-02-05 00:00:00+00:00,3.09375,3.34375,3.03125,2.8810842037200928,1356800,0.0,
1998-02-06 00:00:00+00:00,3.3125,3.3125,3.15625,2.839528799057007,606400,0.0,
1998-02-09 00:00:00+00:00,3.25,3.25,3.125,2.797975778579712,339200,0.0,
1998-02-10 00:00:00+00:00,3.1875,3.1875,3.0625,2.742570638656616,392000,0.0,
1998-02-11 00:00:00+00:00,3.125,3.53125,3.09375,3.102704763412476,1722000,0.0,
1998-02-12 00:00:00+00:00,3.453125,3.53125,3.3125,3.102704763412476,1340400,0.0,
1998-02-13 00:00:00+00:00,3.5,3.625,3.46875,3.1442604064941406,563200,0.0,
1998-02-17 00:00:00+00:00,3.8125,3.8125,3.5625,3.158110380172729,2099600,0.0,
1998-02-18 00:00:00+00:00,3.578125,3.625,3.390625,3.0473008155822754,774000,0.0,
1998-02-19 00:00:00+00:00,3.46875,3.46875,3.3125,3.019596576690674,1023600,0.0,
1998-02-20 00:00:00+00:00,3.421875,3.484375,3.40625,3.033447742462158,1050400,0.0,
1998-02-23 00:00:00+00:00,3.421875,3.5,3.375,3.061151027679444,780800,0.0,
1998-02-24 00:00:00+00:00,3.453125,3.5,3.421875,3.0473008155822754,357200,0.0,
1998-02-25 00:00:00+00:00,3.46875,3.46875,3.375,3.019596576690674,654000,0.0,
1998-02-26 00:00:00+00:00,3.40625,3.40625,3.15625,2.8533811569213867,1293600,0.0,
1998-02-27 00:00:00+00:00,3.21875,3.3125,3.21875,2.8949344158172607,255600,0.0,
1998-03-02 00:00:00+00:00,3.21875,3.265625,3.1875,2.8533811569213867,331200,0.0,
1998-03-03 00:00:00+00:00,3.25,3.25,3.15625,2.8533811569213867,191600,0.0,
1998-03-04 00:00:00+00:00,3.21875,3.21875,3.0625,2.797975778579712,549200,0.0,
1998-03-05 00:00:00+00:00,3.140625,3.140625,2.9375,2.659461736679077,589600,0.0,
1998-03-06 00:00:00+00:00,3.0,3.0,2.75,2.5763535499572754,501600,0.0,
1998-03-09 00:00:00+00:00,2.90625,2.9375,2.75,2.4932453632354736,772000,0.0,
