date,EFG_Open,EFG_High,EFG_Low,EFG_Close,EFG_Volume,EFG_Dividends,EFG_Stock Splits
2005-08-05 00:00:00+00:00,51.04999923706055,51.209999084472656,51.04999923706055,36.69063568115234,2300,0.0,
2005-08-08 00:00:00+00:00,51.5,51.52000045776367,51.45000076293945,36.862579345703125,600,0.0,
2005-08-09 00:00:00+00:00,51.7599983215332,51.959999084472656,51.7599983215332,37.20649719238281,5100,0.0,
2005-08-10 00:00:00+00:00,52.45000076293945,52.65999984741211,52.31999969482422,37.48591613769531,8900,0.0,
2005-08-11 00:00:00+00:00,52.900001525878906,53.209999084472656,52.900001525878906,38.12358093261719,2100,0.0,
2005-08-12 00:00:00+00:00,52.84999847412109,53.02000045776367,52.790000915527344,37.97312545776367,19100,0.0,
2005-08-15 00:00:00+00:00,52.790000915527344,53.06999969482422,52.790000915527344,38.0161018371582,12900,0.0,
2005-08-16 00:00:00+00:00,52.77000045776367,52.77000045776367,52.5,37.62204360961914,2200,0.0,
2005-08-17 00:00:00+00:00,52.380001068115234,52.459999084472656,52.380001068115234,37.54322814941406,1000,0.0,
2005-08-18 00:00:00+00:00,51.88999938964844,51.959999084472656,51.86000061035156,37.22798538208008,3400,0.0,
2005-08-19 00:00:00+00:00,52.150001525878906,52.22999954223633,52.150001525878906,37.421424865722656,2900,0.0,
2005-08-22 00:00:00+00:00,52.84999847412109,52.84999847412109,52.650001525878906,37.75100326538086,1500,0.0,
2005-08-23 00:00:00+00:00,52.52000045776367,52.58000183105469,52.5,37.61488342285156,2000,0.0,
2005-08-24 00:00:00+00:00,52.34999847412109,52.470001220703125,52.20000076293945,37.399940490722656,2100,0.0,
2005-08-25 00:00:00+00:00,52.16999816894531,52.27999877929688,52.16999816894531,37.399940490722656,2300,0.0,
2005-08-26 00:00:00+00:00,52.09000015258789,52.09000015258789,51.93000030517578,37.25663375854492,1300,0.0,
2005-08-29 00:00:00+00:00,51.7400016784668,51.91999816894531,51.720001220703125,37.1993293762207,42700,0.0,
2005-08-30 00:00:00+00:00,51.7400016784668,51.75,51.61000061035156,36.99871063232422,4800,0.0,
2005-08-31 00:00:00+00:00,51.91999816894531,52.54999923706055,51.91999816894531,37.65071105957031,2200,0.0,
2005-09-01 00:00:00+00:00,53.18000030517578,53.43000030517578,53.16999816894531,38.25971984863281,6300,0.0,
2005-09-02 00:00:00+00:00,53.5099983215332,53.65999984741211,53.5099983215332,38.445987701416016,5300,0.0,
2005-09-06 00:00:00+00:00,54.0,54.040000915527344,53.880001068115234,38.70391845703125,2100,0.0,
2005-09-07 00:00:00+00:00,53.810001373291016,53.93999862670898,53.72999954223633,38.54629898071289,19100,0.0,
2005-09-08 00:00:00+00:00,53.650001525878906,53.650001525878906,53.52000045776367,38.35284805297852,3300,0.0,
2005-09-09 00:00:00+00:00,53.970001220703125,54.22999954223633,53.95000076293945,38.854373931884766,3700,0.0,
2005-09-12 00:00:00+00:00,53.97999954223633,54.0,53.86000061035156,38.639434814453125,2400,0.0,
2005-09-13 00:00:00+00:00,53.630001068115234,53.630001068115234,53.540000915527344,38.37435150146485,4500,0.0,
2005-09-14 00:00:00+00:00,53.83000183105469,53.880001068115234,53.58000183105469,38.4101676940918,30000,0.0,
2005-09-15 00:00:00+00:00,53.68000030517578,53.68000030517578,53.56999969482422,38.38150405883789,1200,0.0,
2005-09-16 00:00:00+00:00,53.88999938964844,54.06999969482422,53.84999847412109,38.73974609375,14000,0.0,
2005-09-19 00:00:00+00:00,53.84000015258789,53.84000015258789,53.63999938964844,38.48181915283203,3700,0.0,
2005-09-20 00:00:00+00:00,54.02000045776367,54.02000045776367,53.56999969482422,38.40299606323242,5700,0.0,
2005-09-21 00:00:00+00:00,53.68000030517578,53.68000030517578,53.61000061035156,38.41733169555664,3000,0.0,
2005-09-22 00:00:00+00:00,53.5099983215332,53.5099983215332,53.34999847412109,38.24536895751953,5300,0.0,
2005-09-23 00:00:00+00:00,53.29999923706055,53.34999847412109,53.16999816894531,38.09492111206055,5700,0.0,
2005-09-26 00:00:00+00:00,53.7400016784668,53.90999984741211,53.720001220703125,38.61077880859375,3400,0.0,
2005-09-27 00:00:00+00:00,53.52000045776367,53.56999969482422,53.45000076293945,38.37435150146485,3400,0.0,
