date,VWOB_Open,VWOB_High,VWOB_Low,VWOB_Close,VWOB_Volume,VWOB_Dividends,VWOB_Stock Splits
2013-06-04 00:00:00+00:00,80.1500015258789,80.1500015258789,79.83999633789062,47.84272766113281,12300,0.0,
2013-06-05 00:00:00+00:00,79.86000061035156,79.86000061035156,79.33000183105469,47.51926040649414,25400,0.0,
2013-06-06 00:00:00+00:00,79.56999969482422,79.56999969482422,78.5999984741211,47.26767349243164,56800,0.0,
2013-06-07 00:00:00+00:00,79.0,79.0,78.1500015258789,47.03405380249024,45900,0.0,
2013-06-10 00:00:00+00:00,78.73999786376953,78.73999786376953,77.41999816894531,46.57283020019531,81000,0.0,
2013-06-11 00:00:00+00:00,77.26000213623047,77.26000213623047,76.20999908447266,45.82409286499024,33500,0.0,
2013-06-12 00:00:00+00:00,78.30999755859375,78.30999755859375,77.5,46.42307662963867,7300,0.0,
2013-06-13 00:00:00+00:00,77.98999786376953,78.23999786376953,77.6500015258789,46.86636734008789,108500,0.0,
2013-06-14 00:00:00+00:00,78.63999938964844,79.30000305175781,78.63999938964844,47.417457580566406,31100,0.0,
2013-06-17 00:00:00+00:00,79.75,79.75,78.72000122070312,47.15385055541992,14500,0.0,
2013-06-18 00:00:00+00:00,78.58999633789062,78.58999633789062,78.11000061035156,46.788482666015625,9600,0.0,
2013-06-19 00:00:00+00:00,78.36000061035156,78.41999816894531,77.01000213623047,46.24937057495117,11300,0.0,
2013-06-20 00:00:00+00:00,77.5,77.5,75.3499984741211,45.21909332275391,21400,0.0,
2013-06-21 00:00:00+00:00,76.80000305175781,76.80000305175781,74.9000015258789,45.05734252929688,57800,0.0,
2013-06-24 00:00:00+00:00,75.75,75.75,73.48999786376953,44.602081298828125,30200,0.0,
2013-06-25 00:00:00+00:00,74.69999694824219,75.0,74.5,44.679954528808594,5300,0.0,
2013-06-26 00:00:00+00:00,75.19999694824219,75.19999694824219,74.91000366210938,44.87165832519531,4100,0.0,
2013-06-27 00:00:00+00:00,75.98999786376953,76.0,75.63999938964844,45.44669342041016,10700,0.0,
2013-06-28 00:00:00+00:00,75.29000091552734,76.04000091552734,75.29000091552734,45.54254913330078,26400,0.0,
2013-07-01 00:00:00+00:00,75.95999908447266,76.4000015258789,75.95999908447266,45.87821578979492,11500,0.189,
2013-07-02 00:00:00+00:00,76.9000015258789,76.9000015258789,76.54000091552734,45.9622802734375,14900,0.0,
2013-07-03 00:00:00+00:00,77.12000274658203,77.12000274658203,76.47000122070312,45.9622802734375,8600,0.0,
2013-07-05 00:00:00+00:00,76.55000305175781,76.55000305175781,75.54000091552734,45.44585418701172,13400,0.0,
2013-07-08 00:00:00+00:00,75.9800033569336,75.9800033569336,75.51000213623047,45.54795455932617,25000,0.0,
2013-07-09 00:00:00+00:00,76.2300033569336,76.4000015258789,76.0,45.81816101074219,2800,0.0,
2013-07-10 00:00:00+00:00,76.48999786376953,76.48999786376953,75.87000274658203,45.55995559692383,15100,0.0,
2013-07-11 00:00:00+00:00,76.0,76.79000091552734,76.0,46.0223503112793,149000,0.0,
2013-07-12 00:00:00+00:00,76.94999694824219,76.94999694824219,75.80000305175781,45.78814697265625,17000,0.0,
2013-07-15 00:00:00+00:00,77.18000030517578,77.18000030517578,76.47000122070312,46.01033782958984,21800,0.0,
2013-07-16 00:00:00+00:00,77.13999938964844,77.5,76.80999755859375,46.166465759277344,8300,0.0,
2013-07-17 00:00:00+00:00,77.26000213623047,77.26000213623047,77.01000213623047,46.38262939453125,12000,0.0,
2013-07-18 00:00:00+00:00,77.69999694824219,77.80999755859375,77.54000091552734,46.68888473510742,7800,0.0,
2013-07-19 00:00:00+00:00,77.79000091552734,77.80999755859375,77.69999694824219,46.71291732788086,9200,0.0,
2013-07-22 00:00:00+00:00,78.05000305175781,78.19999694824219,77.80000305175781,46.802978515625,151700,0.0,
2013-07-23 00:00:00+00:00,77.97000122070312,77.9800033569336,77.69999694824219,46.706912994384766,27700,0.0,
2013-07-24 00:00:00+00:00,77.72000122070312,77.72000122070312,77.33999633789062,46.44268798828125,9400,0.0,
2013-07-25 00:00:00+00:00,77.30999755859375,77.30999755859375,77.01000213623047,46.37663269042969,5800,0.0,
2013-07-26 00:00:00+00:00,77.5,77.5,77.12999725341797,46.40065383911133,46500,0.0,
2013-07-29 00:00:00+00:00,77.44999694824219,77.44999694824219,77.12999725341797,46.31656265258789,7000,0.0,
2013-07-30 00:00:00+00:00,76.9000015258789,77.25,76.87000274658203,46.31058120727539,8200,0.0,
2013-07-31 00:00:00+00:00,77.3499984741211,77.3499984741211,76.63999938964844,46.04634475708008,10000,0.0,
2013-08-01 00:00:00+00:00,76.55999755859375,76.77999877929688,76.5199966430664,46.10722732543945,3600,0.261,
2013-08-02 00:00:00+00:00,76.75,76.83000183105469,76.5199966430664,46.21565628051758,10100,0.0,
2013-08-05 00:00:00+00:00,76.51000213623047,76.80000305175781,76.47000122070312,46.2397689819336,11400,0.0,
2013-08-06 00:00:00+00:00,76.66000366210938,76.66000366210938,76.44999694824219,46.15542984008789,5900,0.0,
2013-08-07 00:00:00+00:00,76.7699966430664,76.7699966430664,76.30999755859375,46.07106018066406,13100,0.0,
2013-08-08 00:00:00+00:00,76.55000305175781,76.7300033569336,76.5,46.23377227783203,5400,0.0,
2013-08-09 00:00:00+00:00,76.5999984741211,76.79000091552734,76.5999984741211,46.26993179321289,16200,0.0,
2013-08-12 00:00:00+00:00,76.79000091552734,76.79000091552734,76.72000122070312,46.26993179321289,3100,0.0,
2013-08-13 00:00:00+00:00,76.56999969482422,76.63999938964844,76.47000122070312,46.07709884643555,6000,0.0,
2013-08-14 00:00:00+00:00,76.5999984741211,76.5999984741211,76.51000213623047,46.13733673095703,6100,0.0,
2013-08-15 00:00:00+00:00,76.25,76.25,76.19999694824219,45.92644500732422,7600,0.0,
2013-08-16 00:00:00+00:00,76.27999877929688,76.27999877929688,75.9000015258789,45.82401657104492,10400,0.0,
2013-08-19 00:00:00+00:00,75.75,75.75,74.9800033569336,45.17929458618164,43600,0.0,
