date,EPM_Open,EPM_High,EPM_Low,EPM_Close,EPM_Volume,EPM_Dividends,EPM_Stock Splits
1996-04-11 00:00:00+00:00,24500.0,24500.0,18500.0,10696.54296875,4,0.0,
1996-04-12 00:00:00+00:00,19000.0,19000.0,18500.0,10985.6376953125,2,0.0,
1996-04-15 00:00:00+00:00,18000.0,18000.0,17624.0,10190.0458984375,0,0.0,
1996-04-16 00:00:00+00:00,18000.0,18000.0,18000.0,10407.443359375,3,0.0,
1996-04-17 00:00:00+00:00,19000.0,19000.0,18500.0,10696.54296875,0,0.0,
1996-04-18 00:00:00+00:00,19000.0,19000.0,19000.0,10985.6376953125,0,0.0,
1996-04-19 00:00:00+00:00,19000.0,19000.0,19000.0,10985.6376953125,0,0.0,
1996-04-22 00:00:00+00:00,19000.0,19000.0,19000.0,10985.6376953125,1,0.0,
1996-04-23 00:00:00+00:00,19000.0,19000.0,19000.0,10985.6376953125,0,0.0,
1996-04-24 00:00:00+00:00,19000.0,19000.0,19000.0,10985.6376953125,0,0.0,
1996-04-25 00:00:00+00:00,19000.0,19000.0,19000.0,10985.6376953125,0,0.0,
1996-04-26 00:00:00+00:00,19000.0,19000.0,19000.0,10985.6376953125,0,0.0,
1996-04-29 00:00:00+00:00,19000.0,19000.0,17500.0,10118.3466796875,1,0.0,
1996-04-30 00:00:00+00:00,17500.0,17500.0,17500.0,10118.3466796875,1,0.0,
1996-05-01 00:00:00+00:00,17500.0,17500.0,17500.0,10118.3466796875,0,0.0,
1996-05-02 00:00:00+00:00,17500.0,17500.0,17500.0,10118.3466796875,0,0.0,
1996-05-03 00:00:00+00:00,19000.0,19000.0,19000.0,10985.6376953125,0,0.0,
1996-05-06 00:00:00+00:00,19000.0,19000.0,19000.0,10985.6376953125,0,0.0,
1996-05-07 00:00:00+00:00,19000.0,19000.0,19000.0,10985.6376953125,0,0.0,
1996-05-08 00:00:00+00:00,16000.0,16000.0,16000.0,9251.0625,0,0.0,
1996-05-09 00:00:00+00:00,16000.0,16000.0,16000.0,9251.0625,0,0.0,
1996-05-10 00:00:00+00:00,16000.0,16000.0,16000.0,9251.0625,0,0.0,
1996-05-13 00:00:00+00:00,16000.0,16000.0,16000.0,9251.0625,0,0.0,
1996-05-14 00:00:00+00:00,16500.0,17252.0,16500.0,9974.9560546875,1,0.0,
1996-05-15 00:00:00+00:00,16500.0,17000.0,16500.0,9829.2509765625,4,0.0,
1996-05-16 00:00:00+00:00,18500.0,18500.0,16500.0,9540.1572265625,1,0.0,
1996-05-17 00:00:00+00:00,16500.0,16500.0,16500.0,9540.1572265625,1,0.0,
1996-05-20 00:00:00+00:00,18500.0,18500.0,18500.0,10696.54296875,0,0.0,
1996-05-21 00:00:00+00:00,18500.0,18500.0,18500.0,10696.54296875,0,0.0,
1996-05-22 00:00:00+00:00,18000.0,18000.0,18000.0,10407.443359375,1,0.0,
1996-05-23 00:00:00+00:00,18000.0,18000.0,18000.0,10407.443359375,0,0.0,
1996-05-24 00:00:00+00:00,18500.0,18500.0,17752.0,10264.0517578125,1,0.0,
1996-05-28 00:00:00+00:00,18500.0,18500.0,17000.0,9829.2509765625,1,0.0,
1996-05-29 00:00:00+00:00,17000.0,17000.0,17000.0,9829.2509765625,0,0.0,
1996-05-30 00:00:00+00:00,17000.0,17000.0,17000.0,9829.2509765625,0,0.0,
1996-05-31 00:00:00+00:00,17000.0,17000.0,17000.0,9829.2509765625,0,0.0,
1996-06-03 00:00:00+00:00,18500.0,18500.0,18500.0,10696.54296875,0,0.0,
1996-06-04 00:00:00+00:00,18500.0,18500.0,18000.0,10407.443359375,0,0.0,
1996-06-05 00:00:00+00:00,18000.0,18000.0,18000.0,10407.443359375,0,0.0,
1996-06-06 00:00:00+00:00,18000.0,18000.0,18000.0,10407.443359375,0,0.0,
1996-06-07 00:00:00+00:00,16500.0,18000.0,16500.0,10407.443359375,1,0.0,
1996-06-10 00:00:00+00:00,16500.0,16500.0,16500.0,9540.1572265625,0,0.0,
1996-06-11 00:00:00+00:00,18500.0,18500.0,16500.0,9829.2509765625,0,0.0,
1996-06-12 00:00:00+00:00,17500.0,17500.0,17500.0,10118.3466796875,0,0.0,
1996-06-13 00:00:00+00:00,17500.0,17500.0,17500.0,10118.3466796875,0,0.0,
1996-06-14 00:00:00+00:00,16500.0,16500.0,16500.0,9540.1572265625,0,0.0,
1996-06-17 00:00:00+00:00,16500.0,16500.0,16500.0,9540.1572265625,1,0.0,
1996-06-18 00:00:00+00:00,16500.0,16500.0,16500.0,9540.1572265625,0,0.0,
1996-06-19 00:00:00+00:00,18000.0,18000.0,18000.0,10407.443359375,0,0.0,
1996-06-20 00:00:00+00:00,18000.0,18000.0,18000.0,10407.443359375,0,0.0,
1996-06-21 00:00:00+00:00,18000.0,18000.0,18000.0,10407.443359375,0,0.0,
