date,AMSC_Open,AMSC_High,AMSC_Low,AMSC_Close,AMSC_Volume,AMSC_Dividends,AMSC_Stock Splits
1991-12-12 00:00:00+00:00,85.83333587646484,115.0,85.83333587646484,115.0,48405,,
1991-12-13 00:00:00+00:00,110.0,123.33333587646484,110.0,120.0,13245,,
1991-12-16 00:00:00+00:00,123.33333587646484,123.33333587646484,118.33333587646484,121.66666412353516,5415,,
1991-12-17 00:00:00+00:00,118.33333587646484,121.66666412353516,111.66666412353516,115.0,8640,,
1991-12-18 00:00:00+00:00,116.66666412353516,116.66666412353516,108.33333587646484,111.66666412353516,6630,,
1991-12-19 00:00:00+00:00,111.66666412353516,111.66666412353516,106.66666412353516,110.83333587646484,4635,,
1991-12-20 00:00:00+00:00,108.33333587646484,111.66666412353516,108.33333587646484,108.33333587646484,7170,,
1991-12-23 00:00:00+00:00,108.33333587646484,123.33333587646484,108.33333587646484,123.33333587646484,4155,,
1991-12-24 00:00:00+00:00,125.0,128.3333282470703,123.33333587646484,126.66666412353516,2730,,
1991-12-26 00:00:00+00:00,131.6666717529297,135.0,128.3333282470703,135.0,4905,,
1991-12-27 00:00:00+00:00,135.0,135.0,130.8333282470703,135.0,2190,,
1991-12-30 00:00:00+00:00,135.0,136.6666717529297,131.6666717529297,136.6666717529297,5505,,
1991-12-31 00:00:00+00:00,138.3333282470703,140.0,132.5,140.0,3855,,
1992-01-02 00:00:00+00:00,136.6666717529297,176.6666717529297,136.6666717529297,168.3333282470703,13785,,
1992-01-03 00:00:00+00:00,168.3333282470703,173.3333282470703,163.3333282470703,163.3333282470703,3300,,
1992-01-06 00:00:00+00:00,163.3333282470703,173.3333282470703,150.0,155.0,1830,,
1992-01-07 00:00:00+00:00,156.6666717529297,156.6666717529297,151.6666717529297,151.6666717529297,120,,
1992-01-08 00:00:00+00:00,146.6666717529297,146.6666717529297,146.6666717529297,146.6666717529297,105,,
1992-01-09 00:00:00+00:00,146.6666717529297,156.6666717529297,146.6666717529297,146.6666717529297,285,,
1992-01-10 00:00:00+00:00,150.0,155.0,141.6666717529297,150.0,11910,,
1992-01-13 00:00:00+00:00,140.0,146.6666717529297,140.0,140.0,1740,,
1992-01-14 00:00:00+00:00,140.0,143.3333282470703,140.0,141.6666717529297,5535,,
1992-01-15 00:00:00+00:00,151.6666717529297,151.6666717529297,146.6666717529297,151.6666717529297,1320,,
