date,TTEK_Open,TTEK_High,TTEK_Low,TTEK_Close,TTEK_Volume,TTEK_Dividends,TTEK_Stock Splits
1991-12-17 00:00:00+00:00,1.4428410530090332,1.543503999710083,1.4428410530090332,1.3887524604797363,11792779,0.0,
1991-12-18 00:00:00+00:00,1.543503999710083,1.543503999710083,1.509948968887329,1.4041837453842163,2606958,0.0,
1991-12-19 00:00:00+00:00,1.543503999710083,1.543503999710083,1.4763950109481812,1.3578914403915403,1713634,0.0,
1991-12-20 00:00:00+00:00,1.543503999710083,1.543503999710083,1.4763950109481812,1.3578914403915403,897795,0.0,
1991-12-23 00:00:00+00:00,1.543503999710083,1.577057957649231,1.4763950109481812,1.450474739074707,181794,0.0,
1991-12-24 00:00:00+00:00,1.6106129884719849,1.6441669464111328,1.6106129884719849,1.512197494506836,61095,0.0,
1991-12-26 00:00:00+00:00,1.811939001083374,1.9797110557556152,1.7112760543823242,1.7745176553726196,246614,0.0,
1991-12-27 00:00:00+00:00,1.9797110557556152,2.013266086578369,1.9126030206680296,1.8362401723861692,608712,0.0,
1991-12-30 00:00:00+00:00,2.013266086578369,2.013266086578369,1.9461569786071775,1.7899482250213623,318885,0.0,
1991-12-31 00:00:00+00:00,2.0468199253082275,2.113929033279419,1.9964890480041504,1.851670742034912,130385,0.0,
1992-01-02 00:00:00+00:00,2.0468199253082275,2.080374956130981,1.9797110557556152,1.851670742034912,218302,0.0,
1992-01-03 00:00:00+00:00,2.013266086578369,2.013266086578369,1.9461569786071775,1.8362401723861692,32037,0.0,
1992-01-06 00:00:00+00:00,2.013266086578369,2.080374956130981,1.9797110557556152,1.9133930206298828,181794,0.0,
1992-01-07 00:00:00+00:00,2.080374956130981,2.214592933654785,2.080374956130981,1.9751158952713013,159442,0.0,
1992-01-08 00:00:00+00:00,2.080374956130981,2.147484064102173,2.080374956130981,1.9442540407180784,123680,0.0,
1992-01-09 00:00:00+00:00,2.1810379028320312,2.1810379028320312,2.113929033279419,1.9442540407180784,55879,0.0,
1992-01-10 00:00:00+00:00,2.113929033279419,2.113929033279419,1.9797110557556152,1.9133930206298828,232458,0.0,
1992-01-13 00:00:00+00:00,2.113929033279419,2.147484064102173,2.080374956130981,1.9133930206298828,31292,0.0,
1992-01-14 00:00:00+00:00,2.147484064102173,2.147484064102173,2.0468199253082275,1.8825314044952397,384450,0.0,
1992-01-15 00:00:00+00:00,2.0468199253082275,2.0468199253082275,2.0468199253082275,1.8825314044952397,29802,0.0,
1992-01-16 00:00:00+00:00,2.147484064102173,2.4494740962982178,2.080374956130981,2.17571234703064,455976,0.0,
1992-01-17 00:00:00+00:00,2.315256118774414,2.315256118774414,2.214592933654785,2.0368380546569824,119954,0.0,
1992-01-20 00:00:00+00:00,2.1810379028320312,2.2481470108032227,2.147484064102173,1.9751158952713013,70781,0.0,
1992-01-21 00:00:00+00:00,2.147484064102173,2.1810379028320312,1.9797110557556152,1.9133930206298828,157952,0.0,
1992-01-22 00:00:00+00:00,2.080374956130981,2.147484064102173,2.080374956130981,1.9751158952713013,638515,0.0,
1992-01-23 00:00:00+00:00,2.1810379028320312,2.1810379028320312,2.1810379028320312,2.005976438522339,46194,0.0,
1992-01-24 00:00:00+00:00,2.1810379028320312,2.1810379028320312,2.080374956130981,1.9751158952713013,118464,0.0,
1992-01-27 00:00:00+00:00,2.1810379028320312,2.1810379028320312,2.1810379028320312,2.005976438522339,16391,0.0,
1992-01-28 00:00:00+00:00,2.1810379028320312,2.28170108795166,2.147484064102173,2.0985584259033203,189990,0.0,
1992-01-29 00:00:00+00:00,2.28170108795166,2.483027935028076,2.28170108795166,2.191143751144409,83447,0.0,
1992-01-30 00:00:00+00:00,2.3823649883270264,2.3823649883270264,2.28170108795166,2.0985584259033203,46939,0.0,
1992-01-31 00:00:00+00:00,2.28170108795166,2.415919065475464,2.28170108795166,2.0985584259033203,105053,0.0,
1992-02-03 00:00:00+00:00,2.315256118774414,2.415919065475464,2.315256118774414,2.1602814197540283,89407,0.0,
1992-02-04 00:00:00+00:00,2.3488099575042725,2.717909097671509,2.315256118774414,2.499754905700684,156462,0.0,
