date,PLPC_Open,PLPC_High,PLPC_Low,PLPC_Close,PLPC_Volume,PLPC_Dividends,PLPC_Stock Splits
1999-04-28 00:00:00+00:00,18.25,18.25,18.25,11.492361068725586,100,0.0,
1999-04-29 00:00:00+00:00,18.25,18.25,18.25,11.492361068725586,0,0.0,
1999-04-30 00:00:00+00:00,19.0,19.0,19.0,11.964646339416504,2000,0.0,
1999-05-03 00:00:00+00:00,19.0,19.0,19.0,11.964646339416504,0,0.0,
1999-05-04 00:00:00+00:00,20.25,20.25,20.25,12.75180435180664,200,0.0,
1999-05-05 00:00:00+00:00,20.25,20.25,20.25,12.75180435180664,0,0.0,
1999-05-06 00:00:00+00:00,20.25,20.25,20.25,12.75180435180664,0,0.0,
1999-05-07 00:00:00+00:00,20.25,20.25,20.25,12.75180435180664,0,0.0,
1999-05-10 00:00:00+00:00,20.25,20.25,20.25,12.75180435180664,0,0.0,
1999-05-11 00:00:00+00:00,20.75,20.75,20.75,13.066658973693848,200,0.0,
1999-05-12 00:00:00+00:00,20.75,20.75,20.75,13.066658973693848,0,0.0,
1999-05-13 00:00:00+00:00,20.75,20.75,20.75,13.066658973693848,0,0.0,
1999-05-14 00:00:00+00:00,20.75,20.75,20.75,13.066658973693848,0,0.0,
1999-05-17 00:00:00+00:00,20.75,20.75,20.75,13.066658973693848,0,0.0,
1999-05-18 00:00:00+00:00,20.75,20.75,20.75,13.066658973693848,0,0.0,
1999-05-19 00:00:00+00:00,20.75,20.75,20.75,13.066658973693848,0,0.0,
1999-05-20 00:00:00+00:00,19.75,19.75,19.75,12.43693733215332,2400,0.0,
1999-05-21 00:00:00+00:00,19.75,19.75,19.75,12.43693733215332,0,0.0,
1999-05-24 00:00:00+00:00,19.75,19.75,19.75,12.43693733215332,0,0.0,
1999-05-25 00:00:00+00:00,19.75,19.75,19.75,12.43693733215332,0,0.0,
1999-05-26 00:00:00+00:00,19.0,19.0,18.25,11.649787902832031,3200,0.0,
1999-05-27 00:00:00+00:00,21.0,21.0,21.0,13.224084854125977,200,0.0,
1999-05-28 00:00:00+00:00,21.0,21.0,21.0,13.224084854125977,0,0.0,
1999-06-01 00:00:00+00:00,21.0,21.0,21.0,13.224084854125977,0,0.0,
1999-06-02 00:00:00+00:00,21.0,21.0,21.0,13.224084854125977,0,0.0,
1999-06-03 00:00:00+00:00,21.0,21.0,21.0,13.224084854125977,0,0.0,
1999-06-04 00:00:00+00:00,21.0,21.0,21.0,13.224084854125977,0,0.0,
1999-06-07 00:00:00+00:00,21.0,21.0,21.0,13.224084854125977,0,0.0,
1999-06-08 00:00:00+00:00,21.0,21.0,21.0,13.224084854125977,0,0.0,
1999-06-09 00:00:00+00:00,21.0,21.0,21.0,13.224084854125977,0,0.0,
1999-06-10 00:00:00+00:00,21.0,21.0,21.0,13.224084854125977,0,0.0,
1999-06-11 00:00:00+00:00,21.0,21.0,21.0,13.224084854125977,0,0.0,
1999-06-14 00:00:00+00:00,21.0,21.0,21.0,13.224084854125977,0,0.0,
1999-06-15 00:00:00+00:00,21.0,21.0,21.0,13.224084854125977,0,0.0,
1999-06-16 00:00:00+00:00,21.0,21.0,21.0,13.224084854125977,0,0.0,
1999-06-17 00:00:00+00:00,21.0,21.0,21.0,13.224084854125977,0,0.0,
1999-06-18 00:00:00+00:00,21.0,21.0,21.0,13.224084854125977,0,0.0,
1999-06-21 00:00:00+00:00,21.0,21.0,21.0,13.224084854125977,0,0.0,
1999-06-22 00:00:00+00:00,21.0,21.0,21.0,13.224084854125977,0,0.0,
1999-06-23 00:00:00+00:00,19.0,20.25,19.0,12.75180435180664,700,0.0,
1999-06-24 00:00:00+00:00,20.25,20.25,20.25,12.75180435180664,500,0.0,
1999-06-25 00:00:00+00:00,19.25,19.25,19.25,12.12208366394043,300,0.0,
1999-06-28 00:00:00+00:00,19.0,19.5,18.25,11.649787902832031,11100,0.0,
1999-06-29 00:00:00+00:00,18.75,19.0,18.75,11.964646339416504,800,0.0,
1999-06-30 00:00:00+00:00,19.0,19.0,19.0,11.964646339416504,0,0.0,
1999-07-01 00:00:00+00:00,19.0,19.0,19.0,11.964646339416504,0,0.0,
1999-07-02 00:00:00+00:00,19.0,19.0,19.0,11.964646339416504,500,0.0,
1999-07-06 00:00:00+00:00,19.0,19.0,19.0,11.964646339416504,0,0.0,
1999-07-07 00:00:00+00:00,19.0,19.046875,19.0,11.994173049926758,72400,0.0,
1999-07-08 00:00:00+00:00,19.046875,19.046875,19.046875,11.994173049926758,0,0.0,
1999-07-09 00:00:00+00:00,19.0,19.5,19.0,11.964646339416504,500,0.0,
