date,CCM_Open,CCM_High,CCM_Low,CCM_Close,CCM_Volume,CCM_Dividends,CCM_Stock Splits
2009-12-11 00:00:00+00:00,8.784258842468262,9.205903053283691,8.222065925598145,5.005277156829834,10385168,0.0,
2009-12-14 00:00:00+00:00,8.424103736877441,8.670063018798828,8.1517915725708,4.9051713943481445,1428578,0.0,
2009-12-15 00:00:00+00:00,8.30112361907959,8.30112361907959,7.475403785705566,4.636467456817627,1279106,0.0,
2009-12-16 00:00:00+00:00,7.756499767303467,8.169361114501953,7.730147838592529,4.757647514343262,823291,0.0,
2009-12-17 00:00:00+00:00,7.905832767486572,7.905832767486572,7.730147838592529,4.6470046043396,198082,0.0,
2009-12-18 00:00:00+00:00,7.747715950012207,7.905832767486572,7.607168197631836,4.5627055168151855,333779,0.0,
2009-12-21 00:00:00+00:00,7.607168197631836,8.257203102111816,7.290935039520264,4.504749298095703,439195,0.0,
2009-12-22 00:00:00+00:00,7.510540962219238,7.607168197631836,7.352424144744873,4.4836745262146,214816,0.0,
2009-12-23 00:00:00+00:00,7.475403785705566,7.484188079833984,7.299718856811523,4.4836745262146,226997,0.0,
2009-12-24 00:00:00+00:00,7.475403785705566,7.63352108001709,7.466619968414307,4.531092643737793,114865,0.0,
2009-12-28 00:00:00+00:00,7.686225891113281,7.686225891113281,7.466619968414307,4.499480724334717,155505,0.0,
2009-12-29 00:00:00+00:00,7.54567813873291,7.598383903503418,7.466619968414307,4.510017395019531,106782,0.0,
2009-12-30 00:00:00+00:00,7.484188079833984,7.63352108001709,7.466619968414307,4.557436466217041,39730,0.0,
2009-12-31 00:00:00+00:00,7.589599132537842,7.730147838592529,7.510540962219238,4.5521674156188965,233144,0.0,
2010-01-04 00:00:00+00:00,7.677442073822021,7.809206008911133,7.55446195602417,4.615392684936523,113726,0.0,
2010-01-05 00:00:00+00:00,7.800422191619873,8.28355598449707,7.695011138916016,4.963127613067627,260921,0.0,
