date,DIA_Open,DIA_High,DIA_Low,DIA_Close,DIA_Volume,DIA_Dividends,DIA_Stock Splits
1998-01-20 00:00:00+00:00,77.8125,78.84375,77.40625,44.85167694091797,1744600,0.0,
1998-01-21 00:00:00+00:00,78.09375,78.375,77.28125,44.30035018920898,1839600,0.0,
1998-01-22 00:00:00+00:00,77.1875,77.859375,76.9375,43.926849365234375,1662600,0.0,
1998-01-23 00:00:00+00:00,77.5,77.75,76.3125,43.82014465332031,1693700,0.0,
1998-01-26 00:00:00+00:00,77.375,77.671875,76.9375,43.997989654541016,1172800,0.0,
1998-01-27 00:00:00+00:00,77.125,78.5625,77.078125,44.51376724243164,1454500,0.0,
1998-01-28 00:00:00+00:00,78.375,79.234375,78.21875,45.02948760986328,1181200,0.0,
1998-01-29 00:00:00+00:00,79.0625,80.25,78.890625,45.1895637512207,1468500,0.0,
1998-01-30 00:00:00+00:00,79.9375,79.9375,78.96875,45.09178161621094,1095600,0.0,
1998-02-02 00:00:00+00:00,80.625,81.3125,80.40625,46.10541915893555,955600,0.0,
1998-02-03 00:00:00+00:00,81.0,81.671875,80.65625,46.46999740600586,619400,0.0,
1998-02-04 00:00:00+00:00,81.21875,81.65625,80.8125,46.22103500366211,753200,0.0,
1998-02-05 00:00:00+00:00,81.8125,81.90625,80.734375,46.229923248291016,1067600,0.0,
1998-02-06 00:00:00+00:00,81.5,82.171875,81.359375,46.72788238525391,1069700,0.0,
1998-02-09 00:00:00+00:00,82.09375,82.25,81.4375,46.54118347167969,515900,0.0,
1998-02-10 00:00:00+00:00,82.03125,83.34375,81.921875,47.32366943359375,892100,0.0,
1998-02-11 00:00:00+00:00,82.96875,83.390625,82.84375,47.32366943359375,515000,0.0,
1998-02-12 00:00:00+00:00,82.734375,84.109375,82.375,47.6259765625,1065000,0.0,
1998-02-13 00:00:00+00:00,83.34375,83.84375,83.171875,47.59932708740234,596700,0.0,
1998-02-17 00:00:00+00:00,84.3125,84.71875,83.890625,47.83940124511719,840600,0.0,
1998-02-18 00:00:00+00:00,84.078125,84.703125,83.84375,48.15949630737305,773000,0.0,
1998-02-19 00:00:00+00:00,84.640625,84.703125,83.828125,47.70603561401367,804800,0.0,
1998-02-20 00:00:00+00:00,84.078125,84.46875,83.3125,47.96385955810547,540600,0.0,
