date,ATGE_Open,ATGE_High,ATGE_Low,ATGE_Close,ATGE_Volume,ATGE_Dividends,ATGE_Stock Splits
1991-06-21 00:00:00+00:00,0.0,1.25,1.1875,1.1240872144699097,8360800,0.0,
1991-06-24 00:00:00+00:00,0.0,1.234375,1.1875,1.095264554023743,283200,0.0,
1991-06-25 00:00:00+00:00,0.0,1.234375,1.1875,1.095264554023743,1167200,0.0,
1991-06-26 00:00:00+00:00,0.0,1.1875,1.09375,1.0520304441452026,3694400,0.0,
1991-06-27 00:00:00+00:00,0.0,1.15625,1.09375,1.066441774368286,191200,0.0,
1991-06-28 00:00:00+00:00,1.09375,1.15625,1.09375,1.066441774368286,650400,0.0,
1991-07-01 00:00:00+00:00,1.125,1.15625,1.125,1.0376187562942505,179200,0.0,
1991-07-02 00:00:00+00:00,1.125,1.15625,1.125,1.066441774368286,359200,0.0,
1991-07-03 00:00:00+00:00,1.125,1.15625,1.125,1.0376187562942505,108000,0.0,
1991-07-05 00:00:00+00:00,1.125,1.15625,1.125,1.0376187562942505,77600,0.0,
1991-07-08 00:00:00+00:00,1.125,1.1875,1.125,1.0808534622192385,353600,0.0,
1991-07-09 00:00:00+00:00,1.15625,1.1875,1.15625,1.066441774368286,148800,0.0,
1991-07-10 00:00:00+00:00,1.15625,1.21875,1.15625,1.0808534622192385,287200,0.0,
1991-07-11 00:00:00+00:00,1.21875,1.21875,1.15625,1.066441774368286,43200,0.0,
1991-07-12 00:00:00+00:00,1.15625,1.21875,1.15625,1.1240872144699097,16800,0.0,
1991-07-15 00:00:00+00:00,1.15625,1.21875,1.15625,1.1240872144699097,33600,0.0,
1991-07-16 00:00:00+00:00,1.21875,1.25,1.171875,1.095264554023743,91200,0.0,
1991-07-17 00:00:00+00:00,1.21875,1.25,1.21875,1.1529101133346558,301600,0.0,
1991-07-18 00:00:00+00:00,1.25,1.3125,1.234375,1.2105555534362793,345600,0.0,
1991-07-19 00:00:00+00:00,1.3125,1.3125,1.25,1.1673214435577393,419200,0.0,
1991-07-22 00:00:00+00:00,1.25,1.25,1.25,1.1529101133346558,47200,0.0,
1991-07-23 00:00:00+00:00,1.25,1.3125,1.25,1.1817327737808228,60000,0.0,
1991-07-24 00:00:00+00:00,1.25,1.3125,1.25,1.1817327737808228,832000,0.0,
1991-07-25 00:00:00+00:00,1.3125,1.3125,1.25,1.2105555534362793,118400,0.0,
1991-07-26 00:00:00+00:00,1.25,1.3125,1.25,1.1673214435577393,50400,0.0,
1991-07-29 00:00:00+00:00,1.25,1.3125,1.25,1.1817327737808228,13600,0.0,
1991-07-30 00:00:00+00:00,1.3125,1.328125,1.28125,1.2105555534362793,109600,0.0,
1991-07-31 00:00:00+00:00,1.34375,1.375,1.28125,1.2105555534362793,76800,0.0,
1991-08-01 00:00:00+00:00,1.3125,1.375,1.3125,1.2393782138824463,36000,0.0,
1991-08-02 00:00:00+00:00,1.375,1.375,1.3125,1.268201231956482,308000,0.0,
1991-08-05 00:00:00+00:00,1.3125,1.421875,1.3125,1.268201231956482,70400,0.0,
1991-08-06 00:00:00+00:00,1.375,1.46875,1.375,1.2970236539840698,153600,0.0,
1991-08-07 00:00:00+00:00,1.46875,1.5,1.40625,1.383492350578308,228800,0.0,
1991-08-08 00:00:00+00:00,1.46875,1.46875,1.40625,1.2970236539840698,224000,0.0,
1991-08-09 00:00:00+00:00,1.4375,1.4375,1.4375,1.3258464336395264,27200,0.0,
1991-08-12 00:00:00+00:00,1.5,1.640625,1.5,1.441137671470642,313600,0.0,
1991-08-13 00:00:00+00:00,1.65625,1.65625,1.59375,1.5276058912277222,283200,0.0,
1991-08-14 00:00:00+00:00,1.65625,1.6875,1.625,1.5276058912277222,297600,0.0,
1991-08-15 00:00:00+00:00,1.65625,1.6875,1.65625,1.5276058912277222,71200,0.0,
1991-08-16 00:00:00+00:00,1.65625,1.65625,1.625,1.4987831115722656,216800,0.0,
1991-08-19 00:00:00+00:00,1.59375,1.59375,1.515625,1.4267263412475586,388000,0.0,
1991-08-20 00:00:00+00:00,1.53125,1.5625,1.53125,1.441137671470642,688000,0.0,
1991-08-21 00:00:00+00:00,1.5625,1.5625,1.53125,1.4123151302337646,452800,0.0,
1991-08-22 00:00:00+00:00,1.53125,1.671875,1.53125,1.469960331916809,926400,0.0,
1991-08-23 00:00:00+00:00,1.65625,1.65625,1.59375,1.5276058912277222,619200,0.0,
1991-08-26 00:00:00+00:00,1.625,1.71875,1.625,1.5276058912277222,36000,0.0,
1991-08-27 00:00:00+00:00,1.65625,1.75,1.65625,1.5564286708831787,77600,0.0,
1991-08-28 00:00:00+00:00,1.6875,1.75,1.6875,1.5564286708831787,132800,0.0,
1991-08-29 00:00:00+00:00,1.734375,1.734375,1.6875,1.5996631383895874,32800,0.0,
1991-08-30 00:00:00+00:00,1.75,1.75,1.6875,1.5564286708831787,46400,0.0,
1991-09-03 00:00:00+00:00,1.6875,1.78125,1.6875,1.6140738725662231,141600,0.0,
1991-09-04 00:00:00+00:00,1.78125,1.78125,1.75,1.6140738725662231,106400,0.0,
1991-09-05 00:00:00+00:00,1.78125,1.78125,1.71875,1.5852512121200562,156800,0.0,
1991-09-06 00:00:00+00:00,1.75,1.75,1.703125,1.5852512121200562,1545600,0.0,
1991-09-09 00:00:00+00:00,1.71875,1.75,1.71875,1.5996631383895874,17600,0.0,
1991-09-10 00:00:00+00:00,1.75,1.75,1.6875,1.5564286708831787,46400,0.0,
1991-09-11 00:00:00+00:00,1.71875,1.71875,1.671875,1.5564286708831787,32000,0.0,
1991-09-12 00:00:00+00:00,1.71875,1.71875,1.71875,1.5852512121200562,8000,0.0,
1991-09-13 00:00:00+00:00,1.71875,1.71875,1.65625,1.5708400011062622,52800,0.0,
1991-09-16 00:00:00+00:00,1.65625,1.65625,1.65625,1.5276058912277222,24000,0.0,
1991-09-17 00:00:00+00:00,1.65625,1.6875,1.65625,1.5564286708831787,25600,0.0,
1991-09-18 00:00:00+00:00,1.65625,1.6875,1.65625,1.5420172214508057,54400,0.0,
1991-09-19 00:00:00+00:00,1.671875,1.671875,1.671875,1.5420172214508057,0,0.0,
1991-09-20 00:00:00+00:00,1.6875,1.6875,1.65625,1.5276058912277222,43200,0.0,
1991-09-23 00:00:00+00:00,1.625,1.65625,1.625,1.4987831115722656,12245600,0.0,
1991-09-24 00:00:00+00:00,1.6875,1.6875,1.6875,1.5564286708831787,1600,0.0,
1991-09-25 00:00:00+00:00,1.6875,1.71875,1.625,1.5276058912277222,179200,0.0,
1991-09-26 00:00:00+00:00,1.71875,1.71875,1.625,1.4987831115722656,1600,0.0,
1991-09-27 00:00:00+00:00,1.71875,1.71875,1.65625,1.5276058912277222,46400,0.0,
1991-09-30 00:00:00+00:00,1.65625,1.71875,1.65625,1.5852512121200562,5600,0.0,
1991-10-01 00:00:00+00:00,1.71875,1.75,1.71875,1.6140738725662231,76000,0.0,
1991-10-02 00:00:00+00:00,1.734375,1.8125,1.6875,1.6717195510864258,184000,0.0,
1991-10-03 00:00:00+00:00,1.84375,1.84375,1.78125,1.7005423307418823,128800,0.0,
1991-10-04 00:00:00+00:00,1.78125,1.8125,1.78125,1.6573083400726318,86400,0.0,
1991-10-07 00:00:00+00:00,1.8125,1.828125,1.78125,1.6573083400726318,223200,0.0,
1991-10-08 00:00:00+00:00,1.8125,1.828125,1.796875,1.6861306428909302,100000,0.0,
1991-10-09 00:00:00+00:00,1.84375,1.84375,1.8125,1.6717195510864258,30400,0.0,
