date,CDMO_Open,CDMO_High,CDMO_Low,CDMO_Close,CDMO_Volume,CDMO_Dividends,CDMO_Stock Splits
1994-04-04 00:00:00+00:00,87.5,91.875,87.5,69.30197143554688,66,0.0,
1994-04-05 00:00:00+00:00,96.25,100.625,91.875,72.60206604003906,3217,0.0,
1994-04-06 00:00:00+00:00,91.875,100.625,91.875,69.30197143554688,731,0.0,
1994-04-07 00:00:00+00:00,87.5,105.0,87.5,79.2022476196289,1360,0.0,
1994-04-08 00:00:00+00:00,105.0,122.5,96.25,92.40262603759766,949,0.0,
1994-04-11 00:00:00+00:00,109.375,122.5,109.375,92.40262603759766,606,0.0,
1994-04-12 00:00:00+00:00,118.125,129.0625,113.75,85.80243682861328,340,0.0,
1994-04-13 00:00:00+00:00,113.75,120.3125,105.0,79.2022476196289,440,0.0,
1994-04-14 00:00:00+00:00,113.75,113.75,105.0,79.2022476196289,751,0.0,
1994-04-15 00:00:00+00:00,105.0,109.375,105.0,82.5023422241211,511,0.0,
1994-04-18 00:00:00+00:00,105.0,109.375,105.0,82.5023422241211,271,0.0,
1994-04-19 00:00:00+00:00,109.375,109.375,105.0,82.5023422241211,566,0.0,
1994-04-20 00:00:00+00:00,105.0,105.0,100.625,79.2022476196289,480,0.0,
1994-04-21 00:00:00+00:00,105.0,105.0,105.0,79.2022476196289,6,0.0,
1994-04-22 00:00:00+00:00,105.0,105.0,100.625,75.90216064453125,531,0.0,
1994-04-25 00:00:00+00:00,100.625,105.0,100.625,75.90216064453125,154,0.0,
1994-04-26 00:00:00+00:00,100.625,105.0,100.625,79.2022476196289,280,0.0,
1994-04-28 00:00:00+00:00,102.8125,102.8125,102.8125,77.55220031738281,109,0.0,
1994-04-29 00:00:00+00:00,105.0,105.0,100.625,75.90216064453125,80,0.0,
1994-05-02 00:00:00+00:00,100.625,105.0,96.25,72.60206604003906,349,0.0,
1994-05-03 00:00:00+00:00,102.8125,107.1875,100.625,80.852294921875,334,0.0,
1994-05-04 00:00:00+00:00,107.1875,107.1875,102.8125,79.2022476196289,654,0.0,
1994-05-05 00:00:00+00:00,109.375,109.375,105.0,80.852294921875,486,0.0,
1994-05-06 00:00:00+00:00,109.375,109.375,102.8125,77.55220031738281,557,0.0,
1994-05-09 00:00:00+00:00,105.0,109.375,98.4375,77.55220031738281,1366,0.0,
1994-05-10 00:00:00+00:00,109.375,109.375,105.0,79.2022476196289,597,0.0,
1994-05-11 00:00:00+00:00,109.375,109.375,100.625,75.90216064453125,620,0.0,
1994-05-12 00:00:00+00:00,107.1875,107.1875,100.625,80.852294921875,123,0.0,
1994-05-13 00:00:00+00:00,100.625,102.8125,96.25,77.55220031738281,349,0.0,
1994-05-16 00:00:00+00:00,102.8125,105.0,96.25,79.2022476196289,274,0.0,
1994-05-17 00:00:00+00:00,96.25,100.625,83.125,62.7017822265625,1031,0.0,
1994-05-18 00:00:00+00:00,87.5,91.875,80.9375,69.30197143554688,543,0.0,
1994-05-19 00:00:00+00:00,91.875,91.875,87.5,66.00187683105469,491,0.0,
1994-05-20 00:00:00+00:00,96.25,105.0,91.875,79.2022476196289,1146,0.0,
1994-05-23 00:00:00+00:00,98.4375,98.4375,96.25,72.60206604003906,411,0.0,
1994-05-24 00:00:00+00:00,100.625,100.625,91.875,72.60206604003906,280,0.0,
1994-05-25 00:00:00+00:00,87.5,100.625,87.5,66.00187683105469,120,0.0,
1994-05-26 00:00:00+00:00,87.5,98.4375,87.5,74.25211334228516,57,0.0,
1994-05-27 00:00:00+00:00,87.5,96.25,87.5,66.00187683105469,491,0.0,
1994-05-31 00:00:00+00:00,91.875,91.875,87.5,66.00187683105469,289,0.0,
1994-06-01 00:00:00+00:00,91.875,100.625,89.6875,75.90216064453125,411,0.0,
1994-06-02 00:00:00+00:00,91.875,98.4375,91.875,74.25211334228516,171,0.0,
1994-06-03 00:00:00+00:00,100.625,105.0,96.25,79.2022476196289,549,0.0,
1994-06-06 00:00:00+00:00,109.375,109.375,96.25,79.2022476196289,223,0.0,
1994-06-07 00:00:00+00:00,109.375,109.375,91.875,79.2022476196289,654,0.0,
1994-06-08 00:00:00+00:00,105.0,109.375,96.25,82.5023422241211,351,0.0,
1994-06-09 00:00:00+00:00,109.375,109.375,107.1875,82.5023422241211,274,0.0,
1994-06-10 00:00:00+00:00,109.375,109.375,100.625,75.90216064453125,37,0.0,
1994-06-13 00:00:00+00:00,100.625,105.0,91.875,72.60206604003906,1269,0.0,
1994-06-14 00:00:00+00:00,96.25,96.25,91.875,72.60206604003906,237,0.0,
1994-06-15 00:00:00+00:00,96.25,100.625,91.875,75.90216064453125,463,0.0,
1994-06-16 00:00:00+00:00,100.625,105.0,96.25,79.2022476196289,446,0.0,
1994-06-17 00:00:00+00:00,105.0,109.375,100.625,82.5023422241211,300,0.0,
