date,STCN_Open,STCN_High,STCN_Low,STCN_Close,STCN_Volume,STCN_Dividends,STCN_Stock Splits
1994-01-25 00:00:00+00:00,15.555556297302246,15.79861068725586,15.555556297302246,12.681285858154297,208594,0.0,
1994-01-26 00:00:00+00:00,15.555556297302246,16.041667938232422,15.555556297302246,12.681285858154297,64954,0.0,
1994-01-27 00:00:00+00:00,15.555556297302246,15.79861068725586,15.555556297302246,12.681285858154297,43560,0.0,
1994-01-28 00:00:00+00:00,15.555556297302246,16.041667938232422,15.555556297302246,12.681285858154297,42737,0.0,
1994-01-31 00:00:00+00:00,15.555556297302246,16.041667938232422,15.555556297302246,12.681285858154297,37697,0.0,
1994-02-01 00:00:00+00:00,15.555556297302246,16.041667938232422,15.555556297302246,12.681285858154297,3754,0.0,
1994-02-02 00:00:00+00:00,15.555556297302246,16.041667938232422,15.555556297302246,13.07757568359375,53640,0.0,
1994-02-03 00:00:00+00:00,16.041667938232422,16.041667938232422,15.555556297302246,13.07757568359375,7611,0.0,
1994-02-04 00:00:00+00:00,16.041667938232422,17.01388931274414,16.041667938232422,13.07757568359375,10543,0.0,
1994-02-07 00:00:00+00:00,16.28472137451172,17.01388931274414,16.28472137451172,13.870156288146973,309,0.0,
1994-02-08 00:00:00+00:00,15.79861068725586,16.041667938232422,15.555556297302246,12.681285858154297,1131,0.0,
1994-02-09 00:00:00+00:00,15.555556297302246,16.52777862548828,15.555556297302246,12.681285858154297,8177,0.0,
1994-02-10 00:00:00+00:00,15.555556297302246,16.28472137451172,15.555556297302246,13.27571964263916,1903,0.0,
1994-02-11 00:00:00+00:00,16.28472137451172,16.28472137451172,16.28472137451172,13.27571964263916,0,0.0,
1994-02-14 00:00:00+00:00,15.555556297302246,16.52777862548828,15.555556297302246,12.681285858154297,1029,0.0,
1994-02-15 00:00:00+00:00,15.79861068725586,15.79861068725586,15.555556297302246,12.879429817199709,823,0.0,
1994-02-16 00:00:00+00:00,15.79861068725586,15.79861068725586,15.79861068725586,12.879429817199709,0,0.0,
1994-02-17 00:00:00+00:00,15.555556297302246,16.041667938232422,15.555556297302246,13.07757568359375,11777,0.0,
1994-02-18 00:00:00+00:00,15.555556297302246,16.52777862548828,15.555556297302246,13.473865509033203,1029,0.0,
1994-02-22 00:00:00+00:00,15.555556297302246,16.52777862548828,15.555556297302246,13.473865509033203,5297,0.0,
1994-02-23 00:00:00+00:00,15.79861068725586,15.79861068725586,15.79861068725586,12.879429817199709,154,0.0,
1994-02-24 00:00:00+00:00,15.555556297302246,15.555556297302246,15.555556297302246,12.681285858154297,206,0.0,
1994-02-25 00:00:00+00:00,15.555556297302246,15.555556297302246,15.555556297302246,12.681285858154297,2623,0.0,
1994-02-28 00:00:00+00:00,15.555556297302246,15.555556297302246,15.555556297302246,12.681285858154297,2109,0.0,
1994-03-01 00:00:00+00:00,16.52777862548828,16.52777862548828,15.555556297302246,12.681285858154297,720,0.0,
1994-03-02 00:00:00+00:00,15.555556297302246,15.555556297302246,15.555556297302246,12.681285858154297,257,0.0,
1994-03-03 00:00:00+00:00,15.555556297302246,15.79861068725586,15.555556297302246,12.681285858154297,2571,0.0,
1994-03-04 00:00:00+00:00,15.555556297302246,16.041667938232422,15.555556297302246,12.681285858154297,1286,0.0,
1994-03-07 00:00:00+00:00,15.555556297302246,15.555556297302246,15.555556297302246,12.681285858154297,874,0.0,
1994-03-08 00:00:00+00:00,16.52777862548828,16.52777862548828,15.555556297302246,12.681285858154297,12909,0.0,
1994-03-09 00:00:00+00:00,15.555556297302246,16.28472137451172,15.555556297302246,13.27571964263916,2109,0.0,
1994-03-10 00:00:00+00:00,16.041667938232422,16.041667938232422,16.041667938232422,13.07757568359375,3600,0.0,
1994-03-11 00:00:00+00:00,16.041667938232422,16.041667938232422,15.555556297302246,13.07757568359375,6017,0.0,
1994-03-14 00:00:00+00:00,16.52777862548828,16.52777862548828,15.555556297302246,13.07757568359375,3394,0.0,
1994-03-15 00:00:00+00:00,16.041667938232422,16.041667938232422,16.041667938232422,13.07757568359375,1543,0.0,
1994-03-16 00:00:00+00:00,16.041667938232422,16.041667938232422,16.041667938232422,13.07757568359375,514,0.0,
1994-03-17 00:00:00+00:00,16.041667938232422,16.041667938232422,16.041667938232422,13.07757568359375,514,0.0,
1994-03-18 00:00:00+00:00,16.041667938232422,16.041667938232422,16.041667938232422,13.07757568359375,0,0.0,
1994-03-21 00:00:00+00:00,16.041667938232422,16.041667938232422,16.041667938232422,13.07757568359375,0,0.0,
