date,GOOGL_Open,GOOGL_High,GOOGL_Low,GOOGL_Close,GOOGL_Volume,GOOGL_Dividends,GOOGL_Stock Splits
2004-08-19 00:00:00+00:00,2.502502918243408,2.6041040420532227,2.4014010429382324,2.508132219314575,893181924,0.0,
2004-08-20 00:00:00+00:00,2.527777910232544,2.7297298908233643,2.515014886856079,2.707352638244629,456686856,0.0,
2004-08-23 00:00:00+00:00,2.771522045135498,2.8398399353027344,2.728979110717773,2.7345993518829346,365122512,0.0,
2004-08-24 00:00:00+00:00,2.7837839126586914,2.792793035507202,2.59184193611145,2.6213653087615967,304946748,0.0,
2004-08-25 00:00:00+00:00,2.626626968383789,2.7027029991149902,2.599600076675415,2.6496119499206543,183772044,0.0,
2004-08-26 00:00:00+00:00,2.626375913619995,2.701451063156128,2.6191189289093018,2.697354316711426,141897960,0.0,
2004-08-27 00:00:00+00:00,2.705204963684082,2.7182180881500244,2.644895076751709,2.653360605239868,124235640,0.0,
2004-08-30 00:00:00+00:00,2.6346349716186523,2.63988995552063,2.552803039550781,2.5498764514923096,103935960,0.0,
2004-08-31 00:00:00+00:00,2.5600600242614746,2.595345020294189,2.556556940078736,2.55887508392334,98357544,0.0,
2004-09-01 00:00:00+00:00,2.5700700283050537,2.576827049255371,2.49424409866333,2.505882978439331,182765052,0.0,
2004-09-02 00:00:00+00:00,2.482232093811035,2.561811923980713,2.47597599029541,2.5373780727386475,302373324,0.0,
2004-09-03 00:00:00+00:00,2.526276111602783,2.546046018600464,2.485485076904297,2.499883890151977,103048848,0.0,
2004-09-07 00:00:00+00:00,2.527777910232544,2.552552938461304,2.492743015289306,2.539127826690674,116950932,0.0,
2004-09-08 00:00:00+00:00,2.5210208892822266,2.5783278942108154,2.515014886856079,2.557125329971313,99712188,0.0,
2004-09-09 00:00:00+00:00,2.5658159255981445,2.570319890975952,2.527528047561645,2.5573747158050537,81234684,0.0,
2004-09-10 00:00:00+00:00,2.5425429344177246,2.666666984558105,2.5350348949432373,2.632864236831665,173977848,0.0,
2004-09-13 00:00:00+00:00,2.668417930603028,2.712963104248047,2.6641640663146973,2.687106132507324,156882960,0.0,
2004-09-14 00:00:00+00:00,2.688939094543457,2.802803039550781,2.672421932220459,2.786841630935669,216579204,0.0,
2004-09-15 00:00:00+00:00,2.7667670249938965,2.8586089611053467,2.7577579021453857,2.799589872360229,214261524,0.0,
2004-09-16 00:00:00+00:00,2.8113110065460205,2.897897958755493,2.794044017791748,2.848832368850708,185326488,0.0,
2004-09-17 00:00:00+00:00,2.863363027572632,2.940190076828003,2.841592073440552,2.936819553375244,189450360,0.0,
