date,VICR_Open,VICR_High,VICR_Low,VICR_Close,VICR_Volume,VICR_Dividends,VICR_Stock Splits
1990-04-03 00:00:00+00:00,0.0,2.375,1.75,2.109131097793579,1001200,0.0,
1990-04-04 00:00:00+00:00,0.0,2.5625,2.375,2.109131097793579,92400,0.0,
1990-04-05 00:00:00+00:00,0.0,2.625,2.4375,2.3311450481414795,7200,0.0,
1990-04-06 00:00:00+00:00,0.0,2.625,2.375,2.3311450481414795,42800,0.0,
1990-04-09 00:00:00+00:00,0.0,2.625,2.375,2.275641441345215,16800,0.0,
1990-04-10 00:00:00+00:00,0.0,2.625,2.375,2.2201383113861084,12800,0.0,
1990-04-11 00:00:00+00:00,0.0,2.625,2.375,2.275641441345215,19200,0.0,
1990-04-12 00:00:00+00:00,0.0,2.5625,2.375,2.164634943008423,99600,0.0,
1990-04-16 00:00:00+00:00,0.0,2.5625,2.5,2.275641441345215,26000,0.0,
1990-04-17 00:00:00+00:00,0.0,2.5625,2.5,2.2201383113861084,2800,0.0,
1990-04-18 00:00:00+00:00,0.0,2.5625,2.5,2.2201383113861084,2800,0.0,
1990-04-19 00:00:00+00:00,0.0,2.375,2.375,2.109131097793579,2400,0.0,
1990-04-20 00:00:00+00:00,0.0,2.5625,2.375,2.2201383113861084,8000,0.0,
1990-04-23 00:00:00+00:00,0.0,2.5625,2.3125,2.2201383113861084,12400,0.0,
1990-04-24 00:00:00+00:00,0.0,2.5,2.5,2.2201383113861084,1200,0.0,
1990-04-25 00:00:00+00:00,0.0,2.4375,2.3125,2.109131097793579,17600,0.0,
1990-04-26 00:00:00+00:00,0.0,2.5,2.5,2.2201383113861084,400,0.0,
1990-04-27 00:00:00+00:00,0.0,2.5,2.3125,2.0536279678344727,16400,0.0,
1990-04-30 00:00:00+00:00,0.0,2.5,2.5,2.2201383113861084,4800,0.0,
1990-05-01 00:00:00+00:00,0.0,2.3125,2.3125,2.0536279678344727,3600,0.0,
1990-05-02 00:00:00+00:00,0.0,2.5,2.46875,2.1923861503601074,13600,0.0,
1990-05-03 00:00:00+00:00,0.0,2.5,2.5,2.2201383113861084,400,0.0,
1990-05-04 00:00:00+00:00,0.0,2.5,2.5,2.2201383113861084,400,0.0,
1990-05-07 00:00:00+00:00,0.0,2.5,2.3125,2.0536279678344727,29200,0.0,
1990-05-08 00:00:00+00:00,0.0,2.5,2.3125,2.2201383113861084,27200,0.0,
1990-05-09 00:00:00+00:00,0.0,2.3125,2.3125,2.0536279678344727,800,0.0,
1990-05-10 00:00:00+00:00,2.3125,2.3125,2.3125,2.0536279678344727,0,0.0,
1990-05-11 00:00:00+00:00,0.0,2.5,2.5,2.2201383113861084,1200,0.0,
1990-05-14 00:00:00+00:00,0.0,2.5,2.5,2.2201383113861084,800,0.0,
1990-05-15 00:00:00+00:00,0.0,2.5625,2.5625,2.275641441345215,400,0.0,
1990-05-16 00:00:00+00:00,0.0,2.5625,2.3125,2.275641441345215,26400,0.0,
1990-05-17 00:00:00+00:00,0.0,2.5625,2.46875,2.275641441345215,8800,0.0,
1990-05-18 00:00:00+00:00,0.0,2.5625,2.3125,2.275641441345215,67600,0.0,
1990-05-21 00:00:00+00:00,0.0,2.5625,2.3125,2.275641441345215,23200,0.0,
1990-05-22 00:00:00+00:00,0.0,2.5625,2.375,2.275641441345215,27200,0.0,
1990-05-23 00:00:00+00:00,0.0,2.625,2.4375,2.3311450481414795,120800,0.0,
1990-05-24 00:00:00+00:00,0.0,2.9375,2.5,2.608662366867065,136000,0.0,
1990-05-25 00:00:00+00:00,0.0,2.9375,2.875,2.553158760070801,8400,0.0,
1990-05-29 00:00:00+00:00,0.0,2.9375,2.9375,2.608662366867065,4800,0.0,
1990-05-30 00:00:00+00:00,0.0,3.0625,2.75,2.7196691036224365,45600,0.0,
1990-05-31 00:00:00+00:00,0.0,3.125,3.0,2.775172710418701,16400,0.0,
1990-06-01 00:00:00+00:00,0.0,3.125,3.0,2.775172710418701,3200,0.0,
1990-06-04 00:00:00+00:00,0.0,3.1875,3.0,2.66416597366333,46800,0.0,
1990-06-05 00:00:00+00:00,0.0,3.125,3.0,2.775172710418701,69200,0.0,
1990-06-06 00:00:00+00:00,0.0,3.1875,3.0,2.8306760787963867,41600,0.0,
1990-06-07 00:00:00+00:00,0.0,3.1875,3.0,2.775172710418701,16800,0.0,
1990-06-08 00:00:00+00:00,0.0,3.1875,3.03125,2.7474210262298584,72400,0.0,
1990-06-11 00:00:00+00:00,0.0,3.125,3.0,2.66416597366333,12800,0.0,
1990-06-12 00:00:00+00:00,0.0,3.125,3.0,2.775172710418701,181600,0.0,
1990-06-13 00:00:00+00:00,0.0,3.125,3.0,2.775172710418701,348800,0.0,
1990-06-14 00:00:00+00:00,0.0,3.125,3.0,2.775172710418701,24400,0.0,
1990-06-15 00:00:00+00:00,0.0,3.125,3.0,2.775172710418701,189200,0.0,
1990-06-18 00:00:00+00:00,0.0,3.125,3.09375,2.775172710418701,29200,0.0,
1990-06-19 00:00:00+00:00,0.0,3.1875,3.0625,2.8306760787963867,400400,0.0,
1990-06-20 00:00:00+00:00,0.0,3.1875,3.0625,2.7196691036224365,86000,0.0,
1990-06-21 00:00:00+00:00,0.0,3.1875,3.0625,2.7196691036224365,92400,0.0,
1990-06-22 00:00:00+00:00,0.0,3.25,3.0625,2.802924156188965,114400,0.0,
1990-06-25 00:00:00+00:00,0.0,3.25,3.0625,2.886179685592652,266400,0.0,
1990-06-26 00:00:00+00:00,0.0,3.4375,3.125,2.941683292388916,517600,0.0,
1990-06-27 00:00:00+00:00,0.0,3.8125,3.375,3.3857102394104004,399600,0.0,
1990-06-28 00:00:00+00:00,0.0,4.1875,3.6875,3.663228511810303,474000,0.0,
1990-06-29 00:00:00+00:00,0.0,4.1875,3.875,3.441214084625244,269200,0.0,
1990-07-02 00:00:00+00:00,0.0,4.125,3.875,3.663228511810303,97600,0.0,
1990-07-03 00:00:00+00:00,0.0,4.15625,4.0625,3.60772442817688,167200,0.0,
1990-07-05 00:00:00+00:00,0.0,4.125,4.0625,3.60772442817688,11600,0.0,
1990-07-06 00:00:00+00:00,0.0,4.0625,3.8125,3.4967174530029297,71600,0.0,
1990-07-09 00:00:00+00:00,0.0,3.875,3.65625,3.330207109451294,55600,0.0,
1990-07-10 00:00:00+00:00,0.0,3.75,3.59375,3.219199657440185,103200,0.0,
1990-07-11 00:00:00+00:00,0.0,3.8125,3.6875,3.3857102394104004,61600,0.0,
1990-07-12 00:00:00+00:00,0.0,3.78125,3.5625,3.163696527481079,57200,0.0,
1990-07-13 00:00:00+00:00,0.0,3.6875,3.5625,3.163696527481079,235200,0.0,
1990-07-16 00:00:00+00:00,0.0,3.625,3.5625,3.163696527481079,43200,0.0,
1990-07-17 00:00:00+00:00,0.0,3.6875,3.5625,3.2747037410736084,171200,0.0,
1990-07-18 00:00:00+00:00,0.0,3.6875,3.59375,3.2747037410736084,2400,0.0,
1990-07-19 00:00:00+00:00,0.0,3.6875,3.5625,3.163696527481079,25600,0.0,
