date,WSFS_Open,WSFS_High,WSFS_Low,WSFS_Close,WSFS_Volume,WSFS_Dividends,WSFS_Stock Splits
1986-11-26 00:00:00+00:00,0.0,3.625,3.416666984558105,2.45633602142334,210000,0.0,
1986-11-28 00:00:00+00:00,0.0,3.4583330154418945,3.375,2.426743268966675,315600,0.0,
1986-12-01 00:00:00+00:00,0.0,3.4583330154418945,3.416666984558105,2.45633602142334,363000,0.0,
1986-12-02 00:00:00+00:00,0.0,3.541666984558105,3.416666984558105,2.45633602142334,287700,0.0,
1986-12-03 00:00:00+00:00,0.0,3.541666984558105,3.416666984558105,2.45633602142334,268200,0.0,
1986-12-04 00:00:00+00:00,0.0,3.541666984558105,3.416666984558105,2.515525579452514,94200,0.0,
1986-12-05 00:00:00+00:00,0.0,3.5833330154418945,3.416666984558105,2.545118570327759,144300,0.0,
1986-12-08 00:00:00+00:00,0.0,3.5833330154418945,3.4583330154418945,2.545118570327759,407100,0.0,
1986-12-09 00:00:00+00:00,0.0,3.625,3.5,2.515525579452514,211800,0.0,
1986-12-10 00:00:00+00:00,0.0,3.5,3.4583330154418945,2.45633602142334,162000,0.0,
1986-12-11 00:00:00+00:00,0.0,3.5833330154418945,3.416666984558105,2.426743268966675,52200,0.0,
1986-12-12 00:00:00+00:00,0.0,3.5833330154418945,3.416666984558105,2.515525579452514,158400,0.0,
1986-12-15 00:00:00+00:00,0.0,3.5833330154418945,3.416666984558105,2.426743268966675,241200,0.0,
1986-12-16 00:00:00+00:00,0.0,3.541666984558105,3.416666984558105,2.485931634902954,117300,0.0,
1986-12-17 00:00:00+00:00,0.0,3.541666984558105,3.416666984558105,2.426743268966675,74100,0.0,
1986-12-18 00:00:00+00:00,0.0,3.541666984558105,3.4583330154418945,2.45633602142334,70200,0.0,
1986-12-19 00:00:00+00:00,0.0,3.5833330154418945,3.4583330154418945,2.515525579452514,38700,0.0,
1986-12-22 00:00:00+00:00,0.0,3.5833330154418945,3.4583330154418945,2.45633602142334,456300,0.0,
1986-12-23 00:00:00+00:00,0.0,3.5833330154418945,3.416666984558105,2.545118570327759,305700,0.0,
1986-12-24 00:00:00+00:00,0.0,3.5833330154418945,3.5833330154418945,2.545118570327759,5700,0.0,
1986-12-26 00:00:00+00:00,0.0,3.5833330154418945,3.4583330154418945,2.545118570327759,16800,0.0,
1986-12-29 00:00:00+00:00,0.0,3.5833330154418945,3.4583330154418945,2.545118570327759,2700,0.0,
