date,REXR_Open,REXR_High,REXR_Low,REXR_Close,REXR_Volume,REXR_Dividends,REXR_Stock Splits
2013-07-19 00:00:00+00:00,14.75,14.800000190734863,14.0,10.67613410949707,10649600,0.0,
2013-07-22 00:00:00+00:00,14.0,14.050000190734863,13.949999809265137,10.645716667175291,872600,0.0,
2013-07-23 00:00:00+00:00,14.010000228881836,14.109999656677246,13.949999809265137,10.714154243469238,608300,0.0,
2013-07-24 00:00:00+00:00,14.06999969482422,14.140000343322754,14.010000228881836,10.66092300415039,105600,0.0,
2013-07-25 00:00:00+00:00,14.0,14.029999732971191,13.68000030517578,10.66853141784668,609300,0.0,
2013-07-26 00:00:00+00:00,13.989999771118164,14.1899995803833,13.960000038146973,10.744572639465332,282000,0.0,
2013-07-29 00:00:00+00:00,14.09000015258789,14.15999984741211,14.0,10.67613410949707,26200,0.0,
2013-07-30 00:00:00+00:00,14.119999885559082,14.140000343322754,14.010000228881836,10.6533203125,48300,0.0,
2013-07-31 00:00:00+00:00,14.0,14.039999961853027,14.0,10.66853141784668,309800,0.0,
2013-08-01 00:00:00+00:00,14.039999961853027,14.050000190734863,14.0,10.6533203125,140900,0.0,
2013-08-02 00:00:00+00:00,14.0,14.010000228881836,13.90999984741211,10.645716667175291,419300,0.0,
2013-08-05 00:00:00+00:00,14.0,14.029999732971191,14.0,10.6533203125,78900,0.0,
2013-08-06 00:00:00+00:00,14.0,14.010000228881836,13.899999618530272,10.60769748687744,219600,0.0,
2013-08-07 00:00:00+00:00,13.989999771118164,13.989999771118164,13.75,10.508843421936035,114400,0.0,
2013-08-08 00:00:00+00:00,13.75,13.880000114440918,13.56999969482422,10.364367485046388,52100,0.0,
2013-08-09 00:00:00+00:00,13.5600004196167,13.5600004196167,13.109999656677246,10.23509693145752,159200,0.0,
2013-08-12 00:00:00+00:00,13.460000038146973,13.720000267028809,13.460000038146973,10.341556549072266,61700,0.0,
2013-08-13 00:00:00+00:00,13.479999542236328,14.0,13.479999542236328,10.56967544555664,150200,0.0,
2013-08-14 00:00:00+00:00,13.550000190734863,14.020000457763672,13.550000190734863,10.63811206817627,143200,0.0,
2013-08-15 00:00:00+00:00,13.5,13.970000267028809,13.5,10.333950996398926,68000,0.0,
2013-08-16 00:00:00+00:00,13.699999809265137,13.970000267028809,13.699999809265137,10.54686450958252,577500,0.0,
2013-08-19 00:00:00+00:00,13.899999618530272,13.899999618530272,13.380000114440918,10.20468044281006,31300,0.0,
2013-08-20 00:00:00+00:00,13.460000038146973,13.6899995803833,13.4399995803833,10.341556549072266,124300,0.0,
2013-08-21 00:00:00+00:00,13.520000457763672,13.609999656677246,13.170000076293944,10.022181510925291,63000,0.0,
2013-08-22 00:00:00+00:00,13.149999618530272,13.3100004196167,12.140000343322754,10.105829238891602,191600,0.0,
2013-08-23 00:00:00+00:00,13.289999961853027,13.68000030517578,13.149999618530272,10.341556549072266,138400,0.0,
2013-08-26 00:00:00+00:00,13.520000457763672,13.8100004196167,13.359999656677246,10.29592990875244,130700,0.0,
2013-08-27 00:00:00+00:00,13.260000228881836,13.720000267028809,13.260000228881836,10.387177467346191,14900,0.0,
2013-08-28 00:00:00+00:00,13.56999969482422,13.760000228881836,13.06999969482422,10.098226547241213,55900,0.0,
2013-08-29 00:00:00+00:00,13.050000190734863,13.350000381469728,12.989999771118164,10.090620994567873,46400,0.0,
2013-08-30 00:00:00+00:00,13.220000267028809,13.390000343322754,13.050000190734863,10.022181510925291,37000,0.0,
2013-09-03 00:00:00+00:00,13.359999656677246,13.550000190734863,13.0,10.30353546142578,85700,0.0,
2013-09-04 00:00:00+00:00,13.460000038146973,13.949999809265137,13.119999885559082,10.288323402404783,301600,0.0,
2013-09-05 00:00:00+00:00,13.420000076293944,13.619999885559082,13.050000190734863,10.07541275024414,64700,0.0,
2013-09-06 00:00:00+00:00,13.25,13.510000228881836,13.0,10.029784202575684,132400,0.0,
2013-09-09 00:00:00+00:00,13.40999984741211,13.529999732971191,13.270000457763672,10.227493286132812,126900,0.0,
2013-09-10 00:00:00+00:00,13.630000114440918,13.630000114440918,13.149999618530272,10.288323402404783,68100,0.0,
2013-09-11 00:00:00+00:00,13.529999732971191,13.529999732971191,13.15999984741211,10.20468044281006,52100,0.0,
2013-09-12 00:00:00+00:00,13.489999771118164,13.710000038146973,13.369999885559082,10.326346397399902,105400,0.0,
