date,SQQQ_Open,SQQQ_High,SQQQ_Low,SQQQ_Close,SQQQ_Volume,SQQQ_Dividends,SQQQ_Stock Splits
2010-03-24 00:00:00+00:00,362112.0,367296.0,361664.0,317925.03125,19,0.0,
2010-03-25 00:00:00+00:00,356352.0,367616.0,352000.0,320551.03125,21,0.0,
2010-03-26 00:00:00+00:00,362304.0,371008.0,357952.0,318595.5,15,0.0,
2010-03-29 00:00:00+00:00,359936.0,362816.0,356992.0,314460.8125,12,0.0,
2010-03-30 00:00:00+00:00,357056.0,362880.0,353600.0,311387.6875,8,0.0,
2010-03-31 00:00:00+00:00,360512.0,363328.0,355520.0,314796.0625,17,0.0,
2010-04-01 00:00:00+00:00,357248.0,369472.0,350208.0,315466.59375,14,0.0,
2010-04-05 00:00:00+00:00,359616.0,361728.0,349120.0,306750.125,18,0.0,
2010-04-06 00:00:00+00:00,354048.0,355520.0,345408.0,304291.65625,14,0.0,
2010-04-07 00:00:00+00:00,351040.0,356288.0,346240.0,305856.1875,17,0.0,
2010-04-08 00:00:00+00:00,353984.0,358848.0,347136.0,304794.59375,10,0.0,
2010-04-09 00:00:00+00:00,347840.0,350528.0,341952.0,299039.5,12,0.0,
2010-04-12 00:00:00+00:00,341568.0,343424.0,338816.0,298089.625,12,0.0,
2010-04-13 00:00:00+00:00,342592.0,344448.0,335616.0,293396.125,22,0.0,
2010-04-14 00:00:00+00:00,330880.0,332160.0,324160.0,283171.15625,23,0.0,
2010-04-15 00:00:00+00:00,324352.0,324352.0,319168.0,279706.96875,20,0.0,
2010-04-16 00:00:00+00:00,323392.0,337280.0,320064.0,288535.125,40,0.0,
2010-04-19 00:00:00+00:00,334976.0,343744.0,329216.0,289764.34375,39,0.0,
2010-04-20 00:00:00+00:00,326400.0,333056.0,324544.0,285853.21875,22,0.0,
2010-04-21 00:00:00+00:00,320320.0,326592.0,318208.0,280154.0,25,0.0,
2010-04-22 00:00:00+00:00,330432.0,335488.0,314944.0,275795.75,49,0.0,
2010-04-23 00:00:00+00:00,316224.0,319104.0,311104.0,272443.34375,17,0.0,
2010-04-26 00:00:00+00:00,311232.0,315392.0,309312.0,274287.125,21,0.0,
2010-04-27 00:00:00+00:00,317440.0,336192.0,313600.0,291105.34375,44,0.0,
2010-04-28 00:00:00+00:00,328000.0,340672.0,328000.0,290658.375,80,0.0,
2010-04-29 00:00:00+00:00,328320.0,328320.0,313984.0,275628.1875,44,0.0,
2010-04-30 00:00:00+00:00,316224.0,335040.0,314688.0,291943.5,41,0.0,
2010-05-03 00:00:00+00:00,330304.0,330496.0,315520.0,279539.3125,37,0.0,
2010-05-04 00:00:00+00:00,332160.0,355456.0,332032.0,304850.40625,71,0.0,
2010-05-05 00:00:00+00:00,358848.0,365760.0,347520.0,308929.28125,76,0.0,
2010-05-06 00:00:00+00:00,361152.0,482624.0,304320.0,340386.4375,116,0.0,
2010-05-07 00:00:00+00:00,398720.0,441920.0,383936.0,362680.40625,118,0.0,
2010-05-10 00:00:00+00:00,364288.0,366592.0,353600.0,309990.78125,88,0.0,
2010-05-11 00:00:00+00:00,364096.0,366720.0,340544.0,309655.6875,63,0.0,
2010-05-12 00:00:00+00:00,349760.0,350848.0,334080.0,292781.53125,44,0.0,
2010-05-13 00:00:00+00:00,339328.0,352768.0,331456.0,306359.03125,41,0.0,
2010-05-14 00:00:00+00:00,358912.0,383104.0,358720.0,323847.6875,66,0.0,
2010-05-17 00:00:00+00:00,368256.0,391104.0,363328.0,321389.21875,45,0.0,
2010-05-18 00:00:00+00:00,358400.0,387136.0,356096.0,333905.09375,44,0.0,
2010-05-19 00:00:00+00:00,386688.0,404288.0,377792.0,341895.1875,89,0.0,
2010-05-20 00:00:00+00:00,413312.0,437504.0,411584.0,375307.9375,97,0.0,
2010-05-21 00:00:00+00:00,455808.0,460608.0,411136.0,371173.21875,119,0.0,
2010-05-24 00:00:00+00:00,422016.0,425984.0,407424.0,368547.125,67,0.0,
2010-05-25 00:00:00+00:00,453888.0,466048.0,422720.0,371396.75,122,0.0,
2010-05-26 00:00:00+00:00,418240.0,440704.0,400128.0,382404.03125,63,0.0,
2010-05-27 00:00:00+00:00,408064.0,412224.0,388800.0,339436.625,73,0.0,
2010-05-28 00:00:00+00:00,387776.0,405760.0,386176.0,345694.5625,76,0.0,
2010-06-01 00:00:00+00:00,399552.0,407936.0,379008.0,355640.125,59,0.0,
2010-06-02 00:00:00+00:00,399680.0,407808.0,376896.0,330385.0,45,0.0,
2010-06-03 00:00:00+00:00,374848.0,381376.0,365120.0,320495.1875,67,0.0,
2010-06-04 00:00:00+00:00,390144.0,408000.0,376128.0,352678.875,115,0.0,
2010-06-07 00:00:00+00:00,397568.0,427200.0,394944.0,372123.09375,82,0.0,
2010-06-08 00:00:00+00:00,423616.0,445952.0,420736.0,373911.09375,119,0.0,
2010-06-09 00:00:00+00:00,420480.0,443072.0,408256.0,383912.59375,89,0.0,
2010-06-10 00:00:00+00:00,422848.0,426880.0,400448.0,350332.09375,105,0.0,
2010-06-11 00:00:00+00:00,413632.0,414016.0,389376.0,341112.90625,93,0.0,
2010-06-14 00:00:00+00:00,379584.0,392320.0,371520.0,341950.96875,60,0.0,
2010-06-15 00:00:00+00:00,384768.0,385536.0,357824.0,314069.6875,68,0.0,
2010-06-16 00:00:00+00:00,361856.0,363776.0,349440.0,309096.8125,72,0.0,
2010-06-17 00:00:00+00:00,349184.0,360384.0,348160.0,305185.71875,46,0.0,
2010-06-18 00:00:00+00:00,348608.0,353024.0,342720.0,305018.0,37,0.0,
2010-06-21 00:00:00+00:00,337024.0,364800.0,335488.0,312952.1875,112,0.0,
2010-06-22 00:00:00+00:00,354752.0,369280.0,346944.0,320551.03125,106,0.0,
2010-06-23 00:00:00+00:00,366016.0,380608.0,362496.0,324406.46875,87,0.0,
2010-06-24 00:00:00+00:00,376768.0,392000.0,373632.0,340889.40625,74,0.0,
2010-06-25 00:00:00+00:00,385536.0,398720.0,381120.0,340554.1875,44,0.0,
2010-06-28 00:00:00+00:00,390080.0,402560.0,384000.0,344465.34375,52,0.0,
2010-06-29 00:00:00+00:00,412928.0,448576.0,411776.0,382571.59375,122,0.0,
2010-06-30 00:00:00+00:00,444608.0,463040.0,431360.0,401345.40625,105,0.0,
2010-07-01 00:00:00+00:00,456704.0,490624.0,452736.0,405144.90625,158,0.0,
2010-07-02 00:00:00+00:00,462144.0,480832.0,457088.0,408497.40625,68,0.0,
2010-07-06 00:00:00+00:00,447936.0,475264.0,438528.0,404697.90625,99,0.0,
2010-07-07 00:00:00+00:00,459136.0,460160.0,418176.0,366423.96875,64,0.0,
2010-07-08 00:00:00+00:00,409792.0,427456.0,407360.0,360948.21875,63,0.0,
2010-07-09 00:00:00+00:00,413376.0,428480.0,400320.0,349494.0625,58,0.0,
2010-07-12 00:00:00+00:00,401472.0,405312.0,390144.0,346476.78125,44,0.0,
2010-07-13 00:00:00+00:00,386816.0,395776.0,377536.0,334575.59375,59,0.0,
2010-07-14 00:00:00+00:00,380288.0,384384.0,370048.0,327982.375,52,0.0,
2010-07-15 00:00:00+00:00,378624.0,389824.0,371584.0,326250.25,60,0.0,
2010-07-16 00:00:00+00:00,379584.0,407040.0,377600.0,352511.21875,89,0.0,
2010-07-19 00:00:00+00:00,402112.0,412352.0,392960.0,345359.3125,89,0.0,
2010-07-20 00:00:00+00:00,414656.0,418112.0,380480.0,332172.9375,83,0.0,
2010-07-21 00:00:00+00:00,369152.0,398592.0,368640.0,345750.40625,67,0.0,
2010-07-22 00:00:00+00:00,380544.0,380672.0,361408.0,322283.21875,62,0.0,
2010-07-23 00:00:00+00:00,373824.0,376128.0,358784.0,313902.0,84,0.0,
2010-07-26 00:00:00+00:00,358400.0,363200.0,350400.0,306750.125,32,0.0,
2010-07-27 00:00:00+00:00,345664.0,355904.0,344832.0,305912.0,45,0.0,
2010-07-28 00:00:00+00:00,352512.0,363264.0,347712.0,312784.59375,35,0.0,
2010-07-29 00:00:00+00:00,353728.0,378112.0,351488.0,320774.625,82,0.0,
2010-07-30 00:00:00+00:00,376512.0,383104.0,358400.0,318371.96875,110,0.0,
2010-08-02 00:00:00+00:00,351872.0,355648.0,341888.0,301162.75,70,0.0,
2010-08-03 00:00:00+00:00,345792.0,353664.0,344768.0,304794.59375,41,0.0,
2010-08-04 00:00:00+00:00,343936.0,348352.0,337344.0,295910.53125,33,0.0,
2010-08-05 00:00:00+00:00,343424.0,347200.0,339136.0,297028.0625,35,0.0,
2010-08-06 00:00:00+00:00,352256.0,357504.0,339584.0,298368.96875,59,0.0,
2010-08-09 00:00:00+00:00,337152.0,343552.0,332800.0,299933.53125,24,0.0,
2010-08-10 00:00:00+00:00,343616.0,352000.0,338432.0,299039.5,49,0.0,
2010-08-11 00:00:00+00:00,361344.0,375808.0,360768.0,323959.40625,56,0.0,
2010-08-12 00:00:00+00:00,392832.0,395200.0,376064.0,332005.34375,68,0.0,
2010-08-13 00:00:00+00:00,385024.0,388928.0,380288.0,339548.375,36,0.0,
2010-08-16 00:00:00+00:00,395008.0,399744.0,378752.0,337536.90625,46,0.0,
2010-08-17 00:00:00+00:00,378816.0,380416.0,361600.0,323959.40625,47,0.0,
2010-08-18 00:00:00+00:00,374272.0,377984.0,360640.0,320159.9375,37,0.0,
2010-08-19 00:00:00+00:00,373760.0,391296.0,369920.0,334184.5,71,0.0,
2010-08-20 00:00:00+00:00,385344.0,392000.0,380288.0,334519.6875,46,0.0,
2010-08-23 00:00:00+00:00,374336.0,393984.0,371904.0,343850.71875,44,0.0,
2010-08-24 00:00:00+00:00,406528.0,420480.0,403328.0,362959.71875,78,0.0,
2010-08-25 00:00:00+00:00,424128.0,426240.0,398464.0,353181.6875,76,0.0,
2010-08-26 00:00:00+00:00,399360.0,419200.0,396800.0,365418.1875,71,0.0,
2010-08-27 00:00:00+00:00,409408.0,435136.0,400512.0,350499.75,105,0.0,
2010-08-30 00:00:00+00:00,408896.0,415680.0,398144.0,361562.84375,61,0.0,
2010-08-31 00:00:00+00:00,422400.0,427456.0,409280.0,365250.53125,80,0.0,
2010-09-01 00:00:00+00:00,401664.0,402048.0,378176.0,334184.5,87,0.0,
2010-09-02 00:00:00+00:00,380800.0,383040.0,368832.0,323400.65625,41,0.0,
2010-09-03 00:00:00+00:00,357888.0,361856.0,350080.0,306750.125,65,0.0,
2010-09-07 00:00:00+00:00,355072.0,359616.0,350464.0,312337.53125,37,0.0,
2010-09-08 00:00:00+00:00,354816.0,354816.0,340480.0,301330.28125,49,0.0,
2010-09-09 00:00:00+00:00,336000.0,343168.0,335040.0,297754.34375,60,0.0,
2010-09-10 00:00:00+00:00,339904.0,344832.0,336000.0,295016.5,48,0.0,
2010-09-13 00:00:00+00:00,329536.0,329536.0,320448.0,281550.8125,47,0.0,
2010-09-14 00:00:00+00:00,324096.0,326016.0,313728.0,278533.59375,59,0.0,
2010-09-15 00:00:00+00:00,321408.0,323712.0,311616.0,273225.5,46,0.0,
2010-09-16 00:00:00+00:00,314304.0,316672.0,308160.0,269593.6875,57,0.0,
2010-09-17 00:00:00+00:00,303232.0,310080.0,302912.0,266464.71875,62,0.0,
2010-09-20 00:00:00+00:00,302400.0,303168.0,287808.0,252887.3125,100,0.0,
2010-09-21 00:00:00+00:00,289280.0,293632.0,283840.0,254116.5,82,0.0,
2010-09-22 00:00:00+00:00,293760.0,296640.0,286336.0,254507.671875,85,0.0,
2010-09-23 00:00:00+00:00,298112.0,298752.0,283712.0,255122.265625,107,0.0,
2010-09-24 00:00:00+00:00,282880.0,283840.0,274304.0,240539.0625,101,0.0,
2010-09-27 00:00:00+00:00,274112.0,279552.0,272960.0,243500.40625,64,0.0,
2010-09-28 00:00:00+00:00,276992.0,292416.0,276416.0,242550.5625,111,0.0,
2010-09-29 00:00:00+00:00,280640.0,283712.0,276672.0,244450.296875,70,0.0,
2010-09-30 00:00:00+00:00,276160.0,289728.0,271168.0,248082.078125,167,0.0,
2010-10-01 00:00:00+00:00,277440.0,289472.0,276480.0,248584.921875,76,0.0,
2010-10-04 00:00:00+00:00,287744.0,299264.0,284800.0,257636.5625,95,0.0,
2010-10-05 00:00:00+00:00,284928.0,284928.0,271424.0,238415.8125,154,0.0,
2010-10-06 00:00:00+00:00,274112.0,284992.0,272320.0,243612.078125,122,0.0,
2010-10-07 00:00:00+00:00,274432.0,283456.0,274432.0,242103.515625,77,0.0,
2010-10-08 00:00:00+00:00,276288.0,282368.0,269184.0,236180.875,134,0.0,
2010-10-11 00:00:00+00:00,270656.0,273408.0,266880.0,236571.984375,80,0.0,
2010-10-12 00:00:00+00:00,272512.0,278912.0,263616.0,230872.765625,148,0.0,
2010-10-13 00:00:00+00:00,259904.0,262464.0,255104.0,225788.234375,125,0.0,
2010-10-14 00:00:00+00:00,258368.0,264000.0,257088.0,227185.078125,118,0.0,
2010-10-15 00:00:00+00:00,250688.0,256960.0,243520.0,212601.84375,156,0.0,
2010-10-18 00:00:00+00:00,243200.0,245824.0,240832.0,212881.203125,98,0.0,
2010-10-19 00:00:00+00:00,253120.0,258496.0,247552.0,220815.40625,203,0.0,
2010-10-20 00:00:00+00:00,250880.0,252352.0,242048.0,216345.453125,140,0.0,
2010-10-21 00:00:00+00:00,242944.0,252928.0,239744.0,214780.96875,145,0.0,
2010-10-22 00:00:00+00:00,245632.0,246848.0,240320.0,210255.125,91,0.0,
2010-10-25 00:00:00+00:00,237952.0,237952.0,232768.0,207405.546875,78,0.0,
2010-10-26 00:00:00+00:00,241280.0,243712.0,233920.0,205673.46875,91,0.0,
2010-10-27 00:00:00+00:00,238848.0,240512.0,232768.0,203606.109375,111,0.0,
2010-10-28 00:00:00+00:00,230528.0,237824.0,230080.0,202376.859375,89,0.0,
2010-10-29 00:00:00+00:00,232320.0,233600.0,229504.0,203661.984375,78,0.0,
2010-11-01 00:00:00+00:00,230976.0,236096.0,225920.0,203103.21875,132,0.0,
2010-11-02 00:00:00+00:00,227264.0,228032.0,223552.0,196901.203125,115,0.0,
2010-11-03 00:00:00+00:00,224512.0,230592.0,222144.0,193995.71875,124,0.0,
2010-11-04 00:00:00+00:00,214912.0,216128.0,211584.0,186899.671875,117,0.0,
2010-11-05 00:00:00+00:00,213632.0,215872.0,212416.0,186787.9375,79,0.0,
2010-11-08 00:00:00+00:00,215040.0,216512.0,212288.0,186117.453125,52,0.0,
2010-11-09 00:00:00+00:00,210752.0,219392.0,209664.0,189358.140625,82,0.0,
2010-11-10 00:00:00+00:00,215680.0,220736.0,212736.0,186229.15625,78,0.0,
2010-11-11 00:00:00+00:00,223232.0,225728.0,216192.0,189469.890625,115,0.0,
2010-11-12 00:00:00+00:00,220864.0,232768.0,218112.0,198968.546875,121,0.0,
2010-11-15 00:00:00+00:00,224576.0,230720.0,223232.0,200924.140625,68,0.0,
2010-11-16 00:00:00+00:00,235392.0,244544.0,231552.0,211149.15625,147,0.0,
2010-11-17 00:00:00+00:00,241344.0,243200.0,235904.0,209193.515625,100,0.0,
2010-11-18 00:00:00+00:00,231680.0,232064.0,223360.0,199247.90625,123,0.0,
2010-11-19 00:00:00+00:00,229312.0,231808.0,225984.0,198633.28125,76,0.0,
2010-11-22 00:00:00+00:00,230208.0,231232.0,222080.0,193883.953125,99,0.0,
2010-11-23 00:00:00+00:00,228608.0,236224.0,227648.0,202656.25,124,0.0,
2010-11-24 00:00:00+00:00,225536.0,225536.0,216704.0,190419.75,89,0.0,
2010-11-26 00:00:00+00:00,222528.0,223552.0,218176.0,194442.71875,45,0.0,
2010-11-29 00:00:00+00:00,223360.0,230976.0,221184.0,194498.59375,109,0.0,
2010-11-30 00:00:00+00:00,230080.0,233856.0,227200.0,201985.75,90,0.0,
2010-12-01 00:00:00+00:00,220992.0,220992.0,212992.0,189693.421875,110,0.0,
2010-12-02 00:00:00+00:00,215424.0,216064.0,208960.0,183323.75,103,0.0,
2010-12-03 00:00:00+00:00,212480.0,212544.0,207488.0,181759.28125,97,0.0,
2010-12-06 00:00:00+00:00,208192.0,210304.0,207360.0,181982.765625,45,0.0,
2010-12-07 00:00:00+00:00,201088.0,208768.0,200960.0,181871.0,83,0.0,
2010-12-08 00:00:00+00:00,206656.0,210368.0,204928.0,179300.75,78,0.0,
2010-12-09 00:00:00+00:00,202112.0,206912.0,201600.0,178909.640625,43,0.0,
2010-12-10 00:00:00+00:00,203328.0,205504.0,200320.0,175389.546875,58,0.0,
2010-12-13 00:00:00+00:00,198400.0,203264.0,198208.0,177233.453125,47,0.0,
2010-12-14 00:00:00+00:00,201728.0,203840.0,199488.0,176562.890625,54,0.0,
2010-12-15 00:00:00+00:00,202432.0,206080.0,198656.0,178462.640625,88,0.0,
2010-12-16 00:00:00+00:00,204160.0,205568.0,198976.0,174551.46875,65,0.0,
2010-12-17 00:00:00+00:00,199296.0,200448.0,197568.0,174048.59375,36,0.0,
2010-12-20 00:00:00+00:00,198528.0,203136.0,196608.0,173601.578125,61,0.0,
2010-12-21 00:00:00+00:00,196736.0,197952.0,195328.0,170528.5,43,0.0,
2010-12-22 00:00:00+00:00,195520.0,196416.0,194560.0,170472.625,33,0.0,
2010-12-23 00:00:00+00:00,196608.0,198208.0,195712.0,171813.59375,36,0.0,
2010-12-27 00:00:00+00:00,198464.0,202496.0,195648.0,171478.375,49,0.0,
2010-12-28 00:00:00+00:00,195520.0,198400.0,194816.0,172372.359375,18,0.0,
2010-12-29 00:00:00+00:00,195904.0,196672.0,195072.0,171366.625,20,0.0,
2010-12-30 00:00:00+00:00,196032.0,198656.0,196032.0,172539.96875,27,0.0,
2010-12-31 00:00:00+00:00,198400.0,202112.0,197888.0,174216.1875,36,0.0,
2011-01-03 00:00:00+00:00,193728.0,193984.0,186432.0,166282.015625,82,0.0,
2011-01-04 00:00:00+00:00,188288.0,194112.0,187968.0,166505.515625,64,0.0,
2011-01-05 00:00:00+00:00,192576.0,192768.0,186048.0,162426.6875,77,0.0,
2011-01-06 00:00:00+00:00,185536.0,186560.0,184064.0,160806.375,75,0.0,
2011-01-07 00:00:00+00:00,183488.0,189888.0,183168.0,160973.96875,92,0.0,
2011-01-10 00:00:00+00:00,185920.0,187072.0,181568.0,159241.875,63,0.0,
2011-01-11 00:00:00+00:00,180224.0,183616.0,179840.0,158850.75,46,0.0,
2011-01-12 00:00:00+00:00,179008.0,181376.0,177792.0,155442.40625,59,0.0,
2011-01-13 00:00:00+00:00,177728.0,179072.0,176256.0,154939.5625,71,0.0,
2011-01-14 00:00:00+00:00,177664.0,178560.0,173440.0,151531.234375,63,0.0,
2011-01-18 00:00:00+00:00,177728.0,178240.0,171520.0,150190.203125,68,0.0,
2011-01-19 00:00:00+00:00,171456.0,179584.0,171456.0,155163.0625,101,0.0,
2011-01-20 00:00:00+00:00,180352.0,185728.0,179456.0,158627.25,138,0.0,
2011-01-21 00:00:00+00:00,178944.0,186304.0,178112.0,162314.984375,103,0.0,
2011-01-24 00:00:00+00:00,185088.0,186048.0,178304.0,155665.953125,135,0.0,
2011-01-25 00:00:00+00:00,180992.0,181952.0,177408.0,154995.390625,100,0.0,
2011-01-26 00:00:00+00:00,176640.0,178112.0,173248.0,152425.203125,112,0.0,
2011-01-27 00:00:00+00:00,172864.0,173824.0,170048.0,149631.515625,112,0.0,
2011-01-28 00:00:00+00:00,171648.0,186560.0,171136.0,160862.234375,217,0.0,
2011-01-31 00:00:00+00:00,183808.0,188224.0,180288.0,158683.140625,281,0.0,
2011-02-01 00:00:00+00:00,177792.0,178240.0,170304.0,149631.515625,186,0.0,
2011-02-02 00:00:00+00:00,172608.0,173184.0,170176.0,150246.078125,150,0.0,
2011-02-03 00:00:00+00:00,173248.0,177408.0,170496.0,149687.359375,185,0.0,
2011-02-04 00:00:00+00:00,171520.0,172736.0,168000.0,147005.40625,171,0.0,
2011-02-07 00:00:00+00:00,167232.0,167936.0,163264.0,144938.0625,134,0.0,
2011-02-08 00:00:00+00:00,165888.0,166720.0,162176.0,141585.578125,117,0.0,
2011-02-09 00:00:00+00:00,163776.0,165120.0,162048.0,142591.328125,137,0.0,
2011-02-10 00:00:00+00:00,166720.0,167360.0,162176.0,141920.828125,148,0.0,
2011-02-11 00:00:00+00:00,164224.0,164800.0,158976.0,139127.09375,134,0.0,
2011-02-14 00:00:00+00:00,159424.0,159680.0,157568.0,138009.625,39,0.0,
2011-02-15 00:00:00+00:00,159232.0,160896.0,158336.0,138624.28125,100,0.0,
2011-02-16 00:00:00+00:00,157568.0,157568.0,154432.0,135886.40625,97,0.0,
2011-02-17 00:00:00+00:00,158080.0,158144.0,154880.0,135886.40625,67,0.0,
2011-02-18 00:00:00+00:00,155712.0,158592.0,155008.0,136668.65625,130,0.0,
2011-02-22 00:00:00+00:00,162688.0,170880.0,161536.0,148793.40625,268,0.0,
2011-02-23 00:00:00+00:00,170560.0,178240.0,168576.0,152313.4375,240,0.0,
2011-02-24 00:00:00+00:00,173504.0,178240.0,169984.0,149855.0,203,0.0,
2011-02-25 00:00:00+00:00,168640.0,168960.0,163840.0,143541.171875,140,0.0,
2011-02-28 00:00:00+00:00,162688.0,166272.0,161024.0,142870.671875,289,0.0,
2011-03-01 00:00:00+00:00,161280.0,172608.0,161280.0,149575.640625,321,0.0,
2011-03-02 00:00:00+00:00,171776.0,171968.0,165312.0,147228.890625,313,0.0,
2011-03-03 00:00:00+00:00,163840.0,163840.0,157888.0,138624.28125,120,0.0,
2011-03-04 00:00:00+00:00,159104.0,164288.0,158336.0,140635.71875,151,0.0,
2011-03-07 00:00:00+00:00,159104.0,171904.0,158784.0,146279.015625,170,0.0,
2011-03-08 00:00:00+00:00,168384.0,171328.0,163392.0,144602.828125,159,0.0,
2011-03-09 00:00:00+00:00,167616.0,171648.0,166848.0,147564.140625,229,0.0,
2011-03-10 00:00:00+00:00,174912.0,178944.0,173632.0,154324.96875,216,0.0,
2011-03-11 00:00:00+00:00,180096.0,180096.0,171968.0,151698.84375,155,0.0,
2011-03-14 00:00:00+00:00,176512.0,179200.0,172608.0,153151.5625,144,0.0,
2011-03-15 00:00:00+00:00,191104.0,192448.0,179712.0,159409.53125,242,0.0,
2011-03-16 00:00:00+00:00,187264.0,199680.0,184320.0,170807.859375,346,0.0,
2011-03-17 00:00:00+00:00,186496.0,190784.0,184128.0,166393.796875,203,0.0,
2011-03-18 00:00:00+00:00,183872.0,192128.0,183872.0,167343.65625,135,0.0,
2011-03-21 00:00:00+00:00,182912.0,183936.0,177920.0,158068.53125,189,0.0,
2011-03-22 00:00:00+00:00,180160.0,182912.0,179776.0,158683.140625,122,0.0,
2011-03-23 00:00:00+00:00,183680.0,187264.0,177152.0,156001.140625,193,0.0,
2011-03-24 00:00:00+00:00,174912.0,177536.0,168000.0,147620.015625,182,0.0,
2011-03-25 00:00:00+00:00,167424.0,168512.0,164480.0,146726.0,135,0.0,
2011-03-28 00:00:00+00:00,165760.0,170880.0,165568.0,148960.953125,86,0.0,
2011-03-29 00:00:00+00:00,171840.0,173312.0,165760.0,144826.328125,164,0.0,
2011-03-30 00:00:00+00:00,163136.0,165568.0,162496.0,142479.5625,106,0.0,
2011-03-31 00:00:00+00:00,164032.0,164864.0,162048.0,141920.828125,99,0.0,
2011-04-01 00:00:00+00:00,159872.0,163712.0,158528.0,141753.21875,118,0.0,
2011-04-04 00:00:00+00:00,160832.0,165952.0,160448.0,143038.328125,101,0.0,
2011-04-05 00:00:00+00:00,164864.0,166144.0,161984.0,144099.9375,101,0.0,
2011-04-06 00:00:00+00:00,161472.0,166784.0,159936.0,143373.59375,156,0.0,
2011-04-07 00:00:00+00:00,164160.0,167808.0,161024.0,143373.59375,164,0.0,
2011-04-08 00:00:00+00:00,162176.0,169088.0,161536.0,145552.671875,96,0.0,
2011-04-11 00:00:00+00:00,164800.0,169984.0,163520.0,146837.796875,117,0.0,
2011-04-12 00:00:00+00:00,170688.0,173568.0,169280.0,149687.359375,163,0.0,
2011-04-13 00:00:00+00:00,168256.0,171328.0,165952.0,146111.4375,174,0.0,
2011-04-14 00:00:00+00:00,170880.0,172800.0,167552.0,146837.796875,210,0.0,
2011-04-15 00:00:00+00:00,169984.0,172416.0,167168.0,147787.625,159,0.0,
2011-04-18 00:00:00+00:00,173824.0,180992.0,172480.0,150637.234375,153,0.0,
2011-04-19 00:00:00+00:00,171328.0,173952.0,169408.0,147899.40625,91,0.0,
2011-04-20 00:00:00+00:00,160384.0,161024.0,157440.0,137842.015625,239,0.0,
2011-04-21 00:00:00+00:00,153216.0,155584.0,153024.0,134601.28125,158,0.0,
2011-04-25 00:00:00+00:00,153792.0,154624.0,152704.0,133539.671875,64,0.0,
2011-04-26 00:00:00+00:00,151616.0,152704.0,148800.0,131304.671875,111,0.0,
2011-04-27 00:00:00+00:00,149440.0,151552.0,146752.0,128622.7265625,126,0.0,
2011-04-28 00:00:00+00:00,148608.0,149760.0,147200.0,129404.9765625,93,0.0,
2011-04-29 00:00:00+00:00,148480.0,148992.0,146752.0,129293.234375,59,0.0,
2011-05-02 00:00:00+00:00,147072.0,150144.0,146240.0,130131.359375,106,0.0,
2011-05-03 00:00:00+00:00,149248.0,153920.0,148864.0,131863.453125,143,0.0,
