date,BMI_Open,BMI_High,BMI_Low,BMI_Close,BMI_Volume,BMI_Dividends,BMI_Stock Splits
1973-02-21 00:00:00+00:00,0.0,0.75,0.75,0.3775906562805176,3200,0.0,
1973-02-22 00:00:00+00:00,0.0,0.734375,0.734375,0.3697240948677063,3200,0.0,
1973-02-23 00:00:00+00:00,0.734375,0.734375,0.734375,0.3697240948677063,0,0.0,
1973-02-26 00:00:00+00:00,0.0,0.71875,0.71875,0.3618577718734741,11200,0.0,
1973-02-27 00:00:00+00:00,0.0,0.734375,0.734375,0.3697240948677063,22400,0.0,
1973-02-28 00:00:00+00:00,0.0,0.75,0.75,0.3775906562805176,12800,0.0,
1973-03-01 00:00:00+00:00,0.0,0.7421879768371582,0.7421879768371582,0.3736577033996582,8000,0.0,
1973-03-02 00:00:00+00:00,0.7421879768371582,0.7421879768371582,0.7421879768371582,0.3736577033996582,0,0.0,
1973-03-05 00:00:00+00:00,0.7421879768371582,0.7421879768371582,0.7421879768371582,0.3736577033996582,0,0.0,
1973-03-06 00:00:00+00:00,0.0,0.734375,0.734375,0.3697240948677063,6400,0.0,
1973-03-07 00:00:00+00:00,0.734375,0.734375,0.734375,0.3697240948677063,0,0.0,
1973-03-08 00:00:00+00:00,0.0,0.71875,0.71875,0.3618577718734741,1600,0.0,
1973-03-09 00:00:00+00:00,0.0,0.71875,0.71875,0.3618577718734741,14400,0.0,
1973-03-12 00:00:00+00:00,0.0,0.6875,0.6875,0.3461247682571411,22400,0.0,
1973-03-13 00:00:00+00:00,0.0,0.703125,0.703125,0.3539913594722748,12800,0.0,
1973-03-14 00:00:00+00:00,0.0,0.7265629768371582,0.7265629768371582,0.3657910823822021,1600,0.0,
1973-03-15 00:00:00+00:00,0.0,0.7578129768371582,0.7578129768371582,0.3815242648124695,8000,0.0,
1973-03-16 00:00:00+00:00,0.0,0.734375,0.734375,0.3697240948677063,17600,0.0,
1973-03-19 00:00:00+00:00,0.734375,0.734375,0.734375,0.3697240948677063,0,0.0,
1973-03-20 00:00:00+00:00,0.0,0.703125,0.703125,0.3539913594722748,9600,0.0,
1973-03-21 00:00:00+00:00,0.703125,0.703125,0.703125,0.3539913594722748,0,0.0,
1973-03-22 00:00:00+00:00,0.703125,0.703125,0.703125,0.3539913594722748,0,0.0,
