date,PRI_Open,PRI_High,PRI_Low,PRI_Close,PRI_Volume,PRI_Dividends,PRI_Stock Splits
2010-04-01 00:00:00+00:00,19.149999618530277,20.200000762939453,18.61000061035156,16.83750343322754,18080100,0.0,
2010-04-05 00:00:00+00:00,20.229999542236328,20.5,19.75,17.008872985839844,2395100,0.0,
2010-04-06 00:00:00+00:00,19.88999938964844,20.25,19.770000457763672,16.966033935546875,899500,0.0,
2010-04-07 00:00:00+00:00,19.8700008392334,20.100000381469727,19.799999237060547,17.145978927612305,753000,0.0,
2010-04-08 00:00:00+00:00,20.739999771118164,21.690000534057617,20.0,18.251340866088867,3186000,0.0,
2010-04-09 00:00:00+00:00,21.84000015258789,23.350000381469727,21.75,19.99935531616211,3062000,0.0,
2010-04-12 00:00:00+00:00,24.09000015258789,25.479999542236328,23.600000381469727,20.91619682312012,3440000,0.0,
2010-04-13 00:00:00+00:00,24.8700008392334,25.06999969482422,24.450000762939453,21.378915786743164,1165200,0.0,
2010-04-14 00:00:00+00:00,25.649999618530277,25.88999938964844,24.56999969482422,21.21610641479492,1474100,0.0,
2010-04-15 00:00:00+00:00,24.850000381469727,25.0,22.57999992370605,19.528074264526367,1876600,0.0,
2010-04-16 00:00:00+00:00,22.76000022888184,23.5,22.01000022888184,19.51951026916504,999700,0.0,
2010-04-19 00:00:00+00:00,22.799999237060547,23.399999618530277,22.790000915527344,19.96508026123047,634500,0.0,
2010-04-20 00:00:00+00:00,23.6299991607666,23.739999771118164,23.31999969482422,20.30782890319824,363400,0.0,
2010-04-21 00:00:00+00:00,23.5,23.739999771118164,23.030000686645508,20.299264907836918,354400,0.0,
2010-04-22 00:00:00+00:00,23.770000457763672,24.09000015258789,23.309999465942383,20.62486457824707,383100,0.0,
2010-04-23 00:00:00+00:00,24.36000061035156,24.76000022888184,24.25,21.113290786743164,553900,0.0,
2010-04-26 00:00:00+00:00,24.81999969482422,25.13999938964844,24.799999237060547,21.43890380859375,701700,0.0,
2010-04-27 00:00:00+00:00,24.739999771118164,24.979999542236328,24.5,21.13898658752441,715500,0.0,
2010-04-28 00:00:00+00:00,24.780000686645508,24.780000686645508,23.649999618530277,20.393510818481445,896400,0.0,
2010-04-29 00:00:00+00:00,24.280000686645508,24.5,23.600000381469727,20.333539962768555,539000,0.0,
2010-04-30 00:00:00+00:00,24.149999618530277,24.46999931335449,23.46999931335449,20.32496452331543,335200,0.0,
2010-05-03 00:00:00+00:00,24.0,24.0,23.57999992370605,20.350675582885746,205900,0.0,
2010-05-04 00:00:00+00:00,23.700000762939453,23.959999084472656,23.600000381469727,20.359243392944336,35400,0.0,
2010-05-05 00:00:00+00:00,23.299999237060547,23.93000030517578,23.100000381469727,20.462068557739254,319000,0.0,
