date,FIS_Open,FIS_High,FIS_Low,FIS_Close,FIS_Volume,FIS_Dividends,FIS_Stock Splits
2001-06-20 00:00:00+00:00,24.0,24.5,23.899999618530277,9.251030921936035,11000,0.0,
2001-06-21 00:00:00+00:00,24.5,25.5,24.5,9.870344161987305,39300,0.0,
2001-06-22 00:00:00+00:00,25.5,25.649999618530277,25.5,9.9090576171875,33800,0.0,
2001-06-25 00:00:00+00:00,25.899999618530277,26.5,25.899999618530277,10.257416725158691,9100,0.0,
2001-06-26 00:00:00+00:00,26.5,26.5,26.149999618530277,10.238062858581545,109800,0.0,
2001-06-27 00:00:00+00:00,26.450000762939453,26.600000381469727,26.440000534057617,10.296128273010254,185300,0.0,
2001-06-28 00:00:00+00:00,26.799999237060547,27.5,26.799999237060547,10.644486427307127,66000,0.0,
2001-06-29 00:00:00+00:00,27.549999237060547,28.100000381469727,27.549999237060547,10.83802318572998,71300,0.0,
2001-07-02 00:00:00+00:00,28.0,28.399999618530277,28.0,10.83802318572998,69700,0.0,
2001-07-03 00:00:00+00:00,28.01000022888184,28.15999984741211,28.01000022888184,10.857380867004396,56200,0.0,
2001-07-05 00:00:00+00:00,28.049999237060547,28.049999237060547,27.940000534057617,10.818675994873049,61900,0.0,
2001-07-06 00:00:00+00:00,27.950000762939453,30.0,26.899999618530277,11.61217212677002,3337400,0.0,
2001-07-09 00:00:00+00:00,30.0,31.299999237060547,29.799999237060547,11.577335357666016,1674700,0.0,
2001-07-10 00:00:00+00:00,29.90999984741211,30.01000022888184,28.549999237060547,11.050918579101562,1210400,0.0,
2001-07-11 00:00:00+00:00,28.450000762939453,29.01000022888184,28.3799991607666,11.031561851501465,2426400,0.0,
2001-07-12 00:00:00+00:00,28.51000022888184,30.200000762939453,28.51000022888184,11.399283409118652,1294600,0.0,
2001-07-13 00:00:00+00:00,29.350000381469727,30.020000457763672,28.989999771118164,11.22510051727295,709500,0.0,
2001-07-16 00:00:00+00:00,29.0,29.61000061035156,28.520000457763672,11.128334045410156,593900,0.0,
2001-07-17 00:00:00+00:00,28.75,29.75,28.709999084472656,11.453469276428224,837100,0.0,
2001-07-18 00:00:00+00:00,29.520000457763672,30.0,29.43000030517578,11.414761543273926,396600,0.0,
2001-07-19 00:00:00+00:00,29.440000534057617,29.5,28.809999465942383,11.186389923095703,303600,0.0,
2001-07-20 00:00:00+00:00,28.799999237060547,29.149999618530277,28.799999237060547,11.209616661071776,519000,0.0,
2001-07-23 00:00:00+00:00,28.959999084472656,29.01000022888184,28.600000381469727,11.22896957397461,206100,0.0,
2001-07-24 00:00:00+00:00,28.950000762939453,29.299999237060547,28.739999771118164,11.21735668182373,268600,0.0,
2001-07-25 00:00:00+00:00,28.96999931335449,29.790000915527344,28.75,11.437986373901367,385200,0.0,
2001-07-26 00:00:00+00:00,29.399999618530277,29.950000762939453,29.18000030517578,11.585073471069336,208500,0.0,
2001-07-27 00:00:00+00:00,29.920000076293945,30.549999237060547,29.899999618530277,11.817316055297852,274600,0.0,
2001-07-30 00:00:00+00:00,30.540000915527344,32.150001525878906,30.540000915527344,12.239227294921877,289200,0.0,
2001-07-31 00:00:00+00:00,31.600000381469727,33.5,31.600000381469727,12.781126976013184,357300,0.0,
2001-08-01 00:00:00+00:00,33.099998474121094,34.279998779296875,33.099998474121094,13.160456657409668,759800,0.0,
2001-08-02 00:00:00+00:00,33.95000076293945,34.20000076293945,33.65999984741211,13.04820728302002,365500,0.0,
2001-08-03 00:00:00+00:00,33.5,33.54999923706055,32.599998474121094,12.63791561126709,139800,0.0,
