date,WWD_Open,WWD_High,WWD_Low,WWD_Close,WWD_Volume,WWD_Dividends,WWD_Stock Splits
1994-04-04 00:00:00+00:00,3.625,3.625,3.5833330154418945,2.230443000793457,4800,0.0,
1994-04-05 00:00:00+00:00,3.625,3.625,3.59375,2.2369279861450195,21600,0.0,
1994-04-06 00:00:00+00:00,3.5833330154418945,3.5833330154418945,3.5833330154418945,2.230443000793457,7200,0.0,
1994-04-07 00:00:00+00:00,3.5833330154418945,3.625,3.5833330154418945,2.2563798427581787,26400,0.0,
1994-04-08 00:00:00+00:00,3.5833330154418945,3.5833330154418945,3.5833330154418945,2.230443000793457,2400,0.0,
1994-04-11 00:00:00+00:00,3.625,3.625,3.5833330154418945,2.230443000793457,12000,0.0,
1994-04-12 00:00:00+00:00,3.5833330154418945,3.625,3.5833330154418945,2.2563798427581787,24000,0.0,
1994-04-13 00:00:00+00:00,3.6458330154418954,3.6458330154418954,3.6458330154418954,2.269346237182617,2400,0.0,
1994-04-14 00:00:00+00:00,3.5833330154418945,3.5833330154418945,3.5833330154418945,2.230443000793457,4800,0.0,
1994-04-15 00:00:00+00:00,3.5833330154418945,3.625,3.5833330154418945,2.2369279861450195,21600,0.0,
1994-04-18 00:00:00+00:00,3.5833330154418945,3.5833330154418945,3.5833330154418945,2.230443000793457,9600,0.0,
1994-04-19 00:00:00+00:00,3.5833330154418945,3.5833330154418945,3.5833330154418945,2.230443000793457,4800,0.0,
1994-04-20 00:00:00+00:00,3.5833330154418945,3.59375,3.5833330154418945,2.230443000793457,45600,0.0,
1994-04-21 00:00:00+00:00,3.5833330154418945,3.5833330154418945,3.5833330154418945,2.230443000793457,2400,0.0,
1994-04-22 00:00:00+00:00,3.5833330154418945,3.5833330154418945,3.5833330154418945,2.230443000793457,0,0.0,
1994-04-25 00:00:00+00:00,3.5833330154418945,3.5833330154418945,3.5833330154418945,2.230443000793457,0,0.0,
1994-04-26 00:00:00+00:00,3.5833330154418945,3.5833330154418945,3.5833330154418945,2.230443000793457,0,0.0,
1994-04-28 00:00:00+00:00,3.59375,3.59375,3.59375,2.2369279861450195,2400,0.0,
