date,FAS_Open,FAS_High,FAS_Low,FAS_Close,FAS_Volume,FAS_Dividends,FAS_Stock Splits
2008-11-19 00:00:00+00:00,20.291667938232425,20.38888931274414,13.88888931274414,13.341970443725586,2392848,0.0,
2008-11-20 00:00:00+00:00,13.909722328186035,14.5625,9.590277671813965,9.320926666259766,8704656,0.0,
2008-11-21 00:00:00+00:00,12.256943702697754,13.125,8.13888931274414,10.179849624633787,11770416,0.0,
2008-11-24 00:00:00+00:00,12.9375,16.63194465637207,12.027777671813965,13.354696273803713,8626320,0.0,
2008-11-25 00:00:00+00:00,17.01388931274414,18.48611068725586,15.055556297302246,15.778776168823242,9135936,0.0,
2008-11-26 00:00:00+00:00,16.0,20.13888931274414,15.625,18.28555679321289,5217984,0.0,
2008-11-28 00:00:00+00:00,20.15277862548828,21.97222137451172,19.61805534362793,19.545320510864254,1990368,0.0,
2008-12-01 00:00:00+00:00,19.11805534362793,19.24305534362793,11.86111068725586,11.13421630859375,7285680,0.0,
2008-12-02 00:00:00+00:00,12.715277671813965,13.993056297302246,11.270833015441896,12.597569465637209,12267792,0.0,
2008-12-03 00:00:00+00:00,12.541666984558104,16.0625,12.368056297302246,14.474477767944336,12839904,0.0,
2008-12-04 00:00:00+00:00,15.159722328186035,17.979167938232422,14.48611068725586,13.91458511352539,11968992,0.0,
2008-12-05 00:00:00+00:00,14.57638931274414,18.92361068725586,14.51388931274414,17.03216552734375,14646096,0.0,
2008-12-08 00:00:00+00:00,21.07638931274414,22.69444465637207,20.34722137451172,20.04795455932617,14047200,0.0,
2008-12-09 00:00:00+00:00,20.94444465637207,22.56944465637207,18.93055534362793,17.515708923339844,13600656,0.0,
2008-12-10 00:00:00+00:00,20.125,20.23611068725586,17.63888931274414,17.623872756958008,12672000,0.0,
2008-12-11 00:00:00+00:00,18.166667938232425,18.645832061767575,14.583333015441896,13.844600677490234,13038480,0.0,
2008-12-12 00:00:00+00:00,12.98611068725586,15.98611068725586,12.715277671813965,14.417217254638672,17100288,0.0,
2008-12-15 00:00:00+00:00,15.881943702697754,15.881943702697754,13.38888931274414,12.90296459197998,10703232,0.0,
2008-12-16 00:00:00+00:00,14.875,18.25,14.805556297302246,16.599523544311523,15984288,0.0,
2008-12-17 00:00:00+00:00,17.29861068725586,19.40972137451172,16.90972137451172,16.380901336669922,16822368,0.032639,
2008-12-18 00:00:00+00:00,18.395832061767575,18.82638931274414,15.854166984558104,15.150736808776855,11686752,0.0,
2008-12-19 00:00:00+00:00,16.72222137451172,17.68055534362793,15.743056297302246,15.042383193969728,11412288,0.0,
2008-12-22 00:00:00+00:00,16.72222137451172,16.78472137451172,14.3125,13.875961303710938,9411552,0.0,
2008-12-23 00:00:00+00:00,15.430556297302246,15.604166984558104,14.23611068725586,13.066476821899414,9400032,0.0,
2008-12-24 00:00:00+00:00,14.36111068725586,14.86111068725586,14.041666984558104,13.48078155517578,3300768,0.0,
2008-12-26 00:00:00+00:00,15.277777671813965,15.625,14.5,13.64012622833252,3337200,0.0,
2008-12-29 00:00:00+00:00,15.104166984558104,15.145833015441896,13.805556297302246,13.232195854187012,5497056,0.0,
2008-12-30 00:00:00+00:00,14.520833015441896,16.0625,14.520833015441896,14.659950256347656,6333120,0.0,
2008-12-31 00:00:00+00:00,16.09722137451172,17.8125,15.909722328186035,16.23430633544922,9345888,0.0,
2009-01-02 00:00:00+00:00,17.63194465637207,18.51388931274414,16.38194465637207,16.50200843811035,10192176,0.0,
2009-01-05 00:00:00+00:00,17.65972137451172,18.36111068725586,16.916667938232422,15.89648151397705,9434160,0.0,
2009-01-06 00:00:00+00:00,17.86111068725586,18.75,17.53472137451172,16.66135597229004,11635920,0.0,
2009-01-07 00:00:00+00:00,17.24305534362793,17.36111068725586,15.625,14.373126029968262,10223136,0.0,
2009-01-08 00:00:00+00:00,15.354166984558104,16.11111068725586,15.055556297302246,14.570713996887209,9951840,0.0,
2009-01-09 00:00:00+00:00,16.0625,16.11111068725586,14.11111068725586,13.047355651855469,11605680,0.0,
2009-01-12 00:00:00+00:00,14.131943702697754,14.20138931274414,11.631943702697754,11.071449279785156,15686928,0.0,
2009-01-13 00:00:00+00:00,11.479166984558104,12.9375,11.333333015441896,11.44750690460205,21438864,0.0,
2009-01-14 00:00:00+00:00,11.42361068725586,11.666666984558104,10.430556297302246,9.675567626953123,26588880,0.0,
2009-01-15 00:00:00+00:00,10.61111068725586,10.6875,8.368056297302246,8.649371147155762,57221280,0.0,
2009-01-16 00:00:00+00:00,10.48611068725586,10.680556297302246,7.840278148651123,8.164956092834473,58245408,0.0,
2009-01-20 00:00:00+00:00,7.840278148651123,7.881944179534912,5.208333015441895,4.863279342651367,104164272,0.0,
