date,WHR_Open,WHR_High,WHR_Low,WHR_Close,WHR_Volume,WHR_Dividends,WHR_Stock Splits
1973-02-21 00:00:00+00:00,0.0,16.5,15.9375,4.743504047393799,69200,0.0,
1973-02-22 00:00:00+00:00,0.0,16.0,15.8125,4.687915802001953,79600,0.0,
1973-02-23 00:00:00+00:00,0.0,15.9375,15.0625,4.521148204803467,158000,0.0,
1973-02-26 00:00:00+00:00,0.0,15.25,15.0,4.521148204803467,50200,0.0,
1973-02-27 00:00:00+00:00,0.0,15.375,14.875,4.409974098205566,17800,0.0,
1973-02-28 00:00:00+00:00,0.0,15.375,15.0,4.484091281890869,103800,0.0,
1973-03-01 00:00:00+00:00,0.0,15.25,15.0,4.502620220184326,81000,0.0,
1973-03-02 00:00:00+00:00,0.0,15.1875,14.875,4.502620220184326,16600,0.0,
1973-03-05 00:00:00+00:00,0.0,15.4375,15.125,4.521148204803467,10200,0.0,
1973-03-06 00:00:00+00:00,0.0,16.125,15.375,4.7064409255981445,47000,0.0,
1973-03-07 00:00:00+00:00,0.0,16.1875,15.625,4.799092769622803,43200,0.0,
1973-03-08 00:00:00+00:00,0.0,16.3125,16.125,4.836147785186768,12600,0.0,
1973-03-09 00:00:00+00:00,0.0,16.3125,16.1875,4.799092769622803,10800,0.0,
1973-03-12 00:00:00+00:00,0.0,16.3125,16.0,4.836147785186768,8400,0.0,
1973-03-13 00:00:00+00:00,0.0,16.6875,16.375,4.947325706481934,18600,0.0,
1973-03-14 00:00:00+00:00,0.0,17.0,16.8125,5.039970874786377,43400,0.0,
1973-03-15 00:00:00+00:00,0.0,17.0,16.6875,4.984383583068848,11800,0.0,
1973-03-16 00:00:00+00:00,0.0,16.75,16.1875,4.854676723480225,69200,0.0,
1973-03-19 00:00:00+00:00,0.0,16.25,15.625,4.632327556610107,8200,0.0,
1973-03-20 00:00:00+00:00,0.0,15.5,15.125,4.595268249511719,76400,0.0,
1973-03-21 00:00:00+00:00,0.0,15.625,15.25,4.521148204803467,11000,0.0,
1973-03-22 00:00:00+00:00,0.0,15.375,15.125,4.484091281890869,13400,0.0,
1973-03-23 00:00:00+00:00,0.0,15.1875,15.0,4.465561866760254,30400,0.0,
1973-03-26 00:00:00+00:00,0.0,15.1875,15.0,4.502620220184326,26400,0.0,
1973-03-27 00:00:00+00:00,0.0,16.375,15.25,4.780561447143555,30200,0.0,
1973-03-28 00:00:00+00:00,0.0,16.5,16.0,4.89173698425293,33800,0.0,
1973-03-29 00:00:00+00:00,0.0,16.5,16.3125,4.836147785186768,38800,0.0,
1973-03-30 00:00:00+00:00,0.0,16.0625,15.75,4.687915802001953,24400,0.0,
1973-04-02 00:00:00+00:00,0.0,15.5,15.4375,4.576738357543945,20800,0.0,
1973-04-03 00:00:00+00:00,0.0,15.375,15.0,4.465561866760254,33200,0.0,
1973-04-04 00:00:00+00:00,0.0,15.125,14.75,4.447031497955322,16800,0.0,
1973-04-05 00:00:00+00:00,0.0,15.0625,14.625,4.447031497955322,27200,0.0,
1973-04-06 00:00:00+00:00,0.0,15.5,14.75,4.447031497955322,29600,0.0,
1973-04-09 00:00:00+00:00,0.0,15.0625,14.875,4.409974098205566,46200,0.0,
1973-04-10 00:00:00+00:00,0.0,15.375,15.0,4.521148204803467,34600,0.0,
1973-04-11 00:00:00+00:00,0.0,15.75,15.375,4.6693854331970215,18200,0.0,
1973-04-12 00:00:00+00:00,0.0,16.5,15.8125,4.780561447143555,20200,0.0,
1973-04-13 00:00:00+00:00,0.0,16.625,16.0,4.910266399383545,14800,0.0,
1973-04-16 00:00:00+00:00,0.0,16.6875,16.125,4.780561447143555,18200,0.0,
1973-04-17 00:00:00+00:00,0.0,16.5,16.25,4.89173698425293,16000,0.0,
1973-04-18 00:00:00+00:00,0.0,16.5,16.375,4.854676723480225,16600,0.0,
1973-04-19 00:00:00+00:00,0.0,16.75,16.5,4.89173698425293,19800,0.0,
1973-04-23 00:00:00+00:00,0.0,16.0,15.875,4.7064409255981445,59200,0.0,
1973-04-24 00:00:00+00:00,0.0,15.9375,15.75,4.6693854331970215,6200,0.0,
1973-04-25 00:00:00+00:00,0.0,15.75,15.0,4.447031497955322,57000,0.0,
1973-04-26 00:00:00+00:00,0.0,15.125,14.75,4.391446590423584,65400,0.0,
1973-04-27 00:00:00+00:00,0.0,14.8125,14.25,4.224679946899414,64000,0.0,
1973-04-30 00:00:00+00:00,0.0,14.0,13.5,4.076446533203125,92800,0.0,
1973-05-01 00:00:00+00:00,0.0,13.875,13.0,3.854093790054321,62600,0.0,
1973-05-02 00:00:00+00:00,0.0,13.5,12.875,3.9652717113494873,79800,0.0,
1973-05-03 00:00:00+00:00,0.0,13.625,13.0,4.002330303192139,48400,0.0,
1973-05-04 00:00:00+00:00,0.0,14.375,14.125,4.206151485443115,32600,0.0,
1973-05-07 00:00:00+00:00,0.0,14.5,14.25,4.261741161346436,6800,0.0,
1973-05-08 00:00:00+00:00,0.0,14.25,14.0,4.187623500823975,35000,0.0,
1973-05-09 00:00:00+00:00,0.0,14.25,13.625,4.11350679397583,58600,0.0,
1973-05-10 00:00:00+00:00,0.0,13.75,13.5,4.076446533203125,4600,0.0,
1973-05-11 00:00:00+00:00,0.0,13.5625,13.0,3.854093790054321,5800,0.0,
1973-05-14 00:00:00+00:00,0.0,12.75,12.5,3.7243902683258057,76600,0.0,
1973-05-15 00:00:00+00:00,0.0,12.8125,12.25,3.798507452011109,41000,0.0,
1973-05-16 00:00:00+00:00,0.0,13.125,12.5,3.891153573989868,21400,0.0,
1973-05-17 00:00:00+00:00,0.0,13.5,13.0,3.872622489929199,41800,0.0,
1973-05-18 00:00:00+00:00,0.0,13.0,12.9375,3.854093790054321,56400,0.0,
1973-05-21 00:00:00+00:00,0.0,13.0,12.75,3.779978036880493,42400,0.0,
1973-05-22 00:00:00+00:00,0.0,13.125,12.75,3.798507452011109,52600,0.0,
1973-05-23 00:00:00+00:00,0.0,13.125,12.75,3.854093790054321,115000,0.0,
1973-05-24 00:00:00+00:00,0.0,14.0,13.125,4.094976425170898,50400,0.0,
1973-05-25 00:00:00+00:00,0.0,14.0,13.75,4.11350679397583,27400,0.0,
1973-05-29 00:00:00+00:00,0.0,13.875,13.125,3.928211212158203,20800,0.0,
1973-05-30 00:00:00+00:00,0.0,13.375,13.125,3.909684896469116,29800,0.0,
1973-05-31 00:00:00+00:00,0.0,13.375,13.125,3.928211212158203,16200,0.0,
1973-06-01 00:00:00+00:00,0.0,13.25,13.0,3.854093790054321,15000,0.0,
1973-06-04 00:00:00+00:00,0.0,12.875,12.375,3.705859899520874,38400,0.0,
1973-06-05 00:00:00+00:00,0.0,12.75,12.5,3.779978036880493,11600,0.0,
1973-06-06 00:00:00+00:00,0.0,12.75,11.9375,3.5946850776672363,87600,0.0,
1973-06-07 00:00:00+00:00,0.0,12.375,12.125,3.6317431926727295,23000,0.0,
1973-06-08 00:00:00+00:00,0.0,12.75,12.25,3.742919445037842,18600,0.0,
1973-06-11 00:00:00+00:00,0.0,12.625,12.375,3.66880202293396,16600,0.0,
1973-06-12 00:00:00+00:00,0.0,12.875,12.375,3.817039012908936,24200,0.0,
1973-06-13 00:00:00+00:00,0.0,12.9375,12.625,3.835566282272339,48200,0.0,
1973-06-14 00:00:00+00:00,0.0,13.25,12.75,3.798507452011109,45800,0.0,
1973-06-15 00:00:00+00:00,0.0,12.625,12.5,3.705859899520874,78000,0.0,
1973-06-18 00:00:00+00:00,0.0,12.5,11.875,3.5205681324005127,28800,0.0,
1973-06-19 00:00:00+00:00,0.0,12.125,11.875,3.5946850776672363,24400,0.0,
1973-06-20 00:00:00+00:00,0.0,12.625,12.5,3.7243902683258057,24400,0.0,
1973-06-21 00:00:00+00:00,0.0,12.875,12.375,3.779978036880493,22400,0.0,
1973-06-22 00:00:00+00:00,0.0,13.125,12.75,3.872622489929199,79000,0.0,
1973-06-25 00:00:00+00:00,0.0,13.0625,12.75,3.779978036880493,3000,0.0,
1973-06-26 00:00:00+00:00,0.0,13.25,12.75,3.928211212158203,47600,0.0,
1973-06-27 00:00:00+00:00,0.0,13.5,13.125,3.909684896469116,21400,0.0,
1973-06-28 00:00:00+00:00,0.0,14.25,13.125,4.11350679397583,40200,0.0,
1973-06-29 00:00:00+00:00,0.0,14.0,13.5625,4.11350679397583,17000,0.0,
1973-07-02 00:00:00+00:00,0.0,14.0,13.5,4.11350679397583,18200,0.0,
1973-07-03 00:00:00+00:00,0.0,13.75,13.375,3.9652717113494873,22800,0.0,
1973-07-05 00:00:00+00:00,0.0,13.25,13.125,3.928211212158203,24000,0.0,
1973-07-06 00:00:00+00:00,0.0,13.25,12.875,3.835566282272339,15600,0.0,
1973-07-09 00:00:00+00:00,0.0,13.5,12.875,4.002330303192139,6800,0.0,
1973-07-10 00:00:00+00:00,0.0,14.125,13.625,4.039389133453369,63400,0.0,
1973-07-11 00:00:00+00:00,0.0,14.25,13.875,4.206151485443115,48000,0.0,
1973-07-12 00:00:00+00:00,0.0,14.25,14.0,4.224679946899414,18400,0.0,
1973-07-13 00:00:00+00:00,0.0,14.3125,14.0625,4.243213653564453,4800,0.0,
1973-07-16 00:00:00+00:00,0.0,15.25,14.375,4.521148204803467,19600,0.0,
1973-07-17 00:00:00+00:00,0.0,15.875,15.5,4.632327556610107,25600,0.0,
1973-07-18 00:00:00+00:00,0.0,15.75,15.375,4.6693854331970215,34800,0.0,
1973-07-19 00:00:00+00:00,0.0,15.875,15.5625,4.632327556610107,25600,0.0,
1973-07-20 00:00:00+00:00,0.0,16.25,15.625,4.780561447143555,36000,0.0,
1973-07-23 00:00:00+00:00,0.0,16.375,15.625,4.632327556610107,62200,0.0,
1973-07-24 00:00:00+00:00,0.0,15.625,14.875,4.632327556610107,26600,0.0,
1973-07-25 00:00:00+00:00,0.0,16.125,15.75,4.780561447143555,35200,0.0,
1973-07-26 00:00:00+00:00,0.0,16.25,16.0,4.817618370056152,41400,0.0,
1973-07-27 00:00:00+00:00,0.0,16.125,15.375,4.613795757293701,28400,0.0,
1973-07-30 00:00:00+00:00,0.0,15.9375,15.375,4.6693854331970215,5800,0.0,
1973-07-31 00:00:00+00:00,0.0,15.75,15.25,4.521148204803467,12600,0.0,
1973-08-01 00:00:00+00:00,0.0,15.375,14.5,4.409974098205566,24400,0.0,
1973-08-02 00:00:00+00:00,0.0,15.0,14.75,4.447031497955322,11600,0.0,
1973-08-03 00:00:00+00:00,0.0,15.625,15.125,4.632327556610107,23400,0.0,
1973-08-06 00:00:00+00:00,0.0,15.75,15.25,4.595268249511719,13200,0.0,
1973-08-07 00:00:00+00:00,0.0,15.875,15.5,4.595268249511719,26600,0.0,
1973-08-08 00:00:00+00:00,0.0,15.375,14.75,4.372915267944336,4600,0.0,
1973-08-09 00:00:00+00:00,0.0,15.375,15.0,4.558208465576172,10600,0.0,
1973-08-10 00:00:00+00:00,0.0,15.25,15.0625,4.465561866760254,8800,0.0,
1973-08-13 00:00:00+00:00,0.0,15.0,14.625,4.335857391357422,29400,0.0,
1973-08-14 00:00:00+00:00,0.0,14.75,14.5,4.335857391357422,18000,0.0,
1973-08-15 00:00:00+00:00,0.0,14.625,14.5,4.298800468444824,26600,0.0,
1973-08-16 00:00:00+00:00,0.0,14.75,14.5,4.298800468444824,5000,0.0,
1973-08-17 00:00:00+00:00,0.0,14.625,14.5,4.335857391357422,1200,0.0,
1973-08-20 00:00:00+00:00,0.0,14.625,14.125,4.187623500823975,33400,0.0,
1973-08-21 00:00:00+00:00,0.0,14.25,14.0,4.187623500823975,40000,0.0,
1973-08-22 00:00:00+00:00,0.0,14.125,14.0,4.187623500823975,14400,0.0,
1973-08-23 00:00:00+00:00,0.0,14.5,14.25,4.298800468444824,45400,0.0,
1973-08-24 00:00:00+00:00,0.0,14.875,14.5,4.372915267944336,42200,0.0,
