date,TENX_Open,TENX_High,TENX_Low,TENX_Close,TENX_Volume,TENX_Dividends,TENX_Stock Splits
1994-04-04 00:00:00+00:00,12000000.0,13200000.0,10800000.0,10800000.0,0,,
1994-04-05 00:00:00+00:00,10800000.0,10800000.0,10800000.0,10800000.0,0,,
1994-04-06 00:00:00+00:00,13200000.0,13200000.0,10800000.0,10800000.0,0,,
1994-04-07 00:00:00+00:00,12000000.0,14400000.0,12000000.0,14102400.0,0,,
1994-04-08 00:00:00+00:00,16800000.0,16800000.0,14400000.0,14400000.0,0,,
1994-04-11 00:00:00+00:00,13804800.0,16204800.0,13804800.0,16204800.0,0,,
1994-04-12 00:00:00+00:00,16204800.0,16204800.0,16204800.0,16204800.0,0,,
1994-04-13 00:00:00+00:00,16204800.0,16204800.0,16204800.0,16204800.0,0,,
1994-04-14 00:00:00+00:00,16204800.0,16204800.0,16204800.0,16204800.0,0,,
1994-04-15 00:00:00+00:00,16204800.0,16204800.0,14400000.0,16204800.0,0,,
1994-04-18 00:00:00+00:00,14400000.0,14400000.0,9600000.0,10800000.0,0,,
1994-04-19 00:00:00+00:00,10800000.0,13200000.0,10800000.0,13200000.0,0,,
1994-04-20 00:00:00+00:00,14400000.0,14400000.0,14400000.0,14400000.0,0,,
1994-04-21 00:00:00+00:00,14400000.0,14400000.0,12000000.0,13804800.0,0,,
1994-04-22 00:00:00+00:00,12000000.0,12000000.0,12000000.0,12000000.0,0,,
1994-04-25 00:00:00+00:00,12000000.0,12000000.0,12000000.0,12000000.0,0,,
1994-04-26 00:00:00+00:00,14400000.0,14400000.0,14400000.0,14400000.0,0,,
1994-04-28 00:00:00+00:00,13804800.0,13804800.0,13200000.0,13200000.0,0,,
1994-04-29 00:00:00+00:00,13804800.0,13804800.0,12297600.0,12297600.0,0,,
1994-05-02 00:00:00+00:00,14400000.0,14400000.0,13804800.0,13804800.0,0,,
1994-05-03 00:00:00+00:00,13804800.0,14400000.0,13200000.0,14400000.0,0,,
1994-05-04 00:00:00+00:00,14400000.0,14400000.0,12604800.0,12604800.0,0,,
1994-05-05 00:00:00+00:00,12604800.0,12604800.0,12604800.0,12604800.0,0,,
1994-05-06 00:00:00+00:00,13200000.0,13200000.0,13200000.0,13200000.0,0,,
1994-05-09 00:00:00+00:00,12000000.0,12000000.0,12000000.0,12000000.0,0,,
1994-05-10 00:00:00+00:00,12000000.0,13200000.0,10800000.0,10800000.0,0,,
1994-05-11 00:00:00+00:00,13200000.0,13200000.0,12000000.0,13200000.0,0,,
1994-05-12 00:00:00+00:00,13200000.0,13200000.0,13200000.0,13200000.0,0,,
1994-05-13 00:00:00+00:00,13200000.0,13200000.0,13200000.0,13200000.0,0,,
1994-05-16 00:00:00+00:00,11404800.0,13200000.0,11404800.0,13200000.0,0,,
1994-05-17 00:00:00+00:00,10204800.0,12000000.0,9600000.0,10204800.0,0,,
1994-05-18 00:00:00+00:00,12000000.0,12000000.0,11404800.0,11404800.0,0,,
1994-05-19 00:00:00+00:00,9600000.0,11404800.0,9600000.0,11404800.0,0,,
1994-05-20 00:00:00+00:00,9004800.0,10204800.0,8697600.0,8697600.0,0,,
1994-05-23 00:00:00+00:00,10204800.0,10204800.0,10204800.0,10204800.0,0,,
1994-05-24 00:00:00+00:00,10204800.0,10204800.0,9600000.0,9600000.0,0,,
1994-05-25 00:00:00+00:00,10204800.0,10204800.0,10204800.0,10204800.0,0,,
1994-05-26 00:00:00+00:00,10204800.0,10204800.0,10204800.0,10204800.0,0,,
1994-05-27 00:00:00+00:00,9600000.0,10204800.0,8400000.0,9600000.0,0,,
1994-05-31 00:00:00+00:00,8697600.0,10204800.0,8697600.0,9600000.0,0,,
1994-06-01 00:00:00+00:00,10204800.0,12604800.0,9600000.0,12604800.0,0,,
1994-06-02 00:00:00+00:00,10204800.0,11404800.0,9600000.0,9600000.0,0,,
1994-06-03 00:00:00+00:00,9600000.0,11404800.0,9600000.0,11404800.0,0,,
1994-06-06 00:00:00+00:00,9004800.0,10800000.0,8400000.0,9600000.0,0,,
1994-06-07 00:00:00+00:00,9004800.0,9600000.0,8400000.0,9600000.0,0,,
1994-06-08 00:00:00+00:00,7804800.0,7804800.0,7804800.0,7804800.0,0,,
1994-06-09 00:00:00+00:00,7804800.0,7804800.0,7804800.0,7804800.0,0,,
1994-06-10 00:00:00+00:00,9600000.0,9600000.0,9600000.0,9600000.0,0,,
1994-06-13 00:00:00+00:00,9600000.0,9600000.0,9600000.0,9600000.0,0,,
1994-06-14 00:00:00+00:00,9600000.0,9600000.0,7804800.0,9302400.0,0,,
1994-06-15 00:00:00+00:00,9600000.0,9600000.0,9600000.0,9600000.0,0,,
1994-06-16 00:00:00+00:00,9600000.0,9600000.0,9600000.0,9600000.0,0,,
1994-06-17 00:00:00+00:00,11404800.0,11404800.0,11404800.0,11404800.0,0,,
1994-06-20 00:00:00+00:00,11404800.0,11404800.0,11404800.0,11404800.0,0,,
1994-06-21 00:00:00+00:00,11404800.0,11404800.0,11404800.0,11404800.0,0,,
1994-06-22 00:00:00+00:00,11404800.0,11404800.0,11404800.0,11404800.0,0,,
1994-06-23 00:00:00+00:00,10800000.0,10800000.0,9600000.0,9600000.0,0,,
1994-06-24 00:00:00+00:00,10800000.0,10800000.0,10800000.0,10800000.0,0,,
1994-06-27 00:00:00+00:00,10800000.0,10800000.0,9897600.0,9897600.0,0,,
1994-06-28 00:00:00+00:00,10800000.0,10800000.0,9600000.0,9600000.0,0,,
1994-06-29 00:00:00+00:00,9600000.0,9600000.0,8400000.0,9004800.0,0,,
1994-06-30 00:00:00+00:00,9600000.0,9600000.0,8400000.0,8400000.0,0,,
1994-07-01 00:00:00+00:00,9004800.0,9600000.0,8400000.0,8400000.0,0,,
1994-07-05 00:00:00+00:00,9600000.0,9600000.0,9600000.0,9600000.0,0,,
1994-07-06 00:00:00+00:00,9600000.0,9600000.0,9600000.0,9600000.0,0,,
1994-07-07 00:00:00+00:00,9004800.0,9004800.0,7948800.0,9004800.0,0,,
1994-07-08 00:00:00+00:00,9004800.0,9302400.0,9004800.0,9302400.0,0,,
1994-07-11 00:00:00+00:00,9600000.0,9600000.0,9004800.0,9004800.0,0,,
1994-07-12 00:00:00+00:00,9600000.0,9600000.0,9600000.0,9600000.0,0,,
1994-07-13 00:00:00+00:00,9004800.0,9600000.0,9004800.0,9004800.0,0,,
1994-07-14 00:00:00+00:00,9004800.0,9004800.0,9004800.0,9004800.0,0,,
1994-07-15 00:00:00+00:00,9600000.0,9600000.0,9600000.0,9600000.0,0,,
1994-07-18 00:00:00+00:00,9600000.0,9600000.0,9600000.0,9600000.0,0,,
1994-07-19 00:00:00+00:00,9600000.0,9600000.0,8400000.0,8400000.0,0,,
1994-07-20 00:00:00+00:00,9004800.0,9004800.0,7200000.0,7200000.0,0,,
1994-07-21 00:00:00+00:00,8400000.0,8400000.0,8400000.0,8400000.0,0,,
1994-07-22 00:00:00+00:00,8400000.0,8400000.0,7200000.0,7200000.0,0,,
1994-07-25 00:00:00+00:00,7200000.0,7200000.0,7200000.0,7200000.0,0,,
1994-07-26 00:00:00+00:00,7200000.0,8400000.0,7200000.0,8400000.0,0,,
1994-07-27 00:00:00+00:00,8400000.0,8400000.0,8400000.0,8400000.0,0,,
1994-07-28 00:00:00+00:00,9600000.0,9600000.0,9600000.0,9600000.0,0,,
1994-07-29 00:00:00+00:00,8102400.0,9600000.0,8102400.0,9600000.0,0,,
1994-08-01 00:00:00+00:00,9600000.0,9600000.0,9600000.0,9600000.0,0,,
1994-08-02 00:00:00+00:00,9600000.0,9600000.0,9600000.0,9600000.0,0,,
1994-08-03 00:00:00+00:00,9600000.0,9600000.0,9004800.0,9004800.0,0,,
1994-08-04 00:00:00+00:00,9600000.0,9600000.0,9600000.0,9600000.0,0,,
1994-08-05 00:00:00+00:00,9600000.0,9600000.0,9600000.0,9600000.0,0,,
1994-08-08 00:00:00+00:00,9600000.0,9600000.0,9600000.0,9600000.0,0,,
1994-08-09 00:00:00+00:00,7804800.0,9600000.0,7804800.0,9600000.0,0,,
1994-08-10 00:00:00+00:00,9600000.0,10800000.0,9004800.0,10800000.0,0,,
